證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　 避險之衍生金融資產－流動,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 避險之衍生金融負債－流動,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 應付薪資,　　　　　 應付員工紅利,　　　　　 應付董監事酬勞,　　　　　 應付設備款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 與待出售非流動資產直接相關之負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 避險之衍生金融負債－非流動,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 銀行長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 應付租賃款－非流動,　　　　　　 長期應付票據及款項合計,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－轉換公司債轉換溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　　 資本公積－認列對子公司所有權權益變動數,　　　　　 資本公積－受贈資產,　　　　　　 資本公積－其他受贈資產,　　　　　　 資本公積－受贈資產合計,　　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　　 資本公積－合併溢額,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 備供出售金融資產－非流動,　　　　　 應付股利,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 避險之衍生金融負債－流動,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 應付薪資,　　　　 應付員工紅利,　　　　 應付董監事酬勞,　　　　 應付設備款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 與待出售非流動資產直接相關之負債,　　　 其他流動負債,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 避險之衍生金融負債－非流動,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 銀行長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 應付租賃款－非流動,　　　　　 長期應付票據及款項合計,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－轉換公司債轉換溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　 資本公積－認列對子公司所有權權益變動數,　　　　 資本公積－受贈資產,　　　　　 資本公積－其他受贈資產,　　　　　 資本公積－受贈資產合計,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積－合併溢額,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 應付建造合約款,　　　 應付建造合約款－關係人,　　　　 應付股利,　　　 其他應付款項－關係人,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　　　 長期應付款,　　 共同控制下前手權益,　　　 避險之衍生金融資產－非流動,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 資本公積－取得或處分子公司股權價格與帳面價值差額,　　　 庫藏股票
2330,2015年12月31日,,,,            562688930,,                  6026,,             14299361,,              9166523,                  1739,,             85059675,,                505722,,                125018,,             67052270,,                              0,,              4305358,              3533369,              7838727,            746743991,,,                              0,,              6910873,,              3990882,,             24091828,,            853470392,,             14065880,              6384974,,                430802,,              1428676,              1859478,            910774307,          1657518298,,,,,             39474000,,                 72610,                              0,,             18575286,,              1149988,,             11702042,             20602707,                356186,             26012192,             58673127,             32901106,,             10163536,                              0,,,             23517612,             27701329,             51218941,            212228594,,                              0,,            191965082,,                 32500,                 32500,,                 31271,,,                              0,                              0,              7448026,             21564801,              1613545,             30626372,            222655225,            434883819,,,,            259303805,            259303805,,,             24184939,              8892847,             33077786,                              0,                100761,,                     55,                     55,                317103,             22804510,             56300215,,            177640561,                              0,,            716653025,            894293586,,             11774113,          1221671719,                962760,          1222634479,          1657518298,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,2015年09月30日,,,,            515731398,,                 98835,,              1597602,,              7362003,                 96153,,             96611632,,                511008,,                128490,,             65066214,,                              0,,              3613680,              2844481,              6458161,            693661496,,,                              0,,              2571357,,              1507749,,             26935985,,            830825109,,             13196292,              5743803,,                400263,,              1376756,              1777019,            882557314,          1576218810,,,,,             33564120,,                179363,                              0,,             18057750,,              1128121,,             10428126,             15836971,                268452,             34338079,             60871628,             24464158,,              9898270,                              0,,,             23515931,             30010029,             53525960,            201689370,,                              0,,            191970754,,                 35000,                 35000,,                153932,,,                              0,                              0,              6611531,             23208034,              1555245,             31374810,            223534496,            425223866,,,,            259303805,            259303805,,,             24184939,              8892847,             33077786,                              0,                 78482,,                     55,                     55,                337895,             22804510,             56298728,,            177640561,                              0,,            644577881,            822218442,,             13138191,          1150959166,                 35778,          1150994944,          1576218810,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,2015年06月30日,,,,            528895107,,                 58535,,             14216874,,              7180351,,,             98992354,,                744707,,              3565341,,             66278597,,                              0,,              8408233,              3028691,             11436924,            731368790,,,                              0,,,,              1858376,,             25915208,,            829703176,,             12938507,              5342444,,                408585,,              1317980,              1726565,            877484276,          1608853066,,,,,              5592600,,                780721,              2625763,,             19773550,,              1327345,,              9116649,             28249029,                585927,             43610962,            198246048,             30335340,,              8593075,                              0,,,             10868322,             31236977,             42105299,            309379741,,                              0,,            201856784,,                 37500,                 37500,,                232340,,,                766836,                766836,              6585747,             21916587,              1449976,             30719146,            232845770,            542225511,,,,            259303805,            259303805,,,             24184939,              8892847,             33077786,                              0,                 78464,,                     55,                     55,                572144,             22804510,             56532959,,            177640561,                              0,,            569248657,            746889218,,              3854399,          1066580381,                 47174,          1066627555,          1608853066,              0,              0,              0,                              0,            116683481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,2015年03月31日,,,,            437412411,,                297698,,             68204390,,             13060038,,,             98529745,,                592021,,                162908,,             64599666,,                              0,,              3946604,              3688211,              7634815,            690493692,,,                              0,,,,              1817677,,             30363144,,            813219884,,             13138963,              6246031,,                442633,,              1173031,              1615664,            866401363,          1556895055,,,,,             18683595,,                 64929,             11627838,,             18595310,,              1609613,,              8032667,             22912906,                523559,             27372814,             58841946,             38954401,,              8130817,                              0,,,,             31056696,             31056696,            187565145,,                              0,,            213208771,,                 40000,                 40000,,                159538,,,                799612,                799612,              6553652,             23715049,                937535,             32005848,            245414157,            432979302,,,,            259303020,            259303020,,,             24077758,              8892847,             32970605,                              0,                103304,,                     55,                     55,                395962,             22804510,             56274436,,            151250682,                              0,,            632904503,            784155185,,             24110858,          1123843499,                 72254,          1123915753,          1556895055,              0,              0,              0,,,,             64599666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,2014年12月31日,,,,            358449029,,                192045,,             73797476,,              4485593,                              0,,            114734743,,                312955,,                178625,,             66337971,,                944208,,              3476884,              3656110,              7132994,            626565639,,,                              0,,                              0,,              1800542,,             28255737,,            818198801,,             13531510,              5138782,,                356069,,              1202006,              1558075,            868483447,          1495049086,,,,,             36158520,,                486214,             16364241,,             21878934,,              1491490,,             10573922,             17645966,                406854,             26980408,             55607150,             28616574,,             10445452,                219043,,,                              0,             29746011,             29746011,            201013629,,                              0,,            213673818,,                 40000,                 40000,,                199750,,,                802108,                802108,              6567782,             25538475,                885192,             33793557,            247707125,            448720754,,,,            259296624,            259296624,,,             24053965,              8892847,             32946812,                              0,                104335,,                     55,                     55,                134210,             22804510,             55989922,,            151250682,                              0,,            553914592,            705165274,,             25749291,          1046201111,                127221,          1046328332,          1495049086,              0,              0,              0,                              0,                              0,,             66337971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,2014年09月30日,,,,            225884318,,                 69164,,             64391337,,                              0,                              0,,            113999433,,                532767,,                161962,,             65336989,,                              0,,              2989824,              2864405,              5854229,            476230199,,,                              0,,                              0,,              1866008,,             26985165,,            824309879,,             11942249,              4940633,,              2359756,,              1273661,              3633417,            873677351,          1349907550,,,,,             35883358,,                691062,              9769897,,             20418733,,              1290677,,              9505689,             12673402,                286323,             28683936,             51149350,             19412953,,              7677524,                              0,,,                              0,             25954613,             25954613,            172248167,,                  5821,,            211796805,,                 40000,                 40000,,                              0,,,                773743,                773743,              6838838,                160419,                798772,              8571772,            220414398,            392662565,,,,            259293750,            259293750,,,             24043271,              8892847,             32936118,                              0,                 73038,,                     55,                     55,                131078,             22804510,             55944799,,            151250682,                              0,,            473751730,            625002412,,             16865491,            957106452,                138533,            957244985,          1349907550,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,2014年06月30日,,,,            255053573,,                158265,,             59082482,,                299230,,,             86424428,,                462732,,              2875842,,             50954265,,                              0,,                957366,              2931372,              3888738,            459199555,,,                              0,,,,              2017528,,             26361220,,            837167426,,             11433307,              4915991,,              2476534,,              1385149,              3861683,            885757155,          1344956710,,,,,             34705206,,                 19418,              4282501,,             20015515,,              1681781,,              7806935,             19824107,                276748,             34657746,            140351387,             17585111,,              7709195,                              0,,,                              0,             20284963,             20284963,            246635077,,              1277058,,            210869059,,                 40000,                 40000,,                              0,,,                745391,                745391,              6810773,                157011,                771334,              8484509,            220670626,            467305703,,,,            259293750,            259293750,,,             24043271,              8892847,             32936118,                              0,                 81093,,                     55,                     55,                205061,             22804510,             56026837,,            151250682,                              0,,            397420475,            548671157,,             13485597,            877477341,                173666,            877651007,          1344956710,              0,              0,              0,                              0,             77785851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,2014年03月31日,,,,            231697295,,                 11425,,                845002,,              2394178,,,             73774054,,                558970,,                162444,,             43481269,,                              0,,                584364,              2381416,              2965780,            355890417,,,             59284283,,,,              2055075,,             29512938,,            828011580,,             12113629,              7799443,,              2560988,,              1422102,              3983090,            942760038,          1298650455,,,,,             24843645,,                188535,                              0,,             15380651,,              1330050,,              6107014,             15896509,                122252,             53461455,             75587230,             28433542,,              9964997,                              0,,,,             18668514,             18668514,            174397164,,              5279032,,            211798101,,                 40000,                 40000,,                              0,,,                783275,                783275,              6793685,                154505,                711901,              8443366,            225560499,            399957663,,,,            259291239,            259291239,,,             24034598,              8892847,             32927445,                 89882,                              0,,                     55,                     55,                 13388,             22804510,             55835280,,            132436003,              2785741,,            431536961,            566758705,,             16583227,            898468451,                224341,            898692792,          1298650455,              0,              0,              0,,,,             43481269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,2014年01月01日,,,,            242695447,,                 90353,,                760793,,              1795949,,,             71649926,,                291708,,                221576,,             37494893,,                              0,,                501785,              2984224,              3486009,            358486654,,,             58721959,,,,              2145591,,             28321241,,            792665913,,             11490383,              7145004,,              2519031,,              1469577,              3988608,            904478699,          1262965353,,,,,             15645000,,                 33750,                              0,,             14670260,,              1688456,,              8330956,             12634665,                104136,             89810160,            110879917,             22563286,,              7603781,                              0,,,,             16693484,             16693484,            189777934,,              5481616,,            210767625,,                 40000,                 40000,,                              0,,,                776230,                776230,              6801663,                151660,                694901,              8424454,            224713695,            414491629,,,,            259286171,            259286171,,,             24017363,              8892847,             32910210,                100827,                              0,,                     55,                     55,                 43024,             22804510,             55858626,,            132436003,              2785741,,            383670168,            518891912,,             14170306,            848207015,                266709,            848473724,          1262965353,              0,              0,              0,,,,             37494893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,2013年12月31日,,,,,,                 90353,,                760793,,              1795949,,,             71649926,,                291708,,                221576,,             37494893,,                              0,,                501785,              2984224,              3486009,            358486654,,,             58721959,,,,              2145591,,             28316260,,            792665913,,             11490383,              7239609,,              2519031,,              1469577,              3988608,            904568323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,             37494893,            242695447,          1263054977,,,,             15645000,,                 33750,                              0,,             14670260,,              1688456,,              8330956,             12634665,                104136,             89810160,            110879917,             22563286,,              7603781,                              0,,             16693484,             16693484,            189777934,,              5481616,,            210767625,,                 40000,                 40000,,                              0,,,                776230,                776230,              7589926,                151660,                694901,              9212717,            225501958,            415279892,,,,            259286171,            259286171,,,             24017363,              8892847,             32910210,                100827,                              0,,                     55,                     55,                 43024,             22804510,             55858626,,            132436003,              2785741,,            382971408,            518193152,,             14170306,            847508255,                266830,            847775085,,,,,,,,,,,,,
