證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 暫付款,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 長期預付租金,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收貨款,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期遞延收入,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 待分配股票股利,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收貨款,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期遞延收入,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 待分配股票股利,　　　 當期所得稅資產,　　　　 當期所得稅資產合計,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－其他－非流動,　　　　　 其他金融資產－非流動合計,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　　 預付投資款,　　　　 庫存現金,　　　　 銀行存款,　　　　 原始認列時指定為透過損益按公允價值衡量之金融資產－流動,　　　　 原始認列時指定為透過損益按公允價值衡量之金融資產評價調整－流動,　　　　 無活絡市場之債券投資－流動,　　　　 應收票據,　　　　 備抵呆帳－應收票據,　　　　 應收帳款,　　　　 應收分期帳款,　　　　 未實現利息收入－應收分期帳款,　　　　 備抵呆帳－應收帳款、分期帳款及租賃款,　　　　 應收帳款－關係人,　　　　 應收所得稅退稅款,　　　　 存貨－製造業,　　　　　 製成品,　　　　　 在製品,　　　　　 原料,　　　　　 備抵存貨跌價,　　　　　 存貨－製造業淨額,　　　　 原始認列時指定為透過損益按公允價值衡量之金融資產－非流動,　　　　 原始認列時指定為透過損益按公允價值衡量之金融資產評價調整－非流動,　　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產評價調整－非流動,　　　　 以成本衡量之金融資產－非流動,　　　　 採用權益法之投資,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 機器設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備成本,　　　　　 累計折舊－運輸設備,　　　　　 運輸設備淨額,　　　　 其他設備淨額,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備,　　　　　 其他設備淨額,　　　　 未完工程及待驗設備,　　　　 電腦軟體淨額,　　　　　 電腦軟體淨額,　　　　 銀行借款,　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債評價調整－流動,　　　　 其他應付費用,　　　　 應付設備款,　　　　 應付股利,　　　　 保固之短期負債準備,　　　　 銀行長期借款,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－其他,　　　　　 累積盈虧,　　　　　 本期損益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額 －母公司,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益－母公司,　　　　　 備供出售金融資產未實現損益合計,　　　 庫藏股票,　　　　 遞延所得稅負債－所得稅,　　　　 約當現金
3167,2015年09月30日,,,,                827382,,                  4439,,                 11205,,                 37393,,              1065759,,                 41553,,                  7366,,                564400,,                 12954,,                    553,                              0,                  4459,                  5012,              2577463,,,                              0,,                  4512,,                  8000,,                453945,,                    451,                 26591,,                              0,                  2354,                 14306,                 16660,                510159,              3087622,,,,,                373548,,                              0,,                      1,,                264016,,                 31988,,                115976,                 24925,,                 53957,,,                 35017,                 35017,,                156240,                156240,                  2785,                194042,              1058453,,,                351490,,                 58004,,                              0,                  2588,                  2588,                412082,              1470535,,,,                799786,                              0,                799786,,                138046,,                200761,                 17293,,                391987,                610041,,                 48694,              1596567,                 20520,              1617087,              3087622,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,2015年06月30日,,,,                840972,,                    381,,                 16250,,                 26685,,              1141711,,                 36216,,                 22674,,                640312,,                 26576,,,                              0,                  8800,                  8800,              2760577,,,                              0,,                  4563,,                  8000,,                437054,,                    588,                 30829,,                              0,                  1570,                 13761,                 15331,                496365,              3256942,,,,,                277207,,                              0,,                              0,,                435310,,                 23930,,                228009,                 29978,,                 59977,,,                 69658,                 69658,,                178012,                178012,                  3268,                250938,              1305349,,,                407092,,                 42066,,                              0,                  2474,                  2474,                451632,              1756981,,,,                727078,                 72708,                799786,,                138046,,                200761,                 17293,,                300158,                518212,,                 26068,              1482112,                 17849,              1499961,              3256942,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,2014年12月31日,,,,                713975,,                              0,,                 16250,,                 26179,,              1150767,,                 36137,,                 25420,,                596274,,                 15682,,                    998,                    507,                  6687,                  8192,              2588876,,,                              0,,                  4559,,                  8000,,                434961,,                    633,                 31716,,                  1041,                  1622,                 14266,                 16929,                496798,              3085674,,,,,                404017,,                              0,,                    507,,                362704,,                 25846,,                134937,                 51286,,                 62731,,,                186813,                186813,,                120223,                120223,                  2968,                310004,              1352032,,,                200295,,                 43468,,                              0,                              0,                              0,                243763,              1595795,,,,                727078,                              0,                727078,,                138046,,                176984,                 17293,,                363982,                558259,,                 49247,              1472630,                 17249,              1489879,              3085674,              0,              0,              0,                713975,                 16250,              3085674,,,,                404017,,                              0,,                    507,,                362704,,                 25846,,                134937,                 51286,,                 62731,,,                186813,                186813,,                120223,                120223,                  2968,                310004,              1352032,,,                200295,,                 43468,,                              0,                              0,                243763,              1595795,,,,                727078,                727078,,                138046,,                176984,                 17293,,                363982,                558259,,                 49247,              1472630,                 17249,              1489879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,2014年09月30日,,,,                621245,,                  9954,,                 20820,,                 25928,,              1092760,,                 21355,,                 18744,,                723285,,                 14914,,                  1183,                              0,                  6686,                  7869,              2556874,,,                              0,,                  4512,,                              0,,                439001,,                    501,                 33292,,                              0,                  1318,                 58542,                 59860,                537166,              3094040,,,,,                403480,,                              0,,                              0,,                383676,,                 30641,,                109167,                 42755,,                 65310,,,                242939,                242939,,                120828,                120828,                  2977,                366744,              1401773,,,                210453,,                 33913,,                 34306,                              0,                 34306,                278672,              1680445,,,,                727078,                              0,                727078,,                138046,,                176984,                 17293,,                304711,                498988,,                 34286,              1398398,                 15197,              1413595,              3094040,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,2014年06月30日,,,,                640288,,                  9823,,                 20736,,                 42877,,              1016015,,                 23370,,                 24007,,                789033,,                 22369,,,                              0,                  8979,                  8979,              2597497,,,                              0,,                  9096,,                              0,,                440914,,                    800,                 40509,,                              0,                  1936,                 57166,                 59102,                550421,              3147918,,,,,                251262,,                              0,,                     18,,                437690,,                 39804,,                257290,                 45629,,                 78751,,,                246576,                246576,,                120828,                120828,                  2602,                370006,              1480450,,,                240660,,                 38333,,                 33451,                              0,                 33451,                312444,              1792894,,,,                692455,                 34623,                727078,,                138046,,                176984,                 17293,,                261635,                455912,,                 19881,              1340917,                 14107,              1355024,              3147918,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,2014年03月31日,,,,,,                  9771,,,,                 44178,,              1089937,,                 34249,,                  9192,,                846437,,                 18445,,,,,                 11551,              2681210,,,                              0,,                  8971,,                              0,,                421503,,                  1099,                 35395,,,                  2592,                 58307,                 67128,                534096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                596434,                 20826,              3215306,,,,                210911,,                  1880,,                     63,,                421403,,                 34276,,                109616,                 33697,,                 76652,,,                434838,                434838,,                120828,                120828,                  9039,                564705,              1453203,,,                270867,,                 35981,,                 34070,                 34070,                340918,              1794121,,,,                692455,                692455,,                172669,,                160701,                 17293,,                334628,                512622,,                 30116,              1407862,                 13323,              1421185,,,                    190,,                  6229,                  6229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,2013年12月31日,,,,,,                  9542,,,,                 31557,,                942181,,                 31838,,                  7070,,                731490,,                 10550,,                    615,                              0,                  9920,                 10535,              2441316,,,                              0,,                  9065,,                              0,,                428714,,                  1478,                 37004,,                              0,                  2583,                 58618,                 61201,                537462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                645827,                 20726,              2978778,,,,                208360,,                     25,,                     63,,                266915,,                 33661,,                152302,                 31995,,                 76696,,,                354442,                354442,,                120828,                120828,                  2423,                477693,              1247710,,,                301074,,                 27226,,                 34202,                 34202,                362502,              1610212,,,,                692455,                692455,,                172669,,                160701,                 17293,,                280986,                458980,,                 32181,              1356285,                 12281,              1368566,                              0,,                              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,2013年09月30日,,,,,,                  9303,,,,                 42763,,                688979,,                 14058,,                 11012,,                852965,,                 20698,,,,,                 18765,              2313262,,,                              0,,                  9027,,                              0,,                462933,,                  1537,                 40178,,,                  2403,                 63904,                 66307,                579982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                634884,                 19835,              2893244,,,,                230943,,                              0,,                              0,,                375496,,                 27415,,                113806,                 57357,,                 76550,,,                371403,                371403,,                132089,                132089,                  3914,                507406,              1388973,,,                334995,,                 27222,,                 33604,                 33604,                395821,              1784794,,,,                615505,                615505,,                 12786,,                160701,                 17293,,                267703,                445697,,                 23197,              1097185,                 11265,              1108450,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,2013年06月30日,,,,,,                  9508,,,,                 65682,,                634295,,                 11844,,                 12739,,                928468,,                 38113,,,,,                 21070,              2310395,,,                              0,,                  9074,,                              0,,                477634,,                  1710,                 38293,,,                  2515,                 65008,                 67523,                594234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                561280,                 27396,              2904629,,,,                170495,,                              0,,                    331,,                424634,,                 11606,,                124729,                 64228,,                 74690,,,                426781,                426781,,                130419,                130419,                  3166,                560366,              1431079,,,                350264,,                 33454,,                 34001,                 34001,                417719,              1848798,,,,                615505,                615505,,                 12786,,                160701,                 17293,,                209068,                387062,,                 29858,              1045211,                 10620,              1055831,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,2013年03月31日,,,,,,                  9881,,,,                 99699,,                545761,,                  2601,,                 16229,,                929894,,                 22929,,,,,                 17554,              2332523,,,                              0,,                  9048,,                              0,,                479688,,                  1585,                 38838,,,                  2415,                 65656,                 68071,                597230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                663616,                 24359,              2929753,,,,                179424,,                              0,,                    185,,                324155,,                  9561,,                115267,                 76436,,                 65490,,,                451855,                451855,,                114290,                114290,                  7514,                573659,              1344177,,,                378715,,                 25114,,                 33080,                 33080,                436909,              1781086,,,,                615505,                615505,,                 12786,,                145602,                 17301,,                332327,                495230,,                 15527,              1139048,                  9619,              1148667,,,                              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
