證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 應收建造合約款,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付建造合約款,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 長期應付票據及款項合計,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－認列對子公司所有權權益變動數,　　　　　 資本公積－員工認股權,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 重估增值,　　　　　　 重估增值合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 待分配股票股利,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付建造合約款,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 長期應付票據及款項合計,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 資本公積－員工認股權,　　　　 待分配股票股利
2511,2015年09月30日,,,,              2418834,,                310845,,                153026,,                809357,,                445534,              1363260,,                 75336,,             23332397,,                538416,,              2099307,                512097,              2611404,             32058409,,,                 77778,,              1294561,,                887529,,              2219283,,              6791234,,              6004222,,              2317158,                108165,,                632624,,                767185,,                 89640,              1489449,             21189379,             53247788,,,,,              3724874,,              1228715,,                128995,,              2973238,                462228,,                977807,                105728,                 87427,,,              3127945,,                596870,                 97605,              3822420,             13511432,,,              4500000,,              9518411,,                 84937,,                134218,,,              1449773,                134682,                146625,                180726,              1911806,             16149372,             29660804,,,,             16623418,             16623418,,,              1408500,                514061,                 52001,                              0,                  7232,              1981794,,              1420796,,              2141479,              3562275,,,                  1692,,              1141795,,                              0,              1143487,                 60440,             23250534,                336450,             23586984,             53247788,              0,              0,     39671094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511,2015年06月30日,,,,              3617548,,                311126,,                 95385,,                654386,,                463451,              1320938,,                 74611,,             22048625,,                423820,,              2741398,                618736,              3360134,             32370024,,,                 77778,,              1186318,,                887529,,              2195824,,              6839177,,              6027323,,              2332387,                108165,,                621866,,              1058489,,                 98522,              1778877,             21433378,             53803402,,,,,              3665584,,              2078964,,                230327,,              3058336,                492474,,              2432388,                 77597,                 98980,,,              2869232,,                584870,                 94897,              3548999,             15683649,,,              4500000,,              8103754,,                 83472,,                495468,,,              1355512,                134039,                136006,                 70556,              1696113,             14878807,             30562456,,,,             16623418,             16623418,,,              1408500,                514061,,                              0,                  7232,              1929793,,              1420796,,              1995429,              3416225,,,                  1391,,                986219,,                              0,                987610,                 60440,             22896606,                344340,             23240946,             53803402,              0,              0,     39671094,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511,2015年03月31日,,,,              1707861,,                223999,,                 97591,,              3077243,,                501247,                862133,,                231214,,             21523036,,                304966,,              2557481,                589469,              3146950,             31676240,,,                 77547,,              1503021,,                887529,,              2215574,,              6894559,,              6052314,,              2347547,                107970,,                554179,,              1135797,,                 89259,              1779235,             21865296,             53541536,,,,,              2690584,,              2082682,,                 26422,,              3173119,                268437,,              1025706,                 44936,                147917,,,              2915182,,              1991470,                175706,              5082358,             14542161,,,              4500000,,              7736949,,                 83229,,                495328,,,              1454524,                133405,                143451,                 70581,              1801961,             14617467,             29159628,,,,             16623418,             16623418,,,              1408500,                514061,,                              0,                  7232,              1929793,,              1180924,,              3046385,              4227309,,,                  1690,,              1311646,,                              0,              1313336,                 60440,             24033416,                348492,             24381908,             53541536,              0,              0,     39671094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511,2014年12月31日,,,,              2165806,,                238566,,                148412,,              5355359,,                440429,                955890,,                285144,,             20925619,,                429857,,              2772959,                521804,              3294763,             34239845,,,                 77547,,              1626078,,                887529,,              2182242,,              6957966,,              6075555,,              2362995,                108369,,                537377,,                911988,,                 83477,              1532842,             21811123,             56050968,,,,,              3305584,,              2602518,,                 22027,,              4262318,                350959,,              1094813,                194001,                125602,,,              3037135,,              2111470,                113307,              5261912,             17219734,,,              4500000,,              7649449,,                 81720,,                495328,,,              1457251,                129391,                136547,                 70604,              1793793,             14520290,             31740024,,,,             16623418,             16623418,,,              1408500,                514061,                              0,                              0,                  7232,              1929793,,              1180924,,              2854738,              4035662,,,                  1690,,              1434529,,                              0,              1436219,                 60440,             23964652,                346292,             24310944,             56050968,              0,              0,     39671094,                              0,              2165806,             56050968,,,,              3305584,,              2602518,,                 22027,,              4262318,                350959,,              1094813,                194001,                125602,,,              3037135,,              2111470,                113307,              5261912,             17219734,,,              4500000,,              7649449,,                 81720,,                495328,,,              1457251,                129391,                136547,                 70604,              1793793,             14520290,             31740024,,,,             16623418,             16623418,,,              1408500,                514061,                  7232,              1929793,,              1180924,,              2854738,              4035662,,,                  1690,,              1434529,              1436219,                 60440,             23964652,                346292,             24310944,,
2511,2014年09月30日,,,,              2345772,,                224507,,                 88288,,                691793,,                460215,              1260558,,                274559,,             22915733,,                437736,,              2958644,                786786,              3745430,             32444591,,,                 77327,,              1642084,,                887529,,              2176982,,              7003338,,              6098909,,              2378454,                108197,,                536658,,              1014163,,                132964,              1683785,             22056605,             54501196,,,,,              4122584,,              2493646,,                135490,,              2490803,                588081,,                776414,                129507,                 85526,,,              4252464,,              1921670,                 84166,              6258300,             17080351,,,              4500000,,              7581884,,                 82318,,                498266,,,              1459583,                129972,                181607,                 71492,              1842654,             14505122,             31585473,,,,             16623418,             16623418,,,              1408500,                514061,                              0,                              0,                  7232,              1929793,,              1180924,,              1451585,              2632509,,,                  1041,,              1445567,,                              0,              1446608,                 60440,             22571888,                343835,             22915723,             54501196,              0,              0,     39671094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511,2014年06月30日,,,,              3949395,,                235163,,                120887,,                799982,,                619745,              1333458,,                274281,,             19864768,,                455532,,              4098714,                783528,              4882242,             32535453,,,                 77327,,              1921067,,                887529,,              2136209,,              7042879,,              7638170,,              2393918,                107944,,                519815,,                898376,,                136322,              1554513,             23759556,             56295009,,,,,              3067000,,              2263262,,                237006,,              2494547,                660769,,              1235354,                 93804,                 94715,,,              4054613,,              2202170,                 79796,              6336579,             16483036,,,              4500000,,             10029709,,                 84401,,                508620,,,              1461216,                133543,                139698,                 71902,              1806359,             16929089,             33412125,,,,             16139241,             16623418,,,              1408500,                514061,,                              0,                  7232,              1929793,,              1180924,,              1132827,              2313751,,,                    767,,              1725209,,                              0,              1725976,                 60440,             22532498,                350386,             22882884,             56295009,              0,              0,     38515626,                484177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511,2014年03月31日,,,,              2029536,,                252036,,                142820,,              1340641,,                289271,                895268,,                275363,,             17932423,,                371587,,              6809309,                771115,              7580424,             31109369,,,                 77100,,              1982371,,                887529,,              2157712,,              7075524,,              8271844,,              2409339,                107789,,                588434,,              1084826,,                128532,              1801792,             24771000,             55880369,,,,,              3307700,,              2575791,,                 68579,,              2503782,                367557,,                932415,                 55579,                 57037,,,              3674996,,              1015000,                 71295,              4761291,             14629731,,,              4500000,,             11412578,,                 81338,,                495328,,,              1422206,                133216,                147792,                 70676,              1773890,             18263134,             32892865,,,,             16139241,             16139241,,,              1408500,                514061,,                              0,                  7232,              1929793,,              1022243,,              1808774,              2831017,,,                  1041,,              1788827,,                              0,              1789868,                 60440,             22629479,                358025,             22987504,             55880369,              0,              0,     38515627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511,2013年12月31日,,,,,,                256001,,                103519,,              3736596,,                783403,                813996,,                306709,,             15875651,,                533055,,              3145874,                725588,              3871462,             28449122,,,                 77100,,              2230828,,                887529,,              2129948,,              7014898,,              8313032,,              2425016,                108083,,                536321,,                480568,,                120050,              1136939,             24323373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     38515627,,              2168730,             52772495,,,,              4085000,,              2143661,,                 75332,,              4154814,                268491,,              1035607,                254599,                 62113,,,              3170728,,                301000,                 99016,              3570744,             15650361,,,              4500000,,             11660738,,                 79071,,                495328,,,              1464708,                132882,                144128,                 70781,              1812499,             18547636,             34197997,,,,             13139241,             13139241,,,                              0,                514061,                  7232,                521293,,              1022243,,              1586811,              2609054,,,                   -859,,              2000470,              1999611,                 60440,             18208759,                365739,             18574498,,
2511,2013年09月30日,,,,,,                286425,,                121161,,                887535,,                273849,                935680,,                260260,,             17192766,,                477642,,              2933415,                942010,              3875425,             25818045,,,                 76856,,              2196469,,                887344,,              2120536,,              6963879,,              8320107,,              2442356,                104477,,                514416,,              1076642,,                136246,              1727304,             24839328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     38515626,,              1507302,             50657373,,,,              4783000,,              2513620,,                136019,,              2465762,                499768,,              1503179,,                 34415,,,              3687465,,              1818284,                 72407,              5578156,             17513919,,,              2000000,,             11912345,,                 80461,,                496299,,,              1445312,                137476,                161298,                 70779,              1814865,             16303970,             33817889,,,,             13139241,             13139241,,,                              0,                514061,                  7232,                521293,,              1022243,,               -114366,                907877,,,                   -316,,              1962625,              1962309,                 60440,             16470280,                369204,             16839484,                              0,
2511,2013年06月30日,,,,,,                351256,,                165868,,                905575,,                502904,              1116914,,                 26301,,             14919438,,                365325,,              2116657,                783461,              2900118,             23158041,,,                 76856,,              1754549,,                891045,,              2176984,,              6985618,,              8342784,,              2459400,                101021,,                563972,,              1121918,,                144167,              1830057,             24618314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     35014206,,              1904342,             47776355,,,,              3500000,,              2095824,,                353874,,              2146383,                775905,,              1396935,,                 37639,,,              2829976,,              2663809,                 30013,              5523798,             15830358,,,              2000000,,             10991845,,                 77602,,                496139,,,              1430110,                136360,                159876,                 70781,              1797127,             15362713,             31193071,,,,             11944765,             13139241,,,                              0,                514061,                  7232,                521293,,              1022243,,                 58910,              1081153,,,                  1971,,              1521020,              1522991,                 60440,             16204238,                379046,             16583284,                              0,              1194476
