證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 電腦軟體淨額,　　　　　 電腦軟體淨額,　　　　 商譽,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 預收股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－轉換公司債轉換溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　　 資本公積－員工認股權,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－轉換公司債轉換溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積－員工認股權,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 預收股本
2327,2015年09月30日,,,,              4898796,,                 45171,,              6579077,,                504361,,              9222125,,                  4060,,                369051,,                176688,,              5096287,,                292612,,                 79765,             27267993,,,              2416760,,                 50000,,              2606214,,             14694987,,,                 39344,              2373759,              2413103,                999210,,                 86886,                 89245,,                152216,                328347,             23508621,             50776614,,,,,             11621026,,                499879,,                  3864,,                  9793,,              4076386,,                662032,,              2690048,                  2116,                974153,,,                              0,                              0,                486211,                486211,             21025508,,,              3700000,,                359509,,                301728,                 37247,                338975,              4398484,             25423992,,,,              6595547,                              0,              6595547,,,                472066,                              0,                472066,                              0,                 60039,                 21745,                553850,,              1792427,                437595,,             15048783,             17278805,,,              1588746,,               -428473,              1160273,                367956,             25220519,                132103,             25352622,             50776614,              0,              0,      7698000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,2015年06月30日,,,,              4536021,,                 27701,,              8535172,,                501398,,              7894116,,                  3558,,                326552,,                273391,,              5086243,,                265769,,                 87781,             27537702,,,              2672189,,                 50000,,              2856909,,             14431272,,,                 44394,              2230958,              2275352,              1006723,,                 77265,                 86494,,                253439,                417198,             23709643,             51247345,,,,,             10545685,,                499766,,                 13211,,                 10091,,              3689857,,                643113,,              5285388,                  2376,                846437,,,                              0,                              0,                367446,                367446,             21903370,,,              4500000,,                 99097,,                290606,                 55978,                346584,              4945681,             26849051,,,,              6769997,,              6769997,,,                484552,                              0,                484552,                              0,                 56701,                 19166,                560419,,              1792427,                437595,,             14439510,             16669532,,,                386551,,               -109585,                276966,                  4071,             24272843,                125451,             24398294,             51247345,              0,              0,         82000,,                              0,,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,2015年03月31日,,,,              5067362,,                 13778,,              8939151,,                457282,,              7996911,,                  3091,,                219985,,                118591,,              5272944,,                292763,,                 65309,             28447167,,,              2649181,,                 50000,,              2933992,,             14749555,,,                 52424,              2177911,              2230335,              1031975,,                 78629,                 88136,,                267677,                434442,             24079480,             52526647,,,,,             10558389,,                299910,,                 24184,,                 10516,,              3974723,,                498971,,              2782007,                  1316,              1161446,,,,                              0,                501088,                501088,             19812550,,,              5800000,,                128010,,                286719,                 36985,                323704,              6251714,             26064264,,,,              6678919,                 91078,              6769997,,,              1542992,                755574,              2298566,                              0,                 29676,                 16587,              2344829,,              1406122,                437595,,             14995899,             16839616,,,                527690,,               -135700,                391990,                              0,             26346432,                115951,             26462383,             52526647,              0,      9107763,              0,,,,                              0,,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,2014年12月31日,,,,              6412680,,                 54609,,              5856514,,                552131,,              7704072,,                  3342,,                213189,,                115001,,              5505965,,                341043,,                200906,             26959452,,,              2650276,,                 50000,,              2909342,,             14926535,,,                 56930,              2446087,              2503017,              1069039,,                 79382,                 89578,,                269319,                438279,             24546488,             51505940,,,,,              8764499,,                499877,,                 15150,,                 11769,,              4279691,,                446857,,              2987361,                    896,              1106518,,,                              0,                              0,                660566,                660566,             18773184,,,              6400000,,                269931,,                309662,                 34020,                343682,              7013613,             25786797,,,,              6678919,                              0,              6678919,,,              1142129,                755574,              1897703,                              0,                 26275,                 98884,              2022862,,              1406122,                437595,,             14063177,             15906894,,,              1175751,,               -191024,                984727,                              0,             25593402,                125741,             25719143,             51505940,              0,              0,              0,,                              0,,                              0,,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,2014年09月30日,,,,             10958849,,                 21475,,              7820642,,                776832,,              8134243,,                  3395,,                292630,,                103044,,              4805987,,                327367,,                211486,             33455950,,,              2730911,,                 50000,,              2861271,,             14635166,,,                 53686,              2433930,              2487616,              1089621,,                 74568,                 87518,,                279815,                441901,             24296486,             57752436,,,,,              8517525,,                499870,,                  7560,,                 12958,,              4217622,,                395263,,             17687519,                              0,              1083298,,,                              0,                              0,                455257,                455257,             32876872,,,                              0,,                138066,,                270170,                 32738,                302908,                440974,             33317846,,,,              6597894,                 81025,              6678919,,,              1142129,                755574,              1897703,                              0,                 23685,                 95017,              2016405,,              1406122,                437595,,             13279954,             15123671,,,                564681,,                -67737,                496944,                              0,             24315939,                118651,             24434590,             57752436,              0,      8102500,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,2014年06月30日,,,,             19791536,,                  3538,,              7767634,,                602325,,              7544850,,                  3792,,                212434,,                121544,,              4487931,,                350833,,                259902,             41146319,,,              2733511,,                 50000,,              2786545,,             14581529,,,                 42080,              2570518,              2612598,              1249937,,                 78670,                 85770,,                269364,                433804,             24447924,             65594243,,,,,             10319627,,                699993,,                    827,,                 13685,,              4021558,,                382928,,              2403071,                              0,              1104390,,,                              0,                              0,                428905,                428905,             19374984,,,              7400000,,                111287,,                278196,                 30888,                309084,              7820371,             27195355,,,,             21992981,,             21992981,,,              1090692,                755574,              1846266,                              0,                 23685,                114228,              1984179,,              1406122,                437595,,             12100497,             13944214,,,                438941,,                -68516,                370425,                              0,             38291799,                107089,             38398888,             65594243,              0,              0,              0,,                              0,,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,2014年03月31日,,,,             16736301,,                 15194,,              8457514,,                537008,,              7037594,,                  3081,,                241286,,                 77969,,              4464344,,                338938,,                280194,             38189423,,,              2849840,,                 50000,,              2809437,,             14940180,,,                 50444,              2632351,              2682795,              1261424,,                 71484,                 87947,,                286963,                446394,             25040070,             63229493,,,,,              8407491,,                699973,,                 38785,,                  2749,,              3676802,,                321322,,              2205732,                              0,                835736,,,,                              0,                462570,                462570,             16651160,,,              7400000,,                207048,,                282004,                 36992,                318996,              7926044,             24577204,,,,             22387921,                              0,             22387921,,,              1123846,                755574,              1879420,                126812,                 20778,                111650,              2138660,,              1261160,              1181865,,             10819523,             13262548,,,                904733,,                 14096,                918829,                154673,             38553285,                 99004,             38652289,             63229493,     11150000,              0,     11150000,,,,                              0,,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,2013年12月31日,,,,,,                 13898,,,,                593357,,              5993872,,                  3530,,                282171,,                 86080,,              4671715,,                381420,,                104398,             33896344,,,              2573052,,,,              2775861,,             15146803,,,                 46236,              2590650,              2636886,              1195591,,                 70767,                 89358,,                283163,                443288,             24821481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     18001000,,                              0,,                              0,,,,,             14349810,              7416093,                 50000,             58717825,,,,              5586493,,                699929,,                910436,,                  3458,,              4088189,,                338765,,              2292228,                              0,                571235,,,              6716474,              6716474,                270503,              6986977,             21477710,,,                              0,,                              0,,              7400000,,                227419,,                251678,                 35811,                287489,              7914908,             29392618,,,,             15437159,             15437159,,,              1000765,                 29138,              1029903,                121617,                 20498,                172260,              1344278,,              1261160,              1181865,,              9889602,             12332627,,,                509298,,               -243493,                265805,                172215,             29207654,                117553,             29325207,                              0
2327,2013年09月30日,,,,,,                 20591,,,,                468858,,              7029159,,                  5787,,                247357,,                108425,,              4281830,,                457508,,                119466,             25753902,,,              2514625,,,,              2597010,,             15166998,,,                 65884,              2526991,              2592875,              1260749,,                 69429,                 88191,,                253099,                410719,             24592976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,,,,              5288369,              7726552,                 50000,             50346878,,,,              5491604,,                499831,,              1081976,,                  2818,,              4273748,,                362555,,              2078235,,                518945,,,              6597609,              6597609,                316415,              6914024,             21223736,,,,,,,                              0,,                109592,,                247235,                 32641,                279876,                389468,             21613204,,,,             15437159,             15437159,,,              1000765,                 29138,              1029903,                121617,                 10825,                168671,              1331016,,              1261160,              1181865,,              9468639,             11911664,,,                221168,,               -274595,                -53427,                              0,             28626412,                107262,             28733674,                              0
2327,2013年06月30日,,,,,,                 24739,,,,                545058,,              6606453,,                  4889,,                189384,,                114634,,              3985247,,                464645,,                 98804,             27019468,,,              2310568,,,,              2605760,,             15773480,,,                 71706,              2485406,              2557112,              1173892,,                 65168,                 89927,,                258010,                413105,             24883917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                              0,,                              0,,,,,              7608218,              7377397,                 50000,             51903385,,,,              2281242,,                              0,,              1084485,,                  1702,,              3668312,,                395888,,              2016831,                 13463,                340773,,,              6641230,              6641230,                251637,              6892867,             16695563,,,                              0,,,,                              0,,                104125,,                247198,                 34123,                281321,                385446,             17081009,,,,             22053084,             22053084,,,              1000765,                 29138,              1029903,                121617,                  5073,                165083,              1321676,,              1261160,              1181865,,              9009124,             11452149,,,                378303,,               -481346,               -103043,                              0,             34723866,                 98510,             34822376,
