證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 長期應收票據及款項,　　　　　 長期應收款,　　　　　 長期應收票據及款項淨額,　　　　 淨確定福利資產-非流動,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 應付設備款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　　 預付退休金－非流動,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 應付設備款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　　　 其他金融資產－流動,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債券投資－非流動淨額,　　　　 長期應付票據及款項,　　　　　 長期應付款,　　　　　 長期應付票據及款項合計,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　 非控制權益
8110,2015年09月30日,,,,              2311783,,                              0,,                 11221,,                264895,,                819308,,                 20164,,,                664747,                664747,,                 45608,                 45608,              4137726,,,                344818,,                154379,,             10558647,                366288,,                  3676,,                111561,                111561,                              0,                 29055,,                  8205,                152497,             11576629,             15714355,,,,,                209335,,                549533,,                  2087,,                700053,,                     27,                     27,,                 56125,                437039,                493164,                 36952,,,                322222,                 56592,                378814,              2369965,,,                577610,,              5133834,,                 24700,,                  9114,                    600,                  9714,              5745858,              8115823,,,,              5006680,              5006680,,                117298,,                440854,                141319,,              2033608,              2615781,,,                100777,,                -93752,                  7025,                148252,              7598532,              7598532,             15714355,              0,              0,     17898000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8110,2015年06月30日,,,,              2376048,,                              0,,                  6395,,                332389,,                586970,,                405914,,,                684369,                684369,,                 29411,                 29411,              4421496,,,                339482,,                148618,,             11012992,                371768,,                  3676,,                101665,                101665,                              0,                 28172,,                  5778,                139291,             12012151,             16433647,,,,,                323785,,                549516,,                  1557,,                693005,,                     89,                     89,,                102101,                643498,                745599,                 27162,,,                392222,                 33979,                426201,              2766914,,,                574521,,              5532685,,                 10410,,                 10386,                  2000,                 12386,              6130002,              8896916,,,,              5006680,              5006680,,                117298,,                440854,                141319,,              1882872,              2465045,,,                 48784,,                -99034,                -50250,                  2042,              7536731,              7536731,             16433647,              0,              0,        193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8110,2015年03月31日,,,,              2085406,,                              0,,                  1858,,                514617,,                619816,,                 14665,,,                696983,                696983,,                 98723,                 98723,              4032068,,,                376380,,                150569,,             11780878,                358460,,                  3676,,                104445,                104445,                              0,                 28624,,                  6923,                143668,             12809955,             16842023,,,,,                469201,,                549635,,                  1595,,                673131,,                    103,                    103,,                 62413,                520960,                583373,                136756,,,              1228000,                 23171,              1251171,              3664965,,,                571448,,              4775520,,                 11670,,                 11686,,                 11686,              5370324,              9035289,,,,              5006680,              5006680,,                117298,,                353260,                182716,,              2149325,              2685301,,,                 61921,,                -62424,                   -503,                  2042,              7806734,              7806734,             16842023,              0,              0,        193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8110,2014年12月31日,,,,              1953743,,                100007,,                  6012,,              1016090,,                545941,,                133825,,,                774901,                774901,,                 41177,                 41177,              4571696,,,                331364,,                150101,,             10922562,                373591,,                  4507,,                104699,                104699,                              0,                 29130,,                217211,                355547,             12133165,             16704861,,,,,                174164,,                              0,,                  1608,,              1004158,,                    100,                    100,,                 91881,                570483,                662364,                131677,,,                928000,                 22064,                950064,              2924135,,,                568392,,              5343725,,                 31580,,                 13640,                              0,                 13640,              5957337,              8881472,,,,              5006680,              5006680,,                117298,,                353260,                182716,,              2196019,              2731995,,,                 77232,,               -107774,                -30542,                  2042,              7823389,              7823389,             16704861,              0,              0,        193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8110,2014年09月30日,,,,              1342473,,                              0,,                      1,,              1890909,,                554811,,                  4920,,,                754468,                754468,,                 44160,                 44160,              4591742,,,                300973,,                 86583,,             11484104,                373166,,                  3676,,                129570,                129570,                 13155,                 28402,,                  7551,                182354,             12427180,             17018922,,,,,                589584,,                549715,,                  1645,,                942619,,                    145,                    145,,                 85767,                516696,                602463,                104107,,,                828000,                 25501,                853501,              3643779,,,                              0,,              5855789,,                 20418,,                              0,                              0,                              0,              5876207,              9519986,,,,              5006680,              5006680,,                 81014,,                353260,                182716,,              2017346,              2553322,,,                 33716,,               -144053,               -110337,                 31743,              7498936,              7498936,             17018922,              0,              0,      3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8110,2014年06月30日,,,,              1370604,,                  5013,,                     35,,              1481693,,                465280,,                 27413,,,                860220,                860220,,                 54625,                 54625,              4264883,,,                299156,,                              0,,             11719504,                372856,,                  3674,,                137338,                137338,                 11553,                 27866,,                  8682,                189113,             12580629,             16845512,,,,,                511941,,                299667,,                  1529,,                932061,,                     75,                     75,,                147990,                545753,                693743,                 67728,,,                828000,                 33771,                861771,              3368515,,,                              0,,              6293849,,                 14168,,                              0,                              0,                              0,              6308017,              9676532,,,,              5006680,              5006680,,                 81014,,                353260,                182716,,              1706231,              2242207,,,                  4246,,               -133424,               -129178,                 31743,              7168980,              7168980,             16845512,              0,              0,      3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8110,2014年03月31日,,,,              1565568,,                              0,,                      1,,              1026774,,                514181,,                 23604,,,              1001341,              1001341,,                 47767,                 47767,              4179236,,,                231821,,                              0,,             11790171,                369230,,                  4014,,                137735,                137735,                  9982,                 28644,,                  9801,                190176,             12581398,             16760634,,,,,                826727,,                549769,,                  1536,,              1104097,,                    136,                    136,,                122708,                465362,                588070,                 66093,,,                900000,                 29822,                929822,              4066250,,,                              0,,              5753948,,                 12388,,                              0,,                              0,              5766336,              9832586,,,,              5006680,              5006680,,                 81014,,                321022,                235818,,              1483916,              2040756,,,                 29296,,               -197955,               -168659,                 31743,              6928048,              6928048,             16760634,              0,              0,      3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8110,2013年12月31日,,,,,,                100011,,                              0,,              1052603,,                439963,,                 24870,,,                877453,                877453,,                 35687,                 35687,              4113136,,,                215186,,                              0,,             11636844,                384412,,                  4890,,                129628,                129628,,                 28885,,                 11030,                182616,             12419058,,,,,,,,,,,,,                    198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      3000000,              1542092,,                 40457,                  8183,             16532194,,,,                160645,,                399816,,                  1557,,                940751,,                    198,,                349901,                475753,                825654,                 36988,,,                900000,                 23626,                923626,              3289235,,,                              0,,              6392151,,                 35218,,                              0,                              0,              6427369,              9716604,,,,              5006680,              5006680,,                 81014,,                321022,                235818,,              1385515,              1942355,,,                 31863,,               -214579,               -182716,                 31743,              6815590,              6815590,                              0,,                              0,,                              0,                              0,,,,,
8110,2013年09月30日,,,,,,                              0,,                              0,,                769626,,                418910,,                 30832,,,                915279,                915279,,                 48774,                 56159,              3447881,,,                216121,,                              0,,             11692900,                431960,,                  4014,,                              0,                              0,,                 28477,,                 10329,                 60398,             12513804,,,,,,,,,,,,,                    110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      3000000,              1223506,,                 33569,                 17578,             15961685,,,,                668544,,                549885,,                  1563,,                853148,,                    110,,                215912,                406335,                622247,                 41787,,,                600000,                 24096,                624096,              3361380,,,,,              5850257,,                 21680,,,,              5871937,              9233317,,,,              5006680,              5006680,,                 81014,,                321022,                235818,,              1322675,              1879515,,,,,,               -207098,                 31743,              6728368,              6728368,                  7385,,                112425,,,,,,,,
8110,2013年06月30日,,,,,,                 44617,,                      1,,                799678,,                341863,,                313692,,,              1005784,              1005784,,                 26668,                 41678,              3578132,,,                206988,,,,             11825968,                447980,,                  4014,,                              0,                              0,,                 28982,,                 11718,                 60693,             12656342,,,,,,,,,,,,,                  4211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      3000000,                997918,,                 32901,                 15979,             16234474,,,,                444594,,                299947,,                  1574,,                978560,,                  4211,,                167521,                381806,                549327,                 21812,,,                500000,                 18253,                518253,              2818278,,,,,              6788322,,                 27003,,,,              6815325,              9633603,,,,              5006680,              5006680,,                 81014,,                321022,                235818,,              1177882,              1734722,,,,,,               -189802,                 31743,              6600871,              6600871,                 15010,,                114713,,,,,,,,
