證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收建造合約款,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付建造合約款,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 其他金融負債－流動,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　　　 待分配股票股利,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付建造合約款,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 其他金融負債－流動,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 其他應收款,　　　　 其他應收款淨額
2542,2015年09月30日,,,,              7690889,,                484238,,                329246,,                983704,                 23391,,             91317625,,              3663304,,              8617208,                209426,              8826634,            113319031,,,                197220,,                 18298,,                927183,,                279702,,                 29346,                 58628,,                 16003,,                515303,,                 87105,                618411,              2128788,            115447819,,,,,             47846896,,              3863243,,                 12728,,              3913777,                150591,,              4627398,                241801,,                118292,,                 27970,,             16676653,,              1771487,                  4049,              1775536,                496613,             18976772,             79751498,,,                              0,,              2000000,,                 49295,,                 59687,,                 47324,                 47324,              2156306,             81907804,,,,             11666266,             11666266,,              2419573,,              4667238,                              0,,             10617831,             15285069,,                 -1593,                 12583,             29356732,              4183283,             33540015,            115447819,              0,              0,     14702037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,2015年06月30日,,,,              8564312,,                762840,,                371069,,                493807,                 42119,,             87026143,,              3829254,,              7899302,                199298,              8098600,            109188144,,,                213949,,                 18298,,                929524,,                280969,,                 25370,                 58628,,                 19196,,                517213,,                 87105,                623514,              2150552,            111338696,,,,,             44611522,,              2961832,,                 23246,,              3831544,                 83256,,              5422420,                241801,,                118471,,                 68765,,             16425224,,                351108,                 74825,                425933,                399109,             17319031,             74613123,,,                              0,,              3428706,,                 68517,,                 59687,,                 47204,                 47204,              3604114,             78217237,,,,              8974051,             11666266,,              2374181,,              4667238,                              0,,             10734575,             15401813,,                 14900,                 12583,             29444577,              3676882,             33121459,            111338696,              0,              0,     11309261,,                    300,              2692215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,2015年03月31日,,,,              9132451,,                844217,,                463902,,                420366,                 57989,,             81917226,,              3669478,,              7875976,                242166,              8118142,            104623771,,,                213724,,                 18298,,                913598,,                282236,,                 26887,                 58628,,                 38105,,                515630,,                 87105,                640840,              2154361,            106778132,,,,,             42814344,,              1249661,,                121114,,              3983005,                167165,,              1109415,                 18309,,                141695,,                 94376,,             14968165,,                349397,                 77693,                427090,                263080,             15752711,             65357419,,,                              0,,              3423217,,                 70342,,                 59687,,                 47171,                 47171,              3600417,             68957836,,,,              8974051,              8974051,,              2374146,,              3653944,                  3041,,             18309002,             21965987,,                 14761,                 12583,             33316362,              4503934,             37820296,            106778132,              0,              0,     11309261,,                    150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,2014年12月31日,,,,             10722689,,                755580,,                492430,,                938544,                111115,,             81200168,,              3931081,,              7690643,                200819,              7891462,            106043069,,,                206750,,                 18298,,                915869,,                283503,,                 29224,                 58628,,                 35212,,                515233,,                 87105,                637550,              2149822,            108192891,,,,,             45031044,,              1173830,,                 82957,,              5515677,                151844,,              1216712,                 16842,,                150901,,                 93407,,             16274562,,                347297,                 18760,                366057,                205025,             16939051,             70278858,,,                              0,,              3417807,,                133968,,                 59687,,                 22037,                 22037,              3633499,             73912357,,,,              8974051,              8974051,,              2372159,,              3653944,                  3041,,             15620727,             19277712,,                  7978,                 12583,             30619317,              3661217,             34280534,            108192891,              0,              0,     11309261,,                              0,                              0,             10722689,            108192891,,,,             45031044,,              1173830,,                 82957,,              5515677,                151844,,              1216712,                 16842,,                150901,,                 93407,,             16274562,,                347297,                 18760,                366057,                205025,             16939051,             70278858,,,                              0,,              3417807,,                133968,,                 59687,,                 22037,                 22037,              3633499,             73912357,,,,              8974051,              8974051,,              2372159,,              3653944,                  3041,,             15620727,             19277712,,                  7978,                 12583,             30619317,              3661217,             34280534,,,,
2542,2014年09月30日,,,,              9530945,,                699451,,                275432,,                496784,                 78362,,             79102005,,              3777807,,              8154494,                327868,              8482362,            102443148,,,                202025,,                 18298,,                907780,,                284770,,                 31514,                 36276,,                 36520,,                512718,,                 87105,                636343,              2117006,            104560154,,,,,             46063527,,                753720,,                  8938,,              4301074,                270427,,              1476876,                160990,,                157108,,                  6434,,             14524548,,                345860,                 18689,                364549,                262205,             15157736,             68350396,,,                    150,,              3412296,,                138724,,                 59687,,                 21890,                 21890,              3632747,             71983143,,,,              8974051,              8974051,,              2372154,,              3653944,                  3041,,             14275340,             17932325,,                  2626,                 12583,             29268573,              3308438,             32577011,            104560154,              0,              0,     11309261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,2014年06月30日,,,,              9719005,,                684900,,                 57184,,                671240,                 71425,,             85182857,,              4463020,,              7620267,                228262,              7848529,            108698160,,,                201394,,                 18298,,                906805,,                286037,,                 27432,                 36276,,                 23260,,                386369,,                 87105,                496734,              1972976,            110671136,,,,,             51993096,,              2598429,,                 34758,,              4313095,                141184,,              2500210,                167090,,                146866,,                  5804,,             18621418,,                529505,                 18664,                548169,                283757,             19459148,             81353876,,,                    150,,              2906806,,                143422,,                 59687,,                 21804,                 21804,              3131869,             84485745,,,,              8974051,              8974051,,              2352602,,              3653944,                  3041,,              8323102,             11980087,,                  1248,                 12583,             23295405,              2889986,             26185391,            110671136,              0,              0,      7539508,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,2014年03月31日,,,,              4977714,,                697972,,                 78559,,                410760,                 55214,,             85063111,,              4583098,,              7873720,                197903,              8071623,            103938051,,,                194472,,                 18298,,                900071,,                287304,,                 26252,                 36276,,                 18788,,                  4045,,                 87105,                109938,              1572611,            105510662,,,,,             52809847,,              1162729,,                 47284,,              3468970,                227804,,              1323819,                424666,,                124160,,                  4913,,             18275269,,                534621,                 18736,                553357,                234821,             19068360,             78657639,,,                    150,,              1401395,,                148019,,                 59687,,                 21731,                 21731,              1630982,             80288621,,,,              5982701,              5982701,,              2352440,,              3013199,                 36165,,             10936118,             13985482,,                 -4502,                 12583,             22303538,              2918503,             25222041,            105510662,              0,              0,      7539508,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,2013年12月31日,,,,,,                690448,,                125161,,                410554,                196981,,             80327515,,              4392123,,              7819478,                233638,              8053116,            100123656,,,                196202,,                 18298,,                909379,,                288571,,                 28942,                 36276,,                              0,,                 12031,,                 87105,                 99136,              1576804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      7539508,,,,              5927758,            101700460,,,,             49659118,,                945755,,                 65063,,              4663299,                243977,,              1206389,                424666,,                119416,,                  1949,,             17394038,,                540881,                 18664,                559545,                237284,             18192816,             75520499,,,                    150,,              1396062,,                152761,,                 59687,,                 21746,                 21746,              1630406,             77150905,,,,              5982701,              5982701,,              2352165,,              3013199,                 36165,,             10283303,             13332667,,                 -3041,                 12583,             21651909,              2897646,             24549555,,                              0,,
2542,2013年09月30日,,,,,,                610077,,                140961,,                350945,                 93296,,             71959289,,              3924458,,              7886283,                251374,              8137657,             89156877,,,                191227,,                 18298,,                904399,,                289838,,                 32052,                 35332,,                              0,,                 12511,,                 87105,                 99616,              1571062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      7539508,,                    300,,              3940194,             90727939,,,,             43952838,,                249930,,                 54291,,              3491252,                504286,,              1208563,                326815,,                115899,,                 27215,,             14934165,,                537184,                 18590,                555774,                227452,             15744606,             65648480,,,                              0,,              1390630,,                157494,,                 59687,,                 19709,                 19709,              1627520,             67276000,,,,              5982701,              5982701,,              2352165,,              3013199,                 36165,,              9252163,             12301527,,                 -8197,                 12583,             20615613,              2836326,             23451939,,,,
2542,2013年06月30日,,,,,,                573722,,                 68838,,                592663,                 74527,,             69323853,,              3345319,,              7169536,                236753,              7406289,             86365367,,,                185952,,                 18298,,                890923,,                291105,,                 20647,                 35332,,                              0,,                  4511,,                 87105,                 91616,              1566349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      7539508,,,,              4980156,             87931716,,,,             41847568,,                230877,,                 75144,,              4888534,                618717,,              3395404,                326816,,                115982,,                326770,,             12768018,,              1278433,                 18723,              1297156,                129887,             14521831,             66020873,,,                              0,,                              0,,                163869,,                 59687,,                 19692,                 19692,                243248,             66264121,,,,              5982701,              5982701,,              2302142,,              3013199,                 36165,,              8344320,             11393684,,                -13346,                 12583,             19652598,              2014997,             21667595,,                 32476,,
