證券代號,年季,　 資產,　　 現金及約當現金,　　 存放央行及拆借金融同業,　　 透過損益按公允價值衡量之金融資產,　　 備供出售金融資產－淨額,　　 避險之衍生金融資產,　　 附賣回票券及債券投資,　　 應收款項－淨額,　　　 應收款項－淨額,　　 當期所得稅資產,　　　 本期所得稅資產合計,　　 待出售資產－淨額,　　　 待出售資產－淨額,　　 貼現及放款－淨額,　　 再保險合約資產－淨額,　　 持有至到期日金融資產－淨額,　　 採用權益法之投資－淨額,　　 其他金融資產－淨額,　　　 其他金融資產－淨額,　　 投資性不動產－淨額,　　　 投資性不動產－淨額,　　 不動產及設備－淨額,　　 無形資產－淨額,　　 遞延所得稅資產,　　 其他資產－淨額,　　　 其他資產－淨額,　　 資產總計,　 負債及權益 ,　　 負債,　　　 央行及金融同業存款,　　　 央行及同業融資,　　　 透過損益按公允價值衡量之金融負債,　　　 避險之衍生金融負債,　　　 附買回票券及債券負債,　　　 應付商業本票－淨額,　　　 應付款項,　　　　 應付款項合計,　　　 本期所得稅負債,　　　 存款及匯款,　　　 應付債券,　　　 其他借款,　　　　 其他借款合計,　　　 負債準備,　　　　 負債準備合計,　　　 其他金融負債,　　　　 其他金融負債合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他負債,　　　　 其他負債合計,　　　 負債總計,　　 權益 ,　　　 歸屬於母公司業主之權益 ,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總計,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（股東權益項下）之約當發行股數（單位：股）,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 央行及金融同業存款,　　 央行及同業融資,　　 透過損益按公允價值衡量之金融負債,　　 避險之衍生金融負債,　　 附買回票券及債券負債,　　 應付商業本票－淨額,　　 應付款項,　　　 應付款項合計,　　 當期所得稅負債,　　 存款及匯款,　　 應付債券,　　 其他借款,　　　 其他借款合計,　　 負債準備,　　　 負債準備合計,　　 其他金融負債,　　　 其他金融負債合計,　　 遞延所得稅負債,　　　 遞延所得稅負債合計,　　 其他負債,　　　 其他負債合計,　　 負債總額,　 權益 ,　　 歸屬於母公司業主之權益 ,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額
2881,2015年09月30日,,            207895658,            192091819,            176684729,          1678739489,                944075,            104907287,,            159418052,,              1363976,,                 50937,          1678869598,             16411705,            300755262,             17763538,,          1000366479,,            153163089,             44656217,             30965697,             13961998,,             81909280,          5860918885,,,            146748616,              8101016,            124804293,              2772141,            129182529,              1009845,,             99094044,              7032171,          1962228893,            150575569,,              1100000,,          2659307757,,            171476418,,             14857710,,             18687913,          5496978915,,,,            102336040,            102336040,             74460529,,             41201702,             29121807,            136867336,            207190845,,            -28461051,            355526363,              8413607,            363939970,          5860918885,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,2015年06月30日,,            158709096,            176955522,            116541776,          1779486801,                454113,            119451664,,            159669575,,              1362439,,                 47760,          1641150988,             15826134,            287111219,             16841702,,            835601851,,            135975309,             43346843,             30381290,              3679125,,             52411631,          5575004838,,,            115270328,              9399921,             51555392,              2436800,            128613627,              6812708,,            114732384,              9339464,          1867224466,            142718051,,              1100000,,          2536890073,,            176437914,,              6353714,,             14464698,          5183349540,,,,            102336040,            102336040,             74446982,,             41201702,             29121807,            120777508,            191101017,,             15772635,            383656674,              7998624,            391655298,          5575004838,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,2015年03月31日,,            201891463,            150853848,            149699768,          1851553420,                435962,             58660906,,            186737543,,                890394,,                 48254,          1649848651,             14491937,            257160798,              7004704,,            749778125,,            134788620,             43047248,             30619709,              2923163,,             64015847,          5554450360,,,            138278251,             10165630,             64078899,              2499458,            103776464,              6918379,,            112159517,              5014687,          1816840846,            155155888,,              2200000,,          2478046705,,            181402307,,             13981161,,             16184151,          5106702343,,,,            102336040,            102336040,             74446982,,             35176861,             27877030,            136788931,            199842822,,             63087560,            439713404,              8034613,            447748017,          5554450360,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,2014年12月31日,,            178585384,            156451568,            149723270,          1845091617,                440343,             45205475,,            177439710,,                788887,,                 48743,          1599199048,             14130756,            252985584,              5994557,,            748221345,,            118607023,             43580340,             30997123,              6078867,,             64788124,          5438357764,,,            108647208,              8252630,             94897733,              2062018,            107758372,              4538465,,             91999097,              5194998,          1807116364,            147303787,,                 45000,,          2433632703,,            183054013,,             12968302,,             14726287,          5022196977,,,,            102336040,            102336040,             74446982,,             35176861,             27877030,            116694691,            179748582,,             51525519,            408057123,              8103664,            416160787,          5438357764,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,2014年09月30日,,            197410090,            170148685,            107573380,          1738636606,                479406,             70470210,,            182060236,,                731678,,                 95615,          1553723090,             13504822,            245422551,              5677884,,            676727922,,            115386836,             43146999,             30528651,              5354812,,             49680000,          5206759473,,,             96362458,              2019276,             58730130,              1687338,            108139996,              5847871,,             92840857,              6630840,          1739999976,            148683592,,                963040,,          2357425719,,            183773927,,              7342324,,             17444440,          4827891784,,,,            102336040,            102336040,             74446982,,             35176861,             27877030,            110506530,            173560421,,             20743839,            371087282,              7780407,            378867689,          5206759473,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,2014年06月30日,,            170038010,            159216772,            107748438,          1781571105,                524606,             70055362,,            179750224,,                945439,,                 94166,          1569422478,             15221525,            235176755,              5337447,,            616402957,,            115054812,             42795087,             30167080,              5573242,,             44121299,          5149216804,,,            109635009,              1023213,             47980175,              1853027,             91898020,              5823522,,            100973926,              5524865,          1767923312,            127496721,,              1100000,,          2284510880,,            185886426,,             10266116,,             13182629,          4755077841,,,,            102336040,            102336040,             74446982,,             35176861,             27877030,             85382855,            148436746,,             61562295,            386782063,              7356900,            394138963,          5149216804,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,2014年03月31日,,            154274610,            159756752,            107467694,          1739313582,                609088,             65690478,,            166125479,,              1898844,,                              0,          1545857444,             13568253,            237949101,              5342577,,            615417908,,            114074455,             42719468,             30647467,              4643798,,             35927499,          5041284497,,,            112118186,              1239830,             58538928,              1828138,             72417723,              3524341,,             95934658,              5442906,          1748047115,            119208141,,                300000,,          2234719537,,            186877925,,              7077343,,             13325194,          4660599965,,,,            102336040,            102336040,             74446982,,             31905926,             27877030,             89275134,            149058090,,             47451901,            373293013,              7391519,            380684532,          5041284497,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,2014年01月01日,,            194224779,            104504015,             93717804,          1631464808,                517817,             72391296,,            145015826,,                949941,,                              0,          1352883952,             14034217,            216982867,              5133579,,            571464921,,            114237045,             34451700,             13454750,              6752295,,             24786826,          4596968438,,,             91718827,                              0,             43000297,              1872070,             48188694,              4724342,,             77618899,              5951821,          1504452622,            114003337,,                 35000,,          2160908998,,            182285637,,              3679714,,             16611860,          4255052118,,,,            102336040,            102336040,             74446982,,             31905926,             27877030,             75549578,            135332534,,             29578503,            341694059,                222261,            341916320,          4596968438,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,2013年12月31日,,            194224779,            104504015,             93717804,          1631464808,                517817,             72391296,,            145015826,,,,                              0,          1352883952,             14034217,            216982867,              5133579,,            571464921,,            114237045,             34451700,             13454750,              6755671,,             24786826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                949941,          4596971814,,             91718827,                              0,             43000297,              1872070,             48188694,              4724342,,             77618899,              5951821,          1504452622,            114003337,,                 35000,,          2160928854,,            182285637,,              3679714,,             16611860,          4255071974,,,,            102336040,            102336040,             74446982,,             31905926,              2985366,            100424762,            135316054,,             29578503,                              0,            341677579,                222261,            341899840
2881,2013年09月30日,,            142831012,            111050290,             97874308,          1570592901,                533533,             65842015,,            129912725,,,,                              0,          1343417738,             13528121,            215714383,              4969054,,            553377535,,            111433451,             33827952,             13380053,              6971587,,             24229945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                969831,          4440456434,,             87279242,,             35347730,              2154666,             48111735,              7274687,,             77564303,              5740802,          1450793949,            111822096,,                 85000,,          2087119923,,            179813170,,              4353338,,             18392538,          4115853179,,,,            102336040,            102336040,             74445051,,             31905926,              2985366,             91891758,            126783050,,             20792510,                              0,            324356651,                246604,            324603255
2881,2013年06月30日,,            139581491,            133057468,             97615263,          1524720978,                630617,             74050430,,            124885545,,,,                              0,          1288087322,             12247830,            215865552,              5078852,,            539311843,,             88318214,             33046331,             13439702,              5738973,,             21670131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              1494875,          4318841417,,             74685907,,             39319830,              2080308,             42248367,              5589492,,             97215292,              5996852,          1461433294,            107767575,,              1100000,,          2013781896,,            168633918,,              2325023,,             13618047,          4035795801,,,,             95351652,             95351652,             55785647,,             31905926,              2985366,             60590069,             95481361,,             36426956,                              0,            283045616,                              0,            283045616
2881,2013年03月31日,,            142046897,            100053898,            110007575,          1509681560,                700966,             64069268,,             92445339,,,,,          1269985817,             12441367,            227024196,              4905068,,            543278257,,             86482604,             33571168,             13410299,              5875235,,             18890146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              1732541,          4236602201,,            100745460,,             52944878,              2450669,             38170859,              4798937,,             65222877,              5341764,          1403769304,            105648754,,              1200000,,          1943199045,,            187385886,,              7808481,,             12440047,          3931126961,,,,             95351652,             95351652,             55785647,,             29007646,              2985366,             65271287,             97264299,,             57073642,                              0,            305475240,                              0,            305475240
2881,2012年12月31日,,            169741207,             74630573,            101735523,          1427145242,                815733,             58328504,,            115990226,,,,                              0,          1229033530,             13251297,            235709316,              4691202,,            520677598,,            100941605,             34011390,             13461982,              6894009,,             17162294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      1486000,              1762021,          4125983252,,             76558550,                              0,             27144824,              1913101,             32344490,                              0,,             81252669,              5653979,          1388900832,            106287446,,                              0,,          1875739445,,            178004171,,             10312696,,             16354600,          3800466803,,,,             95269157,             95269157,             55704785,,             29007646,              2985366,             74212166,            106205178,,             68394473,                 57144,            325516449,                              0,            325516449
