證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 共同控制下前手權益,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 待分配股票股利,　　　　 庫藏股票,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 共同控制下前手權益,　　 非控制權益,　　 權益總額,　　　　 待分配股票股利
1305,2015年09月30日,,,,                879039,,              1436611,,                  2194,,                331325,,                179759,,              1242546,,                 70048,,                 58378,,                 23812,,                 22812,,,              1778668,              1778668,,                 95845,,                  1890,              6122927,,,                  1904,,                103313,,                269859,,              5041574,,                 27715,,                 31788,                314456,,                122293,,                 24815,                147108,              5937717,             12060644,,,,,                500000,,                599724,,                              0,,                    183,,                664706,,                 84639,,                594995,                 14503,                 99300,,                 11175,,,                238411,                 44243,                282654,              2851879,,,                726963,,                600008,,              1366540,                  8283,              1374823,              2701794,              5553673,,,,              4683034,              4683034,,                  8224,,                164904,                408223,,                894353,              1467480,,                 59153,              6217891,                              0,                289080,              6506971,             12060644,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,2015年06月30日,,,,              1386449,,              1477655,,                  2481,,                390581,,                182383,,              1279912,,                 83489,,                 71560,,                 41940,,                 22760,,,              1873027,              1873027,,                 90249,,                  1203,              6903689,,,                  1834,,                103110,,                271823,,              5017817,,                 27715,,                 33839,                316005,,                120423,,                 12788,                133211,              5905354,             12809043,,,,,                700000,,                599733,,                     35,,                    374,,              1054044,,                 78636,,                585557,                 16106,                 82685,,                 12987,,,                238411,                 45848,                284259,              3414416,,,              1026903,,                597549,,              1373752,                  2609,              1376361,              3000813,              6415229,,,,              4683034,              4683034,,                  8225,,                164904,                408223,,                811077,              1384204,,                 29211,              6104674,                              0,                289140,              6393814,             12809043,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,2015年03月31日,,,,                938250,,              1040681,,                  2939,,                398002,,                152561,,              1228011,,                 94036,,                 72494,,                 30126,,                 22729,,,              1586436,              1586436,,                123709,,                  1362,              5691336,,,                  2179,,                103155,,                279928,,              5056324,,                 27715,,                 30158,                316867,,                122535,,                 19670,                142205,              5958531,             11649867,,,,,                411000,,                599878,,                              0,,                    543,,                552211,,                 40615,,                551689,                 11931,                 26675,,                 11930,,,                238411,                119179,                357590,              2564062,,,                873842,,                597265,,              1378343,                  2619,              1380962,              2852069,              5416131,,,,              4683034,              4683034,,                  8225,,                153013,                408223,,                663997,              1225233,,                 44141,              5960633,                              0,                273103,              6233736,             11649867,              0,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,2014年12月31日,,,,                760429,,                481646,,                  3291,,                412602,,                190766,,              1074566,,                 65194,,                 63615,,                 22981,,                 22720,,,              2072603,              2072603,,                167880,,                  2116,              5340409,,,                  2488,,                103190,,                289322,,              5106533,,                 27715,,                 32452,                320727,,                125354,,                 20040,                145394,              6027821,             11368230,,,,,                500000,,                599701,,                     62,,                    346,,                615647,,                 26978,,                510473,                  9177,                              0,,                 17033,,,                176411,                 46197,                222608,              2502025,,,                790781,,                600956,,              1391849,                  4297,              1396146,              2787883,              5289908,,,,              4683034,              4683034,,                  8232,,                153013,                408223,,                502304,              1063540,,                 58473,              5813279,                              0,                265043,              6078322,             11368230,              0,              0,              0,                              0,                              0,                760429,                412602,                 22720,             11368230,,,,                500000,,                599701,,                     62,,                    346,,                615647,,                 26978,,                510473,                  9177,                              0,,                 17033,,,                176411,                 46197,                222608,              2502025,,,                790781,,                600956,,              1391849,                  4297,              1396146,              2787883,              5289908,,,,              4683034,              4683034,,                  8232,,                153013,                408223,,                502304,              1063540,,                 58473,                              0,              5813279,                              0,                265043,              6078322,
1305,2014年09月30日,,,,                434827,,              1224242,,                  2890,,                409207,,                200790,,              1344494,,                146809,,                 99322,,                 59472,,                              0,,,              1915432,              1915432,,                183202,,                    375,              6021062,,,                  2128,,                103066,,                282642,,              5144472,,                 27715,,                 34518,                319179,,                120762,,                 24441,                145203,              6058923,             12079985,,,,,                431747,,                699735,,                    348,,                    305,,                902286,,                 51047,,                611277,                 12554,                 18214,,                 11746,,,                189612,                 86738,                276350,              3015609,,,                961946,,                600259,,              1366753,                  3434,              1370187,              2932392,              5948001,,,,              4683034,              4683034,,                  8232,,                153013,                408223,,                584822,              1146058,,                 25263,              5862587,                              0,                269397,              6131984,             12079985,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,2014年06月30日,,,,              1028574,,                825722,,                  3167,,                387776,,                172940,,              1392477,,                147546,,                 74477,,                 27191,,                              0,,,              1669325,              1669325,,                 58305,,                 17963,              5805463,,,                  2566,,                103010,,                291250,,              5169854,,                 27715,,                 36360,                321898,,                119473,,                 14966,                134439,              6087092,             11892555,,,,,                200000,,                499762,,                              0,,                    378,,                959188,,                 39379,,                857189,                 11778,                 40968,,                 12479,,,                189612,                 57925,                247537,              2868658,,,                961885,,                599531,,              1373634,                  4083,              1377717,              2939133,              5807791,,,,              4502917,              4683034,,                  8232,,                153013,                408223,,                540017,              1101253,,                 25643,              5818162,                              0,                266602,              6084764,             11892555,              0,              0,              0,                180117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,2014年03月31日,,,,                629270,,              1582367,,                  3551,,                378278,,                154310,,              1095805,,                120468,,                 69558,,                 21935,,                              0,,,              1754236,              1754236,,                213911,,                 13704,              6037393,,,                  2381,,                  3071,,                285868,,              5214985,,                 27715,,                 36124,                318483,,                122845,,                 26408,                149253,              6037880,             12075273,,,,,                400000,,                524828,,                    103,,                    318,,                701470,,                151708,,                437751,                  9814,                173957,,                 11264,,,                189612,                 49162,                238774,              2649987,,,                961824,,                601808,,              1377940,                  4269,              1382209,              2945841,              5595828,,,,              4502917,              4502917,,                  8233,,                 77701,                408223,,              1177448,              1663372,,                 34854,              6209376,                              0,                270069,              6479445,             12075273,              0,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,2013年12月31日,,,,,,              1018538,,                  3551,,,,                145583,,              1075492,,                147573,,                 53953,,                 22179,,,,,,              1682277,,                116302,,                 43505,              5445462,,,                  2690,,                  3004,,                291918,,              5203400,,                 27715,,                 37530,                321382,,                122133,,                 36271,                158404,              6046043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,                928585,                207924,                              0,             11491505,,,,                200000,,                124929,,                    106,,                    262,,                812923,,                 53082,,                544781,                 14290,                149560,,                 21196,,,                127612,                 40188,                167800,              2088929,,,              1085763,,                602837,,              1393880,                  7277,              1401157,              3089757,              5178686,,,,              4502917,              4502917,,                  8239,,                 77701,                408223,,              1023408,              1509332,,                 30087,                              0,              6050575,                              0,                262244,              6312819,
1305,2013年09月30日,,,,,,              1056049,,                  3349,,,,                140091,,              1049624,,                122409,,                 63175,,                 49494,,,,,              1368006,              1368006,,                152609,,                118813,              5474711,,,                  2555,,                  2981,,                288788,,              5206391,,                 29407,,                 38800,                319342,,                121075,,                 32157,                153232,              6041496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,              1143578,                207514,,             11516207,,,,                200000,,                344880,,                    328,,                    147,,                662266,,                148563,,                606607,                 11720,                129778,,                 16931,,,                 62000,                 30760,                 92760,              2213980,,,              1151314,,                602592,,              1361807,                  7839,              1369646,              3123552,              5337532,,,,              4502917,              4502917,,                  8248,,                 77701,                408223,,                910055,              1395979,,                 22238,,              5929382,,                249293,              6178675,
1305,2013年06月30日,,,,,,              1289245,,                  3008,,,,                179407,,              1362722,,                133223,,                 57144,,                 92864,,,,,              1566328,              1566328,,                144871,,                 32135,              5868694,,,                  2308,,                  3024,,                276915,,              5206464,,                 29407,,                 40069,                319422,,                123145,,                 21080,                144225,              6021834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,                800799,                206948,,             11890528,,,,                450079,,                429784,,                    271,,                    526,,                674579,,                127410,,                781958,                 12558,                128540,,                 16270,,,                 62000,                 33040,                 95040,              2717015,,,              1151254,,                604904,,              1373556,                  5157,              1378713,              3134871,              5851886,,,,              4248035,              4502917,,                  8278,,                 77701,                408223,,                780901,              1266825,,                 22436,,              5800456,,                238186,              6038642,                254882
