證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 按攤銷後成本衡量之金融負債－非流動,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　　　 其他非流動負債－其他,　　　 以成本衡量之金融資產－流動,　　　　 以成本衡量之金融資產－流動淨額,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　　 存出保證金,　　　　 預付投資款,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　　 長期遞延收入,　　　　　 待註銷股本,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 按攤銷後成本衡量之金融負債－非流動,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期遞延收入,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 待註銷股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 投資性不動產－土地,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　 共同控制下前手權益,　　　　 待出售非流動資產,　　　　 原始認列時指定為透過損益按公允價值衡量之金融資產－非流動,　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－非流動,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他應收款－關係人－其他
4733,2015年09月30日,,,,                861331,,                  5277,,              2162597,,              3309876,,                 11539,,                476188,,                 59741,,                191763,                 51563,                243326,              7129875,,,                 12464,,                715739,,                  8280,                 17983,,                 57267,,                637216,                694483,              1448949,              8578824,,,,,              2171483,,                114895,,                 21070,,                134908,,              1157965,,                316822,                100881,,,                242647,                 18000,                260647,                  4607,                265254,              4283278,,                251078,,                645766,,                282000,,                 48784,,                  2306,                  2306,              1229934,              5513212,,,,                869632,                869632,,                846295,,              1192295,,                178400,                 22181,              3064441,                  1171,              3065612,              8578824,              0,        516000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4733,2015年06月30日,,,,              1782658,,                  4907,,                997715,,              3383702,,                  7255,,                552112,,                167680,,                130484,                 26848,                157332,              7053361,,,                 12464,,                696035,,                  8946,                 13588,,                 56254,,                592963,                649217,              1380250,              8433611,,,,,              1799434,,                139826,,                              0,,                277836,,              1185034,,              1019351,                 87486,,,                252053,                              0,                252053,                 42145,                294198,              4803165,,                123679,,                              0,,                210000,,                 37966,,                  5437,                705437,              1077082,              5880247,,,,                866705,                866705,,                797520,,                790899,,                118475,                 22181,              2551418,                  1946,              2553364,              8433611,              0,        516000,,                              0,,                              0,,                              0,,                              0,                700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4733,2015年03月31日,,,,                756104,,                  5210,,              1028035,,              2849453,,                 11411,,                562527,,                488051,,                 95239,                 16629,                111868,              5812659,,,                 12464,,                559141,,                 11061,                 11873,,                 57103,,                  3029,                 60132,                799634,              6612293,,,,,              1374910,,                129964,,                              0,,                 16331,,              1181901,,                306113,                 43446,,,                256861,                              0,                256861,                 30100,                286961,              3339626,,                115598,,                              0,,                210000,,                 41648,,                  6219,                  6219,                373465,              3713091,,,,                865064,                865064,,                793062,,              1124232,,                136201,                 22181,              2896378,                  2824,              2899202,              6612293,              0,        516000,,,,                              0,,                              0,,                              0,,,                              0,,                              0,,                              0,,                144963,                              0,                              0,,                              0,,                              0,,                              0,,                              0,                              0,                              0,,                136201,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4733,2014年12月31日,,,,                915313,,                  5608,,              1008079,,              2590596,,                              0,,                425540,,                353332,,                 66391,                  7273,                 73664,              5372132,,,                 12464,,                713166,,                 11461,                 11605,,                 58278,,                  2765,                 61043,                809739,              6181871,,,,,              1202662,,                 79959,,                              0,,                 62835,,              1189928,,                188938,                 38922,,,                288978,                              0,                288978,                 78571,                367549,              3130793,,                115598,,                              0,,                190000,,                 47813,,                  6340,                  6340,                359751,              3490544,,,,                855998,                855998,,                746284,,                952756,,                163870,                 31338,              2687570,                  3757,              2691327,              6181871,              0,        729000,,                              0,,                              0,,                              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4733,2014年09月30日,,,,              1076027,,                  6774,,                463782,,              1918903,,                 13315,,                428275,,                327102,,                208346,                 16285,                224631,              4458809,,,                 12464,,                565061,,                 13033,                 23333,,                 18994,,                  2647,                 21641,                635532,              5094341,,,,,                973745,,                 97896,,                  5806,,                174718,,                670139,,                200614,                 71770,,,                317419,                107331,                424750,                  4537,                429287,              2623975,,                              0,,                              0,,                 10000,,                 30767,,                  6900,                  6900,                 47667,              2671642,,,,                847842,                847842,,                724248,,                787577,,                 89578,                 31338,              2417907,                  4792,              2422699,              5094341,              0,        729000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4733,2014年06月30日,,,,              1101485,,                  3294,,                363993,,              1502320,,                  1419,,                366826,,                224624,,                187785,                 12598,                200383,              3765925,,,                 12464,,                554960,,                 13898,                 41531,,                 18771,,                  3545,                 22316,                645992,              4411917,,,,,                630706,,                 14992,,                  4401,,                 55951,,                600856,,                421908,                 49753,,,                              0,                105402,                105402,                 15526,                120928,              1899495,,                              0,,                316158,,                              0,,                 26292,,                  7090,                  7090,                349540,              2249035,,,,                847740,                847740,,                723979,,                549724,,                 66790,                 31338,              2156895,                  5987,              2162882,              4411917,              0,        729000,,                    578,,                    197,,                    806,,                    823,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4733,2014年03月31日,,,,                916755,,                  2781,,                593522,,              1151582,,                  3876,,                343641,,                200433,,                156888,                  6463,                163351,              3664822,,,                 16364,,                562092,,                 15153,                 26652,,                 19275,,                  6784,                 26059,                646827,              4311649,,,,,                645990,,                139880,,                  4857,,                 43237,,                489425,,                107275,                 32798,,,                              0,                172286,                172286,                 40549,                212835,              1676297,,                              0,,                387405,,                102500,,                 31020,,                  7266,                  7266,                528191,              2204488,,,,                790469,                790469,,                669448,,                580464,,                 90885,                 31338,              2099928,                  7233,              2107161,              4311649,              0,        729000,,,,                     35,,                              0,,                    507,,,                              0,,                288846,,                              0,,                              0,                              0,                              0,,                              0,,                              0,,                              0,,                              0,                              0,                              0,,                 90885,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4733,2013年12月31日,,,,,,                  2440,,                515392,,              1116317,,                    342,,                304639,,                241442,,                145220,                  3441,                148661,              3172682,,,                 16364,,                560799,,                 13840,                 21965,,                 19145,,                 16361,                 35506,                937834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,        921000,,,,                     11,,                              0,,                    514,,,                              0,,,,                              0,,                288846,                              0,                              0,,                              0,,,,,,,,,,,              0,                843438,              4110516,,,,                655901,,                 99953,,                  7251,,                156453,,                290724,,                              0,,                111319,                              0,                 32841,,                              0,,,                              0,                165094,                165094,                 13660,                178754,              1533196,,                              0,,                468238,,                116667,,                 27988,,                              0,                  7490,                  7490,                620383,              2153579,,,,                769260,                              0,                769260,,                599904,,                549871,,,                 74712,                 74712,                 39592,              1954155,                  2782,              1956937,,,,,,,,,,
4733,2013年09月30日,,,,,,                  3810,,                434692,,              1202893,,                 23661,,                266197,,                218294,,                138959,                  7189,                146148,              3121032,,,                 16364,,                560771,,                 14693,                 14779,,                 18953,,                 16510,                 35463,                930916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,        921000,,                              0,,                              0,,,,                              0,,,,,,,,,                288846,,,,,,,,,,,,,,,              0,                825337,              4051948,,,,                679256,,                 69958,,                              0,,                190655,,                277595,,,,                 95429,,                 24387,,,,,                              0,                 67295,                 67295,                 13530,                 80825,              1418105,,,,                644117,,                235276,,                 24846,,,                  7739,                  7739,                928480,              2346585,,,,                723633,,                723633,,                466762,,                493107,,,,                 57550,                 39592,              1701460,                  3903,              1705363,                288846,,                 16502,                              0,,,,,,
4733,2013年06月30日,,,,,,                              0,,                386525,,              1126268,,                  2392,,                293290,,                257176,,                145104,                  3370,                148474,              2606318,,,                 16364,,                564407,,                 15627,                 12865,,                 19252,,                 22551,                 41803,                939912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,        921000,,                              0,,                     86,,                              0,,                              0,,,,,,,,,                288846,,,,,,,,,,,,,,,              0,                392107,              3546230,,,,                630651,,                104922,,                              0,,                125070,,                402235,,,,                280039,,                 28662,,,,,,                 83114,                 83114,                  6543,                 89657,              1661236,,,,                              0,,                250435,,                 27296,,,                  7805,                  7805,                289128,              1950364,,,,                723633,,                723633,,                413823,,                424517,,,,                 68379,                 39592,              1590760,                  5106,              1595866,                288846,,                  3592,,,,,,,
