證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－員工認股權,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－員工認股權,　　　　 資本公積合計,　　　 保留盈餘,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額
4557,2015年09月30日,,,,                189996,,                    299,,                467104,,                 26928,,                              0,,                144362,,                 47553,                876242,,,                575821,,                  8761,                 11414,,                 46471,                642467,              1518709,,,,,                              0,,                    160,,                259187,,                 31196,,                116532,                 19556,,                  2773,                429404,,,                 10911,,                 19571,                 30482,                459886,,,,                310000,                310000,,,                172933,                  6680,                179613,,                 17597,,                470115,                487712,,,                 70967,                 70967,              1048292,                 10531,              1058823,              1518709,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557,2015年06月30日,,,,                220138,,                    239,,                462330,,                 22685,,                              0,,                149283,,                 14654,                869329,,,                534595,,                  8611,                 11317,,                 43040,                597563,              1466892,,,,,                              0,,                    186,,                295479,,                 26580,,                 86658,                 17202,,                 72941,                499046,,,                  8600,,                 19611,                 28211,                527257,,,,                310000,                310000,,,                172933,                  5678,                178611,,                 17597,,                395654,                413251,,,                 26587,                 26587,                928449,                 11186,                939635,              1466892,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557,2014年12月31日,,,,                295717,,                    116,,                361557,,                 23336,,                              0,,                132259,,                  4519,                817504,,,                541390,,                  6723,                 21059,,                 44990,                614162,              1431666,,,,,                 95140,,                              0,,                234375,,                 27193,,                111948,                 26160,,                  1844,                496660,,,                  6314,,                 19184,                 25498,                522158,,,,                310000,                310000,,,                172933,                  3674,                176607,,                              0,,                371775,                371775,,,                 41493,                 41493,                899875,                  9633,                909508,              1431666,              0,              0,              0,                295717,              1431666,,,,                 95140,,                              0,,                234375,,                 27193,,                 40015,                 26160,,                 73777,                496660,,,                  6314,,                 19184,                 25498,                522158,,,,                310000,                310000,,,                172933,                  3674,                176607,,,                371775,                371775,,,                 41493,                 41493,                899875,                  9633,                909508
4557,2014年09月30日,,,,                154538,,                    225,,                323407,,                 29108,,                              0,,                158664,,                  7328,                673270,,,                521847,,                  7237,                 19822,,                 43617,                592523,              1265793,,,,,                 60654,,                              0,,                180162,,                 22039,,                107690,                 27503,,                  2257,                400305,,,                  5921,,                 18412,                 24333,                424638,,,,                310000,                310000,,,                172933,                  2672,                175605,,                              0,,                324635,                324635,,,                 22908,                 22908,                833148,                  8007,                841155,              1265793,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557,2014年06月30日,,,,                215314,,                              0,,                383116,,                 13848,,                              0,,                153336,,                  6471,                772085,,,                513670,,                  5414,                 19373,,                 42892,                581349,              1353434,,,,,                115128,,                    205,,                272455,,                 28790,,                 43523,                 27964,,                 64407,                552472,,,                  6198,,                 18663,                 24861,                577333,,,,                310000,                310000,,,                172933,                  1670,                174603,,                              0,,                274322,                274322,,,                 10325,                 10325,                769250,                  6851,                776101,              1353434,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557,2013年12月31日,,,,,,                    232,,                363780,,                 36155,,                 17576,,                148005,,                 30621,                813334,,,                528122,,                  2174,                 18510,,                 44721,                593527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                216965,              1406861,,,,                260088,,                    186,,                241399,,                 25483,,                 30250,                 22886,,                 78710,                659002,,,                 12072,,                 20465,                 32537,                691539,,,,                310000,                310000,,,                172933,                              0,                172933,,,                195805,                195805,,,                 20906,                 20906,                699644,                 15678,                715322
