證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 商譽,　　　　 其他無形資產,　　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 保固之短期負債準備,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 長期應付票據及款項合計,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 預收股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　　　 應付股利,　　　　　 待分配股票股利,　　　 共同控制下前手權益,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 保固之短期負債準備,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 長期應付票據及款項合計,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 預收股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 應付股利,　　　　 待分配股票股利,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積－員工認股權,　　　　 資本公積－其他,　　 共同控制下前手權益,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　　 特別盈餘公積,　　　 庫藏股票
2395,2015年09月30日,,,,              3660537,,                154654,,              2288337,,                  1274,,                965013,,              5414151,,                  4164,,                 19992,,              5174659,,                 18650,                555184,                573834,             18256615,,,              1848037,,                451371,,              9518836,,              1150313,,                239024,                239024,              1389337,                185462,,                 60024,                 96120,,                 58190,                214334,             13607377,             31863992,,,,,                 84000,,                 48727,,              3436106,,              3277833,              3277833,                763772,,                146989,                146989,,                535782,                535782,              8293209,,,                996053,,,                 41842,                163614,                 68307,                273763,              1269816,              9563025,,,,              6318531,                              0,              6318531,,              5519914,,              3962842,,              5774939,              9737781,,,                442539,,                144411,                586950,                              0,             22163176,                137791,             22300967,             31863992,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,2015年06月30日,,,,              3473436,,                196536,,              5571694,,                 20703,,                718428,,              5712486,,                  5376,,                 38453,,              4679895,,                 18650,                423825,                442475,             20941399,,,              1983308,,                403580,,              9241729,,              1125132,,                236025,                236025,              1361157,                163813,,                 43377,                 92987,,                 58205,                194569,             13348156,             34289555,,,,,                115000,,                 13091,,              3536311,,              3218369,              7005624,                887015,,                137281,                137281,,                470303,                470303,             12164625,,,                915151,,,                 37190,                164261,                 67595,                269046,              1184197,             13348822,,,,              6315186,                  1720,              6316906,,              5448543,,              3962842,,              4577900,              8540742,,,                 62033,,                417096,                479129,                              0,             20785320,                155413,             20940733,             34289555,              0,            172,              0,,                 81917,              3787255,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,2015年03月31日,,,,              3626116,,                194580,,              4256444,,                  1322,,                850419,,              4667731,,                  2591,,                 14392,,              4880234,,                 18650,                463040,                481690,             18975519,,,              2036569,,                469095,,              9129093,,              1117434,,                249141,                249141,              1366575,                160985,,                 50897,                 94960,,                 41354,                187211,             13349528,             32325047,,,,,                123016,,                  4286,,              3106803,,              2992620,              2992620,              1002637,,                129767,                129767,,                409985,                409985,              7769114,,,                862479,,,                 36316,                164881,                 52819,                254016,              1116495,              8885609,,,,              6315186,                              0,              6315186,,              5378887,,              3472064,,              7531089,             11003153,,,                138237,,                439613,                577850,                              0,             23275076,                164362,             23439438,             32325047,              0,              0,              0,,,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,2014年12月31日,,,,              3122007,,                165402,,              3431359,,                  5487,,                949861,,              4960373,,                  5400,,                 36550,,              4781550,,                 18650,                513393,                532043,             17990032,,,              2428569,,                447663,,              8876606,,              1168727,,                286312,                286312,              1455039,                161268,,                 45511,                 96516,,                 42616,                184643,             13553788,             31543820,,,,,                  3080,,                  8698,,              3166195,,              3248268,              3248268,                787404,,                141354,                141354,,                498900,                498900,              7853899,,,                897940,,,                 43028,                165428,                 50506,                258962,              1156902,              9010801,,,,              6301031,                 11060,              6312091,,              5306958,,              3472064,,              6353273,              9825337,,,                338356,,                563277,                901633,                              0,             22346019,                187000,             22533019,             31543820,              0,          1106,              0,,,,,,              3122007,                  5487,             31543820,,,,                  3080,,                  8698,,              3396887,,              3248268,              3248268,                787404,,                141354,                141354,,,                              0,                268208,                268208,              7853899,,,                897940,,,                 43028,                160383,                 50506,                253917,              1151857,              9005756,,,,              6301031,                 11060,              6312091,,              5306958,,              3472064,,              6358318,              9830382,,,                338356,,                563277,                901633,             22351064,                187000,             22538064,,,,,,,,,,,,,,
2395,2014年09月30日,,,,              3287199,,                132709,,                903272,,                375598,,                935921,,              5299618,,                  9072,,                 17086,,              4722203,,                 18650,                478638,                497288,             16179966,,,              2005688,,                425452,,              8828897,,              1247708,,                273651,                273651,              1521359,                140291,,                 50893,                 94152,,                 70641,                215686,             13137373,             29317339,,,,,                205144,,                  3226,,              3237457,,              2902849,              2902849,                760309,,                141555,                141555,,                475352,                475352,              7725892,,,                698189,,,                 96281,                160381,                 33976,                290638,                988827,              8714719,,,,              6287021,                 14010,              6301031,,              5219075,,              3472064,,              5123810,              8595874,,,                160635,,                138502,                299137,                              0,             20415117,                187503,             20602620,             29317339,              0,          1401,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,2014年06月30日,,,,              3004017,,                 11250,,              3191659,,                471003,,                762724,,              5305530,,                 10720,,                 15427,,              4588444,,                 55900,                426445,                482345,             17897955,,,              2239040,,                396693,,              8497625,,              1269015,,                286812,                286812,              1555827,                150041,,                 64628,                 92422,,                 58726,                215776,             13055002,             30952957,,,,,                 15225,,                  1401,,              3068632,,              3121481,              6139301,                846491,,                134649,                134649,,                415964,                415964,             10621663,,,                675302,,,                101746,                160009,                 34210,                295965,                971267,             11592930,,,,              5714511,                  3110,              6287021,,              5124214,,              3472064,,              3804416,              7276480,,,                 82570,,                393081,                475651,                              0,             19163366,                196661,             19360027,             30952957,              0,            311,              0,,                 54836,              3017820,                569400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,2014年03月31日,,,,              3014337,,                    597,,              2563732,,                351874,,                746963,,              4814100,,                 36937,,                 47991,,              4510474,,                109310,                445206,                554516,             16641521,,,              1980150,,                452927,,              8159607,,              1278095,,                304017,                304017,              1582112,                150176,,                120726,                 93718,,                 58098,                272542,             12597514,             29239035,,,,,                 20293,,                 27359,,              3050604,,              2818099,              2818099,                900471,,                129261,                129261,,                319060,                319060,              7265147,,,                657147,,,                104615,                160485,                 31996,                297096,                954243,              8219390,,,,              5694001,                 20510,              5714511,,              5105067,,              3061424,,              6600429,              9661853,,,                200973,,                140631,                341604,                              0,             20823035,                196610,             21019645,             29239035,              0,          2051,              0,,,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,2013年12月31日,,,,,,                  2723,,              2112427,,,,                749529,,              4602480,,                  6579,,                 24736,,              4030657,,                109310,                372028,                481338,             15411630,,,              1864424,,                402433,,              7941679,,              1265658,,                326617,                326617,              1592275,                144047,,                 25299,                 94416,,                 59881,                179596,             12124454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,          2475,              0,,,,,,              2832358,                568803,             27536084,,,,                123144,,                 23722,,              3003543,,              2909390,              2909390,                695945,,                122437,                122437,,,                 18348,                308795,                327143,              7205324,,,                623598,,,                102519,                156864,                 27589,                286972,                910570,              8115894,,,,              5669249,                 24751,              5694000,,              4995635,,              3061424,,              5452733,              8514157,,,                130041,,                -75534,                 54507,             19258299,                161891,             19420190,,,,,,,,,,,,,,
2395,2013年09月30日,,,,              2290781,,                  7498,,              1438047,,,,                662405,,              4423633,,,,                 38297,,              3951362,,,                554049,                554049,             13852273,,,              1702966,,                387950,,              7529604,,              1088098,,                336612,                336612,              1424710,                149409,,                 27406,                 94228,,                 42133,                163767,             11358406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,,,                486201,             25210679,,,,                              0,,                 11463,,              2684096,,              2437642,              2437642,                655012,,                127153,                127153,,,                197549,                340044,                537593,              6452959,,,                582452,,,,                147419,                    876,                148295,                750747,              7203706,,,,              5669249,,              5669249,,              4871114,,              3061424,,              4469845,              7531269,,,                 29272,,               -257527,               -228255,             17843377,                163596,             18006973,,,,              4739683,                  1241,                130190,,                              0,,                              0,,                 20000,                              0,                              0
2395,2013年06月30日,,,,,,                  8756,,              3974714,,,,                599855,,              4450701,,                 23259,,                 86993,,              3783434,,,                389393,                389393,             16423624,,,              1863684,,                379961,,              6846448,,                631494,,                345035,                345035,                976529,                147312,,                 33802,                 96186,,                 41064,                171052,             10384986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                 40254,,,,              2668291,                397974,             26808610,,,,                              0,,                 10889,,              2652626,,              2343189,              5106775,                696393,,                118513,                118513,,,                143952,                364780,                508732,              9093928,,,                567840,,,                              0,                148017,                    359,                148376,                716216,              9810144,,,,              5656272,                              0,              5656272,,              4793858,,              3061424,,              3365589,              6427013,,,                 78355,,                -77635,                    720,             16877863,                120603,             16998466,              2763586,                              0,,              4661659,                    463,                131736,                              0,                              0,,,,,,
