證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 待分配股票股利,　　　　　 股本合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 其他非流動負債－其他,　　　　 待分配股票股利,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額
2108,2015年06月30日,,,,              1580442,,                 40227,,                796237,,                317245,,                744454,,                 22416,,                830605,,                168802,,                  1536,              4501964,,,                 61221,,                 83860,,              3050437,,                  5556,                 40713,,                 47784,                    885,                 49106,,                 97922,                195697,              3437484,              7939448,,,,,                109029,,                     88,,                346078,,                380992,                107980,,,                 69626,,                 26314,                 95940,              1040107,,,                 16748,,                260945,,                142557,                              0,                142557,                420250,              1460357,,,,              4149932,                103748,              4253680,,                758335,                433442,,                763591,              1955368,,,                116293,,                -39936,                 76357,              6285405,                193686,              6479091,              7939448,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,2015年03月31日,,,,              1320864,,                 43578,,                857479,,                219669,,                618718,,                 48711,,                904630,,                180768,,                  1555,              4195972,,,                 61247,,                 83860,,              3148851,,                  5357,                 42250,,                 11362,                    853,                 50161,,                 96257,                158633,              3500198,              7696170,,,,,                313759,,                    262,,                237329,,                229414,                 93945,,,                 50248,,                 33563,                 83811,                958520,,,                 20640,,                260089,,                147085,                    110,                147195,                427924,              1386444,,,,              4149932,,              4149932,,                735262,                433442,,                680370,              1849074,,,                164699,,                -36585,                128114,              6127120,                182606,              6309726,              7696170,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,2014年12月31日,,,,                995778,,                 41847,,                942021,,                255923,,                650096,,                 16340,,              1025903,,                249564,,                  1568,              4179040,,,                 61269,,                 83860,,              3255944,,                  5505,                 41386,,                  6797,                    984,                 50925,,                122145,                180851,              3628815,              7807855,,,,,                477166,,                    105,,                348366,,                296727,                 49402,,,                 44579,,                 38597,                 83176,              1254942,,,                 27002,,                262667,,                151439,                    110,                151549,                441218,              1696160,,,,              4149932,                              0,              4149932,,                735262,                433442,,                458280,              1626984,,,                198714,,                -38316,                160398,              5937314,                174381,              6111695,              7807855,              0,              0,              0,                995778,              7807855,,,,                477166,,                    105,,                 61599,,                583494,                 49402,,,                 44579,,                 38597,                 83176,              1254942,,,                 27002,,                262667,,                151439,                    110,                151549,                441218,              1696160,,,,              4149932,              4149932,,                735262,                433442,,                458280,              1626984,,,                198714,,                -38316,                160398,              5937314,                174381,              6111695,,,,
2108,2014年09月30日,,,,,,                 42012,,                592080,,                243271,,                745091,,                 68423,,              1076375,,                246649,,                  1518,              3765193,,,                 61194,,                 83860,,              3298544,,                  5576,                 47228,,                  1429,                  1025,                 49722,,                122694,                174870,              3671272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                749774,              7436465,,,,                365588,,                    224,,                425186,,                229087,                 26163,,,                 15565,,                 42296,                 57861,              1104109,,,                 35514,,                260548,,                160777,                    110,                160887,                456949,              1561058,,,,              4149932,              4149932,,                735262,                433442,,                341814,              1510518,,,                 86325,,                -38151,                 48174,              5708624,                166783,              5875407,                              0,,,
2108,2014年06月30日,,,,                794152,,                 42810,,                481095,,                241317,,                743228,,                 52163,,              1259220,,                217657,,                  1479,              3833121,,,                 61161,,                 83860,,              3338818,,                  5878,                 48280,,                    449,                  1026,                 48850,,                111897,                162222,              3700219,              7533340,,,,,                442470,,                     76,,                508769,,                362815,                  8251,,,                 11187,,                 42078,                 53265,              1375646,,,                 28068,,                258177,,                166998,                    110,                167108,                453353,              1828999,,,,              3990319,                159613,              4149932,,                735262,                433442,,                262220,              1430924,,,                  3695,,                -37353,                -33658,              5547198,                157143,              5704341,              7533340,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,2014年03月31日,,,,                427583,,                 43577,,                700700,,                198924,,                650155,,                 94263,,              1565228,,                115752,,                  1505,              3797687,,,                 61197,,                 83860,,              3448225,,                  5796,                 49751,,                  1631,                  1178,                 49977,,                110346,                163132,              3811961,              7609648,,,,,                566581,,                    288,,                355455,,                216659,                 34591,,,                 20106,,                 34763,                 54869,              1228443,,,                 47714,,                260486,,                168005,                    110,                168115,                476315,              1704758,,,,              3990319,,              3990319,,                702758,                433442,,                598930,              1735130,,,                 65592,,                -36586,                 29006,              5754455,                150435,              5904890,              7609648,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,2013年12月31日,,,,,,                 45542,,                688658,,                187407,,                594445,,                 86884,,              1506007,,                330674,,                  1510,              3952665,,,                 61157,,                 83860,,              3561693,,                  6626,                 47496,,                              0,                  1185,                 50545,,                107536,                159266,              3920098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                511538,              7872763,,,,                496424,,                     59,,                615807,,                273735,                 33353,,,                 20432,,                 44610,                 65042,              1484420,,,                 69722,,                257211,,                173925,                    110,                174035,                500968,              1985388,,,,              3990319,              3990319,,                702758,                433442,,                575023,              1711223,,,                 74936,,                -36395,                 38541,              5740083,                147292,              5887375,                              0,                              0,,
2108,2013年09月30日,,,,,,                 46421,,                              0,,                253359,,                687484,,                 97170,,              1303610,,                293363,,                  1482,              3845275,,,                  9114,,                 83860,,              3609368,,                  6675,                 54793,,                  4926,                  1230,                 50030,,                103713,                159899,              3923709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              1162386,              7768984,,,,                607293,,                     10,,                529634,,                264424,                 33911,,,                  3926,,                 52199,                 56125,              1491397,,,                 73519,,                256084,,                198862,                    110,                198972,                528575,              2019972,,,,              3990319,              3990319,,                702758,                433442,,                480189,              1616389,,,                 16054,,                -21006,                 -4952,              5601756,                147256,              5749012,                              0,,,
2108,2013年06月30日,,,,,,                 45247,,                              0,,                203206,,                560987,,                 84466,,              1633388,,                219608,,                  1498,              3810101,,,                  9140,,                 83860,,              3706183,,                  6977,                 55125,,                  4926,                  1183,                 50985,,                102326,                159420,              4020705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              1061701,              7830806,,,,                408853,,                     83,,                554711,,                482492,                 46628,,,                  3929,,                 48975,                 52904,              1545671,,,                 45755,,                256197,,                203754,                    110,                203864,                505816,              2051487,,,,              3800304,              3990319,,                702758,                433442,,                474852,              1611052,,,                 53637,,                -22180,                 31457,              5632828,                146491,              5779319,                              0,                190015,,
2108,2013年03月31日,,,,,,                 44695,,                              0,,                287606,,                593034,,                 95847,,              1616464,,                133746,,                  1470,              3728380,,,                  9130,,                 83860,,              3696862,,                  7697,                 55187,,                  4926,                  1259,                 50383,,                102124,                158692,              4011428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                955518,              7739808,,,,                531327,,                     28,,                524673,,                261504,                 32756,,,                 24672,,                 52413,                 77085,              1427373,,,                 26595,,                255481,,                206964,                    110,                207074,                489150,              1916523,,,,              3800304,              3800304,,                667211,                433442,,                800599,              1901252,,,                 -2141,,                -22732,                -24873,              5676683,                146602,              5823285,                              0,,,
