證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過其他綜合損益按公允價值衡量之金融資產－流動,　　　　 透過其他綜合損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款,　　　　 備抵銷售退回及折讓,　　　　 備抵呆帳－應收帳款、分期帳款及租賃款,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款－其他,　　　　 備抵呆帳－其他應收款項,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－買賣業,　　　　　 商品存貨,　　　　　 在途商品,　　　　　 存貨－買賣業淨額,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 土地淨額,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備淨額,　　　　 辦公設備淨額,　　　　　 辦公設備淨額,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 銀行借款,　　　　　 短期借款合計,　　　　 應付帳款,　　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債－所得稅,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之子公司,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 應付股利,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　 非控制權益,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 銀行借款,　　　　 短期借款合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債,　　　　 應付公司債溢（折）價,　　　　 應付公司債合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債－所得稅,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之子公司,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　　 備抵存貨跌價,　　　　 應付股利,　　　　　 土地成本,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 運輸設備成本,　　　　　 累計折舊－運輸設備,　　　　　 辦公設備成本,　　　　　 累計折舊－辦公設備
3033,2015年09月30日,,,,              2594098,,                 36530,,                405567,                405567,,              6122482,                129229,                116806,              5876447,,                  2983,                  2983,,                381353,                 49906,                331447,,,              5430984,              1032625,              6463609,              6463609,,                330049,                330049,             16040730,,,                  1922,                  1922,,                 77088,                 77088,,,                 77377,,                 34595,,                  1564,,                  6730,,                 41930,                162196,,                 17251,                 47093,,,                 79603,                 79603,                385153,             16425883,,,,,              6926134,              6926134,,              3883376,              3883376,,                488244,                488244,                    899,                 75862,,,                              0,                              0,                 66872,                 66872,             11441387,,,                184550,                184550,,                144632,                  1224,                145856,                330406,             11771793,,,,              2830094,              2830094,,,                665664,                665664,                 38329,                703993,,                653991,                              0,,                354105,              1008096,,,                116846,                116846,,                 -4939,                111907,              4654090,              4654090,             16425883,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,2015年06月30日,,,,              2689585,,                 51931,,                343991,                343991,,              5117439,                121703,                105459,              4890277,,                  3620,                  3620,,                294469,                 49906,                244563,,,              5665193,                488892,              6154085,              6154085,,                316640,                316640,             14694692,,,                  2441,                  2441,,                 77088,                 77088,,,                 77377,,                 34811,,                  1720,,                  6991,,                 43934,                164833,,                 16566,                 57190,,,                 73974,                 73974,                392092,             15086784,,,,,              5766843,              5766843,,              3440375,              3440375,,                460473,              1000987,                  1539,                 88750,,,                 95857,                 95857,                 60909,                156766,             10455260,,,                168980,                168980,,                144936,                  1223,                146159,                315139,             10770399,,,,              2779991,              2779991,,,                623896,                623896,                 42815,                666711,,                653991,                              0,,                228626,                882617,,,                 -8204,                 -8204,,                 -4730,                -12934,              4316385,              4316385,             15086784,              0,              0,              0,                540514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,2015年03月31日,,,,              2195447,,,,                378746,                378746,,              5121744,                104605,                 98540,              4918599,,                  4963,                  4963,,                360737,                 49906,                310831,,,              5319512,                656444,              5975956,              5975956,,                327023,                327023,             14158765,,,                  2455,                  2455,,                 57088,                 57088,,,                 77377,,                 35028,,                  7373,,                  1880,,                 44308,                165966,,                 18717,                 52970,,,                 74449,                 74449,                371645,             14530410,,,,,              5657834,              5657834,,              3094188,              3094188,,                418965,                418965,                  1322,                 95936,,,                221110,                221110,                 82369,                303479,              9572681,,,                168989,                168989,,                145207,                  1224,                146431,                315420,              9888101,,,,              2713670,              2713670,,,                558510,                558510,                 48715,                607225,,                603528,                 86345,,                623855,              1313728,,,                 12402,                 12402,,                 -4716,                  7686,              4642309,              4642309,             14530410,              0,              0,              0,,,                 47200,,                    957,                    957,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,2014年12月31日,,,,              2113314,,                 47722,,                486781,                486781,,              6218685,                117453,                 97336,              6003896,,                  5290,                  5290,,                335751,                 39383,                296368,,,              5695701,                630780,              6326481,              6326481,,                309243,                309243,             15589095,,,                  2229,                  2229,,                 57088,                 57088,,,                 77377,,                 35242,,                  1933,,                  7787,,                 43578,                165917,,                 18663,                 47071,,,                 76909,                 76909,                367877,             15956972,,,,,              6742863,              6742863,,              3419196,              3419196,,                569274,                569274,                    753,                 61538,,,                266800,                266800,                 76051,                342851,             11136475,,,                168958,                168958,,                145493,                  1223,                146716,                315674,             11452149,,,,              2689006,              2689006,,,                534249,                534249,                 50910,                585159,,                603528,                 86345,,                504632,              1194505,,,                 41095,                 41095,,                 -4942,                 36153,              4504823,              4504823,             15956972,              0,              0,              0,                              0,,                 47722,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,2014年09月30日,,,,              2293139,,                 53872,,                403654,                403654,,              6061823,                109505,                 91955,              5860363,,                  5885,                  5885,,                323420,                 36128,                287292,,,              6344770,                409097,              6753867,              6753867,,                469166,                469166,             16127238,,,                  2569,                  2569,,                 70579,                 70579,,,                 77377,,                 35459,,                  2101,,                  7341,,                 29697,                151975,,                 19788,                 62242,,,                 69626,                 69626,                376779,             16504017,,,,,              7125726,              7125726,,              3860064,              3860064,,                480854,                480854,                  1318,                 61715,,,                310671,                310671,                 86934,                397605,             11927282,,,                144259,                144259,,                144214,                  1223,                145437,                289696,             12216978,,,,              2665120,              2665120,,,                510933,                510933,                 53035,                563968,,                603528,                 86345,,                409106,              1098979,,,                -36426,                -36426,,                 -4602,                -41028,              4287039,              4287039,             16504017,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,2014年06月30日,,,,              1501035,,                 50847,,                396843,                396843,,              6120848,                 93418,                 85011,              5942419,,                  8157,                  8157,,                257854,                 36521,                221333,,,              5665780,                215364,              5881144,              5881144,,                397456,                397456,             14399234,,,                  2017,                  2017,,                 70579,                 70579,,,                 77377,,                 35674,,                  2166,,                  7557,,                 34176,                156950,,                 19628,                 62242,,,                 75663,                 75663,                387079,             14786313,,,,,              5628861,              5628861,,              3263328,              3263328,,                489154,              1011351,                    694,                 73876,,,                440440,                440440,                101486,                541926,             10520036,,,                144244,                144244,,                144464,                  1224,                145688,                289932,             10809968,,,,              2596418,              2596418,,,                441795,                441795,                 59258,                501053,,                603528,                 86345,,                276637,                966510,,,                -82253,                -82253,,                 -5383,                -87636,              3976345,              3976345,             14786313,              0,              0,              0,                522197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,2014年03月31日,,,,              1894863,,,,                367710,                367710,,              6333771,                 75564,                 77577,              6180630,,                  4074,                  4074,,                171293,                 36568,                134725,,,              4861845,                885294,              5747139,              5747139,,                375697,                375697,             14761401,,,                  2092,                  2092,,                 70579,                 70579,,,                 77377,,                 35889,,                  2352,,                  8030,,                 40975,                164623,,                 21011,                 62242,,,                 72153,                 72153,                392700,             15154101,,,,,              5693906,              5693906,,              3787240,              3787240,,                319803,                319803,                              0,                 91232,,,                484953,                484953,                127172,                612125,             10504384,,,                144260,                144260,,                144652,                  1224,                145876,                290136,             10794520,,,,              2573548,              2573548,,,                467780,                467780,                 61462,                529242,,                551264,                144101,,                599989,              1295354,,,                -33255,                -33255,,                 -5308,                -38563,              4359581,              4359581,             15154101,              0,              0,              0,,,                 56563,,                     78,                     78,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,2013年12月31日,,,,,,,,                383969,                383969,,              5919260,,                145169,              5774091,,                  5032,                  5032,,                198730,                 38198,                160532,,,              4698513,                777699,              5476212,              5476212,,                369607,                369607,             14351777,,,                  2046,                  2046,,                 70579,                 70579,,,                 77377,,                 36104,,                  2281,,                  8220,,                 43508,                167490,,                 19930,                 62242,,,                 71770,                 71770,                394057,,,,,,,,              3869386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,                116291,                              0,,,,              2066043,             14745834,,,,              5344275,              5344275,,              3869386,,                              0,,                407148,                407148,                    552,                 59399,,,                752083,                752083,                118991,                871074,             10551834,,,                              0,                              0,,                              0,                              0,                              0,,                144244,                144244,,                144836,                  1223,                146059,                290303,             10842137,,,,              2439864,              2439864,,,                315582,                315582,                 74342,                389924,,                551264,                144101,,                464889,              1160254,,,                -80991,                -80991,,                 -5354,                -86345,                              0,              3903697,                              0,              3903697,,,,,,,,,,,
3033,2013年09月30日,,,,,,,,                197683,                197683,,              5236080,,                314499,              4921581,,                 10196,                 10196,,                215151,                 35999,                179152,,,              4588380,                534779,              5123159,              5123159,,                295198,                295198,             13071943,,,                  1941,                  1941,,                 88820,                 88820,,,                 77377,,                 36320,,                  2349,,                  8433,,                 46614,                171093,,                 15554,                 57450,,,                 70127,                 70127,                404985,,,,,,,,              3152360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,                 54294,                              0,,,,              2290680,             13476928,,,,              5026029,              5026029,,              3152360,,                              0,,                359179,                359179,,                 97550,,,                              0,                              0,                 47743,                 47743,              8682861,,,                 19711,                 19711,,                782200,                -32047,                750153,,                121179,                121179,,                153166,                  1225,                154391,              1045434,              9728295,,,,              2439386,              2439386,,,                315026,                315026,                 74389,                389415,,                551264,                144101,,                335934,              1031299,,,               -106008,               -106008,,                 -5459,               -111467,                              0,              3748633,                              0,              3748633,,,,,,,,,,,
3033,2013年06月30日,,,,,,,,                247455,                247455,,              4877940,,                297618,              4580322,,                 13529,                 13529,,                144229,,                144229,,,              3865776,                668835,              4534611,              4534611,,                300329,                300329,             12143852,,,                  1941,                  1941,,                 88820,                 88820,,,                 77377,,                 36537,,                  2252,,                  6081,,                 46839,                169086,,                 18702,                 51797,,,                 68980,                 68980,                399326,,,,,,,,              3027867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,                 60076,                    646,,,,              2263301,             12543178,,,,              4002845,              4002845,,              3027867,,                    646,,                369283,                735191,,,,,                              0,                              0,                 97449,                 97449,              7863998,,,                 30036,                 30036,,                782200,                -34941,                747259,,                121191,                121191,,                153381,                  1225,                154606,              1053092,              8917090,,,,              2439386,              2439386,,,                315026,                315026,                 74389,                389415,,                551264,                144101,,                185788,                881153,,,                -78407,                -78407,,                 -5459,                -83866,                              0,              3626088,                              0,              3626088,                              0,                365908,,,,,,,,,
