證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 預收股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　　 資本公積－認列對子公司所有權權益變動數,　　　　　 資本公積－受贈資產,　　　　　　 資本公積－受贈資產合計,　　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　　 資本公積－認股權,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 共同控制下前手權益,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 與待出售非流動資產直接相關之負債,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 預收股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　 資本公積－認列對子公司所有權權益變動數,　　　　 資本公積－受贈資產,　　　　　 資本公積－受贈資產合計,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積－認股權,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 與待出售非流動資產直接相關之負債,　　　 應付短期票券,　　　　 應付短期票券合計,　　 共同控制下前手權益,　　　　 待分配股票股利,　　　　 重估增值,　　　　　 重估增值合計
1715,2015年09月30日,,,,              2280750,,                      3,,                 26165,,                139737,,                242391,,                 31672,,              1564982,,                103282,,                 59515,,                298018,,              1609610,,                              0,,                589612,              6945737,,,                172369,,              1415866,,              6017877,,                  2239,,                209457,                 81730,,                477678,              8377216,             15322953,,,,,              2154653,,                300000,,                 38679,,                424460,,                  2054,,                486858,,                 94414,,                294502,                189190,                 46898,,                205855,              4237563,,,                926251,,              1619697,,                255167,,                374934,              3176049,              7413612,,,,              4248937,                              0,              4248937,,,                744620,                              0,                              0,                              0,,                     37,                 12174,                 64463,                821294,,                631747,                584034,,                433178,              1648959,,,                496455,,                -79239,,                              0,                417216,                 92817,              7043589,                              0,                865752,              7909341,             15322953,              0,              0,      8685548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,2015年06月30日,,,,              2606961,,                      4,,                 27898,,                              0,,                229956,,                 43920,,              1454463,,                164309,,                 57717,,                398296,,              1213625,,                              0,,                353087,              6550236,,,                172369,,              1677553,,              3915726,,                  2193,,                194214,                 86142,,                407951,              6456148,             13006384,,,,,              1131306,,                150000,,                 49298,,                316305,,                  4699,,                348489,,                192736,,                573865,                329214,                 43592,,                440398,              3579902,,,                932201,,                971558,,                250686,,                373955,              2528400,              6108302,,,,              4056658,                              0,              4056658,,,                789985,                              0,                              0,                              0,,                     37,                 18790,                 64720,                873532,,                631747,                584034,,                303393,              1519174,,,                124669,,                -61782,,                              0,                 62887,                 49902,              6462349,,                435733,              6898082,             13006384,              0,              0,      5353548,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,2015年03月31日,,,,              2113731,,                      4,,                 28204,,                126177,,                297934,,                 52313,,              1511406,,                151239,,                 67221,,                 75097,,              1232014,,,,                376966,              6032306,,,                172369,,              1755252,,              3971677,,                  2269,,                197027,                 84436,,                416266,              6599296,             12631602,,,,,              1064902,,                              0,,                    514,,                266314,,                    388,,                408430,,                 94497,,                289562,                  3003,                 42090,,                381994,              2551694,,,                192694,,              1785810,,                250686,,                384650,              2613840,              5165534,,,,              4008767,,              4008767,,,                771086,                              0,,,,                     37,                 10284,                 19072,                800479,,                562149,                584034,,                974138,              2120321,,,                211024,,                -62744,,,                148280,                 49902,              7027945,,                438123,              7466068,             12631602,,              0,      5353548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,2014年12月31日,,,,              1989648,,                 21443,,                 30516,,                178014,,                347882,,                 30878,,              1725683,,                144700,,                 82919,,                  5250,,              1695666,,                              0,,                498499,              6751098,,,                172369,,              1289821,,              5344269,,                  2330,,                202255,                 81413,,                523351,              7615808,             14366906,,,,,              1598993,,                              0,,                    652,,                370346,,                  1944,,                506667,,                 95370,,                312825,                258989,                 26142,,                419593,              3591521,,,                229749,,              1459538,,                256614,,                383949,              2329850,              5921371,,,,              3983122,                              0,              3983122,,,                754585,                              0,                              0,                              0,,                     37,                 10284,                 22767,                787673,,                562149,                584034,,                909818,              2056001,,,                263646,,                -61414,,                              0,                202232,                 49902,              6979126,              1014961,                451448,              8445535,             14366906,              0,              0,      5353548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,2014年09月30日,,,,              2211212,,                 25060,,                 32600,,                 74012,,                346183,,                 29300,,              1604073,,                216115,,                 68999,,                  4438,,              1839942,,                              0,,                430696,              6882630,,,                177975,,              1286772,,              5222088,,                  2302,,                194735,                 69861,,                481678,              7435411,             14318041,,,,,              1565999,,                              0,,                    951,,                392168,,                    861,,                499916,,                242998,,                298806,                 17543,                 50514,,                310281,              3380037,,,                259671,,              1839440,,                240362,,                392242,              2731715,              6111752,,,,              4128166,                              0,              4128166,,,                771722,                116102,                              0,                              0,,                     37,                 10111,                 25801,                923773,,                562149,                584034,,                841160,              1987343,,,                 91368,,                -55838,,                              0,                 35530,                337459,              6737353,              1036741,                432195,              8206289,             14318041,              0,              0,     20208548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,2014年06月30日,,,,              1969341,,                 24872,,                 32947,,                 67346,,                267373,,                 38811,,              1725170,,                231440,,                 48536,,                  8556,,              1323356,,                244889,,                470440,              6453077,,,                177975,,              1249772,,              3647163,,                  2285,,                188144,                 70443,,                410235,              5746017,             12199094,,,,,                910874,,                              0,,                  1407,,                379633,,                 12224,,                547461,,                117528,,                497714,                247804,                 37084,,                432998,              3311074,,,                235857,,              1108149,,                242320,,                391580,              1977906,              5288980,,,,              4071272,                              0,              4071272,,,                741805,                116102,                  3781,                  6482,,                     37,                              0,                 39624,                907831,,                562149,                584034,,                507490,              1653673,,,                -31507,,                -53875,,                              0,                -85382,                 49902,              6497492,,                412622,              6910114,             12199094,              0,              0,      6014548,                126347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,2014年03月31日,,,,              1529532,,                 21594,,                 35260,,                              0,,                333850,,                 31822,,              1623803,,                210802,,                 44411,,                129618,,              1382645,,,,                494242,              5837579,,,                177975,,              1169592,,              3699321,,                998761,,                191996,                 70218,,                566977,              6874840,             12712419,,,,,                920719,,                 70000,,                     55,,                310113,,                              0,,                628687,,                140712,,                206651,                 16864,                 48729,,                311347,              2653877,,,                309814,,              1837796,,                243355,,                392015,              2782980,              5436857,,,,              4008148,,              4008148,,,                749104,                106091,,,,                     37,                 81455,                 48997,                985684,,                517786,                584034,,                817650,              1919470,,,                 57347,,                -53308,,,                  4039,                 54568,              6862773,,                412789,              7275562,             12712419,,              0,      6014548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,2014年01月01日,,,,              1993296,,                 25098,,                 39840,,                171922,,                407112,,                 30258,,              1690511,,                 32464,,                 81560,,                    600,,              1800103,,                 26001,,                525573,              6824338,,,                177975,,              1126875,,              5127846,,                999028,,                191202,                 70391,,                428895,              8122212,             14946550,,,,,              1903850,,                              0,,                  9557,,                426919,,                  1037,,                689055,,                 80084,,                241494,                 99778,                 59169,,                412304,              3923247,,,                628320,,              1966334,,                243336,,                391135,              3229125,              7152372,,,,              3554217,                182709,              3736926,,,                492737,                106091,                              0,                              0,,                     37,                 41784,                 85657,                726306,,                517786,                584034,,                702730,              1804550,,,                 50679,,                -46723,,                              0,                  3956,                 54568,              6217170,              1156002,                421006,              7794178,             14946550,              0,     18270900,      6014548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,2013年12月31日,,,,,,                 25098,,                 39840,,,,                394062,,                 30258,,              1655060,,                 26245,,                 77933,,                    600,,              1379423,,                 26001,,                491932,              6181182,,,                177975,,              1126875,,              3628199,,                999028,,                187673,                 70391,,                368873,              6559014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     12600638,      6014548,,              1862808,                171922,             12740196,,,,              1078180,,                  9557,,                309020,,                  1037,,                664889,,                138853,,                238642,                 16864,                 59169,,                386635,              2902846,,,                628320,,              1936383,,                243336,,                391135,              3199174,              6102020,,,,              3554217,                182709,              3736926,,,                492737,                106091,                              0,                              0,,                     37,                 41784,                 85657,                726306,,                517786,                584034,,                702730,              1804550,,,                 50679,,                -46723,,                              0,                  3956,                 54568,              6217170,                421006,              6638176,,,,,,,
1715,2013年09月30日,,,,,,                 41546,,                 36406,,,,                373095,,                 31705,,              1566706,,                 35957,,                 55397,,                              0,,              1322976,,                              0,,                383826,              5587620,,,                177975,,              1168023,,              3367668,,              1010220,,                186416,                 69034,,                386884,              6366220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      8126548,,              1740006,                              0,             11953840,,,,              1023913,,                     62,,                329685,,,,                640274,,                 85720,,                383944,                182455,                 48306,,                565861,              3260220,,,                              0,,              2006229,,                237594,,                416186,              2660009,              5920229,,,,              3442655,                              0,              3442655,,,                453416,                 92790,                              0,                              0,,                     37,                 42543,                 31961,                620747,,                517786,                584034,,                600125,              1701945,,,                -27867,,                -49565,,                 16531,                -60901,                 77085,              5627361,                406250,              6033611,                              0,,,,,,
