證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付租金,　　　　 預付貨款,　　　　 其他預付款,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 電腦軟體淨額,　　　　　 電腦軟體淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期遞延收入,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　　　 其他預付費用,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期遞延收入,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　 應付短期票券,　　　　 應付短期票券合計,　　　　 土地淨額,　　　　　 土地淨額,　　　　 土地改良物淨額,　　　　　 土地改良物淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備淨額,　　　　 其他設備淨額,　　　　　 其他設備淨額,　　　　 未完工程及待驗設備,　　　　 待分配股票股利,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易
1710,2015年09月30日,,,,              1087173,,                 47072,,                 58525,,              1210221,,                711078,,                113394,,                226523,,              2445807,,                 11296,                233702,                551969,                796967,,              1365889,              1365889,              8062649,,,              1822232,,              3216187,,                 57091,,              3145425,,             17107384,,              1991923,,,                 22647,                 22647,                340328,,                486300,,                969832,              1456132,             29159349,             37221998,,,,,              4218189,,              1700650,,                538239,                156579,,,                              0,                306355,                306355,              6920012,,,             10729973,,                567109,,                166061,                176770,                103844,                 38886,                485561,             11782643,             18702655,,,,              8857031,              8857031,,              1351656,,              2457931,              1911129,,                515685,              4884745,,,                476482,,                252485,                728967,                187798,             15634601,              2884742,             18519343,             37221998,              0,     13753554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,2015年06月30日,,,,              2247378,,                 37271,,                 61172,,                124628,,                651425,,                181772,,                459627,,              2407803,,                 11036,                 85952,                212379,                309367,,              1568557,              1568557,              8049000,,,              1978040,,              3216187,,                 57091,,              3352300,,             16689991,,              1991943,,,                 24997,                 24997,                239871,,                477410,,                963279,              1440689,             28991109,             37040109,,,,,              3192651,,              1434032,,              1538862,                162911,,,                308600,                 88364,                396964,              6725420,,,             10456228,,                565521,,                164709,                176770,                100292,                 30545,                472316,             11494065,             18219485,,,,              8857031,              8857031,,              1337902,,              2457931,              1911129,,                750464,              5119524,,,                322801,,                417405,                740206,                187798,             15866865,              2953759,             18820624,             37040109,              0,     13753554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,2015年03月31日,,,,              2540646,,                 16481,,                 62553,,                150640,,                674564,,                159068,,                284029,,              1680739,,                 11142,                180743,                220760,                412645,,              1232545,              1232545,              7213910,,,              2081940,,              2856014,,                 56874,,              3451435,,             16218291,,              1991964,,,                 23022,                 23022,                 30836,,                484798,,                927695,              1412493,             28122869,             35336779,,,,,              3036750,,                958357,,                710492,                 69731,,,                406900,                 88939,                495839,              5271169,,,              9705036,,                376754,,                168789,                176770,                 95972,                 30822,                472353,             10554143,             15825312,,,,              8857031,              8857031,,              1337902,,              2446343,              1911129,,              1236810,              5594282,,,                390189,,                522688,                912877,                187798,             16514294,              2997173,             19511467,             35336779,              0,     13753554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,2014年12月31日,,,,              3066613,,                 39845,,                 61805,,                114445,,                712245,,                 97317,,                781581,,              1116365,,                 11309,                 66189,                212133,                289631,,              1093211,              1093211,              7373058,,,              2181117,,              2856014,,                 56862,,              3603225,,             15784100,,              1991985,,,                 20007,                 20007,                180982,,                495035,,                930065,              1425100,             28099392,             35472450,,,,,              3595710,,                780127,,              1282273,                 56467,,,                411450,                 75512,                486962,              6201539,,,              8560437,,                564748,,                173871,                176770,                 96457,                 52346,                499444,              9624629,             15826168,,,,              8857031,              8857031,,              1337902,,              2446343,              1911129,,              1190339,              5547811,,,                496962,,                543136,              1040098,                187798,             16595044,              3051238,             19646282,             35472450,              0,     13753554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,2014年09月30日,,,,              2381912,,                 40995,,                 59561,,                131630,,                532406,,                 71711,,                676035,,              1285249,,                 10755,                260414,                159288,                430457,,                672913,                672913,              6282869,,,              2294001,,              2495839,,                 56862,,              3705794,,             13143395,,              1992005,,,                 17941,                 17941,                113735,,                472571,,                551528,              1024099,             24843671,             31126540,,,,,              2779638,,              1027030,,                746652,                    805,,,                486084,                101946,                588030,              5142155,,,              5563422,,                552865,,                168286,                165634,                 89708,                 55120,                478748,              6595035,             11737190,,,,              8857031,              8857031,,              1337902,,              2446343,              1911129,,              1358094,              5715566,,,                154249,,                578533,                732782,                187798,             16455483,              2933867,             19389350,             31126540,              0,     13753554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,2014年06月30日,,,,              2606533,,                 50027,,                 60597,,                 94663,,                698563,,                216045,,                679664,,                917724,,                 10487,                113201,                 69788,                193476,,                458261,                458261,              5975553,,,              2650178,,              2495839,,                 56862,,              3273156,,             11191445,,              1992026,,,                 19594,                 19594,                 91310,,                462968,,                443492,                906460,             22676870,             28652423,,,,,              2830268,,                844871,,              1775070,                137051,,,                179190,                 85250,                264440,              5851700,,,              2625179,,                546206,,                166460,                165634,                 86171,                 44607,                462872,              3634257,              9485957,,,,              8857031,              8857031,,              1321398,,              2446343,              1911129,,              1207777,              5565249,,,                -30013,,                761347,                731334,                187798,             16287214,              2879252,             19166466,             28652423,              0,     13753554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,2014年03月31日,,,,              3124079,,                 68524,,                 59446,,                105534,,                693021,,                129731,,                655361,,                836406,,                 10682,                244117,                 96488,                351287,,                370190,                370190,              6393579,,,              2464993,,              2495839,,                 62553,,              3453587,,              8956073,,              1992047,,,                 20733,                 20733,                 28649,,                474386,,                945305,              1419691,             20894165,             27287744,,,,,              2171450,,                859662,,                607740,                260829,,,                182820,                 94472,                277292,              4176973,,,              2661719,,                509452,,                171952,                165634,                 85646,                 32270,                455502,              3626673,              7803646,,,,              8857031,              8857031,,              1321398,,              2319813,              1911129,,              2323743,              6554685,,,                101126,,                526648,                627774,                187798,             17173090,              2311008,             19484098,             27287744,              0,     13753554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,2013年12月31日,,,,,,                 53897,,                 59273,,                 64234,,                827001,,                 12784,,                744120,,                744119,,                  2233,                 90241,,                221971,,                233495,                233495,              4441546,,,              2583734,,              2495839,,,,              5065159,,              6750362,,              1992068,,,                 17163,                 17163,                 27452,,                 97588,,                449459,                547047,             19551920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     13753554,              1480652,                129497,                 73096,             23993466,,,,              1743641,,                966724,,                328250,                213879,,,                178830,                115633,                294463,              3546957,,,              2283120,,                554993,,                173958,                158390,                 85311,                 25828,                443487,              3281600,              6828557,,,,              8857031,              8857031,,              1321398,,              2319813,              1911129,,              2280848,              6511790,,,                 99192,,                563296,                662488,                187798,             17164909,                              0,             17164909,              0,,,,,,,,,,,,,,,,,
1710,2013年09月30日,,,,,,                 40389,,                109848,,                 94748,,                843512,,                 15405,,                842120,,                570386,,                  4564,                190427,,                364532,,                234518,                234518,              4450714,,,              2488638,,              2523581,,,,              4219382,,              6665429,,              1992088,,,                 19335,                 19335,                 26929,,                201251,,                447191,                648442,             18640920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     13753554,              1335256,                169541,                 57096,             23091634,,,,              2991136,,                942509,,                222593,                128331,,,                473120,                116008,                589128,              4878697,,,                620970,,                538448,,                173520,                158405,                 85321,                 23006,                440252,              1599670,              6478367,,,,              8857031,              8857031,,              1321398,,              2319813,              1911129,,              1931131,              6162073,,,                 -8212,,                468775,                460563,                187798,             16613267,                              0,             16613267,              0,,                  5000,,,,,,,,,,,,,,,
1710,2013年06月30日,,,,,,                 47690,,                107261,,                128533,,                942344,,                 13430,,                630728,,              1170500,,                  4608,                256026,,                260634,,                268655,                268655,              4709439,,,              2385506,,              2523581,,,,              4268482,,              6765152,,              1992109,,,                 12785,                 12785,                 26929,,                204311,,                445256,                649567,             18680947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     13753554,              1139664,,                 56836,             23390386,,,,              3217000,,                941555,,              1290827,                173545,,,                180000,                105803,                285803,              5936730,,,                480000,,                548898,,                177560,                158405,                 84234,                  4561,                424760,              1453658,              7390388,,,,              8857031,              8857031,,              1304893,,              2319813,              1911129,,              1396245,              5627187,,,                 35629,,                363056,                398685,                187798,             15999998,                              0,             15999998,              0,,                 28000,,              1591461,,                 29114,,                710439,,              4053859,,                110923,                269356,,,,
