證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收房地款,　　　　　　 其他預收款,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 保固之長期負債準備,　　　　　 負債準備－非流動合計,　　　　 其他非流動負債,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 非控制權益,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收房地款,　　　　　 其他預收款,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 保固之長期負債準備,　　　　 負債準備－非流動合計,　　　 其他非流動負債,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－認股權,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　 非控制權益,　　　 庫藏股票,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　　 債券換股權利證書,　　　　 其他預付費用,　　　　 其他預付款,　　　　 應付土地房屋款,　　　　　 一年或一營業週期內到期長期借款
1442,2015年09月30日,,,,                329529,,                              0,,                 30537,,                  4946,,                  8400,,                     93,,                  9290,,             13244261,,                 95850,,                298410,                  1523,                299933,             14022839,,,                  4307,,                 24231,,                 26643,,                229188,,                    951,,                103711,,                              0,,                              0,                              0,                103711,                389031,             14411870,,,,,              2454378,,                 30457,,                              0,,              1216986,,                 29332,,                 62976,                    264,                    188,,                  1387,,,                736739,                              0,                736739,,                477656,                  9058,              1223453,              5019421,,,                              0,,                              0,,              4369339,,                 17347,                 17347,,                200582,                200582,              4587268,              9606689,,,,              2439839,              2439839,,                873631,,                393507,                    170,,              1093738,              1487415,,,                  4296,                  4296,              4805181,              4805181,             14411870,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,2015年06月30日,,,,                379827,,                              0,,                 30442,,                 10710,,                  1070,,                     11,,,,             12837775,,                 78882,,                508537,                  1387,                509924,             13848641,,,                  5580,,                 24231,,                 26744,,                229451,,                  1012,,                102259,,                              0,,                              0,                              0,                102259,                389277,             14237918,,,,,              2005116,,                 42875,,                              0,,              1143229,,                 40258,,                503439,                    694,                  6694,,,,,                686108,                    985,                687093,,                716478,                  3416,              1406987,              5149292,,,                              0,,                              0,,              4548762,,                 15530,                 15530,,                200582,                200582,              4764874,              9914166,,,,              2252733,              2252733,,                674737,,                393507,                    170,,                997131,              1390808,,,                  5474,                  5474,              4323752,              4323752,             14237918,              0,              0,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,2015年03月31日,,,,                289144,,                    851,,                    477,,                 14062,,                    476,,                    432,,,,             12787016,,                 66615,,                703582,                    119,                703701,             13862774,,,                  6435,,                 24231,,                 26966,,                229713,,                     95,,                100299,,                              0,,,                              0,                100299,                387739,             14250513,,,,,              2217166,,                 51113,,                              0,,              1038910,,                 39598,,                 31485,                  1310,                 12488,,,,,                850292,                  2464,                852756,,                921321,                  6395,              1780472,              5172542,,,                              0,,                              0,,              4438222,,                 15858,                 15858,,                200582,                200582,              4654662,              9827204,,,,              2230484,              2230484,,                651559,,                351996,                    170,,              1182736,              1534902,,,                  6364,                  6364,              4423309,              4423309,             14250513,              0,              0,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,2014年12月31日,,,,                228824,,                  2166,,                    514,,                 15889,,                 11905,,                     65,,                              0,,             12104762,,                 45572,,                656081,                    320,                656401,             13066098,,,                  7853,,                 24231,,                 27051,,                229975,,                    105,,                100299,,                              0,,                              0,                              0,                100299,                389514,             13455612,,,,,              2354513,,                 32438,,                              0,,                525274,,                 39598,,                 27418,                    730,                 12283,,                              0,,,                663709,                     11,                663720,,              1272973,                  2577,              1939270,              4931524,,,                              0,,                              0,,              4104098,,                 14881,                 14881,,                200582,                200582,              4319561,              9251085,,,,              2140711,              2140711,,                558856,,                351996,                    170,,              1144975,              1497141,,,                  7819,                  7819,              4204527,              4204527,             13455612,              0,              0,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,2014年09月30日,,,,                271811,,                  9250,,                    466,,                  4600,,                              0,,                              0,,                              0,,             11774621,,                 31387,,                300121,                  4278,                304399,             12396534,,,                  7965,,                 24231,,                 27269,,                230238,,                    120,,                100299,,                245000,,                              0,                              0,                345299,                635122,             13031656,,,,,              2482865,,                 56292,,                              0,,                337108,,                 28770,,                 51492,                              0,                  6214,,                              0,,,                555231,                     20,                555251,,                952155,                  6968,              1514374,              4477115,,,                              0,,                              0,,              4279311,,                 14174,                 14174,,                200582,                200582,              4494067,              8971182,,,,              2140711,              2140711,,                558856,,                351996,                    170,,              1000858,              1353024,,,                  7883,                  7883,              4060474,              4060474,             13031656,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,2014年06月30日,,,,                443885,,                              0,,                    466,,                 26328,,                    670,,                              0,,,,             11221393,,                 27177,,                206675,                  8099,                214774,             11934693,,,                              0,,                 19231,,                 27495,,                230501,,                     22,,                100204,,                245000,,                              0,                              0,                345204,                622453,             12557146,,,,,              1606562,,                 58561,,                              0,,                204489,,                 28665,,              1097979,                              0,                 43749,,,,,                363792,                     28,                363820,,                375482,                  4040,                743342,              3783347,,,                  7646,,                600010,,              3946930,,                 13802,                 13802,,                200582,                200582,              4768970,              8552317,,,,              2140711,              2140711,,                558856,,                351996,                    170,,                953178,              1305344,,,                    -82,                    -82,              4004829,              4004829,             12557146,              0,              0,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,2014年03月31日,,,,                191788,,                              0,,                    435,,                  2340,,                     80,,                      8,,,,             10588421,,                  7003,,                171740,                  3731,                175471,             10965546,,,                              0,,                 19231,,                 27624,,                230763,,                     39,,                100204,,                245000,,,                              0,                345204,                622861,             11588407,,,,,              1556739,,                 64167,,                 10752,,                101435,,                              0,,                101224,                     15,                113979,,,,,                221851,                      3,                221854,,                394468,                 10464,                626786,              2575097,,,                  7258,,                666175,,              3431406,,                 13868,                 13868,,                200582,                200582,              4319289,              6894386,,,,              2110321,              2110321,,                519447,,                221776,                    170,,              1842420,              2064366,,,                   -113,                   -113,              4694021,              4694021,             11588407,              0,              0,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,2013年12月31日,,,,,,                              0,,                    479,,                  4300,,                 16120,,                    369,,,,             10120659,,                  4960,,                170650,                  3796,                174446,             10612207,,,                              0,,                 19231,,                 24410,,                231026,,                     56,,                100299,,                245000,,                  3470,                  3470,                348769,                623492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,              0,                290874,,                              0,             11235699,,,,              1276805,,                 64508,,                 13860,,                147483,,                  8190,,                 91303,                 91303,                              0,                 72541,,,                259394,                     11,                259405,,                210455,                 11519,                481379,              2156069,,,                  6411,,                693524,,              3627028,,                 14110,                 14110,,                200582,                200582,              4541655,              6697724,,,,              2097162,              2097162,,,                465705,                 27031,                  9824,                502560,,                221776,                    170,,              1716376,              1938322,,,                    -69,                    -69,              4537975,              4537975,                              0,,,,,,,,
1442,2013年09月30日,,,,,,                              0,,                    511,,                 13028,,                  9670,,                      4,,,,              9677272,,                    686,,                170600,                  4324,                174924,             10265167,,,                              0,,                 19231,,                 24528,,                231288,,                     72,,                100611,,                245000,,                              0,                              0,                345611,                620730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,              0,                388901,,                    171,             10885897,,,,              1198405,,                 45729,,                 20790,,                172319,,                              0,,,                317490,                  1070,                 70590,,,                193833,                  5278,                199111,,                  2481,                 12879,                214471,              2040864,,,                  6303,,                737701,,              3436932,,                 14588,                 14588,,                200582,                200582,              4396106,              6436970,,,,              2076545,              2076545,,,,,,                476338,,                221776,                    170,,              1674135,              1896081,,,                    -37,                    -37,              4448927,              4448927,                              0,,,,,,,,
1442,2013年06月30日,,,,,,,,                    497,,                    956,,                 37304,,                              0,,,,              9544403,,                    755,,                              0,                  6732,                  6732,             10023563,,,,,                 19231,,                 24550,,                231551,,                     89,,                100428,,                245000,,                              0,                              0,                345428,                620849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,              0,                432792,,                    124,             10644412,,,,              2220405,,                 76761,,                  9240,,                194118,,                              0,,                338511,                338511,,                 59012,,,,,,,,                147681,                147681,              3045728,,,                 10374,,                756940,,              2453587,,                 15092,                 15092,,                200582,                200582,              3436575,              6482303,,,,              2067246,              2067246,,,,,,                464194,,                221776,                    170,,              1408774,              1630720,,,                    -51,                    -51,              4162109,              4162109,                              0,,,,,,,,
