證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 原始認列時指定為透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 透過其他綜合損益按公允價值衡量之金融資產－流動,　　　　 透過其他綜合損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 應收退稅款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨－買賣業,　　　　　 存貨－買賣業淨額,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨（建設業適用）,　　　　　 存貨（建設業適用）淨額,　　　　 存貨－其他行業,　　　　　 存貨－其他行業淨額,　　　　 農產品,　　　　 在建工程（營造業適用）,　　　　　 在建工程（營造業適用）合計,　　　　 存貨合計,　　　 預付款項,　　　　 預付租金,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 透過其他綜合損益按公允價值衡量之金融資產－非流動,　　　　 透過其他綜合損益按公允價值衡量之金融資產－非流動合計,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 商標權淨額,　　　　　 商標權淨額,　　　　 專利權淨額,　　　　　 專利權淨額,　　　　 特許權淨額,　　　　　 特許權淨額,　　　　 著作權淨額,　　　　　 著作權淨額,　　　　 電腦軟體淨額,　　　　　 電腦軟體淨額,　　　　 商譽,　　　　 專門技術淨額,　　　　　 專門技術淨額,　　　　 其他無形資產,　　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 發展中無形資產淨額,　　　　　 發展中無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 有形探勘及評估資產淨額,　　　　　 有形探勘及評估資產淨額,　　　　 無形探勘及評估資產淨額,　　　　　 無形探勘及評估資產淨額,　　　　 長期應收票據及款項,　　　　　 長期應收票據及款項淨額,　　　　 長期應收票據及款項－關係人,　　　　　 長期應收票據及款項－關係人淨額,　　　　 基金,　　　　　 基金合計,　　　　 其他長期投資（淨額）,　　　　　 其他長期投資（淨額）,　　　　 淨確定福利資產-非流動,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 銀行借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 避險之衍生金融負債－流動,　　　　 按攤銷後成本衡量之金融負債－流動,　　　　 以成本衡量之金融負債－流動,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 應付建造合約款,　　　　 應付建造合約款－關係人,　　　　 其他應付款,　　　　　 應付股利,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 與待出售非流動資產直接相關之負債,　　　　 工程進度請款金額,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 應付租賃款－流動,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 銀行長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 其他長期負債準備,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 應付租賃款－非流動,　　　　　　 長期應付票據及款項合計,　　　　　 長期應付票據及款項－關係人,　　　　　　 長期應付款－關係人,　　　　　　 長期應付票據及款項－關係人合計,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－限制員工權利股票,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 累積盈虧,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 透過其他綜合損益按公允價值衡量之權益工具投資利益（損失）,　　　　　　 透過其他綜合損益按公允價值衡量之權益工具投資利益（損失）合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）合計,　　　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益（損失）,　　　　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益（損失）合計,　　　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　　　　 指定按公允價值衡量之金融負債信用風險變動影響數總額,　　　　　 確定福利計畫再衡量數,　　　　　　 確定福利計畫再衡量數總額,　　　　　 重估增值,　　　　　　 重估增值－採用權益法之子公司,　　　　　　 重估增值合計,　　　　　 與待出售非流動資產直接相關之權益,　　　　　　 與待出售非流動資產直接相關之權益合計,　　　　　 其他權益－其他,　　　　　　 其他權益－員工未賺得酬勞,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 其他預付費用,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 銀行借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 避險之衍生金融負債－流動,　　　 按攤銷後成本衡量之金融負債－流動,　　　 以成本衡量之金融負債－流動,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 應付建造合約款,　　　 應付建造合約款－關係人,　　　 其他應付款,　　　　 應付股利,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 與待出售非流動資產直接相關之負債,　　　 工程進度請款金額,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 應付租賃款－流動,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 銀行長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 其他長期負債準備,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 應付租賃款－非流動,　　　　　 長期應付票據及款項合計,　　　　 長期應付票據及款項－關係人,　　　　　 長期應付票據及款項－關係人合計,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 累積盈虧,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 透過其他綜合損益按公允價值衡量之權益工具投資利益（損失）,　　　　　 透過其他綜合損益按公允價值衡量之權益工具投資利益（損失）合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）合計,　　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益（損失）,　　　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益（損失）合計,　　　　 重估增值,　　　　　 重估增值－採用權益法之子公司,　　　　　 重估增值合計,　　　　 與待出售非流動資產直接相關之權益,　　　　　 與待出售非流動資產直接相關之權益合計,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 庫藏股票
5225,2015年09月30日,,,,                768570,,                 17652,                 17652,,                              0,,                  5928,,              2000609,,                              0,                              0,,                 13345,                 13345,,                              0,,,                              0,,                850928,,                              0,,                              0,                              0,,                              0,                850928,,                  1681,                  1681,,                 43764,                359221,                402985,              4061698,,,                              0,,                113004,,              1200743,,,                              0,,                              0,,                              0,,                              0,,                              0,                119480,,                              0,,                110454,                110454,,                              0,                229934,                 14996,,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                  4281,,                              0,                 82883,,                              0,                 87164,              1645841,              5707539,,,,,              1018162,              1018162,,                              0,,                 59633,                 59633,                              0,                              0,                              0,,                              0,,                              0,,              1881421,              1881421,,                 57918,                 57918,                              0,                              0,,                              0,                505552,                505552,                              0,                 21471,,                              0,                              0,                              0,,,                              0,,                              0,                    996,                    996,              3545153,,,                277043,                277043,,                 19979,                 19979,,                119980,,,                  1133,                  1133,,                 53110,                 53110,                 54243,                471245,              4016398,,,,                610020,                610020,,,                732080,                732080,                 12751,                744831,,                  8342,,                233225,                233225,                241567,,,                132740,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,,                -13999,                -13999,                118741,                 24018,              1691141,                              0,              1691141,              5707539,              0,              0,        453000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225,2015年06月30日,,,,                699376,,                 18509,                 18509,,                              0,,                              0,,              1581691,,                              0,                              0,,                 32091,                 32091,,                              0,,,                              0,,                694262,,                              0,,                              0,                              0,,                              0,                694262,,                  1608,                  1608,,                 45322,                366981,                412303,              3439840,,,                              0,,                111903,,              1104262,,,                              0,,                              0,,                              0,,                              0,,                              0,                110212,,                              0,,                112191,                112191,,                              0,                222403,                 12775,,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                  4326,,                              0,                 79304,,                              0,                 83630,              1534973,              4974813,,,,,              1168764,              1168764,,                              0,,                 32003,                 32003,                              0,                              0,                              0,,                              0,,                              0,,              1438296,              1438296,,                100240,                100240,                              0,                              0,,                              0,                404950,                404950,                              0,                  3663,,                              0,                              0,                              0,,,                              0,,                              0,                    964,                    964,              3148880,,,                134162,                134162,,                 18246,                 18246,,                113103,,,                  1239,                  1239,,                 49648,                 49648,                 50887,                316398,              3465278,,,,                610020,                610020,,,                732080,                732080,                 12751,                744831,,                  8342,,                100547,                100547,                108889,,,                 84766,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,,                -14953,                -14953,                 69813,                 24018,              1509535,                              0,              1509535,              4974813,              0,              0,        453000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225,2015年03月31日,,,,                862250,,                 23912,                 23912,,                              0,,                 13687,,              1761118,,                              0,                              0,,                 35006,                 35006,,                              0,,,                              0,,                749785,,                              0,,                              0,                              0,,                              0,                749785,,,                  1616,,                136288,                463370,                599658,              4047032,,,                              0,,                 96711,,              1089998,,,                              0,,                              0,,                              0,,                              0,,                              0,                109791,,                              0,,                112199,                112199,,                              0,                221990,                 13168,,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                  4371,,                              0,                 80354,,                              0,                 84725,              1506592,              5553624,,,,,              1077038,              1077038,,                              0,,                 75203,                 75203,                              0,                              0,                              0,,                              0,,                              0,,              1663044,              1663044,,                 62348,                 62348,                              0,                              0,,                              0,                514942,                514942,                              0,                 16767,,                              0,                              0,                              0,,,                              0,,                              0,                    949,                    949,              3410291,,,                148665,                148665,,                 18146,                 18146,,                115126,,,                  1512,                  1512,,                 49928,                 49928,                 51440,                333377,              3743668,,,,                607500,                607500,,,                729815,                729815,,                729815,,                  8342,,                393429,                393429,                401771,,,                 94888,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,,,                              0,                 94888,                 24018,              1809956,                              0,              1809956,              5553624,              0,              0,        453000,                  1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225,2014年12月31日,,,,                636374,,                              0,                              0,,                              0,,                              0,,              1061834,,                131304,                131304,,                 13101,                 13101,,                              0,,,                              0,,                339374,,                              0,,                              0,                              0,,                              0,                339374,,                    396,                    396,,                  8378,                207363,                215741,              2398124,,,                              0,,                              0,,                563432,,,                              0,,                              0,,                              0,,                              0,,                              0,                123379,,                              0,,                113714,                113714,,                              0,                237093,                  6021,,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,                 12173,,                              0,                 12173,                818719,              3216843,,,,,                 47276,                 47276,,                              0,,                              0,                              0,                              0,                              0,                              0,,                              0,,                              0,,                996715,                996715,,                  4212,                  4212,                              0,                              0,,                              0,                223286,                223286,                              0,                  3836,,                              0,                              0,                              0,,,                              0,,                              0,                  1185,                  1185,              1276510,,,                 17137,                 17137,,                 41397,                 41397,,                 36246,,,                  1928,                  1928,,                              0,                              0,                  1928,                 96708,              1373218,,,,                607500,                607500,,,                729815,                729815,                              0,                729815,,                  8031,,                338269,                338269,                346300,,,                160010,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,,                              0,                              0,                160010,                              0,              1843625,                              0,              1843625,              3216843,              0,              0,              0,                    396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225,2014年09月30日,,,,                442279,,                              0,                              0,,                              0,,                              0,,              1240030,,                173530,                173530,,                    993,                    993,,                              0,,,                              0,,                406548,,                              0,,                              0,                              0,,                              0,                406548,,                    383,                    383,,                  7138,                146407,                153545,              2417308,,,                              0,,                              0,,                546673,,,                              0,,                              0,,                              0,,                              0,,                              0,                122732,,                              0,,                116517,                116517,,                              0,                239249,                 10962,,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,                 11849,,                              0,                 11849,                808733,              3226041,,,,,                 39132,                 39132,,                              0,,                    829,                    829,                              0,                              0,                              0,,                              0,,                              0,,              1118580,              1118580,,                 17822,                 17822,                              0,                              0,,                              0,                210727,                210727,                              0,                 17502,,                              0,                              0,                              0,,,                              0,,                              0,                  1083,                  1083,              1405675,,,                 17791,                 17791,,                 41338,                 41338,,                 37318,,,                  2326,                  2326,,                              0,                              0,                  2326,                 98773,              1504448,,,,                607500,                607500,,,                729815,                729815,                              0,                729815,,                  4380,,                291592,                291592,                295972,,,                 88306,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,,                              0,                              0,                 88306,                              0,              1721593,                              0,              1721593,              3226041,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225,2014年06月30日,,,,                407706,,                              0,                              0,,                              0,,                    441,,                956614,,                118946,                118946,,                  6731,                  6731,,                              0,,,                              0,,                381995,,                              0,,                              0,                              0,,                              0,                381995,,                    375,                    375,,                  3976,                139436,                143412,              2016220,,,                              0,,                              0,,                504291,,,                              0,,                              0,,                              0,,                              0,,                              0,                128208,,                              0,,                125912,                125912,,                              0,                254120,                 10904,,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,                 11654,,                              0,                 11654,                780969,              2797189,,,,,                 41975,                 41975,,                              0,,                  5066,                  5066,                              0,                              0,                              0,,                              0,,                              0,,                884292,                884292,,                  4934,                  4934,                              0,                              0,,                              0,                160487,                160487,                              0,                 11916,,                              0,                              0,                              0,,,                              0,,                              0,                  2477,                  2477,              1111147,,,                 11484,                 11484,,                 43748,                 43748,,                 39780,,,                  2736,                  2736,,                              0,                              0,                  2736,                 97748,              1208895,,,,                607500,                607500,,,                729815,                729815,                              0,                729815,,                  4380,,                166742,                166742,                171122,,,                 79857,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,,                              0,                              0,                 79857,                              0,              1588294,                              0,              1588294,              2797189,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225,2014年03月31日,,,,                729264,,                              0,                              0,,                              0,,                              0,,                834683,,                100402,                100402,,                  8671,                  8671,,                              0,,,                              0,,                329716,,                              0,,                              0,                              0,,                              0,                329716,,,                    381,,                159769,                112511,                272280,              2275397,,,                              0,,                              0,,                500028,,,                              0,,                              0,,                              0,,                              0,,                              0,                 13634,,                              0,,                              0,                              0,,                              0,                 13634,                  5509,,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,                 11998,,                              0,                 11998,                531169,              2806566,,,,,                              0,                              0,,                              0,,                  5328,                  5328,                              0,                              0,                              0,,                              0,,                              0,,                784471,                784471,,                  1463,                  1463,                              0,                              0,,                              0,                161248,                161248,                              0,                  6488,,                              0,                              0,                              0,,,                              0,,                              0,                              0,                              0,                958998,,,                              0,                              0,,                              0,                              0,,                  7346,,,                              0,                              0,,                              0,                              0,                              0,                  7346,                966344,,,,                607500,                607500,,,                729815,                729815,,                729815,,                  4380,,                388569,                388569,                392949,,,                109958,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,,,                              0,                109958,                              0,              1840222,                              0,              1840222,              2806566,              0,              0,              0,                    381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225,2013年12月31日,,,,,,                  4880,                  4880,,                              0,,                              0,,                742139,,                104521,                104521,,                              0,                              0,,,,,                              0,,                279124,,                              0,,                              0,                              0,,                              0,                279124,,,                    383,,                              0,                120433,                120433,              2165173,,,                              0,,,,                507811,,,                              0,,                              0,,                              0,,                              0,,                              0,                 13713,,                              0,,                              0,                              0,,                              0,                 13713,                  5352,,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,,                              0,                 12164,,                              0,                 12164,                539040,,,,,,,,,,,,,,,,,,,,                718109,,,                  1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                    383,                913693,                              0,              2704213,,,,                              0,                              0,,                              0,,                              0,                              0,                              0,                              0,                              0,,                              0,,                              0,,                718109,,                  1047,                              0,                              0,,                              0,                149321,                149321,                              0,                 13717,,                              0,                              0,                              0,,,                              0,,                              0,                              0,                              0,                882194,,,                              0,                              0,,                              0,                              0,,                  8381,,,                              0,                              0,,                              0,                              0,                  8381,                890575,,,,                607500,                607500,,,                729815,                729815,                729815,,                  4380,,                381018,                381018,                385398,,,                 90925,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,,                              0,                 90925,              1813638,                              0,              1813638,
5225,2013年09月30日,,,,,,                  7996,                  7996,,                              0,,                              0,,              1171403,,                185355,                185355,,                              0,                              0,,,,,                              0,,                336947,,                              0,,                              0,                              0,,                              0,                336947,,,                    378,,                              0,                150153,                150153,              2604752,,,                              0,,,,                493440,,,                              0,,                              0,,                              0,,                              0,,                              0,                 13416,,                              0,,                              0,                              0,,                              0,                 13416,                  6347,,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,,                              0,                 11993,,                              0,                 11993,                525196,,,,,,,,,,,,,,,,,,,,              1057521,,,                 10660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                    378,                752520,                              0,              3129948,,,,                              0,                              0,,                              0,,                              0,                              0,                              0,                              0,                              0,,                              0,,                              0,,              1057521,,                 10660,                              0,                              0,,                              0,                176642,                176642,                              0,                134672,,                              0,                              0,                              0,,,                              0,,                              0,                              0,                              0,              1379495,,,                              0,                              0,,                              0,                              0,,                  7263,,,                              0,                              0,,                              0,                              0,                  7263,              1386758,,,,                607500,                607500,,,                729815,                729815,                729815,,                 36773,,                308127,                308127,                344900,,,                 60975,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,,                              0,                 60975,              1743190,                              0,              1743190,
5225,2013年06月30日,,,,,,                  2868,                  2868,,                              0,,                              0,,              1225737,,                148945,                148945,,                              0,                              0,,,,,                              0,,                347468,,                              0,,                              0,                              0,,                              0,                347468,,,                    379,,                              0,                228415,                228415,              2785069,,,                              0,,,,                472330,,,                              0,,                              0,,                              0,,                              0,,                              0,                 13545,,                              0,,                              0,                              0,,                              0,                 13545,                  6772,,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,,                              0,                 12202,,                              0,                 12202,                504849,,,,,,,,,,,,,,,,,,,,              1032841,,,                  6904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                    379,                831257,                              0,              3289918,,,,                     19,                     19,,                              0,,                    325,                    325,                              0,                              0,                              0,,                              0,,                              0,,              1032841,,                  6904,                              0,                              0,,                303750,                124115,                427865,                              0,                177950,,                              0,                              0,                              0,,,                              0,,                              0,                              0,                              0,              1645904,,,                              0,                              0,,                              0,                              0,,                  5286,,,                              0,                              0,,                              0,                              0,                  5286,              1651190,,,,                607500,                607500,,,                729815,                729815,                729815,,                 36773,,                184136,                184136,                220909,,,                 80504,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,,                              0,                 80504,              1638728,                              0,              1638728,
