證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）
3532,2015年06月30日,,,,              3022873,,              1559998,,                140103,,                 18519,,              1844920,,                204450,              6790863,,,                    257,,             14719236,,                 16870,                248333,,                 83314,                    207,,                 65309,                148830,             15133526,             21924389,,,,,                384527,,                268783,,              1274405,              1274405,                111274,,,                              0,                  9549,                  9549,              2048538,,,                              0,,                266918,                  1054,                 18425,                286397,                286397,              2334935,,,,              7756966,              7756966,,              5739080,,              1097493,,              4992690,              6090183,,                  3225,             19589454,             19589454,             21924389,              0,              0
3532,2014年12月31日,,,,              2245067,,              1521887,,                113384,,                  9856,,              1743834,,                136052,              5770080,,,                    223,,             15481904,,                 33739,                310659,,                256049,                    265,,                117711,                374025,             16200550,             21970630,,,,,                440002,,                251395,,                506550,                506550,                155607,,,                345458,                  6439,                351897,              1705451,,,                345458,,                263053,                  1612,                 18756,                283421,                628879,              2334330,,,,              7756966,              7756966,,              5739080,,                988813,,              5151256,              6140069,,                    185,             19636300,             19636300,             21970630,              0,              0
3532,2014年06月30日,,,,                810027,,              1742580,,                135158,,                 11003,,              1651088,,                148314,              4498170,,,                    253,,             16449070,,                 50610,                329862,,                 66866,                    235,,                178565,                245666,             17075461,             21573631,,,,,                416868,,                313428,,                715756,                715756,                 57976,,,                345458,                  8832,                354290,              1858318,,,                518187,,                269479,                    525,                 12042,                282046,                800233,              2658551,,,,              7756966,              7756966,,              5739080,,                988813,,              4430006,              5418819,,                    215,             18915080,             18915080,             21573631,              0,              0
