證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 以成本衡量之金融資產－流動,　　　　 以成本衡量之金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 長期應收票據及款項,　　　　　 長期應收租賃款,　　　　　 長期應收票據及款項淨額,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 避險之衍生金融負債－流動,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項－關係人,　　　　　　 長期應付票據及款項－關係人合計,　　　　　 長期遞延收入,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 共同控制下前手權益,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　 待註銷股本股數,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期借款,　　　　 現金及約當現金合計,　　　 避險之衍生金融資產－流動,　　　　 無活絡市場之債券投資－流動淨額,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 避險之衍生金融負債－流動,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項－關係人,　　　　　 長期應付票據及款項－關係人合計,　　　　 長期遞延收入,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 應收帳款,　　　　 應收租賃款,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　　 商譽,　　　　 專門技術淨額,　　　　　 專門技術淨額,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計
2201,2015年09月30日,,,,             18856401,,              9287239,,                281403,,                  3010,,              3354267,,             21189710,,                 31328,,             50816946,,              2653020,,              2681153,,             10933265,,              6504677,            126592419,,,                439508,,                 17673,,                303012,,                 29795,,             32282881,,             33993973,,             10708271,,              7300005,              1049560,,                441875,,              1150611,              1150611,                641185,,              1473904,              3707575,             89832253,            216424672,,,,,             33028832,,             50464625,,                  2284,                  2174,,                499382,,                696062,,              4095182,,              6479126,,             13077850,                465499,,                428268,,,              4122386,              9848218,             13970604,            123209888,,,              1492729,,                697779,,              3554620,,,              3478938,                 72043,              2122435,                754385,              6427801,             12172929,            135382817,,,,             15729199,             15729199,,              6600490,,              7380610,             35373565,,              3350802,             46104977,,              3045439,                376304,             71103801,                              0,              9938054,             81041855,            216424672,              0,     11838582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,2015年06月30日,,,,             17785239,,              4093156,,                326114,,                  3010,,              3629353,,             20807598,,                 53105,,             49459124,,              2365260,,              7428954,,             11108309,,              6201088,            123260310,,,                519920,,                 17788,,                390360,,                 45478,,             31454758,,             33942846,,             10725493,,              6348621,              1061300,,                324156,,                946272,                946272,                631746,,              1617171,              3519345,             88025909,            211286219,,,,,             32899325,,             47024949,,                    224,                  1373,,                457650,,                522389,,              4635898,,              5478197,,             14720503,                580993,,                407270,,,              4464748,              9710535,             14175283,            120904054,,,              1200618,,                699245,,              3549117,,,,,,,              5163066,             10612046,            131516100,,,,             15729199,             15729199,,              6591802,,              7380610,             35373565,,              2579131,             45333306,,              2525110,                376304,             69803113,,              9967006,             79770119,            211286219,              0,     11838582,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,2015年03月31日,,,,             19001620,,              5186892,,                344277,,                 45044,,                699231,,             19435075,,                 64863,,             46840729,,              3148358,,              2636866,,              8764266,,              5949078,            112116299,,,                497279,,                 17904,,                450412,,                 51640,,             35643793,,             33846771,,             10743042,,              6659941,              1052491,,                393927,,              1130224,              1130224,                683355,,              1407199,              3614705,             92577978,            204694277,,,,,             31250165,,             42690132,,                     33,                  1526,,                433463,,                 47331,,              4577745,,              5346329,,             11919208,                665091,,                424325,,,              4631406,             10946277,             15577683,            112933031,,,              1219374,,                728301,,              3521764,,,,,,,              5169384,             10638823,            123571854,,,,             15729199,             15729199,,              6592147,,              7159575,             34373565,,              4289576,             45822716,,              2770109,                376304,             70537867,,             10584556,             81122423,            204694277,              0,     11838582,,              3595920,              1035486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,2014年12月31日,,,,             19346561,,              2241923,,                322674,,                 45689,,              1775928,,             18817203,,                 61201,,             44813417,,              2319615,,              2627063,,             10527066,,              5907448,            108805788,,,                745295,,                 18019,,                465421,,                 82972,,             35059764,,             34730129,,             10224499,,              7394962,              1036404,,                487222,,              1877583,              1877583,                692223,,              1222406,              4279434,             94036899,            202842687,,,,,             30805794,,             41633602,,                              0,                  1200,,                400247,,                 22568,,              5587507,,              4152711,,             12974613,                512253,,                427386,,,              4945640,             11225061,             16170701,            112688582,,,                768675,,                720147,,              3471673,,,              1940215,                 86741,              2169885,                848049,              5044890,             10005385,            122693967,,,,             15729199,             15729199,,              6561260,,              7159575,             34373565,,              3446670,             44979810,,              3107056,                376304,             70001021,                              0,             10147699,             80148720,            202842687,              0,     11838582,              0,              3710737,              1234903,             19346561,                              0,              1775928,                 82972,            202842687,,,,             30805794,,             41633602,,                              0,                  1200,,                400247,,                 22568,,              5587507,,              4152711,,             12974613,                512253,,                427386,,,              3710737,              1234903,              4945640,             11225061,             16170701,            112688582,,,                768675,,                720147,,              3471673,,,              1940215,                 86741,              2169885,                848049,              5044890,             10005385,            122693967,,,,             15729199,             15729199,,              6561260,,              7159575,             34373565,,              3446670,             44979810,,,              1721402,,              1386228,,                   -574,              3107056,                376304,             70001021,             10147699,             80148720,,,,,,,,,,,,,
2201,2014年09月30日,,,,             19548280,,              6242928,,                427913,,                 52652,,              2506473,,             18283731,,                 21734,,             44103016,,              3421413,,              2798448,,             10495121,,              5807522,            113709231,,,                753456,,                 18135,,                611441,,                 50588,,             33098637,,             35020771,,              9942564,,              3160710,              1057845,,                356334,,                319543,                319543,                599154,,              1141235,              2416266,             86130413,            199839644,,,,,             30462989,,             42477758,,                  2396,                     59,,                505968,,                 25994,,              5642998,,              7546177,,              9220110,                608324,,                410393,,,              5002217,             10454518,             15456735,            112359901,,,                226276,,              1114505,,              3448910,,,                285843,                 77464,              2015789,                981996,              3361092,              8150783,            120510684,,,,             15729199,             15729199,,              6531798,,              7159575,             34373565,,              3966269,             45499409,,              1932175,                376304,             69316277,                              0,             10012683,             79328960,            199839644,              0,     11838582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,2014年06月30日,,,,             15789938,,              2664402,,                821527,,                 52911,,              2783799,,             16919502,,                 53870,,             41840266,,              2701303,,              5959877,,             10675589,,              5644671,            105907655,,,                727599,,                 18250,,                730489,,                 43384,,             31932515,,             34973540,,             10003449,,              3202460,              1054342,,                326089,,                309838,                309838,                586734,,                474126,              1696787,             84382815,            190290470,,,,,             26789676,,             38439523,,                  1121,                     70,,                603453,,                 13257,,              5281642,,              6732553,,             11889421,                587284,,                427368,,,              4723759,              9368324,             14092083,            104857451,,,                577822,,              1049635,,              3433348,,,,,,,              3356625,              8417430,            113274881,,,,             15729199,             15729199,,              6499209,,              7159575,             34373565,,              2873583,             44406723,,              1529971,                376304,             67788798,,              9226791,             77015589,            190290470,              0,     11838582,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,2014年03月31日,,,,             15642464,,              2160284,,                693961,,                  3269,,              2514375,,             15609831,,                 27611,,             38961382,,              2110079,,              2674141,,             10125446,,              5695642,             96218485,,,                770228,,                 18366,,                844892,,                 32907,,             35034173,,             34638666,,             10038256,,              3272582,              1054423,,                325083,,                291609,                291609,                570963,,                223299,              1410954,             87115447,            183333932,,,,,             25535443,,             35871441,,                  3641,                     64,,                745631,,                  7631,,              4881093,,              5541587,,              9337740,                773352,,                410598,,,              3261143,              9173831,             12434974,             95543195,,,              1295937,,              1023615,,              3412851,,,,,,,              3185694,              8918097,            104461292,,,,             15729199,             15729199,,              6498382,,              6922457,             31227565,,              6823535,             44973557,,              1983581,                376304,             68808415,,             10064225,             78872640,            183333932,              0,     11838582,,              3241664,                 19479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,2013年12月31日,,,,,,              2600191,,                606346,,                  7562,,,,             15972591,,                 33989,,             34352438,,              2149470,,              2837879,,             10901254,,              4279057,             89079959,,,                753449,,                 18482,,                846758,,,,             34134340,,             35154316,,              9725906,,              3408438,              1077928,,                403022,,                744138,                744138,                464183,,                183061,              1794404,             86934207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     11838582,              0,,,             12768615,                     41,              2570526,                 20186,            176014166,,,,             24043327,,             32951348,,                  3753,                    114,,                631510,,                 11578,,              4374076,,              4882825,,              9807059,                588636,,                396182,,,              3454400,                 80917,              3535317,              8636587,             12171904,             89862312,,,              1281754,,                906056,,              3408152,,,                550536,                 98707,              2065064,                462433,              3176740,              8772702,             98635014,,,,             15729199,             15729199,,              6497817,,              6922457,             31227565,,              6072762,             44222784,,,                385612,,              1253734,,                    -36,              1639310,                376304,             67712806,              9666346,             77379152,,,,,,,,,,,,,
2201,2013年09月30日,,,,,,              3173477,,                664258,,                  8147,,,,             16330216,,                  8140,,             31327031,,              2875336,,              2737282,,             10860424,,              4434052,             86695059,,,                729111,,                  6111,,              1045632,,,,             33321728,,             34542623,,             10028497,,              2842907,              1050361,,                303518,,                285731,                285731,                252536,,                635985,              1477770,             85078307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     11838582,              0,,,             13137708,                    250,              1138738,                 33562,            171773366,,,,             24534699,,             30936082,,                  6658,                              0,,                594217,,                  4635,,              4707719,,              4117961,,              9249152,                469666,,                368420,,,              4046041,                              0,              4046041,              7987056,             12033097,             87022306,,,              1191563,,                644124,,              3398512,,,                665948,                 55611,              1984741,                495333,              3201633,              8435832,             95458138,,,,             15729199,             15729199,,              6477528,,              6922457,             31227565,,              6557025,             44707047,,,                -41114,,              1170398,,                    131,              1129415,                376304,             67666885,              8648343,             76315228,             27735686,              3591345,,                      5,                    882,,              2362367,,                479658,,,,
2201,2013年06月30日,,,,,,              2934809,,                717835,,                  8147,,,,             15321702,,                 11923,,             29663051,,              2137606,,              3784485,,              9623689,,              4526411,             82487831,,,                537108,,                  6142,,              1299878,,,,             32789987,,             34242474,,              9924063,,              2776748,              1051970,,                308921,,                268432,                268432,                174067,,                541509,              1292929,             83934422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     11838582,              0,,,             12650908,                    496,              1096759,                 13118,            166422253,,,,             24332139,,             28533117,,                 10399,                              0,,                780561,,                  7842,,              4032471,,              2258003,,              9360789,                543251,,                310758,,,              4106947,                              0,              4106947,              7852655,             11959602,             82128932,,,              1227788,,                638033,,              3370885,,,                665948,                 70934,              2014098,                459335,              3210315,              8447021,             90575953,,,,             15729199,             15729199,,              6450357,,              6922457,             31227565,,              5910543,             44060565,,,                133050,,              1069330,,                    261,              1202641,                376304,             67066458,              8779842,             75846300,             26453128,              3209923,,                      5,                    882,,              2340227,,                435639,,                 10010,,
