證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－買賣業,　　　　　 存貨－買賣業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－轉換公司債轉換溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　　 資本公積－員工認股權,　　　　　 資本公積－認股權,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 應付股利,　　　　　 其他應付款－其他,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　　 存出保證金,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－轉換公司債轉換溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積－員工認股權,　　　　 資本公積－認股權,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 其他應付款－其他,　　　 應付公司債,　　　　 應付公司債合計,　　　　 應付股利,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　　 待分配股票股利,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券投資－流動淨額,　　　 庫藏股票
8374,2015年09月30日,,,,                511809,,                408045,,                870432,,                 34369,,,              1089274,              1089274,,                 42906,,                 34879,                 34879,              2991714,,,                 10959,,                  1765,,                447238,                 43860,,,                314465,                 22708,,                  5701,                342874,                846696,              3838410,,,,,                688249,,                              0,,              1211517,,                 92820,                 35489,,                 77097,,,                              0,                 26905,                 26905,                 50948,                 77853,              2183025,,,                              0,,                102143,,                119774,,                              0,                221917,              2404942,,,,                876085,                876085,,,                    717,                 15421,                 16138,                    167,                     81,                  8826,                              0,                 29287,                 54499,,                215090,                 78330,,                112770,                406190,,                 96999,              1433773,                   -305,              1433468,              3838410,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8374,2015年06月30日,,,,                515734,,                366865,,              1054367,,                 27060,,,              1181602,              1181602,,                 24301,,                 62335,                 62335,              3232264,,,                 13105,,                  1949,,                438123,                 42706,,,                302425,                 21787,,                  4145,                328357,                824240,              4056504,,,,,                706008,,                              0,,              1364849,,                 97143,                 33574,,                 85792,,,                              0,                 23571,                 23571,                 56798,                 80369,              2367735,,,                              0,,                101369,,                119774,,                              0,                221143,              2588878,,,,                876085,                876085,,,                    717,                 15421,                 16138,                    167,                     81,                  6843,                              0,                 29287,                 52516,,                215090,                 78330,,                196414,                489834,,                 49474,              1467909,                   -283,              1467626,              4056504,              0,              0,              0,                              0,                 97143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8374,2015年03月31日,,,,                712205,,                529704,,                897913,,                 15419,,,              1396047,              1396047,,                 51627,,                 45074,                 45074,              3647989,,,                 18544,,                  2518,,                447299,                 46094,,,,                 22217,,                  3494,                349364,                863819,              4511808,,,,,              1095108,,                              0,,              1428823,,                 83399,                 42219,,                 87000,,,                              0,                 23571,                 23571,                 54161,                 77732,              2814281,,,                              0,,                107262,,                119774,,                              0,                227036,              3041317,,,,                876085,                876085,,,                    717,                 15421,                 16138,                    167,                     81,                  4859,                 29287,,                 50532,,                215090,                 78330,,                180906,                474326,,                 69822,              1470765,                   -274,              1470491,              4511808,              0,              0,              0,,,,                              0,,                              0,                323653,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8374,2014年12月31日,,,,                534679,,                622075,,                960893,,                 20752,,,              1380894,              1380894,,                 46927,,                 28597,                 28597,              3594817,,,                 14632,,                  2705,,                452064,                 38659,,,                324360,                 22569,,                  4094,                351023,                859083,              4453900,,,,,                984566,,                              0,,              1369150,,                143489,                 42874,,                 87863,,,                              0,                 23571,                 23571,                 52881,                 76452,              2704394,,,                              0,,                113155,,                119774,,                              0,                232929,              2937323,,,,                876085,                876085,,,                    717,                 15421,                 16138,                    167,                     81,                  2875,                              0,                 29287,                 48548,,                215090,                 78330,,                220205,                513625,,                 78586,              1516844,                   -267,              1516577,              4453900,              0,              0,              0,                              0,                143489,,,,,,,,                534679,              4453900,,,,                984566,,                              0,,              1369150,,                143489,                 42874,,                 87863,,,                              0,                 23571,                 23571,                 52881,                 76452,              2704394,,,                113155,,                119774,,                              0,                232929,              2937323,,,,                876085,                876085,,,                    717,                 15421,                 16138,                    167,                     81,                  2875,                              0,                 29287,                 48548,,                215090,                 78330,,                220205,                513625,,                 78586,              1516844,                   -267,              1516577,,,,,,,,,,,,
8374,2014年09月30日,,,,                489277,,                483222,,                982609,,                 34455,,,              1205603,              1205603,,                 38821,,                 37321,                 37321,              3271308,,,                 13771,,                  4059,,                381660,                 92726,,,                307426,                 21937,,                  3679,                333042,                825258,              4096566,,,,,                893552,,                              0,,              1093404,,                 99513,                 33307,,                              0,,,                              0,                 23571,                 23571,                 58215,                 81786,              2201562,,,                  1160,,                119048,,                170284,,                              0,                290492,              2492054,,,,                876085,                876085,,,                    717,                 15421,                 16138,                    102,                     81,                    891,                     92,                 29260,                 46564,,                215090,                 78330,,                351308,                644728,,                 37427,              1604804,                   -292,              1604512,              4096566,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8374,2014年06月30日,,,,                582821,,                496400,,                835740,,                 33942,,,              1069461,              1069461,,                 19344,,                 36585,                 36585,              3074293,,,                 13055,,                  4769,,                326006,                100795,,,                300190,                 21555,,                  4177,                325922,                770547,              3844840,,,,,                912901,,                              0,,                823265,,                131435,                 33032,,                              0,,,                              0,                 23571,                 23571,                 65507,                 89078,              1989711,,,                  1154,,                124940,,                170284,,                              0,                296378,              2286089,,,,                876085,                876085,,,                    717,                 15421,                 16138,                    102,                     81,                              0,                     92,                 29260,                 45673,,                215090,                 78330,,                339230,                632650,,                  4732,              1559140,                   -389,              1558751,              3844840,              0,              0,              0,                 26283,                105152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8374,2014年03月31日,,,,              1089664,,                459406,,                661668,,                 39345,,,              1240230,              1240230,,                 18610,,                 27483,                 27483,              3537375,,,                 10346,,                              0,,                302295,                 98611,,,,                 22085,,                 12799,                259084,                670336,              4207711,,,,,                933740,,                  7906,,                887216,,                 62073,                 41402,,                              0,,,                363716,                  3571,                367287,                 72771,                440058,              2372395,,,                              0,,                 45833,,                170284,,                              0,                216117,              2588512,,,,                876085,                876085,,,                    717,                 15421,                 16138,                    102,                              0,                              0,                 29352,,                 45592,,                212957,                 78330,,                366135,                657422,,                 28299,              1607398,                 11801,              1619199,              4207711,              0,              0,              0,,,,                              0,,                    969,                224200,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8374,2013年12月31日,,,,,,                576507,,                691113,,                 33317,,,              1186789,              1186789,,                 18637,,                 26887,                 26887,              3493869,,,                  9853,,                              0,,                285699,                 83912,,,                224824,                 22149,,                  9691,                256664,                636128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,,,,,                960619,              4129997,,,,                738277,,                  6842,,                949254,,                113441,                 40798,,                              0,,,                361877,                  3173,                365050,                 67147,                432197,              2280809,,,                 46827,,                170284,,                    235,                217346,              2498155,,,,                876085,                876085,,,                    717,                 15421,                 16138,                    102,                              0,                              0,                 29352,                              0,                 45592,,                212957,                 78330,,                379566,                670853,,                 26869,              1619399,                 12443,              1631842,,,,,,,,,,,,
8374,2013年09月30日,,,,,,                557216,,                787732,,                 19631,,,              1101136,              1101136,,                 54586,,                 26682,                 26682,              3664470,,,                  5076,,                              0,,                281617,                 73387,,,                 13271,                 21918,,                  5342,                 40531,                400611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,                 15045,,,,,,              1102442,              4065081,,,,                986943,,                  6272,,                695539,,                 83054,                 32011,,,,,                360039,                  2375,                362414,                 62706,                425120,              2228939,,,                 47625,,                181930,,                    224,                229779,              2458718,,,,                876085,                876085,,,                    717,                 15421,                 16138,                    102,                              0,                              0,                 29352,                              0,                 45592,,                212957,                 78330,,                382205,                673492,,                 -1626,              1593543,                 12820,              1606363,                 83054,,                              0,,,,,,,,,
8374,2013年06月30日,,,,,,                484148,,                898492,,                 27582,,,              1087495,              1087495,,                 61734,,                 27035,                 27035,              3767906,,,                  5076,,                              0,,                280485,                 68173,,,,                 22321,,                  6297,                 41556,                395290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,                  2700,,,                 12938,,,              1178720,              4163196,,,,                843885,,                  6690,,                896553,,                109254,                 37321,,,,,                358201,                  1580,                359781,                 56726,                416507,              2310210,,,                 48420,,                181930,,                    218,                230568,              2540778,,,,                876085,                876085,,,                    717,                 15421,                 16138,                    102,                              0,,                 29352,                              0,                 45592,,                212957,                 78330,,                379915,                671202,,                 16753,              1609632,                 12786,              1622418,                 82971,,                              0,                 26283,,,,,,,,
