證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 應收所得稅退稅款,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 資本公積－庫藏股票交易,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 資本公積－庫藏股票交易,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計
1109,2015年09月30日,,,,                825466,,                231930,,                521339,,                  1863,,                216592,,                  5269,,                  9553,,                    199,                    199,,                874743,,                 81215,,                 34861,              2803030,,,                253427,,                              0,,                  1378,,              4239371,,              1523876,,                  4562,                 75770,,                 81887,                175710,,                 94964,                352561,              6450945,              9253975,,,,,                202081,,                137037,,                    898,,                319965,,                    367,,                773463,                 19255,,,                              0,                 58362,                 58362,              1511428,,,                987783,,                  6923,,                278998,                 26719,                305717,              1300423,              2811851,,,,              3789007,              3789007,,                 22299,,              1180886,                 42354,,                221705,              1444945,,                180968,                              0,              5437219,              1004905,              6442124,              9253975,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,2015年06月30日,,,,                722075,,                238341,,                565508,,                    497,,                213736,,                  7407,,                  8444,,                    178,                    178,,                844869,,                 72697,,                 33130,              2706882,,,                244156,,                              0,,                  1583,,              4127614,,              1526029,,                  4560,                 78390,,                 81218,                169789,,                 94869,                345876,              6328208,              9035090,,,,,                189527,,                 91055,,                    868,,                194329,,                    503,,                374865,                 30294,,,                              0,                 59825,                 59825,                941266,,,                912088,,                  6922,,                286039,                 45746,                331785,              1250795,              2192061,,,,              4210008,              4210008,,                 22299,,              1180886,                 42354,,                254135,              1477375,,                115954,                              0,              5825636,              1017393,              6843029,              9035090,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,2015年03月31日,,,,                742988,,                262773,,                396461,,                    504,,                197497,,                  6955,,                  6645,,                    280,                    280,,                879860,,                 99521,,                 28333,              2621817,,,                259667,,                              0,,                  3268,,              4201028,,              1524761,,                  4804,                 79274,,                 88635,                173197,,                108575,                370407,              6443209,              9065026,,,,,                191546,,                 71150,,                    539,,                124879,,                    454,,                297976,                 17751,,,                              0,                 55441,                 55441,                759736,,,                929437,,                  6922,,                289936,                 71379,                361315,              1297674,              2057410,,,,              4210008,              4210008,,                 22299,,              1152532,                 42354,,                384386,              1579272,,                149762,                              0,              5961341,              1046275,              7007616,              9065026,              0,              0,              0,                 22299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,2014年12月31日,,,,                746356,,                228096,,                526122,,                  5703,,                303183,,                  7020,,                 22395,,                    333,                    333,,                848020,,                 51867,,                 28097,              2767192,,,                260065,,                              0,,                  3488,,              4273522,,              1526771,,                  5030,                 79372,,                 89612,                175839,,                102624,                368075,              6516323,              9283515,,,,,                190308,,                117669,,                    986,,                145134,,                    737,,                381153,                 14456,,,                934738,                 55165,                989903,              1840346,,,                              0,,                  6998,,                290167,                113883,                404050,                411048,              2251394,,,,              4210008,              4210008,,                 22299,,              1152532,                 42354,,                373884,              1568770,,                167234,                              0,              5968311,              1063810,              7032121,              9283515,              0,              0,              0,                 22299,                746356,                    333,              9283515,,,,                190308,,                117669,,                    986,,                145134,,                    737,,                381153,                 14456,,,                934738,                 55165,                989903,              1840346,,,                              0,,                  6998,,                290167,                113883,                404050,                411048,              2251394,,,,              4210008,              4210008,,                 22299,,              1152532,                 42354,,                373884,              1568770,,                167234,                              0,              5968311,              1063810,              7032121,,,,,,,
1109,2014年09月30日,,,,                692337,,                154745,,                402959,,                  7056,,                293601,,                  4696,,                 24651,,                    308,                    308,,                917070,,                 69196,,                 28318,              2594937,,,                265472,,                              0,,                  4130,,              4259576,,              1515663,,                  5049,                108389,,                 87360,                171346,,                 89595,                348301,              6506580,              9101517,,,,,                182616,,                110860,,                  1029,,                164251,,                    610,,                326983,                  7420,,,                910693,                 91005,              1001698,              1795467,,,                              0,,                 36989,,                290263,                 78742,                369005,                405994,              2201461,,,,              4210008,              4210008,,                 22299,,              1152532,                 42354,,                325417,              1520303,,                120068,                              0,              5872678,              1027378,              6900056,              9101517,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,2014年06月30日,,,,                950247,,                307428,,                854726,,                 15876,,                277289,,                  6461,,                  6628,,                    286,                    286,,                841059,,                 55007,,                 29998,              3345005,,,                291306,,                              0,,                              0,,              4226145,,              1517696,,                  5094,                120475,,                 86416,                168013,,                 90330,                344759,              6505475,              9850480,,,,,                219421,,                 88801,,                  1230,,                276027,,                              0,,                867231,                 66098,,,                370014,                 52294,                422308,              1941116,,,                666025,,                 46978,,                293046,                100625,                393671,              1106674,              3047790,,,,              4210008,              4210008,,                 22299,,              1152532,                 42354,,                291968,              1486854,,                 67801,                              0,              5786962,              1015728,              6802690,              9850480,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,2014年03月31日,,,,                905517,,                336276,,                637994,,                 10290,,                280555,,                  5302,,                  8170,,                    288,                    288,,                851995,,                110519,,                 43210,              3190116,,,                304531,,                              0,,                              0,,              4292902,,              1519730,,                  5362,                114135,,                 86599,                172077,,                113289,                371965,              6608625,              9798741,,,,,                223730,,                102835,,                    610,,                249230,,                              0,,                390774,                 50570,,,                376816,                 45611,                422427,              1440176,,,                678269,,                 41452,,                299828,                115966,                415794,              1135515,              2575691,,,,              4210008,              4210008,,                 22299,,              1125079,                 54867,,                700612,              1880558,,                112571,                              0,              6225436,                997614,              7223050,              9798741,              0,              0,              0,                 22299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,2013年12月31日,,,,,,                244630,,                618542,,                  6847,,                289974,,                  7328,,                 49765,,                    319,,,                792637,,                123393,,                 34738,              3097944,,,                306739,,                              0,,                              0,,              4336312,,              1521764,,                  5557,                 83510,,                 86605,                173704,,                134240,                394549,              6648431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                929771,                    319,              9746375,,,,                 95840,,                126078,,                  1064,,                276075,,                              0,,                407676,                 42336,,,                299907,                 50062,                349969,              1299038,,,                899719,,                  7326,,                300169,                113759,                413928,              1320973,              2620011,,,,              4210008,              4210008,,                 22299,,              1125079,                 54867,,                614892,              1794838,,                119409,                              0,              6146554,                979810,              7126364,,,,,,,
1109,2013年09月30日,,,,,,                307536,,                316228,,                    967,,                235395,,                  8121,,                 29542,,                    213,,,                835700,,                176916,,                 58579,              2788597,,,                304045,,                              0,,                              0,,              4306890,,              1523797,,                  5631,                 95803,,,,,,                344566,              6580732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                819400,                    213,              9369329,,,,                              0,,                 93881,,                    898,,                320109,,,,                399873,                 16290,,,,,                359930,              1190981,,,                891398,,                 28272,,,,                350478,              1270148,              2461129,,,,              4210008,              4210008,,                 22299,,              1125079,                 54867,,                503535,              1683481,,                 82214,                              0,              5998002,                910198,              6908200,                 22299,,,,,,
1109,2013年06月30日,,,,,,                249518,,                240175,,                  2713,,                247682,,                  6374,,                 18514,,                    189,,,                925850,,                152742,,                 56161,              3040733,,,                298102,,                              0,,,,              4388908,,              1525831,,                  5869,                 88230,,,,,,                325380,              6632320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,              1018615,                    189,              9673053,,,,                              0,,                 97762,,                  1524,,                296371,,,,                537042,                 18261,,,,,                347799,              1298759,,,              1057052,,                 22013,,,,                380530,              1459595,              2758354,,,,              4210008,              4210008,,                 22299,,              1125079,                 54867,,                482463,              1662409,,                 94198,                              0,              5988914,                925785,              6914699,                 22299,,                122200,,,,
