證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 以成本衡量之金融資產－流動,　　　　 以成本衡量之金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　　 資本公積－認列對子公司所有權權益變動數,　　　　　 資本公積－認股權,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 重估增值,　　　　　　 重估增值合計,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積－認股權,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 重估增值,　　　　　 重估增值合計,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券投資－流動淨額
2323,2015年09月30日,,,,              4622967,,                859548,,                  9179,,                 66465,,                 45320,,              2853729,,                    814,,                164197,,              2737177,,              1041214,                415824,              1457038,             12816434,,,                674691,,                184767,,                418948,,                150000,,                545119,,             19391553,,                155678,,                160318,                841503,,                944913,             23467490,             36283924,,,,,              1216612,,                199977,,                 15044,,                578360,,                948728,,                876503,,                 19110,,,              3416593,                294219,              3710812,              7565146,,,              2219595,,                103378,,                351414,              2674387,             10239533,,,,             20667435,             20667435,,,              3215901,              2729534,                              0,                  1705,                  1786,                    136,              5949062,,,             -1386260,             -1386260,,,                197091,,                  5650,,                              0,,                              0,                202741,                169070,             25263908,                780483,             26044391,             36283924,              0,              0,      6521124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,2015年06月30日,,,,              3914658,,              1182719,,                 18529,,                 64011,,                 21521,,              2953477,,                    607,,                148496,,              2763418,,              1027964,                449500,              1477464,             12544900,,,                706004,,                215865,,                427136,,                150863,,                497783,,             20117344,,                139890,,                140830,                862682,,                930623,             24189020,             36733920,,,,,              1143251,,                259891,,                 17661,,                673772,,              1257611,,                970174,,                 17516,,,              3005259,                237117,              3242376,              7582252,,,              2228511,,                 99480,,                353480,              2681471,             10263723,,,,             21080525,             21080525,,,              3280179,              2439476,                              0,                  1554,                  1786,                    136,              5723131,,,               -820042,               -820042,,,                 -8567,,                 33560,,                              0,,                              0,                 24993,                356380,             25652227,                817970,             26470197,             36733920,              0,              0,     47830174,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,2015年03月31日,,,,              4147006,,                851731,,                 39018,,                 64461,,                 28059,,              3234233,,                    911,,                284200,,              2504876,,              1120140,                524961,              1645101,             12799596,,,                674378,,                221886,,                426330,,                150863,,                562712,,             21034388,,                142160,,                132535,                873526,,                967194,             25185972,             37985568,,,,,              1096930,,                199900,,                  8703,,                666935,,              1275891,,                867628,,                 43885,,,              2748713,                328266,              3076979,              7236851,,,              2860018,,                 97997,,                356129,              3314144,             10550995,,,,             25815618,             25815618,,,              3318746,              2213295,                  1640,                  1492,                  1786,                    136,              5537095,,,             -4888235,             -4888235,,,                160804,,                 42630,,                              0,,                              0,                203434,                169070,             26498842,                935731,             27434573,             37985568,              0,              0,      7893094,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,2014年12月31日,,,,              4847874,,                723451,,                 43274,,                 64917,,                 42193,,              3237597,,                  2218,,                164837,,              2463740,,              1283651,                470702,              1754353,             13344454,,,                681020,,                215092,,                428429,,                150863,,                545601,,             21910267,,                108522,,                124966,                877087,,              1003186,             26045033,             39389487,,,,,              1211940,,                199913,,                 14310,,                651598,,              1466947,,                923300,,                 49577,,,              2706359,                320836,              3027195,              7544780,,,              3440333,,                100052,,                365005,              3905390,             11450170,,,,             25815618,             25815618,,,              3318746,              2213295,                  1640,                  1507,                  1786,                    136,              5537110,,,             -4435093,             -4435093,,,                223199,,                 35673,,                              0,,                              0,                258872,                169070,             27007437,                931880,             27939317,             39389487,              0,              0,      7893094,                              0,              4847874,                150863,             39389487,,,,              1211940,,                199913,,                 14310,,                651598,,              1466947,,                923300,,                 49577,,,              2706359,                320836,              3027195,              7544780,,,              3440333,,                100052,,                365005,              3905390,             11450170,,,,             25815618,             25815618,,,              3318746,              2213295,                  1640,                  1507,                  1786,                    136,              5537110,,,             -4435093,             -4435093,,,                223199,,                 35673,,                              0,,                              0,                258872,                169070,             27007437,                931880,             27939317,,
2323,2014年09月30日,,,,              4014997,,                727685,,                626630,,                 63453,,                 61914,,              3176589,,                    555,,                484178,,              2695934,,                695220,                520741,              1215961,             13067896,,,                667593,,                 52743,,                452262,,                150863,,                555631,,             22690059,,                130090,,                131851,                854151,,              1023645,             26708888,             39776784,,,,,              1670371,,                199895,,                 20674,,                691246,,              1541908,,                947380,,                 40412,,,              2107704,                334882,              2442586,              7554472,,,              3496763,,                 42475,,                372358,              3911596,             11466068,,,,             26829098,             26829098,,,              3449034,              1550636,                 91805,                              0,                  1786,                    136,              5093397,,,             -4058955,             -4058955,,,                   -105,,                 58766,,                              0,,                              0,                 58661,                603255,             27318946,                991770,             28310716,             39776784,              0,              0,     99453094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,2014年06月30日,,,,              4066952,,                618484,,                412454,,                135347,,                 39624,,              2769857,,                  1344,,                131123,,              2630597,,                594644,                533076,              1127720,             11933502,,,                615312,,                 55064,,                451562,,                150863,,                640522,,             23467802,,                137106,,                127094,                856672,,                998970,             27500967,             39434469,,,,,              1651866,,                238402,,                 10759,,                718002,,              1245754,,                920440,,                 44557,,,              2048347,                282660,              2331007,              7160787,,,              3035279,,                 41357,,                356017,              3432653,             10593440,,,,             27129098,             27129098,,,              3487601,              1352448,                 91805,                              0,                  1786,                    136,              4975493,,,             -3563560,             -3563560,,,               -169850,,                -75689,,                              0,,                              0,               -245539,                315756,             27979736,                861293,             28841029,             39434469,              0,              0,     39241094,                 41717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,2014年03月31日,,,,              3825857,,                503391,,                427157,,                136103,,                 46390,,              2393762,,                 61591,,              1019888,,              2853655,,                367092,                597193,                964285,             12232079,,,                630778,,                 54677,,                471606,,                150863,,                541592,,             24498880,,                138397,,                121578,                861141,,              1032097,             28501609,             40733688,,,,,              1184914,,                213888,,                 11347,,                658962,,              1419963,,                832165,,                 40259,,,              2502652,                380919,              2883571,              7245069,,,              3455501,,                 43102,,                365443,              3864046,             11109115,,,,             27129098,             27129098,,,              3487601,              1352448,                 84315,                              0,                  1786,                    136,              4967908,,,             -3123730,             -3123730,,,                -10434,,                -75890,,                              0,,                              0,                -86324,                175379,             28711573,                913000,             29624573,             40733688,              0,              0,      9241094,                 41622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,2013年12月31日,,,,,,                834858,,                 44104,,                145526,,                 48949,,              2645832,,                 74705,,                587525,,              3093425,,                754889,                534263,              1289152,             12912393,,,                188767,,                 58288,,                467217,,,,                510017,,             24902114,,                153388,,                130187,                927674,,              1343792,             28832907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      9241094,,              4148317,                151463,             41745300,,,,              1692898,,                224099,,                 14144,,                686044,,              1328002,,                865033,,                 46263,,,              2741027,                287035,              3028062,              7884545,,,              3499482,,                 99994,,                366964,              3966440,             11850985,,,,             27129098,             27129098,,,              3487601,              1352448,                              0,                 46777,                  1786,                    136,              4888748,,,             -2606643,             -2606643,,,               -166333,,                -62878,,                              0,,                              0,               -229211,                175379,             29006613,                887702,             29894315,,                              0
2323,2013年09月30日,,,,,,                745664,,                 79372,,                194589,,                 50244,,              3059769,,                 14414,,                541579,,              3675646,,,,              2067638,             13844023,,,                187412,,                 43845,,                591924,,,,                599806,,             26234009,,                150944,,                135633,              1088784,,              1751974,             30786831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      9241094,,              3265108,                  2500,             44630854,,,,              2659959,,                208910,,                 10301,,                686868,,              1482414,,                924224,,                 30919,,,              2850833,                303921,              3154754,              9158349,,,              3253319,,                 52149,,                409793,              3715261,             12873610,,,,             27129098,             27129098,,,              3487601,              1352448,                              0,                 43045,                  3530,                    136,              4886760,,,               -799633,               -799633,,,               -116593,,                -80653,,                              0,,                              0,               -197246,                175379,             30843600,                913644,             31757244,,                150000
2323,2013年06月30日,,,,,,                644889,,                 93340,,                195081,,                 97462,,              3435169,,                  8825,,                192186,,              3482565,,,,              3404356,             14776818,,,                183218,,                 52102,,                616954,,,,                564784,,             27286404,,                139612,,                144757,              1095940,,              1796784,             31890305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      9241094,,              3072945,                  9750,             46667123,,,,              3703107,,                283898,,                 15706,,                744452,,              1651778,,                969135,,                 25893,,,              3314559,                340149,              3654708,             11048677,,,              2620147,,                 52291,,                411506,              3083944,             14132621,,,,             27129098,             27129098,,,              3487601,              1352448,                              0,                 43045,                  3108,                    136,              4886338,,,               -159280,               -159280,,,                  1857,,                -80810,,                              0,,                              0,                -78953,                175379,             31601824,                932678,             32534502,,                150000
