證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 長期應收票據及款項,　　　　　 長期應收款,　　　　　 長期應收票據及款項淨額,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 避險之衍生金融負債－流動,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 未實現售後租回利益,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 避險之衍生金融資產－流動,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　　 避險之衍生金融負債－非流動,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 應收票據－關係人,　　　　 其他流動資產－其他,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 避險之衍生金融負債－流動,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 未實現售後租回利益,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 當期所得稅資產合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計
2504,2015年09月30日,,,,              7116564,,                 34181,,                611785,,                352916,,              1928417,,              4969998,,                 29505,,                240500,,                 11412,,                  8115,,              1616199,,              2508963,,                292339,             19720894,,,              1393818,,                629862,,                  7300,,                662428,,             26962794,,              7150129,,              1541419,                680593,,              2896193,,              1012556,              1012556,                371964,,                595665,              4876378,             43904721,             63625615,,,,,              5173411,,              1777437,,                  1290,                 90536,,                813080,,                  3417,,              1856191,,                 76828,,              2078017,                 12021,                 52591,,                 29895,,,                958309,,                949932,                949932,                855284,              2763525,             14728239,,,                  2778,,              4531702,,             12709972,,                 17406,,                858275,,                923558,                208587,                 84747,              1216892,             19337025,             34065264,,,,             15192983,             15192983,,              1091492,,              1391022,              2353140,,              3357600,              7101762,,                811250,                170932,             24026555,              5533796,             29560351,             63625615,              0,              0,     25361686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,2015年06月30日,,,,              8159494,,                    103,,                757507,,                318772,,              2063118,,              5094551,,                 28145,,                645664,,                 12419,,                    133,,              1624793,,              2217869,,                216879,             21147932,,,              1423744,,                610700,,                  7300,,                665830,,             25765358,,              6992718,,              1510924,                555013,,              3861588,,                908266,                908266,                366373,,                489611,              5625838,             43157425,             64305357,,,,,              5477311,,              1778339,,                     76,                  9843,,              1044826,,                  5454,,              1933493,,                 89769,,              2985290,                  7900,                 84154,,                245287,,,              1137609,,                855330,                855330,                820872,              2813811,             16475553,,,                  1497,,              4378905,,             11735138,,                 16021,,                851421,,                946660,                251188,                 88174,              1286022,             18269587,             34745140,,,,             15192983,             15192983,,              1087985,,              1391022,              2353140,,              3326647,              7070809,,                542227,                 28926,             23865078,              5695139,             29560217,             64305357,              0,              0,      8767686,                  8485,,                              0,                    583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,2015年03月31日,,,,              7857180,,,,                782812,,                306193,,              2045708,,              5314723,,                 22406,,                912047,,                  9845,,                    220,,              2034384,,              2061089,,                320922,             22279875,,,              1310106,,                320127,,,,                757625,,             24655623,,              7000923,,              1505221,                566466,,              3566074,,              1144987,              1144987,                372718,,                438170,              5521949,             41638040,             63917915,,,,,              4976813,,              1598077,,,                 29627,,              1329221,,                  8206,,              2028806,,                118982,,              1960118,                106594,                187418,,                466563,,,                879682,,              1063312,              1063312,                704308,              2647302,             15457727,,,                    625,,              4416363,,             11497635,,                 16021,,                859945,,                986201,                302151,                 74667,              1363019,             18161877,             33619604,,,,             15192983,             15192983,,              1090193,,              1310210,              2353140,,              3946965,              7610315,,                658693,                 28926,             24523258,              5775053,             30298311,             63917915,              0,              0,      8767686,,,                 34951,                  8269,,                577395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,2014年12月31日,,,,              8104545,,                              0,,                743399,,                300230,,              2417934,,              5704863,,                 15366,,              1513964,,                 12991,,                              0,,              1555493,,              1815221,,                114088,             22298094,,,              1192047,,                320127,,                  1500,,                812187,,             25952483,,              7019788,,              1522387,                482318,,              3103544,,              1050167,              1050167,                385353,,                477643,              5016707,             42319544,             64617638,,,,,              4458120,,              1947588,,                              0,                 31607,,              1691843,,                  4578,,              2580149,,                117612,,              2089716,                    178,                116559,,                213058,,,              1250123,,                742800,                742800,                644535,              2637458,             15888466,,,                 27570,,              4541114,,             11474129,,                 16021,,                863238,,              1049090,                357297,                178195,              1584582,             18506654,             34395120,,,,             15192983,             15192983,,              1102437,,              1310210,              2353140,,              3840984,              7504334,,                641752,                 28926,             24412580,              5809938,             30222518,             64617638,              0,              0,      8767686,                              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,2014年09月30日,,,,              6364023,,                              0,,                775785,,                339898,,              2426216,,              4988277,,                  6767,,                343508,,                 38234,,                 34041,,              1766102,,              1749429,,                189176,             19021456,,,              1174814,,                320127,,                              0,,                379855,,             27158422,,              7022396,,              1742272,                459234,,              3809140,,              1105267,              1105267,                629253,,                596942,              6140602,             44397722,             63419178,,,,,              5077636,,              1947334,,                              0,                              0,,              1397909,,                 10082,,              2746991,,                110313,,              2220279,                    319,                100032,,                280053,,,              1049669,,                598267,                598267,                838873,              2486809,             16377757,,,                              0,,              2162537,,             13299469,,                 15907,,                879076,,                951847,                412442,                179840,              1544129,             17901118,             34278875,,,,             15192983,             15192983,,              1151634,,              1310210,              2353140,,              3528624,              7191974,,                551226,                 28926,             24058891,              5081412,             29140303,             63419178,              0,              0,      8767686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,2014年06月30日,,,,              6708420,,                              0,,              1229651,,                 76996,,              2466850,,              4959098,,                 18170,,                320324,,                 12699,,                  3560,,              1794458,,              1523209,,                 79452,             19192905,,,                941230,,                319994,,                  1500,,                363075,,             26619818,,              7003319,,              1738883,                532396,,              2080131,,              1043145,              1043145,                612471,,                560919,              4296666,             41816881,             61009786,,,,,              4942061,,              1648262,,                              0,                    298,,              1484486,,                  4718,,              2153242,,                108785,,              2243469,                  4355,                121445,,                              0,,,              1224149,,                598267,                598267,                665553,              2487969,             15199090,,,                              0,,              2116271,,             12635058,,                 15906,,                925906,,                962888,                472300,                172903,              1608091,             17301232,             32500322,,,,             15192983,             15192983,,              1151634,,              1310210,              2353140,,              3321411,              6984761,,                235886,                 28926,             23536338,              4973126,             28509464,             61009786,              0,              0,      8767686,                              0,,                     18,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,2014年03月31日,,,,              5436891,,,,                935424,,                 83114,,              2507281,,              4626182,,                  1197,,                318499,,                 11016,,                  4081,,              1764825,,              1434000,,                 54200,             18594175,,,                995940,,                320141,,,,                499839,,             25359285,,              7023147,,              1769921,                548284,,              2047724,,              1033029,              1033029,                631708,,                446369,              4158830,             40675387,             59269562,,,,,              4872403,,              1947404,,,                              0,,              1161697,,                 13983,,              2237929,,                 78116,,              1977286,                     46,                226400,,                              0,,,                966141,,                552367,                552367,                576286,              2094794,             14610058,,,                 38849,,              2152216,,             11824448,,                 15902,,                912278,,                962966,                              0,                180888,              1143854,             16087547,             30697605,,,,             15192983,             15192983,,              1151634,,              1217140,              2570612,,              3049861,              6837613,,                481474,                 28926,             23634778,              4937179,             28571957,             59269562,              0,              0,      8767686,,,                     71,                              0,,              1417394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,2013年12月31日,,,,,,,,                911748,,,,              2302846,,              5255654,,                    732,,                366338,,                  8856,,,,              1790553,,              1249124,,                 64934,             19638646,,,              1033825,,                266843,,,,                487752,,             23054841,,              7042434,,              1779895,                519695,,              2499767,,                843525,                843525,                636446,,                363186,              4342924,             38528209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      8767686,                  1811,,                    124,,,              1625515,              6016738,                 43673,                    124,                 64934,             58166855,,,,              3964785,,              1817933,                              0,,              1454821,,                  3612,,              2596910,,                 61811,,              1857680,                    200,                173803,,                              0,,,                934241,,              1510987,              1510987,                670906,              3116134,             15047689,,,                114004,,              2098491,,             10456333,,                 15889,,                911092,,                990201,                              0,                180961,              1171162,             14766971,             29814660,,,,             15192983,             15192983,,              1151674,,              1217140,              2570612,,              2947087,              6734839,,,                555267,                555267,                 28926,             23605837,              4746358,             28352195,                              0,,                              0,,,,
2504,2013年09月30日,,,,,,,,              1202840,,,,              1856116,,              4191782,,                  1344,,                424722,,                  8148,,,,              1985715,,              1225656,,                185778,             14926339,,,              1026114,,                270052,,,,                473730,,             24780530,,              7057071,,              1770403,                445751,,              2318710,,                844534,                844534,                337377,,                611645,              4112266,             39935917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      8767686,                  2129,,                    178,,,                              0,              3735585,                 93232,                    178,                185778,             54862256,,,,              4104554,,              1528224,,,                859979,,                  4282,,              2128620,,                 61296,,              2216747,                     31,                 43202,,                  4916,,,                891863,,                573088,                573088,                659274,              2124225,             13076127,,,                              0,,                              0,,             12321864,,                 17902,,                932397,,                990067,                              0,                162524,              1152591,             14424754,             27500881,,,,             15192983,             15192983,,              1151674,,              1217140,              2570612,,              2337553,              6125305,,,                319529,                319529,                 28926,             22760565,              4600810,             27361375,                 13114,,                     51,,,,
2504,2013年06月30日,,,,,,,,              1205741,,,,              2000610,,              4503265,,                  1164,,                373579,,                 10525,,,,              2103129,,                989526,,                188678,             14617764,,,                999006,,                270052,,,,                487944,,             24191154,,              6791513,,              1797813,                462484,,              2996204,,                674213,                674213,                339521,,                646718,              4656656,             39656622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      8767686,                              0,,                              0,,,                              0,              3156501,                 82346,                              0,                188678,             54274386,,,,              3876180,,              1443364,                  3109,,              1311382,,                  7122,,              2327309,,                 75114,,              2338115,                     60,                 66172,,                  4916,,,                810088,,                576550,                576550,                631446,              2018084,             13470927,,,                              0,,                              0,,             11631748,,                 10794,,                947433,,              1003782,                              0,                193844,              1197626,             13787601,             27258528,,,,             15192983,             15192983,,              1151674,,              1217140,              2570612,,              2136978,              5924730,,,                282364,                282364,                 28926,             22522825,              4493033,             27015858,                  2700,,,,,,
