證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 應收建造合約款,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付建造合約款,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付建造合約款,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 應付公司債,　　　　 應付公司債合計,　　　　 預付設備款,　　　　 特別盈餘公積,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 透過其他綜合損益按公允價值衡量之金融資產－流動,　　　　 透過其他綜合損益按公允價值衡量之金融資產－流動合計,　　　　 土地淨額,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備淨額,　　　　 電腦通訊設備淨額,　　　　　 電腦通訊設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備淨額,　　　　 辦公設備淨額,　　　　　 辦公設備淨額,　　　　 租賃改良淨額,　　　　　 租賃改良淨額,　　　　 其他設備淨額,　　　　　 其他設備淨額,　　　　 未完工程及待驗設備,　　　　 商標權淨額,　　　　　 商標權淨額,　　　　 專利權淨額,　　　　　 專利權淨額,　　　　 電腦軟體淨額,　　　　　 電腦軟體淨額,　　　　 商譽,　　　　 專門技術淨額,　　　　　 專門技術淨額
6139,2015年09月30日,,,,              3441269,,                 32905,,                193592,,              3699288,,                112413,              4003341,,                 42716,,                 42524,,                495018,,              2752820,,                933176,                 14420,                947596,             15763482,,,                211795,,                170128,,                140199,,              1467367,,                284073,,                 35811,                161015,,                265314,,                              0,              3580531,,                    793,              3846638,              6317026,             22080508,,,,,              1695324,,                629689,,                  7019,,                132607,,              4170676,              1575914,,                338187,                     41,                 74991,,                134751,,,                955295,,                 83559,                104852,              1143706,              9902905,,,                673842,,              1934101,,                139230,,                 69445,                 83641,                153086,              2900259,             12803164,,,,              1882512,              1882512,,              2563551,,                912820,,              1008960,              1921780,,                549798,                              0,              6917641,              2359703,              9277344,             22080508,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6139,2015年06月30日,,,,              3234568,,                 36549,,                135405,,              3603169,,                 88279,              3115437,,                 58514,,                 60057,,                514709,,              1839592,,              1120757,                  2312,              1123069,             13809348,,,                223639,,                175934,,                129886,,              1437970,,                283606,,                 39468,                151620,,                225261,,                              0,              3451657,,                    798,              3677716,              6119839,             19929187,,,,,              1667459,,                259880,,,,                    397,,              4441739,              1778987,,                437195,                     39,                 51699,,                128813,,,                 97179,,                 70615,                104935,                272729,              9038937,,,                              0,,              1855548,,                 89267,,                 69617,                 83808,                153425,              2098240,             11137177,,,,              1882512,              1882512,,              2540360,,                912820,,                861161,              1773981,,                411497,                              0,              6608350,              2183660,              8792010,             19929187,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6139,2015年03月31日,,,,              3530193,,                 43612,,                415132,,              3218779,,                155651,              2257344,,                 77079,,                 59908,,                522557,,              1724454,,              1231363,                  3566,              1234929,             13239638,,,                294353,,                175934,,                126266,,              1448894,,                282872,,                 45591,                151640,,                240284,,                              0,              3517198,,                    805,              3758287,              6283837,             19523475,,,,,              1063050,,                199602,,                              0,,                  5987,,              3404615,              1823348,,                272957,                     40,                 87301,,                124977,,,                451867,,                757413,                100619,              1309899,              8291776,,,                              0,,              1907130,,                105217,,                 70837,                 77440,                148277,              2160624,             10452400,,,,              1882512,              1882512,,              2537090,,                888006,,              1005468,              1893474,,                530541,                              0,              6843617,              2227458,              9071075,             19523475,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6139,2014年12月31日,,,,              3334175,,                 42096,,                231786,,              4223406,,                102952,              2053006,,                 64305,,                 64887,,                423728,,              1594375,,              1682935,                  3731,              1686666,             13821382,,,                342773,,                175934,,                122917,,              1522341,,                272562,,                 51313,                149514,,                236077,,                  8908,              3567403,,                    818,              3813206,              6450560,             20271942,,,,,              1297930,,                299746,,                              0,,                    288,,              3961577,              2258328,,                366330,                     40,                 95362,,                123520,,,                113456,,                743226,                 64317,                920999,              9324120,,,                              0,,              1471125,,                124705,,                 71066,                 81413,                152479,              1748309,             11072429,,,,              1882512,              1882512,,              2537090,,                888006,,                996134,              1884140,,                642771,                              0,              6946513,              2253000,              9199513,             20271942,              0,              0,              0,              3334175,                 64887,             20271942,,,,              1297930,,                299746,,                              0,,                    288,,              3961577,              2258328,,                366330,                     40,                 95362,,                123520,,,                113456,,                743226,                 64317,                920999,              9324120,,,              1471125,,                124705,,                 71066,                 81413,                152479,              1748309,             11072429,,,,              1882512,              1882512,,              2537090,,                888006,,                996134,              1884140,,                642771,                              0,              6946513,              2253000,              9199513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6139,2014年09月30日,,,,              3907663,,                 39035,,                 10420,,              3453620,,                 91290,              2307927,,                 63662,,                 64754,,                227024,,              1490281,,              1488981,                  6579,              1495560,             13151236,,,                339290,,                180134,,                118179,,              1435217,,                273241,,                 58544,                122985,,                205304,,                  8908,              3467207,,                    825,              3682244,              6209834,             19361070,,,,,              1015100,,                299561,,                              0,,                 14784,,              3677222,              2502390,,                291026,                     39,                 24099,,                108447,,,                146360,,                738628,                 28489,                913477,              8846145,,,                              0,,              1394508,,                109396,,                 81012,                 83273,                164285,              1668189,             10514334,,,,              1882512,              1882512,,              2529565,,                888006,,                902725,              1790731,,                539844,                              0,              6742652,              2104084,              8846736,             19361070,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6139,2014年06月30日,,,,              3911692,,                 44925,,                 22223,,              3746092,,                118246,              2222128,,                 69653,,                 64799,,                200995,,              1070989,,              1465695,                  6551,              1472246,             12943988,,,                354858,,                180134,,                114381,,              1429319,,                274765,,                 59416,                121397,,                249417,,                  8908,              3390361,,                    833,              3649519,              6183789,             19127777,,,,,                829310,,                299715,,,,                 50626,,              3479175,              2482262,,                628584,                     38,                 63980,,                 96840,,,                123058,,                734292,                 24645,                881995,              8812525,,,                              0,,              1370409,,                 91207,,                 81156,                 84863,                166019,              1627635,             10440160,,,,              1882512,              1882512,,              2528034,,                888006,,                880039,              1768045,,                480123,                              0,              6658714,              2028903,              8687617,             19127777,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6139,2014年03月31日,,,,              3653276,,                 39124,,                 38322,,              3192601,,                114553,              2389922,,                 51921,,                 62266,,                150156,,              1112652,,              1439832,                 16036,              1455868,             12260661,,,                208683,,                180134,,                114316,,              1429842,,                278723,,                 65978,                119467,,                323290,,                  8907,              3210609,,                    843,              3543649,              5940792,             18201453,,,,,              1763943,,                299690,,                    273,,                  4750,,              3226316,              1784909,,                268822,                              0,                 54846,,                 92355,,,                126012,,                711972,                 20730,                858714,              8354618,,,                              0,,                774128,,                106896,,                 81318,                 69708,                151026,              1032050,              9386668,,,,              1882512,              1882512,,              2542611,,                848859,,              1098353,              1947212,,                395158,                              0,              6767493,              2047292,              8814785,             18201453,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6139,2013年12月31日,,,,,,                 37940,,                 19290,,              2988492,,                107841,              2524867,,                 46493,,,,                123637,,                933315,,              1824283,                 17958,              1842241,             12130420,,,                264028,,                180134,,                117980,,              1406445,,                274348,,                 69750,                119202,,                402200,,                              0,              3223774,,                    848,              3626822,              6058709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              3444670,                 61634,             18189129,,,,              1666450,,                199787,,                    588,,                  3273,,              3431247,              1677393,,                324942,                              0,                 80731,,                 88667,,,                121338,,                708901,                 29644,                859883,              8332961,,,                777694,,                113843,,                 81491,                 66633,                148124,              1039661,              9372622,,,,              1882512,              1882512,,              2541002,,                848859,,              1061856,              1910715,,                440647,                              0,              6774876,              2041631,              8816507,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6139,2013年09月30日,,,,,,                 39164,,                 65381,,              2641359,,                215247,              2657414,,                 93971,,,,                212598,,                961053,,              1865800,                 27270,              1893070,             12218260,,,                              0,,                196428,,                113678,,              1305712,,                274856,,                 73255,                114585,,                392945,,                              0,              2962345,,                    859,              3356149,              5434663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              3409373,                 29630,             17652923,,,,              1604668,,                199717,,                    931,,                  7941,,              3270102,              1833125,,                295891,                              0,                 34025,,                 91781,,,                338032,,                685951,                 32220,              1056203,              8394384,,,                792111,,                 82138,,                 94665,                 61362,                156027,              1030276,              9424660,,,,              1882512,              1882512,,              2540251,,                848859,,                880941,              1729800,,                141979,                              0,              6294542,              1933721,              8228263,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6139,2013年06月30日,,,,,,                 43531,,                 94579,,              2635751,,                162707,              2158657,,                117855,,,,                283869,,              1138937,,              2338276,                 42413,              2380689,             12687573,,,                              0,,                196428,,                117433,,              1275769,,                248110,,                 79864,                112670,,                170270,,                              0,              2992750,,                    879,              3163899,              5194173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              3655090,                 15908,             17881746,,,,              1004830,,                199946,,                  3304,,                 22180,,              3514672,              2175352,,                692845,                              0,                 60908,,                 92251,,,                131221,,                682131,                 40449,                853801,              8620089,,,                798402,,                 82537,,                 94882,                 60412,                155294,              1036233,              9656322,,,,              1882512,              1882512,,              2539897,,                848859,,                862674,              1711533,,                175773,                              0,              6309715,              1915709,              8225424,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
