證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收建造合約款,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨（建設業適用）,　　　　　 待售房地,　　　　　 存貨（建設業適用）淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 員工福利負債準備－流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期遞延收入,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－認股權,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　　 應付股利,　　　　　 其他應付款－其他,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 員工福利負債準備－流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期遞延收入,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 資本公積－認股權,　　　　 應付股利,　　　　 其他應付款－其他,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　　 預付投資款
1806,2015年09月30日,,,,              2067604,,                 13058,,                 26796,,                389809,,                679125,                              0,,,              2436125,,                 87993,                 87993,              2524118,,                414733,,                 40658,                238942,                279600,              6394843,,,                 17342,,                 55500,,              6578898,,                123469,,                165580,                 42625,,                 55135,,                 98285,                323400,,                 77323,                554143,              7537557,             13932400,,,,,              1874592,,                108041,,                665546,,                445095,                 47234,,                 19855,                 19855,,,                404343,                299228,                703571,              3863934,,,              1802864,,                261919,,                133870,                189535,                 81010,                404415,              2469198,              6333132,,,,              4373351,              4373351,,,                142300,                  5375,                     60,                147735,,                497669,                121349,,              1503675,              2122693,,,                960462,,                 16111,                976573,                 21084,              7599268,                              0,              7599268,             13932400,              0,              0,      2961000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,2015年06月30日,,,,              2227517,,                 13466,,                 26964,,                377528,,                719878,                  2956,,,              2352191,,                 87993,                 87993,              2440184,,                526063,,                 41116,                216020,                257136,              6591692,,,                 17342,,                 59556,,              6318977,,                123555,,                159381,                 42059,,                 10798,,                 98914,                312857,,                106120,                528689,              7249559,             13841251,,,,,              1925549,,                108089,,                730919,,                426550,                 73850,,                 18842,                 18842,,,                309367,                285636,                595003,              3878802,,,              1894204,,                261518,,                132168,                189774,                 80186,                402128,              2557850,              6436652,,,,              4373351,              4373351,,,                142300,                  5375,                     60,                147735,,                497669,                121349,,              1447283,              2066301,,,                797125,,                 20087,                817212,                              0,              7404599,                              0,              7404599,             13841251,              0,              0,              0,,                              0,                              0,                426550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,2015年03月31日,,,,              2070525,,                 13732,,                 33096,,                310515,,                696968,                  4785,,,              2386100,,                 87993,                 87993,              2474093,,                467607,,                 44702,                234051,                278753,              6350074,,,                 17342,,                 72051,,              6603831,,                123640,,                158755,                 39693,,                 26786,,                102357,                319388,,                 84043,                532574,              7547886,             13897960,,,,,              1975131,,                 96692,,                486354,,                549027,                102959,,                 21847,                 21847,,,                353794,                306530,                660324,              3892334,,,              1903400,,                259092,,                134135,                190097,                 82134,                406366,              2568858,              6461192,,,,              4373351,              4373351,,,                142300,                  5375,                     60,                147735,,                497669,                121349,,              1457006,              2076024,,,                801025,,                 38633,                839658,                              0,              7436768,                              0,              7436768,             13897960,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,2014年12月31日,,,,              1964287,,                 13421,,                 28644,,                483120,,              1008277,                  6044,,,              2253962,,                 87993,                 87993,              2341955,,                545926,,                 58014,                303156,                361170,              6752844,,,                 17342,,                 75690,,              6501867,,                123725,,                 11384,                 39236,,                 24883,,                 86959,                321082,,                 80949,                513873,              7283117,             14035961,,,,,              1784317,,                109944,,                518784,,                780447,                 77666,,                 21783,                 21783,,,                355368,                249316,                604684,              3897625,,,              1946405,,                259087,,                135847,                190388,                 85207,                411442,              2616934,              6514559,,,,              4373351,              4373351,,,                142300,                  5375,                     60,                147735,,                497669,                121349,,              1551396,              2170414,,,                792141,,                 37761,                829902,                              0,              7521402,                              0,              7521402,             14035961,              0,              0,              0,,                              0,                              0,                780447,              1964287,             14035961,,,,              1784317,,                              0,,                109944,,                518784,,                780447,                 77666,,                 21783,                 21783,,,                355368,                249316,                604684,              3897625,,,              1946405,,                259087,,                135847,                190388,                 85207,                411442,              2616934,              6514559,,,,              4373351,              4373351,,,                142300,                  5375,                     60,                147735,,                497669,                121349,,              1551396,              2170414,,,                792141,,                 37761,                829902,                              0,              7521402,                              0,              7521402,,,,,,
1806,2014年09月30日,,,,              1792517,,                 13495,,                 27636,,                427542,,                752732,                  6256,,,              2323105,,                 87993,                 87993,              2411098,,                649211,,                 69897,                150913,                220810,              6301297,,,                 17342,,                 79286,,              6676075,,                123811,,                 13091,                 92021,,                 62055,,                137593,                315900,,                 78223,                593771,              7595397,             13896694,,,,,              1612782,,                 96514,,                746653,,                544382,                226218,,                 25060,                 25060,,,                243835,                113273,                357108,              3608717,,,              2040038,,                247530,,                134628,                181444,                 91142,                407214,              2694782,              6303499,,,,              4373351,              4373351,,,                142300,                  5375,                     60,                147735,,                497669,                121349,,              1717578,              2336596,,,                695256,,                 40257,                735513,                              0,              7593195,                              0,              7593195,             13896694,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,2014年06月30日,,,,              1706415,,                 13662,,                 33516,,                429669,,                795941,                 25528,,,              2188024,,                 87993,                 87993,              2276017,,                590888,,                 81007,                135047,                216054,              6087690,,,                 17342,,                 78984,,              6872451,,                123897,,                 15214,                 90437,,                100986,,                122415,                309748,,                 83878,                617027,              7815352,             13903042,,,,,              1529722,,                113117,,                612936,,                535659,                241356,,                 23877,                 23877,,,                239198,                113230,                352428,              3419095,,,              1978656,,                247251,,                132949,                181687,                 78706,                393342,              2619249,              6038344,,,,              4373351,              4373351,,,                142300,                  5375,                     60,                147735,,                497669,                121349,,              2113117,              2732135,,,                563817,,                 47660,                611477,                              0,              7864698,                              0,              7864698,             13903042,              0,              0,              0,,                 10000,                 43734,                491925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,2014年03月31日,,,,              1777191,,                 13001,,                 34944,,                331248,,                717080,                 23447,,,              2069707,,                 87993,                 87993,              2157700,,                555064,,                 74593,                108970,                183563,              5793238,,,                 17342,,                 92759,,              6970587,,                123983,,                 11315,                 91523,,                 94035,,                123203,                317040,,                 84820,                619098,              7926607,             13719845,,,,,              1386026,,                 91242,,                482771,,                685893,                 83746,,                 22917,                 22917,,,                217332,                331775,                549107,              3301702,,,              1883683,,                247443,,                138768,                181938,                 89319,                410025,              2541151,              5842853,,,,              4373351,              4373351,,,                142300,                  5375,                     60,                147735,,                469594,                121349,,              2044392,              2635335,,,                657774,,                 62797,                720571,                              0,              7876992,                              0,              7876992,             13719845,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,2013年12月31日,,,,,,                 12512,,                 32844,,                431936,,                741295,                 21062,,,              1955682,,                 87993,                 87993,              2043675,,                510689,,                100513,                 87561,                188074,              6080707,,,                 17342,,                 99670,,              6862117,,                124067,,                 13459,                 91752,,                 60073,,                133953,                320026,,                 88374,                602426,              7810833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,              2098620,             13891540,,,,              1731549,,                110000,,                122948,,                410255,,                695563,                248891,,                 22268,                 22268,,,                172285,                 89461,                261746,              3603220,,,              1633354,,                247483,,                139276,                182100,                 98927,                420303,              2301140,              5904360,,,,              4373351,              4373351,,,                142300,                  5375,                     60,                147735,,                469594,                121349,,              2133456,              2724399,,,                674144,,                 67551,                741695,                              0,              7987180,                              0,              7987180,,,,,,
1806,2013年09月30日,,,,,,                 12365,,                 34020,,                459643,,                872579,                 21869,,,              1993211,,                 87993,                 87993,              2081204,,                569467,,                 86975,                 47465,                134440,              5920653,,,                 17342,,                 96340,,              6094046,,                124153,,                 16114,                 75927,,                485746,,                 83420,                313461,,                 95272,                977899,              7401821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,              1735066,             13322474,,,,              1997514,,                              0,,                143038,,                469443,,                504647,                 40670,,                 25999,                 25999,,,                378325,                132577,                510902,              3692213,,,              1042813,,                338864,,                137024,                187305,                 87547,                411876,              1793553,              5485766,,,,              4373351,              4373351,,,                142300,                  5375,,                147735,,                469594,                121349,,              2075931,              2666874,,,                588029,,                 60719,                648748,                              0,              7836708,                              0,              7836708,                     60,,,,,
1806,2013年06月30日,,,,,,                 12377,,                 34650,,                426908,,                911337,                 12895,,,              2018903,,                 87993,                 87993,              2106896,,                377869,,                244350,                 48995,                293345,              6057666,,,                 17342,,                 74620,,              6126520,,                124238,,                 16829,                 46774,,                172167,,                 83486,                317931,,                105785,                679369,              7085692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,              1881389,             13143358,,,,              1915166,,                 20000,,                109070,,                461314,,                469555,                 46023,,                 27547,                 27547,,,                353217,                196223,                549440,              3598115,,,              1059728,,                340440,,                138496,                186647,                 81228,                406371,              1806539,              5404654,,,,              4373351,              4373351,,,                142300,                  5375,,                147735,,                469594,                121349,,              1912347,              2503290,,,                642589,,                 39263,                681852,                              0,              7706228,                 32476,              7738704,                     60,                              0,                469555,,,
