證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地－重估增（減）值,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 機器設備淨額,　　　　 水電設備淨額,　　　　　 水電設備成本,　　　　　 累計折舊－水電設備,　　　　　 水電設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備成本,　　　　　 累計折舊－運輸設備,　　　　　 運輸設備淨額,　　　　 辦公設備淨額,　　　　　 辦公設備成本,　　　　　 累計折舊－辦公設備,　　　　　 辦公設備淨額,　　　　 其他設備淨額,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備,　　　　　 其他設備淨額,　　　　 未完工程及待驗設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付費用,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 與待出售非流動資產直接相關之負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收貨款,　　　　　　 預收款項合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債－土地增值稅,　　　　　 遞延所得稅負債－所得稅,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 待分配股票股利,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 累積盈虧,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額 －母公司,　　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之關聯企業及合資,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付費用,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 與待出售非流動資產直接相關之負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收貨款,　　　　　 預收款項合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 遞延所得稅負債,　　　　 遞延所得稅負債－土地增值稅,　　　　 遞延所得稅負債－所得稅,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 待分配股票股利,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 累積盈虧,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額 －母公司,　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之關聯企業及合資,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 透過其他綜合損益按公允價值衡量之金融資產－非流動,　　　　 透過其他綜合損益按公允價值衡量之金融資產－非流動合計,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　　 避險之衍生金融資產－非流動,　　　 按攤銷後成本衡量之金融資產－非流動,　　　　 按攤銷後成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債券投資－非流動淨額,　　　　 裝卸設備淨額,　　　　　 裝卸設備淨額,　　　　 倉儲設備淨額,　　　　　 倉儲設備淨額,　　　　 售氣及輸氣設備淨額,　　　　　 售氣及輸氣設備淨額,　　　　 模具設備淨額,　　　　　 模具設備淨額,　　　　 營業器具淨額（觀光飯店業適用）,　　　　　 營業器具淨額（觀光飯店業適用）,　　　　 機具設備淨額,　　　　　 機具設備淨額,　　　　 遊樂設備淨額,　　　　　 遊樂設備淨額,　　　　 景觀園藝淨額,　　　　　 景觀園藝淨額,　　　　 租賃資產淨額,　　　　　 租賃資產淨額,　　　　 出租資產－機器設備淨額,　　　　　 出租資產－機器設備淨額,　　　　 出租資產－其他淨額,　　　　　 出租資產－其他淨額,　　　　 租賃改良淨額,　　　　　 租賃改良淨額,　　　 天然資源淨額,　　　　 天然資源淨額,　　　 生物資產－非流動,　　　　 生物資產－非流動合計,　　　　 應付薪資,　　　　 應付租金,　　　　 應付利息,　　　　 暫估應付費用,　　　　 應付退休金費用,　　　　 應付員工紅利,　　　　 應付董監事酬勞,　　　　 應付工程保留款,　　　　 應付土地房屋款,　　　　 應付設備款,　　　　 銷項稅額,　　　　 應付營業稅,　　　　 應付股利,　　　　 其他應付款－其他,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 避險之衍生金融負債－非流動,　　　 按攤銷後成本衡量之金融負債－非流動,　　　 以成本衡量之金融負債－非流動,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　　　 追溯適用及追溯重編之影響數,　　　　　 本期損益,　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之子公司
1773,2015年09月30日,,,,                390993,,                 49961,,                926042,,                 23473,,,                677967,                677967,,                 25594,,                              0,,                  7450,                  7450,              2101480,,,                105105,                105105,,              1019916,              1019916,,,                565294,                              0,                565294,,                990418,                593390,                397028,,                980078,                843476,                136602,,                252269,                185127,                 67142,,                 49432,                 28842,                 20590,,                 33978,                 26375,                  7603,,                939413,                645459,                293954,                 36932,              1525145,,                150126,,                  1333,                 58007,,                              0,                 14147,,                              0,                 14147,              2873779,              4975259,,,,,                 99000,,                 63918,,                321987,,                234555,                234555,                 44477,,                 15674,                              0,,,                  8721,                  8721,                              0,                  8721,                788332,,,                  1118,                 57459,                 58577,,                244720,                  6450,                251170,                309747,              1098079,,,,              1500000,                              0,              1500000,,,                101165,                    203,                              0,                101368,,                697213,                 32596,,              1493335,              1493335,              2223144,,,                 28365,                 24303,                 52668,                 52668,              3877180,              3877180,              4975259,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,2015年06月30日,,,,                459804,,                 61288,,                860628,,                 15002,,,                859606,                859606,,                 42833,,                              0,,                  7450,                  7450,              2306611,,,                105105,                105105,,                925090,                925090,,,                565294,                              0,                565294,,                965843,                581461,                384382,,                946367,                837979,                108388,,                237978,                181627,                 56351,,                 49252,                 29288,                 19964,,                 33633,                 25675,                  7958,,                889058,                628241,                260817,                132462,              1535616,,                152209,,                  1398,                 50601,,                              0,                 14042,,                              0,                 14042,              2784061,              5090672,,,,,                 23000,,                 47918,,                359725,,                592223,                592223,                 57208,,                 13706,                              0,,,                  7906,                  7906,                              0,                  7906,              1101686,,,                  1118,                 49409,                 50527,,                245096,                  6373,                251469,                301996,              1403682,,,,              1500000,                              0,              1500000,,,                101165,                    203,                              0,                101368,,                697213,                 32596,,              1333004,              1333004,              2062813,,,                 11527,                 11282,                 22809,                 22809,              3686990,              3686990,              5090672,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,2015年03月31日,,,,                430435,,                 60971,,                877139,,                 15525,,,                801856,                801856,,                 19316,,                              0,,                  7450,                  7450,              2212692,,,                105105,                105105,,                934200,                934200,,,                565294,                              0,                565294,,                964778,                569214,                395564,,                935470,                828414,                107056,,                236989,                178294,                 58695,,                 49252,                 27447,                 21805,,                 33633,                 24973,                  8660,,                883994,                611872,                272122,                119446,              1548642,,                154298,,                  1612,                 53050,,                              0,                 14065,,                              0,                 14065,              2810972,              5023664,,,,,                              0,,                 34760,,                459029,,                186724,                186724,                 83013,,                 13250,                              0,,,                 12664,                 12664,                              0,                 12664,                789440,,,                  1118,                 48621,                 49739,,                245466,                  4860,                250326,                300065,              1089505,,,,              1500000,                              0,              1500000,,,                101165,                    203,                              0,                101368,,                644788,                 32596,,              1622225,              1622225,              2299609,,,                 17219,                 15963,                 33182,                 33182,              3934159,              3934159,              5023664,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,2014年12月31日,,,,                165488,,                 66446,,                956599,,                 16029,,,                918740,                918740,,                 37108,,                              0,,                  7450,                  7450,              2167860,,,                105105,                105105,,                929796,                929796,,,                565294,                              0,                565294,,                964598,                556865,                407733,,                934052,                817529,                116523,,                237305,                175285,                 62020,,                 50052,                 26062,                 23990,,                 33436,                 24346,                  9090,,                874655,                595912,                278743,                 95657,              1559050,,                156389,,                  1844,                 55808,,                              0,                 14082,,                              0,                 14082,              2822074,              4989934,,,,,                159892,,                 53820,,                349072,,                234423,                234423,                 59794,,                 18060,                              0,,,                  8280,                  8280,                              0,                  8280,                883341,,,                  1118,                 49240,                 50358,,                245730,                  4861,                250591,                300949,              1184290,,,,              1500000,                              0,              1500000,,,                101165,                     63,                              0,                101228,,                644788,                 32596,,              1486591,              1486591,              2163975,,,                 21204,                 19237,                 40441,                 40441,              3805644,              3805644,              4989934,              0,              0,              0,                165488,              4989934,,,,                159892,,                 53820,,                349072,,                234423,                234423,                 59794,,                 18060,                              0,,,                  8280,                  8280,                              0,                  8280,                883341,,,                  1118,                 49240,                 50358,,                245730,                  4861,                250591,                300949,              1184290,,,,              1500000,                              0,              1500000,,,                101165,                     63,                              0,                101228,,                644788,                 32596,,              1486591,              1486591,              2163975,,,                 21204,                 19237,                 40441,                 40441,              3805644,              3805644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,2014年09月30日,,,,                162025,,                 83754,,              1064953,,                 33152,,,                914214,                914214,,                 67193,,                              0,,                  7450,                  7450,              2332741,,,                118105,                118105,,                913923,                913923,,,                459587,                              0,                459587,,                916874,                548075,                368799,,                919974,                809675,                110299,,                235633,                172112,                 63521,,                 47429,                 25180,                 22249,,                 32194,                 23688,                  8506,,                850292,                581238,                269054,                225195,              1527210,,                156739,,                  1824,                 47135,,                              0,                 14017,,                              0,                 14017,              2778953,              5111694,,,,,                355000,,                 70396,,                427861,,                241142,                241142,                 33831,,                 12005,                              0,,,                  8783,                  8783,                              0,                  8783,              1149018,,,                  1118,                 52518,                 53636,,                245013,                  4858,                249871,                303507,              1452525,,,,              1500000,                              0,              1500000,,,                101165,                     63,                              0,                101228,,                644788,                 32596,,              1360325,              1360325,              2037709,,,                  9914,                 10318,                 20232,                 20232,              3659169,              3659169,              5111694,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,2014年06月30日,,,,                119502,,                 78839,,              1002558,,                 13437,,,                968589,                968589,,                 49359,,                              0,,                  7450,                  7450,              2239734,,,                118105,                118105,,                875353,                875353,,,                459587,                              0,                459587,,                916874,                536385,                380489,,                920166,                801061,                119105,,                235316,                168698,                 66618,,                 46479,                 23464,                 23015,,                 32082,                 23030,                  9052,,                843008,                567372,                275636,                156226,              1489728,,                158754,,                  2278,                 49282,,                              0,                 13999,,                              0,                 13999,              2707499,              4947233,,,,,                235000,,                 48290,,                339465,,                463306,                463306,                 52573,,                 11558,                              0,,,                  9225,                  9225,                              0,                  9225,              1159417,,,                  1118,                 48133,                 49251,,                245160,                  5960,                251120,                300371,              1459788,,,,              1335000,                165000,              1500000,,,                101165,                     63,                              0,                101228,,                644788,                 32596,,              1208722,              1208722,              1886106,,,                 -1515,                  1626,                    111,                    111,              3487445,              3487445,              4947233,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,2014年03月31日,,,,                112422,,                 64554,,              1014761,,                 21135,,,                901840,                901840,,                108260,,                              0,,                  7450,                  7450,              2230422,,,                118105,                118105,,                887617,                887617,,,                459587,                              0,                459587,,                931411,                539283,                392128,,                912556,                794874,                117682,,                242484,                173655,                 68829,,                 46082,                 24477,                 21605,,                 30832,                 22684,                  8148,,                828559,                552477,                276082,                129730,              1473791,,                160769,,                  2294,                 51368,,                              0,                 14028,,                              0,                 14028,              2707972,              4938394,,,,,                316040,,                 38573,,                344818,,                179413,                179413,                 87681,,                 10638,                              0,,,                  8307,                  8307,                              0,                  8307,                985470,,,                  1118,                 49825,                 50943,,                245283,                  4858,                250141,                301084,              1286554,,,,              1335000,                              0,              1335000,,,                101165,                     63,                              0,                101228,,                590673,                 32596,,              1579643,              1579643,              2202912,,,                  5563,                  7137,                 12700,                 12700,              3651840,              3651840,              4938394,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,2013年12月31日,,,,,,                 67636,,              1023241,,                 23526,,,              1004093,              1004093,,                 34850,,                              0,,                  7450,                  7450,              2289756,,,                118105,                118105,,                873031,                873031,,,                459587,                              0,                459587,,                965540,                550751,                414789,,                912287,                785229,                127058,,                240632,                170213,                 70419,,                 45658,                 24218,                 21440,,                 30197,                 22101,                  8096,,                814904,                538574,                276330,                 92904,              1470623,,                150714,,                  2466,                 47896,,                              0,                 13994,,                              0,                 13994,              2676829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                128960,              4966585,,,,                388177,,                 44108,,                376180,,                247049,                247049,                 62285,,                 11232,                              0,,,                  6366,                  6366,                              0,                  6366,              1135397,,,                  1118,                 48331,                 49449,,                245408,                  4857,                250265,                299714,              1435111,,,,              1335000,                              0,              1335000,,,                101165,                     63,                              0,                101228,,                590673,                 32596,,              1456196,              1456196,              2079465,,,                  7166,                  8615,                 15781,                 15781,              3531474,              3531474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,2013年09月30日,,,,,,                 72854,,              1051406,,                 33865,,,                818938,                818938,,                 66779,,                              0,,                    450,                    450,              2184971,,,                127705,                127705,,                837424,                837424,,,                459587,                              0,                459587,,                964415,                538296,                426119,,                908069,                775363,                132706,,                240417,                166770,                 73647,,                 45418,                 22668,                 22750,,                 30236,                 21689,                  8547,,                784937,                525649,                259288,                 66595,              1449239,,                152041,,                  2845,                 48281,,                              0,                 13982,,                              0,                 13982,              2631517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                140679,              4816488,,,,                401500,,                 48609,,                430467,,                204332,                204332,                 38135,,                 18762,                              0,,,                  3228,                  3228,                              0,                  3228,              1145033,,,                  1118,                 47481,                 48599,,                249416,                  3985,                253401,                302000,              1447033,,,,              1335000,                              0,              1335000,,,                101165,                              0,                              0,                101165,,                590673,                 32596,,              1321503,              1321503,              1944772,,,                 -9493,                 -1989,                -11482,                -11482,              3369455,              3369455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,2013年06月30日,,,,,,                 82662,,                990102,,                  7983,,,                755816,                755816,,                 34317,,                              0,,                    450,                    450,              2025523,,,                127705,                127705,,                838022,                838022,,,                459587,                              0,                459587,,                776260,                526257,                250003,,                859895,                766446,                 93449,,                205239,                163682,                 41557,,                 45418,                 21054,                 24364,,                 29690,                 21125,                  8565,,                693152,                514897,                178255,                367038,              1422818,,                153367,,                  2789,                 48700,,                              0,                 15405,,                              0,                 15405,              2608806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                154193,              4634329,,,,                 53510,,                 69651,,                320916,,                578388,                578388,                 60984,,                 12766,                              0,,,                  1005,                  1005,                              0,                  1005,              1097220,,,                  1118,                 46204,                 47322,,                249406,                  3986,                253392,                300714,              1397934,,,,              1335000,                              0,              1335000,,,                101165,                              0,                              0,                101165,,                590673,                 32596,,              1183911,              1183911,              1807180,,,                 -4840,                 -2110,                 -6950,                 -6950,              3236395,              3236395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
