證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 透過其他綜合損益按公允價值衡量之金融資產－流動,　　　　 透過其他綜合損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　 避險之衍生金融資產－流動,　　　 按攤銷後成本衡量之金融資產－流動,　　　　 按攤銷後成本衡量之金融資產－流動淨額,　　　 以成本衡量之金融資產－流動,　　　　 以成本衡量之金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 應收建造合約款,　　　 應收建造合約款－關係人,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 生物資產－流動,　　　　 生物資產－流動淨額,　　　 預付款項,　　　　 預付款項合計,　　　 待分配予業主之非流動資產（或處分群組）淨額,　　　　 待分配予業主之非流動資產（或處分群組）淨額,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 避險之衍生金融負債－非流動,　　　　 按攤銷後成本衡量之金融負債－非流動,　　　　 以成本衡量之金融負債－非流動,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額
1466,2015年09月30日,,,,                 76977,,                 99252,,                              0,,                              0,,                              0,                              0,,                              0,,                              0,,                              0,,                184630,,                              0,,                359850,,                              0,                              0,                              0,,                 12332,,                              0,,                              0,,,              1045298,              1045298,,                              0,,                 97437,,                              0,,                              0,,                183083,                  3549,                186632,              2062408,,,              1763068,,                 80498,,                  1283,                 22610,,                 87978,              1955437,              4017845,,,,,                 94630,,                239566,,                  6859,,                  6431,,                520458,,                160589,                  3256,,                  6400,,,                 88375,                123336,                211711,                 18412,                230123,              1268312,,,                              0,                              0,                              0,                              0,,                366742,,                459014,,                              0,,                 18115,,                 44634,                  3150,                     32,                 47816,                891687,              2159999,,,,              1111573,              1111573,,                451883,,                 54665,                161126,,                 78599,                294390,,                              0,                              0,              1857846,                              0,              1857846,              4017845,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,2015年06月30日,,,,                176221,,                 93044,,                              0,,                              0,,                              0,                              0,,                              0,,                              0,,                              0,,                145181,,                              0,,                374462,,                              0,                              0,                              0,,                 16165,,                              0,,                              0,,,                852907,                852907,,                              0,,                 85105,,                              0,,                              0,,                 69323,                  5963,                 75286,              1818371,,,              1261673,,                 80498,,                  1411,                 23443,,                488579,              1855604,              3673975,,,,,                              0,,                109795,,                 14923,,                  3654,,                334541,,                225508,                  4043,,                  6400,,,                 87812,                114164,                201976,                 18888,                220864,                919728,,,                              0,                              0,                              0,                              0,,                364732,,                487815,,                              0,,                 18115,,                 44452,                  3150,                     32,                 47634,                918296,              1838024,,,,              1111573,              1111573,,                451883,,                 54665,                161126,,                 56704,                272495,,                              0,                              0,              1835951,                              0,              1835951,              3673975,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,2015年03月31日,,,,                316431,,                 94009,,                              0,,                              0,,                              0,                              0,,                              0,,                              0,,                              0,,                167949,,                              0,,                371786,,                              0,                              0,                              0,,                 16291,,                              0,,                              0,,,                902167,                902167,,                              0,,                 57937,,                              0,,                              0,,                 54413,                  5692,                 60105,              1986675,,,              1240111,,                 80498,,                     30,                 22386,,                181641,              1524666,              3511341,,,,,                118423,,                 29958,,                  9602,,                  9299,,                414513,,                161273,                  7136,,                  6400,,,                 87249,                 66003,                153252,                 15402,                168654,                925258,,,                              0,                              0,                              0,                              0,,                362735,,                255578,,                              0,,                 18115,,                 44305,                  3150,                    616,                 48071,                684499,              1609757,,,,              1111573,              1111573,,                451883,,                 49265,                161126,,                127737,                338128,,                              0,                              0,              1901584,                              0,              1901584,              3511341,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,2014年12月31日,,,,                209623,,                 95521,,                              0,,                              0,,                              0,                              0,,                              0,,                              0,,                              0,,                177057,,                              0,,                423034,,                              0,                              0,                              0,,                 18808,,                              0,,                              0,,,                904444,                904444,,                              0,,                 70097,,                              0,,                              0,,                 84788,                  4317,                 89105,              1987689,,,              1238034,,                 80498,,                     74,                 20894,,                116224,              1455724,              3443413,,,,,                 34780,,                              0,,                 10490,,                 33558,,                484228,,                181274,                  6074,,                  6400,,,                 86763,                 44537,                131300,                 13686,                144986,                901790,,,                              0,                              0,                              0,                              0,,                360738,,                208972,,                              0,,                 18115,,                 44154,                  7791,                    616,                 52561,                640386,              1542176,,,,              1111519,              1111519,,                451842,,                 49265,                161126,,                127485,                337876,,                              0,                              0,              1901237,                              0,              1901237,              3443413,              0,              0,              0,                209623,                              0,                              0,              3443413,,,,                 34780,,                              0,,                 10490,,                 33558,,                484228,,                181274,                  6074,,                  6400,,,                 86763,                 44537,                131300,                 13686,                144986,                901790,,,                360738,,                208972,,                 18115,,                 44154,                  7791,                    616,                 52561,                640386,              1542176,,,,              1111519,              1111519,,                451842,,                 49265,                161126,,                127485,                337876,,                              0,                              0,              1901237,                              0,              1901237
1466,2014年09月30日,,,,                191920,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,,                              0,,                              0,,                164870,,                              0,,                435098,,                              0,                              0,                              0,,                 22156,,                              0,,                              0,,,                968805,                968805,,                              0,,                 68538,,                              0,,                              0,,                 44600,                  8643,                 53243,              1904630,,,              1123985,,                 80498,,                    119,                 19576,,                210353,              1434531,              3339161,,,,,                 33326,,                              0,,                  7711,,                 40700,,                562961,,                161632,                              0,,                  4080,,,                 86207,                 28651,                114858,                 33551,                148409,                958819,,,                              0,                              0,                              0,                              0,,                358740,,                173769,,                              0,,                 18115,,                 47916,                  7791,                    616,                 56323,                606947,              1565766,,,,              1061519,              1061519,,                401130,,                 49265,                161126,,                100355,                310746,,                              0,                              0,              1773395,                              0,              1773395,              3339161,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,2014年06月30日,,,,                202169,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,,                              0,,                              0,,                129748,,                              0,,                378362,,                              0,                              0,                              0,,                 23004,,                              0,,                              0,,,              1012677,              1012677,,                              0,,                 51938,,                              0,,                              0,,                 44755,                  3501,                 48256,              1846154,,,              1132555,,                 80498,,                    163,                 21389,,                100397,              1335002,              3181156,,,,,                113571,,                189750,,                    537,,                 12285,,                499882,,                240323,                  5364,,                  4080,,,                153608,                 17931,                171539,                 19369,                190908,              1256700,,,                              0,                              0,                              0,                              0,,                              0,,                175600,,                              0,,                 18115,,                 48406,                  7791,                    616,                 56813,                250528,              1507228,,,,              1022216,              1022216,,                339992,,                 49265,                161126,,                101329,                311720,,                              0,                              0,              1673928,                              0,              1673928,              3181156,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,2014年03月31日,,,,                 51411,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,,                              0,,                              0,,                112999,,                              0,,                398975,,                              0,                              0,                              0,,                 21439,,                              0,,                              0,,,                942364,                942364,,                              0,,                 57221,,                              0,,                              0,,                 45931,                  5452,                 51383,              1635792,,,              1092799,,                 80498,,                    207,                 21767,,                137388,              1332659,              2968451,,,,,                 10921,,                 99704,,                  2740,,                 29754,,                508373,,                133335,                  4042,,                  4080,,,                217079,                 24627,                241706,                 27257,                268963,              1061912,,,                              0,                              0,                              0,                              0,,                              0,,                160016,,                              0,,                 18115,,                 51122,                  7791,                    616,                 59529,                237660,              1299572,,,,                997875,                997875,,                319925,,                 39437,                161126,,                151008,                351571,,                              0,                    492,              1668879,                              0,              1668879,              2968451,              0,              0,         68884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,2013年12月31日,,,,,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,,                              0,,,,                197847,,,,                374229,,                              0,                              0,                              0,,                 20874,,                              0,,,,,                923643,                923643,,                              0,,                 47442,,                              0,,                              0,,                 49400,                  6843,                 56243,              1664274,,,              1084754,,                 80498,,                    323,                 21755,,                109392,              1296722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,         91475,                 43996,                              0,                              0,              2960996,,,,                 45086,,                 99536,,                  2612,,                  3451,,                514948,,                171635,                  3963,,                  4080,,,                 22179,                 14278,                 36457,                 33949,                 70406,                915717,,,                193363,,                126976,,                 18115,,                 51006,                  7881,                    616,                 59503,                397957,              1313674,,,,                997875,                997875,,                319582,,                 39437,                161126,,                129955,                330518,,                              0,                    653,              1647322,                              0,              1647322
1466,2013年09月30日,,,,,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,,                              0,,,,                133189,,,,                355781,,                              0,                              0,                              0,,                 21055,,                              0,,,,,                936744,                936744,,                              0,,                 56353,,                              0,,                              0,,                 50665,                 13118,                 63783,              1611861,,,              1095761,,                 80498,,                    438,                 22238,,                 99505,              1298440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,         91475,                 44956,                              0,                              0,              2910301,,,,                 46105,,                 99883,,                  3682,,                 14691,,                466166,,                162777,                 12434,,                  5480,,,                 21926,                 10550,                 32476,                 44235,                 76711,                887929,,,                263041,,                122115,,                 18115,,                 59871,                  7881,                    584,                 68336,                471607,              1359536,,,,                956726,                956726,,                288955,,                 39437,                161126,,                105174,                305737,,                              0,                    653,              1550765,                              0,              1550765
1466,2013年06月30日,,,,,,                  4941,,,,,,,,,,,,,,,                159491,,,,                417924,,,,,,                 20297,,,,,,,                898540,                898540,,,,                 41491,,,,,,                 38876,                 19428,                 58304,              1614481,,,              1118594,,                 80498,,                    683,                 21794,,                 49117,              1270686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,         91475,                 13493,,,              2885167,,,,                 13782,,                              0,,                  6660,,                 34312,,                481819,,                274024,                  8406,,                  5480,,,                 21673,                  7550,                 29223,                 42227,                 71450,                895933,,,                268404,,                126227,,                 18115,,                 59391,                  7881,                    584,                 67856,                480602,              1376535,,,,                952617,                952617,,                285934,,                 39436,                161126,,                 70172,                270734,,                              0,                    653,              1508632,                              0,              1508632
