證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 長期預付租金,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債－土地增值稅,　　　　　 遞延所得稅負債－所得稅,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債－土地增值稅,　　　　 遞延所得稅負債－所得稅,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 債券換股權利證書,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 應收帳款－關係人,　　　　 持有至到期日金融資產－非流動,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 待分配股票股利
2101,2015年09月30日,,,,              3343377,,                 87658,,                              0,,                245686,,                  2746,,              1654475,,                 56741,,                136857,,                130000,,                      2,,              5669606,,                106063,,                126615,                  7096,                133711,             11566922,,,                              0,,                    125,,                441264,,              8106666,,                331498,,                    985,                 41149,,                285533,                  9631,                250957,                546121,              9467808,             21034730,,,,,              5264812,,                219891,,                 20257,,                331182,,                582338,                 82098,,                 11200,,,                163636,                139140,                302776,              6814554,,,                736364,,              1342571,                 36029,              1378600,,                173735,                  5758,                179493,              2294457,              9109011,,,,              8339349,              8339349,,                119042,,                              0,              2302896,,                -89794,              2213102,,              1254226,                              0,             11925719,                              0,             11925719,             21034730,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,2015年06月30日,,,,              2756602,,                102956,,                              0,,                241836,,                  2034,,              1944277,,                 47437,,                136742,,,,                      2,,              5592784,,                110394,,                147965,                  6369,                154334,             11089398,,,                              0,,                    125,,                454291,,              8125231,,                331505,,                  1015,                 42265,,                200963,                 90391,                247038,                538392,              9492824,             20582222,,,,,              5031324,,                179914,,                 19854,,                335521,,                496391,                 86578,,                 11200,,,                200000,                141504,                341504,              6502286,,,              1000000,,              1342571,                 11658,              1354229,,                181442,                  5850,                187292,              2541521,              9043807,,,,              8339349,              8339349,,                119042,,                              0,              2302896,,               -320223,              1982673,,              1097351,                              0,             11538415,                              0,             11538415,             20582222,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,2015年03月31日,,,,              2660588,,                105492,,                              0,,                250747,,                  2185,,              1657287,,                 47518,,                275579,,,,                     15,,              5514770,,                115356,,                 58591,                 11168,                 69759,             10699296,,,                 10000,,                    125,,                459495,,              8311622,,                 10429,,                  1078,                 43650,,                172011,                148293,                251292,                571596,              9407995,             20107291,,,,,              4872143,,                149893,,                 25422,,                271360,,                448901,                153071,,                 11200,,,                200000,                135730,                335730,              6269347,,,              1000000,,              1342571,                              0,              1342571,,                189402,                  6065,                195467,              2538038,              8807385,,,,              8339349,              8339349,,                119042,,                400444,              2302896,,             -1032263,              1671077,,              1170438,                              0,             11299906,                              0,             11299906,             20107291,              0,              0,,                  1627,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,2014年12月31日,,,,              2740813,,                111321,,                              0,,                262240,,                  2705,,              1654026,,                 40796,,                 59686,,                              0,,                      4,,              5763957,,                125830,,                 45037,                  8908,                 53945,             10815323,,,                 10000,,                    125,,                527406,,              8631654,,                 10437,,                  1082,                 47910,,                124224,                 64709,                267911,                456844,              9685458,             20500781,,,,,              5016375,,                149946,,                 32903,,                305108,,                529909,                 99179,,                 11200,,,              1343200,                144857,              1488057,              7632677,,,                              0,,              1342571,                              0,              1342571,,                197339,                  6848,                204187,              1546758,              9179435,,,,              8449229,              8449229,,                119042,,                400444,              2302896,,               -735584,              1967756,,              1282107,                496788,             11321346,                              0,             11321346,             20500781,              0,     10988000,,                              0,              0,              2740813,                              0,                      4,             20500781,,,,              5016375,,                149946,,                              0,,                 32903,,                305108,,                529909,                 99179,,                 11200,,              1488057,              7632677,,,                              0,,              1342571,                              0,              1342571,,                197339,                  6848,                204187,              1546758,              9179435,,,,              8449229,                              0,              8449229,,                119042,,                400444,              2302896,,               -735584,              1967756,,              1282107,                496788,             11321346,                              0,             11321346,,,,,,,
2101,2014年09月30日,,,,              2434812,,                 94840,,                 23822,,                211089,,                  3984,,              1798099,,                 42427,,                 39074,,                              0,,                     17,,              5648575,,                186477,,                 74955,                 11469,                 86424,             10569640,,,                 10000,,                    125,,                523282,,              8610506,,                 10444,,                  1085,                 47310,,                 84155,                 59831,                258017,                402003,              9604755,             20174395,,,,,              5028927,,                149992,,                 34013,,                344406,,                480687,                 83706,,                 14200,,,              1337247,                130008,              1467255,              7603186,,,                              0,,              1342571,                 17057,              1359628,,                203547,                 26957,                230504,              1590132,              9193318,,,,              8798939,              8798939,,                119042,,                400444,              2302896,,                604639,              3307979,,                953739,              2198622,             10981077,                              0,             10981077,             20174395,              0,     45959000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,2014年06月30日,,,,              2616906,,                 99242,,                 23388,,                218465,,                  3097,,              2468142,,                 40195,,                 39904,,,,                     17,,              5303047,,                162127,,                 94758,                  7524,                102282,             11076812,,,                 10000,,                    125,,                530518,,              8671291,,                 10451,,                  1151,                 49597,,                105725,                  8539,                255181,                369445,              9642578,             20719390,,,,,              4763161,,                149966,,                 50166,,                330919,,              1392563,                 95205,,                 14200,,,              1331295,                109098,              1440393,              8236573,,,                              0,,              1342571,                 34507,              1377078,,                211491,                 27199,                238690,              1615768,              9852341,,,,              8798939,              8798939,,                119042,,                400444,              2302896,,                624088,              3327428,,                820262,              2198622,             10867049,                              0,             10867049,             20719390,              0,     45959000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,2014年03月31日,,,,              2787818,,                110339,,                 23862,,                323150,,                  2911,,              2145631,,                 35409,,                 56204,,,,                  1574,,              5774407,,                105270,,                116793,                  6626,                123419,             11489994,,,                 10000,,                    125,,                575463,,              8942804,,                 10458,,                  1263,                 54524,,                 80049,                  6662,                262303,                349014,              9943651,             21433645,,,,,              5556917,,                179805,,                 30690,,                285531,,                421782,                101460,,                 14200,,,              1325342,                113516,              1438858,              8029243,,,                              0,,              1342571,                 75168,              1417739,,                220337,                 26861,                247198,              1664937,              9694180,,,,              8798939,              8798939,,                119042,,                354514,              2302896,,              1352165,              4009575,,              1010531,              2198622,             11739465,                              0,             11739465,             21433645,              0,     45959000,,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,2013年12月31日,,,,,,                 90392,,,,                329540,,                  2499,,              1847469,,                 30191,,                 47955,,,,,,              5881222,,                108839,,                 99622,                  4568,                104190,             10515660,,,                 10000,,                    125,,                575291,,              9081163,,                 10465,,                  1335,                 53016,,                 57575,                  7923,                260799,                326297,             10057692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     45959000,,,              0,              2030444,                 41341,                  1578,             20573352,,,,              4793313,,                149946,,                    403,,                 41697,,                340328,,                442784,                104942,,                 14200,,              1442647,              7330260,,,                100000,,              1342571,                 67055,              1409626,,                228384,                 27743,                256127,              1765753,              9096013,,,,              8798939,                              0,              8798939,,                119042,,                354514,              2302896,,              1209662,              3867072,,                890908,              2198622,             11477339,                              0,             11477339,,,,,,,
2101,2013年09月30日,,,,,,                 78055,,,,                261371,,                  2436,,              1999787,,                 26500,,                 49401,,,,,,              5877545,,                185122,,                162851,                  5891,                168742,             10710122,,,                 10000,,                    125,,                549097,,              9129684,,                 10472,,                  1219,                 53999,,                 97871,                  7391,                258459,                363721,             10118317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     45959000,,,              0,              2011751,                 41157,                  8255,             20828439,,,,              5282744,,                229873,,                  6855,,                 55601,,                351957,,                457005,                 63659,,                 21594,,              1425514,              7894802,,,                100000,,              1342571,                 55102,              1397673,,                238148,                 27432,                265580,              1763253,              9658055,,,,              8798940,                              0,              8798940,,                119042,,                354514,              2302896,,              1038127,              3695537,,                755487,              2198622,             11170384,                              0,             11170384,,,,,,,
2101,2013年06月30日,,,,,,                 72564,,,,                259367,,                  3782,,              2248041,,                 27569,,                 34596,,,,,,              6035659,,                 84347,,,,                145624,             10218553,,,                 10000,,                    125,,                531198,,              9227605,,                 10479,,                  1281,                 57140,,                189363,                  6651,                262800,                458814,             10296642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     45959000,,,              0,              1266807,                 18000,                 22197,             20515195,,,,              5286087,,                229839,,                 11686,,                 41239,,                312131,,                422377,                 53403,,                 22981,,              1404972,              7784715,,,                100000,,              1342571,                 27968,              1370539,,                245904,                  4603,                250507,              1721046,              9505761,,,,              8789452,                  9488,              8798940,,                119042,,                354514,              2302896,,                795706,              3453116,,                836958,              2198622,             11009434,                              0,             11009434,,,,,,,
