證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 長期應收票據及款項,　　　　　 長期應收票據及款項淨額,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 銀行長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 待分配股票股利,　　　　　 保固之短期負債準備,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 保固之短期負債準備,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 銀行長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　　 長期應付票據及款項,　　　　　 長期應付票據及款項合計,　　　　 庫存現金,　　　　 銀行存款,　　　　 約當現金,　　　　 原始認列時指定為透過損益按公允價值衡量之金融資產－流動,　　　　 應收票據,　　　　 備抵呆帳－應收票據,　　　　 應收帳款,　　　　 備抵呆帳－應收帳款、分期帳款及租賃款,　　　　 應收帳款－關係人,　　　　 應收退稅款,　　　　 其他應收款－其他,　　　 其他應收款－關係人,　　　　 其他應收款－關係人－其他,　　　　 其他應收款－關係人淨額,　　　　 存貨－製造業,　　　　　 製成品,　　　　　 在製品,　　　　　 原料,　　　　　 物料,　　　　　 在途原物料,　　　　　 存貨－製造業淨額,　　　　 其他預付款,　　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產評價調整－非流動,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 機器設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備成本,　　　　　 累計折舊－運輸設備,　　　　　 運輸設備淨額,　　　　 辦公設備淨額,　　　　　 辦公設備成本,　　　　　 累計折舊－辦公設備,　　　　　 辦公設備淨額,　　　　 其他設備淨額,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備,　　　　　 其他設備淨額,　　　　 未完工程及待驗設備,　　　　 投資性不動產－土地,　　　　 投資性不動產－建築物,　　　　 累計折舊－投資性不動產－建築物,　　　　 商譽,　　　　 預付設備款,　　　　　 長期應收票據,　　　　 預付退休金－非流動,　　　　　 其他非流動資產－其他,　　　　 銀行借款,　　　　 應付短期票券折價,　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－流動,　　　 應付票據－關係人,　　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　　 應付薪資,　　　　 應付利息,　　　　 應付員工紅利,　　　　 應付董監事酬勞,　　　　 應付設備款,　　　　 應付股利,　　　　 其他應付款－其他,　　　 其他應付款項－關係人,　　　　　 預收貨款,　　　　 遞延所得稅負債－所得稅,　　　　　 長期應付票據,　　　　 待分配股票股利,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－轉換公司債轉換溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－其他,　　　　　 累積盈虧,　　　　　 本期損益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之子公司,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益－母公司,　　　　　 備供出售金融資產未實現損益合計,　　　　 預付投資款,　　　　 專利權淨額,　　　　　 專利權,　　　　　 專利權淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人,　　　　 應收票據－關係人淨額
4526,2015年09月30日,,,,              1259698,,                106543,,                476231,,              3422994,,                  7758,,                179042,,                    138,,              5219426,,                215000,,                179579,                 16919,                196498,             11083328,,,                128935,,                 18661,,              2771638,,                309968,,                238979,                155026,,                 48372,,                 11331,,                 16756,,                 66746,                143205,              3766412,             14849740,,,,,              2263030,,                334847,,                 61097,,                111126,,              1421946,,                 67171,,                748007,                 74778,,                 66461,,,              1307870,,                458670,                458670,                 51567,              1818107,              6966570,,,              1208563,              1208563,,                 23632,,                117243,,                150857,                  3300,                              0,                154157,              1503595,              8470165,,,,              2560265,              2560265,,              1200010,,                661137,                137857,,              1084231,              1883225,,                135920,                 28999,              5750421,                629154,              6379575,             14849740,              0,      1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,2015年06月30日,,,,              1213862,,                 52572,,                457328,,              3489386,,                  5345,,                155239,,                    248,,              5206314,,                209111,,                169957,                 17210,                187167,             10976572,,,                137641,,                 19106,,              2667022,,                311886,,                152067,                170508,,                 15527,,                 12505,,                 17731,,                 69373,                115136,              3573366,             14549938,,,,,              2197290,,                304928,,                  7097,,                104049,,              1721758,,                 58586,,                983960,                 70202,,                 69272,,,              1179544,,                377951,                377951,                 42261,              1599756,              7116898,,,              1100289,              1100289,,                 22571,,                 95466,,                160602,                    500,                              0,                161102,              1379428,              8496326,,,,              2510299,              2560265,,              1200010,,                661137,                137857,,                880576,              1679570,,                 79614,                 28999,              5490460,                563152,              6053612,             14549938,              0,      1200000,                 49966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,2015年03月31日,,,,              1171492,,                 72445,,                467484,,              3524164,,                  3257,,                129138,,                     82,,              4893022,,                180546,,                204530,                 11208,                215738,             10657368,,,                182595,,                 19471,,              2530759,,                313805,,                 41359,                160497,,                 37999,,                 10750,,                 17730,,                 77712,                144191,              3392677,             14050045,,,,,              2140486,,                194999,,                  3591,,                110316,,              1723051,,                 51931,,                674667,                137453,,                 66582,,,              1336486,,                370170,                370170,                 18855,              1725511,              6828587,,,                580449,                580449,,                 23960,,                 95694,,                163185,                  3245,                    630,                167060,                867163,              7695750,,,,              2510299,              2510299,,              1200010,,                603283,                137857,,              1193601,              1934741,,                136242,                 28999,              5752293,                602002,              6354295,             14050045,              0,      1200000,,                 66582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,2014年12月31日,,,,              1282103,,                154535,,                305754,,              3583949,,                  3735,,                 64784,,                     49,,              4709418,,                214483,,                179220,                  5122,                184342,             10503152,,,                177135,,                 19879,,              2474523,,                328968,,                 40564,                146532,,                 31633,,                 13251,,                 16544,,                 45265,                106693,              3294294,             13797446,,,,,              2257278,,                204770,,                              0,,                126440,,              1797429,,                153276,,                589598,                113051,,                 68171,,,              1034015,,                179423,                179423,                 10474,              1223912,              6533925,,,                628709,                628709,,                              0,,                111743,,                163236,                    500,                              0,                163736,                904188,              7438113,,,,              2510299,              2510299,,              1200010,,                603283,                137857,,              1178436,              1919576,,                146371,                 28999,              5747257,                612076,              6359333,             13797446,              0,      1200000,                              0,                 68171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,2014年09月30日,,,,              1037056,,                164399,,                468819,,              3423712,,                  4784,,                 58526,,                 11288,,              4747942,,                229853,,                294176,                  3883,                298059,             10444438,,,                166374,,                 20000,,              2446358,,                319012,,                 24106,                134510,,                 33737,,                 15793,,                 12000,,                 45973,                107503,              3217863,             13662301,,,,,              2257277,,                344904,,                              0,,                149627,,              2086001,,                 94155,,                554759,                 88058,,                 67042,,,              1060169,,                435491,                435491,                 10543,              1506203,              7148026,,,                593705,                593705,,                              0,,                 91641,,                152454,                  6331,                 17629,                176414,                861760,              8009786,,,,              2310299,              2310299,,                869715,,                603283,                137857,,              1091549,              1832689,,                 93161,                 28999,              5076865,                575650,              5652515,             13662301,              0,      1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,2014年06月30日,,,,              1171176,,                 72422,,                397296,,              3116432,,                  2648,,                114821,,                              0,,              4325292,,                235125,,                218497,                  8524,                227021,              9662233,,,                195477,,                              0,,              2438065,,                322823,,                 24524,                130993,,                  6335,,                 16005,,                 26560,,                 44890,                 93790,              3205672,             12867905,,,,,              2013175,,                169975,,                  6461,,                151954,,              1648841,,                 67753,,                843729,                109066,,                 66315,,,                920593,,                557269,                557269,                 10925,              1488787,              6566056,,,                659385,                659385,,                              0,,                 75867,,                151586,                  4625,                  3347,                159558,                894810,              7460866,,,,              2310299,              2310299,,                869715,,                603283,                137857,,                867101,              1608241,,                 84633,                 28999,              4843889,                563150,              5407039,             12867905,              0,      1200000,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,2014年03月31日,,,,              1504499,,                 56450,,                432504,,              2716493,,                  4902,,                124763,,                              0,,              4220748,,                204559,,                 49315,                  4073,                 53388,              9318306,,,                172663,,                              0,,              2481807,,                324818,,                 25737,                135990,,                  8407,,                 23690,,                 16544,,                 36848,                 85489,              3226504,             12544810,,,,,              1963460,,                234945,,                  6392,,                134016,,              1462776,,                 42823,,                442776,                110812,,                 64206,,,                953458,,                587255,                587255,                 14266,              1554979,              6017185,,,                714423,                714423,,                              0,,                 90344,,                151875,                  6400,                  4197,                162472,                967239,              6984424,,,,              2310299,              2310299,,                869715,,                574840,                137857,,              1031182,              1743879,,                 78089,                 28999,              4972983,                587403,              5560386,             12544810,              0,      1200000,,                 64206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,2013年12月31日,,,,,,                 53208,,                412160,,              2646517,,,,                117138,,,,              4092157,,                118886,,                 90963,                 11351,                102314,              8687852,,,                170628,,                              0,,              2515070,,                326399,,                 27079,                117090,,                  8687,,                 30564,,                 16720,,                 54858,                110829,              3267095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      1200000,,,              1144872,                    600,             11954947,,,,              1716584,,                279875,,                  2257,,                128326,,              1448460,,                 42570,,                497899,                 58748,,                 63206,                 63206,,,                804646,,                580665,                580665,                 13156,              1398467,              5636392,,,                678373,                678373,,                 86944,,                152082,                  5244,                  7580,                164906,                930223,              6566615,,,,              2310299,              2310299,,                869715,,                574840,                137857,,                890438,              1603135,,                 72991,                 28999,              4827141,                561191,              5388332,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,2013年09月30日,,,,,,                106495,,                488107,,              2521723,,                  2216,,                 48466,,,,              4116054,,                152000,,                 76754,                  7620,                 84374,              8565483,,,                151125,,                              0,,              2618940,,                244530,,                 13731,                 99474,,                  7934,,                 25782,,                 22551,,                 48713,                104980,              3232780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      1160000,,,              1006742,                 39306,             11798263,,,,              1615136,,                139949,,                  6189,,                167546,,              1467769,,                 62971,,                453721,                 30415,,,                 66672,,,                723575,,,                422285,                 53606,              1199466,              5209834,,,,              1075604,,                 81065,,                148039,                    300,                  4758,                153097,              1309766,              6519600,,,,              2310299,              2310299,,                869715,,                574840,                137857,,                838202,              1550899,,                 42110,                 27968,              4745055,                533608,              5278663,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,2013年06月30日,,,,,,                107887,,                463215,,              2552623,,                  1673,,                 71965,,,,              3898648,,                174713,,,                102903,                102903,              8229403,,,                148292,,,,              2587869,,                326811,,                 13731,                 98583,,                  8169,,                 19116,,,,                 62828,                114828,              3290114,,,,,,,                170000,,,,                343077,,              1217857,,                 47434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,                855398,,             11519517,,,,              1495672,,                169967,,                  2175,,                343077,,              1217857,,                 47434,,                702378,                 42622,,                 67860,                 67860,,,                724223,,                442471,                442471,                 38800,              1205494,              5302920,,,                756004,                756004,,                 94615,,                148500,                    300,                  4300,                153100,              1003719,              6306639,,,,              2264999,              2310299,,                869715,,                574840,                137857,,                762581,              1475278,,                 51961,                              0,              4707253,                505625,              5212878,              0,,                              0,                  2458,                852940,                              0,                107887,                463252,                     37,              2654383,                101760,                  1673,                 19893,                 52072,,                    378,                    378,,                567990,              2182651,              1144814,                  3193,                              0,              3898648,                174713,                111774,                 36518,,                717795,                717795,,              1827535,                455111,              1372424,,                566803,                315222,                251581,,                119298,                 67010,                 52288,,                 51241,                 36434,                 14807,,                265732,                139763,                125969,                 53005,                182621,                152521,                  8331,                 13731,                 22442,                 19116,                  2273,                 62828,              1495672,                     33,                  2175,,                    474,                    474,                116539,                  1850,                 78912,                  7780,                    960,                245052,                251285,                  7910,                724223,                 94615,                              0,                 45300,,                636331,                223644,                859975,                  4163,                  5577,                608868,                153713,,                 15443,                 15443,,                 36518,                 36518,,,,,,,
