證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 長期預付租金,　　　　　 存入保證金,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　　　 其他非流動資產－其他,　　　　 預收股本
4942,2015年09月30日,,,,              2435840,,                119578,,              3133973,,                484904,,                188777,,                 78200,,              1293680,              7734952,,,                 76900,,                168739,,              2300852,,                 59462,                110743,,,                 78599,,                207714,                286313,              3003009,             10737961,,,,,                518724,,                249822,,                  8384,,                 92009,,              1330727,,                459139,                 33915,,                155157,                155157,              2847877,,,                259495,,                  1787,                261282,              3109159,,,,              1523046,              1523046,,              2971026,,                545011,                343684,,              1705546,              2594241,,,                527304,                527304,              7615617,                 13185,              7628802,             10737961,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942,2015年06月30日,,,,              2384194,,                186322,,              3191572,,                434273,,                122164,,,,              1482209,              7800734,,,                 50000,,                166829,,              2551978,,                 59654,                112123,,,,,                191997,                269304,              3209888,             11010622,,,,,                584808,,                249920,,                              0,,                114989,,              1304924,,                643678,                 20289,,                 48027,                 48027,              2966635,,,                256804,,                    635,                257439,              3224074,,,,              1523046,              1523046,,              2971026,,                545011,                343684,,              2051093,              2939788,,,                339311,                339311,              7773171,                 13377,              7786548,             11010622,              0,              0,              1082325,                399884,                 77307,                    635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942,2015年03月31日,,,,              2536497,,                146082,,              3558228,,                480284,,                115967,,,,              1305752,              8142810,,,                 50000,,                139709,,              2623812,,                 59848,                113142,,,,,                215818,                294391,              3280902,             11423712,,,,,                572050,,                249983,,                    446,,                 84765,,              1552942,,                484841,                 55035,,,                 39296,              3039358,,,                256276,,                    635,                256911,              3296269,,,,              1523046,              1523046,,              2971026,,                505637,                343684,,              2357550,              3206871,,,,                413160,              8114103,                 13340,              8127443,             11423712,              0,              0,                859061,                446691,                 78573,                    635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942,2014年12月31日,,,,              2397352,,                248839,,              4303930,,                423138,,                145909,,                              0,,              1185046,              8704214,,,                 50000,,                136691,,              2752360,,                 60012,                115778,,,                 80291,,                166095,                246386,              3361227,             12065441,,,,,                845781,,                249867,,                  1928,,                144233,,              1616470,,                514069,                 72440,,                 78950,                 78950,              3523738,,,                262113,,                    635,                262748,              3786486,,,,              1523046,              1523046,,              2971026,,                505637,                343684,,              2397851,              3247172,,,                524408,                524408,              8265652,                 13303,              8278955,             12065441,              0,              0,                669333,                515713,                 80291,                    635,              2397352,             12065441,,,,                845781,,                249867,,                  1928,,                144233,,              1616470,,                514069,                 72440,,                 78950,                 78950,              3523738,,,                262113,,                    635,                    635,                262748,              3786486,,,,              1523046,              1523046,,              2971026,,                505637,                343684,,              2397851,              3247172,,,                524408,                524408,                              0,              8265652,                 13303,              8278955,              0,,
4942,2014年09月30日,,,,              2341182,,                180098,,              4365574,,                471137,,                153111,,                              0,,              1019640,              8530742,,,                 50000,,                134511,,              2705737,,                 60203,                 60948,,,                 77264,,                 98385,                175649,              3187048,             11717790,,,,,                839387,,                249855,,                  1178,,                173357,,              1754268,,                478537,                 63937,,                 35755,                 35755,              3596274,,,                257618,,                    635,                258253,              3854527,,,,              1523046,              1523046,,              2971026,,                505637,                343684,,              2314801,              3164122,,,                191762,                191762,              7849956,                 13307,              7863263,             11717790,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942,2014年06月30日,,,,              2163841,,                176556,,              4180269,,                405251,,                158263,,,,                973724,              8057904,,,                 50000,,                141891,,              2722389,,                 60395,                 61750,,,,,                 64525,                140881,              3177306,             11235210,,,,,                630509,,                199845,,                  2478,,                168711,,              1601727,,                660740,                 67824,,                 29431,                 29431,              3361265,,,                255806,,                    635,                256441,              3617706,,,,              1523046,              1523046,,              2968816,,                505637,                343684,,              2201752,              3051073,,,                 61170,                 61170,              7604105,                 13399,              7617504,             11235210,              0,              0,                541096,                432628,                 76356,                    635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942,2014年03月31日,,,,              2222450,,                131344,,              4415589,,                480285,,                200520,,,,              1140718,              8590906,,,                 50000,,                148322,,              2788657,,                 60588,                 63097,,,,,                129288,                207714,              3318378,             11909284,,,,,                986287,,                199878,,                    955,,                214399,,              1622319,,                453586,                144593,,,                 31708,              3653725,,,                285826,,                    635,                286461,              3940186,,,,              1523046,              1523046,,              2968816,,                455787,                343684,,              2461371,              3260842,,,,                202877,              7955581,                 13517,              7969098,             11909284,              0,              0,                689243,                451475,                 78426,                    635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942,2013年12月31日,,,,,,                205546,,              4579998,,                453146,,                201339,,,,              1072683,              8726815,,,                              0,,                140185,,              2771079,,                 60780,                 61575,,,,,                242164,                320081,              3353700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,                627690,                444993,                 77917,,              2214103,             12080515,,,,              1045514,,                199986,,                              0,,                163445,,              1900800,,                564909,                147491,,                 35944,                 35944,              4058089,,,                305156,,                    635,                    635,                305791,              4363880,,,,              1523046,              1523046,,              2968816,,                455787,                343684,,              2303053,              3102524,,,                108616,                108616,                              0,              7703002,                 13633,              7716635,              0,                242164,
4942,2013年09月30日,,,,,,                136983,,              3999170,,                521926,,                213998,,,,                939393,              8192036,,,                              0,,                140611,,              2499334,,                 60972,                 17810,,,,,                396959,                474120,              3192847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,                575233,                364160,                 77161,,              2380566,             11384883,,,,                938408,,                149949,,                    190,,                165168,,              1799574,,                460838,                 83390,,                 18397,                 18397,              3615914,,,                329724,,                    635,                    635,                330359,              3946273,,,,              1523046,              1523046,,              2968816,,                455787,                343684,,              2133695,              2933166,,,                   -200,                   -200,                              0,              7424828,                 13782,              7438610,              0,,
4942,2013年06月30日,,,,,,                135954,,              3417340,,                443239,,                141367,,,,              1600581,              7983949,,,                              0,,                131060,,              2549957,,                 61048,                 16013,,,,,                349573,                427972,              3186050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              1280897,                319684,                 78399,,              2245468,             11169999,,,,                944435,,                 99978,,                    777,,                173573,,              1472302,,                713167,                 67362,,                 26951,                 26951,              3498545,,,                331351,,                    635,                    635,                331986,              3830531,,,,              1523046,              1523046,,              2976740,,                455787,                343684,,              1962164,              2761635,,,                 64054,                 64054,                              0,              7325475,                 13993,              7339468,              0,                349573,
