證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨－買賣業,　　　　　 存貨－買賣業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 長期應收票據及款項,　　　　　 催收款項,　　　　　 長期應收票據及款項淨額,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 特別盈餘公積,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券投資－流動淨額,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額
1725,2015年09月30日,,,,                753747,,              1493250,,                 31425,                 31425,,                156957,,                956700,,                  6976,,                  4601,,,                162332,                162332,,                 36169,,                175877,                175877,              3778034,,,                  6506,,                574736,,                110710,,                  1600,                  7033,,                  4198,                 19281,,                              0,                              0,                 23479,                724064,              4502098,,,,,                902714,,                247475,,                 29945,,                    433,,                747072,,                  1766,,                 48828,                 17115,,,                  2261,,                  8921,                  8921,                 11182,              2006530,,,                  5947,,                 20875,,                 47115,                  1554,                 48669,                 75491,              2082021,,,,              1825010,              1825010,,,                  1524,                  2026,                  3550,,                237470,,                258345,                495815,,,                 30618,,                 81138,                111756,                 16054,              2420077,                              0,              2420077,              4502098,              0,              0,      1115000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,2015年06月30日,,,,                758385,,              1651071,,                 30699,                 30699,,                206847,,                878854,,                  8326,,                  5031,,,                199058,                199058,,                 30379,,                180445,                180445,              3949095,,,                  6506,,                574306,,                110911,,                  1493,                  7009,,                  1601,                 16515,,                  2156,                  2156,                 20272,                720497,              4669592,,,,,                991031,,                217680,,                 49602,,                  1856,,                657505,,                    433,,                152827,                 18915,,,                  2032,,                  8921,                  8921,                 10953,              2100802,,,                  8177,,                 17615,,                 46745,                  1554,                 48299,                 74091,              2174893,,,,              1825010,              1825010,,,                  1524,                  2026,                  3550,,                237470,,                154299,                391769,,,                 21107,,                263347,                284454,                 10084,              2494699,                              0,              2494699,              4669592,              0,              0,        671000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,2015年03月31日,,,,                740145,,              1679007,,                 30560,                 30560,,                192112,,              1042836,,                 15176,,                  5035,,,                270800,                270800,,                 26416,,                203576,                203576,              4205663,,,                  6506,,                579646,,                111113,,                  1291,                  6877,,,                 19577,,                  2156,                  2156,                 21733,                727166,              4932829,,,,,              1007613,,                234005,,                 44524,,                     36,,                899280,,                  1392,,                 32316,                 35869,,,                  7443,,                  8921,                  8921,                 16364,              2271399,,,                 10408,,                 18904,,                 46381,                  1554,                 47935,                 77247,              2348646,,,,              1825010,              1825010,,,                  1524,                  2026,                  3550,,                220300,,                255100,                475400,,,                 24955,,                265352,                290307,                 10084,              2584183,                              0,              2584183,              4932829,              0,              0,        671000,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,2014年12月31日,,,,                700934,,              1648960,,                 31019,                 31019,,                251346,,              1101186,,                  8033,,                  5041,,,                150655,                150655,,                 28203,,                220763,                220763,              4146140,,,                  6506,,                585776,,                111315,,                  1449,                  6599,,                              0,                 19563,,                  2156,                  2156,                 21719,                733364,              4879504,,,,,              1143540,,                223337,,                 90673,,                  1117,,                714773,,                     36,,                 42487,                 27041,,,                  4603,,                  8921,                  8921,                 13524,              2256528,,,                 12638,,                 23544,,                 46019,                  1554,                 47573,                 83755,              2340283,,,,              1825010,              1825010,,,                  1524,                  2026,                  3550,,                220300,,                221174,                441474,,,                 31055,,                248216,                279271,                 10084,              2539221,                              0,              2539221,              4879504,              0,              0,        671000,                              0,                700934,                 31019,                 31019,                  5041,              4879504,,,,              1143540,,                223337,,                 90673,,                  1117,,                714773,,                     36,,                 42487,                 27041,,,                  4603,,                  8921,                  8921,                 13524,              2256528,,,                 12638,,                 23544,,                 46019,                  1554,                 47573,                 83755,              2340283,,,,              1825010,              1825010,,,                  1524,                  2026,                  3550,,                220300,                              0,,                221174,                441474,,,                 31055,,                248216,                279271,                 10084,              2539221,                              0,              2539221
1725,2014年09月30日,,,,                547006,,              1684444,,                 29192,                 29192,,                238541,,              1237463,,                 18263,,                  4601,,,                216990,                216990,,                 31075,,                211057,                211057,              4218632,,,                  6506,,                581180,,                111515,,                  1606,                  6311,,                              0,                 19543,,                  2156,                  2156,                 21699,                728817,              4947449,,,,,              1066032,,                244596,,                 64352,,                  3630,,                890603,,                              0,,                 39136,                 20674,,,                 22884,,                  8921,                  8921,                 31805,              2360828,,,                 14868,,                 18316,,                 45806,                  1554,                 47360,                 80544,              2441372,,,,              1825010,              1825010,,,                  1524,                  2026,                  3550,,                220300,,                185819,                406119,,,                 12858,,                268624,                281482,                 10084,              2506077,                              0,              2506077,              4947449,              0,              0,        671000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,2014年06月30日,,,,                705663,,              1706549,,                 28658,                 28658,,                251318,,              1060096,,                  9920,,                  4601,,,                206810,                206810,,                 25883,,                206382,                206382,              4205880,,,                  9574,,                581868,,                111701,,                  1764,                  7412,,                              0,                 19545,,                  2156,                  2156,                 21701,                734020,              4939900,,,,,              1213727,,                216475,,                 56547,,                  2497,,                822035,,                  1907,,                 96367,                 13626,,,                 31896,,                  8921,                  8921,                 40817,              2463998,,,                 17098,,                 14904,,                 45423,                  1554,                 46977,                 78979,              2542977,,,,              1825010,              1825010,,,                  1524,                  2026,                  3550,,                220300,,                100503,                320803,,,                  5641,,                252003,                257644,                 10084,              2396923,                              0,              2396923,              4939900,              0,              0,        671000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,2014年03月31日,,,,                683214,,              1575533,,                 28796,                 28796,,                203438,,              1044024,,                  8386,,                  6962,,,                188062,                188062,,                 20922,,                212990,                212990,              3972327,,,                  9574,,                586298,,                111914,,                  1921,                  7032,,,                 19911,,                  2156,                  2156,                 22067,                738806,              4711133,,,,,              1130506,,                193685,,                 69270,,                  2012,,                854698,,                              0,,                 30726,                  8344,,,                  1461,,                  8921,                  8921,                 10382,              2299623,,,                 19329,,                 16102,,                 45033,                  1554,                 46587,                 82018,              2381641,,,,              1825010,              1825010,,,                  1524,                  2026,                  3550,,                212570,,                108716,                364643,,,                 13423,,                132950,                146373,                 10084,              2329492,                              0,              2329492,              4711133,              0,              0,        671000,                 43357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,2013年12月31日,,,,,,              1601891,,,,,                312886,,              1091569,,                 10547,,,,,                252391,                252391,,                 28878,,                218031,                218031,              4160452,,,                  9574,,                579013,,                112127,,                  2078,                  6685,,,                 20406,,                  2156,                  2156,                 22562,                732039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,        671000,,                609666,                 28422,                 28422,                  6171,              4892491,,,,              1344801,,                117900,,                 85110,,                  1952,,                868518,,                  1054,,                 40850,                  3485,,,                  3252,,                  8921,                  8921,                 12173,              2475843,,,                 21559,,                 14773,,                 44624,                  1554,                 46178,                 82510,              2558353,,,,              1825010,              1825010,,,                  1524,                  2026,                  3550,,                212570,                 43357,,                 77302,                333229,,,                  8360,,                174073,                182433,                 10084,              2334138,                              0,              2334138
1725,2013年09月30日,,,,,,              1591004,,,,,                204490,,              1145474,,                 15145,,,,,                243253,                243253,,                 22283,,                221401,                221401,              3952226,,,                 13649,,                577461,,                112332,,                  2236,                 23396,,,                 20981,,                  2156,                  2156,                 23137,                752211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,        671000,,                478870,                 27530,                 27530,                  2776,              4704437,,,,              1271286,,                183492,,                 39067,,                  1555,,                828293,,                    454,,                 40469,                 16419,,,                  9197,,                  8921,                  8921,                 18118,              2399153,,,                 23789,,                 12356,,                 42326,                  1554,                 43880,                 80025,              2479178,,,,              1825010,              1825010,,,                  1524,                  2026,                  3550,,                212570,                 43357,,                 45504,                301431,,,                  2213,,                103139,                105352,                 10084,              2225259,                              0,              2225259
1725,2013年06月30日,,,,,,              1511494,,,,,                268693,,              1184181,,                 16245,,,,,                341445,                341445,,                 20847,,                205039,                205039,              4015967,,,                 33424,,                488381,,                112536,,                  2329,                 21319,,                 71962,                 21024,,                  2156,                  2156,                 95142,                753131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,        671000,,                437455,                 27792,                 27792,                  2776,              4769098,,,,              1353652,,                171020,,                170867,,                  2866,,                832475,,                              0,,                 37522,                 10938,,,                  1139,,                  8921,                  8921,                 10060,              2589400,,,                 26019,,                 12418,,                 41983,                  1554,                 43537,                 81974,              2671374,,,,              1825010,              1825010,,,                  1524,                  2026,                  3550,,                212570,                 43357,,                 -1590,                254337,,,                  5459,,                 19452,                 24911,                 10084,              2097724,                              0,              2097724
