證券代號,年季,　 資產,　　 現金及約當現金,　　 存放央行及拆借金融同業,　　 透過損益按公允價值衡量之金融資產,　　 備供出售金融資產－淨額,　　 附賣回票券及債券投資,　　 應收款項－淨額,　　　 應收款項－淨額,　　 當期所得稅資產,　　　 本期所得稅資產合計,　　 持有至到期日金融資產－淨額,　　 採用權益法之投資－淨額,　　 其他金融資產－淨額,　　　 其他金融資產－淨額,　　 不動產及設備－淨額,　　 無形資產－淨額,　　 遞延所得稅資產,　　 其他資產－淨額,　　　 其他資產－淨額,　　 資產總計,　 負債及權益 ,　　 負債,　　　 央行及同業融資,　　　 透過損益按公允價值衡量之金融負債,　　　 附買回票券及債券負債,　　　 應付商業本票－淨額,　　　 應付款項,　　　　 應付款項合計,　　　 本期所得稅負債,　　　 負債準備,　　　　 員工福利負債準備,　　　　 保證責任準備,　　　　 其他準備,　　　　　 其他準備合計,　　　　 負債準備合計,　　　 其他金融負債,　　　　 其他金融負債合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他負債,　　　　 其他負債合計,　　　 負債總計,　　 權益 ,　　　 歸屬於母公司業主之權益 ,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 備供出售金融資產未實現評價損益,　　　　　 其他權益合計,　　　　 庫藏股,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總計,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（股東權益項下）之約當發行股數（單位：股）,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 待分配股票股利,　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 央行及同業融資,　　 透過損益按公允價值衡量之金融負債,　　 附買回票券及債券負債,　　 應付商業本票－淨額,　　 應付款項,　　　 應付款項合計,　　 當期所得稅負債,　　 負債準備,　　　 員工福利負債準備,　　　 保證責任準備,　　　 其他準備,　　　　 其他準備合計,　　　 負債準備合計,　　 其他金融負債,　　　 其他金融負債合計,　　 遞延所得稅負債,　　　 遞延所得稅負債合計,　　 其他負債,　　　 其他負債合計,　　 負債總額,　 權益 ,　　 歸屬於母公司業主之權益 ,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　 備供出售金融資產未實現評價利益（損失）,　　　　 其他權益合計,　　　 庫藏股,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 待分配股票股利,　　 投資性不動產－淨額
2889,2015年09月30日,,              2164260,                     19,             98875233,             96602864,                250000,,             15062965,,                834750,                692519,              1545667,,              4854189,              1928278,                454966,                 63643,,              1035047,            224364400,,,             24652632,                278173,            146822214,              7707873,,              7728559,                145755,,                133747,              1201144,,                 80822,              1415713,,              1490927,,                 24164,,                249147,            190515157,,,,             27664862,             27664862,                  7544,,              1035664,                234587,              1218014,              2488265,,                 93612,                281551,                375163,                690136,             29845698,              4003545,             33849243,            224364400,              0,              0,     75700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,2015年06月30日,,              2795842,              1310057,            109469290,             87194414,                207005,,             18579052,,                761168,                394913,              1566114,,              4710432,              1937221,                456753,                 58666,,              1004048,            230444975,,,             21077947,                387261,            154123135,             10705500,,              7129534,                 56399,,                135606,              1248366,,                 80085,              1464057,,              1489783,,                 20051,,                313821,            196767488,,,,             26873652,             27664862,                  7544,,              1035664,                234587,                893226,              2163477,,                 24510,                243865,                268375,                485234,             29619024,              4058463,             33677487,            230444975,              0,              0,     50000000,                791210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,2015年03月31日,,              2484770,                     96,            109808035,             85663797,                359943,,             19933178,,                837663,                196631,              1540321,,              4643115,              1936062,                459176,                 58497,,              1611011,            229532295,,,             23850202,                393618,            149625527,             11741908,,              6407640,                150083,,                136383,              1214656,,                 79338,              1430377,,              1417722,,                 20051,,                263879,            195301007,,,,             26873652,             26873652,                  7544,,                862384,                234587,              2220325,              3317296,,                 46407,                386119,                432526,                485234,             30145784,              4085504,             34231288,            229532295,              0,              0,     50000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,2014年12月31日,,              2501497,                     20,            110876763,             79904562,                379913,,             18234771,,                762729,                              0,              1511790,,              4492762,              1938474,                463330,                 59398,,              1117993,            222244002,,,             13803765,                261416,            155083329,             10139173,,              6064201,                257066,,                136655,              1204656,,                 78588,              1419899,,              1253045,,                 20051,,                293839,            188595784,,,,             26873652,             26873652,                  7544,,                862384,                234587,              1754302,              2851273,,                 61633,                272590,                334223,                485234,             29581458,              4066760,             33648218,            222244002,              0,              0,     50000000,                              0,                762729,            222244002,,             13803765,                261416,            155083329,             10139173,,              6064201,                257066,,                136655,              1204656,,                 78588,              1419899,,              1253045,,                 20051,,                293839,            188595784,,,,             26873652,             26873652,                  7544,,                862384,                234587,              1754302,              2851273,,                 61633,                272590,                334223,                485234,             29581458,              4066760,             33648218,,
2889,2014年09月30日,,              2305961,                     48,            116042993,             78447703,                579979,,             19323224,,                751500,                              0,              1488253,,              4239711,              1936726,                540258,                 39146,,              1895141,            227590643,,,             14822434,                290922,            157544041,              9945088,,              8360280,                272641,,                129600,              1224656,,                 77970,              1432226,,              1274174,,                 20051,,                423867,            194385724,,,,             26873652,             26873652,                  7544,,                862384,                234587,              1481391,              2578362,,                 19437,                 96012,                115449,                485234,             29089773,              4115146,             33204919,            227590643,              0,              0,     50000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,2014年06月30日,,              2429174,                     85,            115964194,             81045172,                818601,,             20578431,,                868116,                              0,              1477687,,              4249506,              1942441,                540327,                 39353,,              1110200,            231063287,,,             15578706,                240601,            160763622,              8890580,,              9452126,                137207,,                130144,              1184511,,                 77211,              1391866,,              1328701,,                 20312,,                248111,            198051832,,,,             26280696,             26873652,                  7544,,                862384,                234587,              1112111,              2209082,,                 -6693,                283823,                277130,                485234,             28882174,              4129281,             33011455,            231063287,              0,              0,     50000000,                592956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,2014年03月31日,,              1841951,                200004,            100406693,             77043547,                249967,,             19019429,,                736354,                              0,              1513349,,              4215625,              1963501,                567103,                 54907,,              1095665,            208908095,,,             22330722,                287863,            136592009,              5724639,,              7877210,                153562,,                130706,              1071911,,                 76448,              1279065,,              1395581,,                 37921,,                214393,            175892965,,,,             26280696,             26280696,                  7544,,                727450,                234587,              1881148,              2843185,,                  8117,                244668,                252785,                485234,             28898976,              4116154,             33015130,            208908095,              0,              0,     50000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,2013年12月31日,,              1722845,              1430095,            114875387,             71719506,                259760,,             18741587,,,,              1486552,,              4146544,              1977964,                569974,                 55224,,              1355902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     50000000,,                650383,            218991723,,             15541346,                375055,            154234922,              4592818,,              8820872,                 73083,,                131236,              1165511,,                130654,              1427401,,              1362844,,                 37894,,                227269,            186693504,,,,             26280696,             26280696,                  7544,,                727450,                234587,              1349345,              2311382,,                 10306,                201545,                211851,                485234,             28326239,              3971980,             32298219,                              0,                              0
2889,2013年09月30日,,              1584822,                200048,            121318777,             67396539,              1508504,,             16507267,,,,              1378181,,              4248298,              1979837,                564454,                 30532,,              2153901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     50000000,,                682403,            219553563,,             15843119,                739731,            155417185,              4646517,,              7978094,                155736,,                131730,              1165511,,                126272,              1423513,,              1362911,,                 18643,,                321991,            187907440,,,,             26280696,             26280696,                  7544,,                727450,                234587,                861351,              1823388,,                 -1211,                113453,                112242,                485234,             27738636,              3907487,             31646123,,
2889,2013年06月30日,,              1794701,                510015,            109141062,             71368794,                669753,,             16538171,,,,              1423054,,              4325982,              1988411,                568038,                 30786,,              1634321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     50000000,,                641674,            210634762,,             14268828,                314403,            149980898,              4051335,,              7430458,                 96294,,                132284,              1174211,,                178912,              1485407,,              1309818,,                 18643,,                132499,            179088583,,,,             25529802,             26280696,                  7544,,                727450,                234587,                540799,              1502836,,                 14035,                333966,                348001,                485234,             27653843,              3892336,             31546179,                750894,
