證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 應付員工紅利,　　　　　 應付設備款,　　　　　 應付股利,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 應付租賃款－流動,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 長期應付款,　　　　　　 應付租賃款－非流動,　　　　　　 長期應付票據及款項合計,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 共同控制下前手權益,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　　　 特別股股本,　　　　　 債券換股權利證書,　　　　　 預收股本,　　　　　 待分配股票股利,　　　　　 特別股轉換普通股權利證書,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 應付員工紅利,　　　　 應付設備款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 應付租賃款－流動,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 長期應付票據,　　　　　 長期應付款,　　　　　 應付租賃款－非流動,　　　　　 長期應付票據及款項合計,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 共同控制下前手權益,　　 非控制權益,　　 權益總額,　　　　 應付股利,　　　　 特別股股本,　　　　 債券換股權利證書,　　　　 預收股本,　　　　 待分配股票股利,　　　　 特別股轉換普通股權利證書
6239,2015年09月30日,,,,             18233091,,                     38,,                200881,,              4903545,,              3972773,,                173180,,                 42084,,,              2549304,              2549304,,                 76710,,                277328,             30428934,,,                360078,,                401705,,                  8846,,                569147,,                848508,,             35723948,,              1248524,                 32276,,                142425,             39335457,             69764391,,,,,              1855299,,                              0,,                  8001,,              2880379,,                              0,,                717390,              1463145,                              0,              2180535,                  7502,                503220,,                 35009,,,                202125,                202125,                  8864,              3806355,              4017344,             11487289,,,             16098194,,                  6035,,,              1739220,                  8060,              1747280,                173025,                 24568,              1944873,             18049102,             29536391,,,,              7791466,              7791466,,              1452251,,              4952489,                              0,,             18291753,             23244242,,                141121,                292644,             32336436,              7891564,             40228000,             69764391,              0,      6348000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,2015年06月30日,,,,             19361628,,                167043,,                              0,,              4746035,,              3825773,,                112414,,                  7473,,,              2519386,              2519386,,                 94802,,                253398,             31087952,,,                449991,,                603009,,                  8846,,                536901,,                819296,,             36096562,,              1276356,                101051,,                124038,             40016050,             71104002,,,,,              2327623,,                              0,,                  1799,,              2817646,,                              0,,                928506,              1511883,              3227784,              5668173,                 11673,                317376,,                 23824,,,                              0,                              0,                  8887,              3511315,              3520202,             14688316,,,             15540411,,                    281,,,              1825363,                  9426,              1834789,                176823,                 24568,              2036180,             17576872,             32265188,,,,              7791466,              7791466,,              1445878,,              4952489,,,             17195882,             22148371,,                113207,                292644,             31206278,              7632536,             38838814,             71104002,              0,      6348000,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,2015年03月31日,,,,             17418377,,                144767,,                200077,,              4004484,,              3134907,,                279589,,                 18572,,,              2565389,              2565389,,                 73121,,                257512,             28096795,,,                378879,,                603428,,                  8846,,                540738,,                832984,,             36753073,,              1304250,                 33353,,                125909,             40581460,             68678255,,,,,              1379900,,                              0,,                    145,,              2684604,,                              0,,                772047,              1385825,,              2157872,                 10655,                429112,,                 24414,,,,                              0,                  9341,              3048843,              3058184,              9744886,,,             16017447,,                    369,,,              2041065,                 11645,              2052710,                180669,                 24568,              2257947,             18275763,             28020649,,,,              7791466,              7791466,,              1439085,,              4628537,                              0,,             18911592,             23540129,,                 64448,                459526,             32375602,              8282004,             40657606,             68678255,              0,      9968000,,,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,2014年12月31日,,,,             17560164,,                128589,,                200409,,              4201911,,              3409336,,                131343,,                    988,,,              2582102,              2582102,,                103580,,                274005,             28592427,,,                378464,,                402862,,                  8846,,                 69000,,                799069,,             37660879,,              1330726,                 27525,,                183351,             40860722,             69453149,,,,,              1139241,,                              0,,                  8841,,              2949274,,                    341,,                629008,              1988003,                              0,              2617011,                 57687,                301918,,                 24599,,,                              0,                              0,                  9517,              3523587,              3533104,             10632016,,,             16685150,,                  5133,,,              2368439,                 13536,              2381975,                184341,                 22568,              2588884,             19279167,             29911183,,,,              7791466,              7791466,,              1423925,,              4628537,                              0,,             18140233,             22768770,,                 76662,                542921,             31517902,              8024064,             39541966,             69453149,              0,     11777000,,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,              0,             17560164,                 69000,             69453149,,,,              1139241,,                              0,,                  8841,,              2949274,,                    341,,                629008,              1988003,              2617011,                 57687,                301918,,                 24599,,,                              0,                              0,                  9517,              3523587,              3533104,             10632016,,,             16685150,,                  5133,,,                              0,              2368439,                 13536,              2381975,                184341,                 22568,              2588884,             19279167,             29911183,,,,              7791466,              7791466,,              1423925,,              4628537,                              0,,             18140233,             22768770,,                 76662,                542921,             31517902,                              0,              8024064,             39541966,,,,,,
6239,2014年09月30日,,,,             16953531,,                181225,,                200748,,              4900597,,              3501785,,                168782,,                 11055,,,              2595804,              2595804,,                 87436,,                446820,             29047783,,,                380222,,                403212,,                  8846,,                 69000,,                763382,,             38312024,,              1358288,                 43433,,                181588,             41519995,             70567778,,,,,              1248263,,                              0,,                 13501,,              3053204,,                    545,,                758234,              3048483,                649563,              4456280,                 15116,                232299,,                 15481,,,                294666,                294666,                              0,              3891322,              4185988,             13220677,,,             16631635,,                 17344,,,              2200821,                              0,              2200821,                171538,                 22568,              2394927,             19043906,             32264583,,,,              7791466,              7791466,,              1416001,,              4628537,                              0,,             17368189,             21996726,,                 33633,                691501,             30546325,              7756870,             38303195,             70567778,              0,     15000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,2014年06月30日,,,,             18807805,,                150203,,                201088,,              4904352,,              3618573,,                211724,,                    121,,,              2562737,              2562737,,                 98979,,                254285,             32391198,,,                443762,,                201985,,                  8846,,                 69000,,                727967,,             36123963,,              1355497,                 53013,,                175424,             39159457,             71550655,,,,,                296633,,                              0,,                      2,,              3218566,,                     12,,                570115,              2568195,              2177856,              5316166,                 13937,                155252,,                 14925,,,                474750,                474750,                              0,              5333337,              5808087,             14823580,,,             16862303,,                  7427,,,              2617563,                              0,              2617563,                175057,                 22568,              2815188,             19684918,             34508498,,,,              7791466,              7791466,,              1408076,,              4628537,,,             16409781,             21038318,,                 60044,                691501,             29606403,              7435754,             37042157,             71550655,              0,     15000000,,              1581331,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,2014年03月31日,,,,             19199783,,                117641,,                200078,,              4126108,,              3685095,,                276165,,                 17812,,,              2412148,              2412148,,                100003,,                204835,             30339668,,,                445006,,                403627,,                  8846,,                 75224,,              2278140,,             35334671,,              1375246,                 60817,,                263908,             40245485,             70585153,,,,,                915300,,                              0,,                  2891,,              2620384,,                              0,,                395622,              1945387,,              2341009,                 11528,                294553,,                 16289,,,,              1791505,                              0,              4842839,              6634344,             12836298,,,             16663308,,                  3862,,,              2860313,                              0,              2860313,                178564,                 26910,              3065787,             19732957,             32569255,,,,              7791466,              7791466,,              2928532,,              4628537,                162741,,             15348524,             20139802,,                 88223,                691501,             30256522,              7759376,             38015898,             70585153,              0,     15000000,,,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,2013年12月31日,,,,,,                105982,,                200414,,              4556102,,              3140683,,                131480,,                 47823,,,              2457933,              2457933,,                 87371,,                181705,             31484275,,,                363833,,                201753,,                  8846,,,,              2206230,,             35873672,,              1401549,                 57687,,                270954,             40459748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     15000000,,,,,,,,,,,              0,             20574782,                 75224,             71944023,,,,              1074214,,                              0,,                 24153,,              3129051,,                127138,,                261703,              2290596,              2552299,                 14589,                215095,,                 16289,,,                288417,                288417,                              0,              6382674,              6671091,             13823919,,,             17791396,,                 13054,,,                              0,              3040800,                              0,              3040800,                186632,                 26946,              3254378,             21058828,             34882747,,,,              7791466,              7791466,,              2914524,,              4628537,                162741,,             14751086,             19542364,,                 14599,                691501,             29571452,                              0,              7489824,             37061276,,,,,,
6239,2013年09月30日,,,,,,                262421,,                200757,,              3686803,,              3249527,,                318884,,                 54419,,,              2501343,              2501343,,                 98788,,                275830,             31903676,,,                285007,,                202090,,                  8846,,,,              2202511,,             36083004,,              1428066,                101037,,                362834,             40748619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     15000000,,,,,,,,,,,              0,             21254904,                 75224,             72652295,,,,                851395,,                              0,,                  1060,,              3431819,,                              0,,                521015,              3592661,              4609772,                 14129,                120754,,                 12004,,,                              0,                              0,,              3317839,              3317839,             12358772,,,             17925167,,                    534,,,,,,                              0,                172159,                 22254,                194413,             18120114,             30478886,,,,              7791466,              7791466,,              2900766,,              4628537,                162741,,             20505300,             25296578,,                -45602,                691501,             35251707,,              6921702,             42173409,                496096,,,,,
6239,2013年06月30日,,,,,,                223339,,                201100,,              3521648,,              3228608,,                 82044,,                 62215,,,              2071562,              2071562,,                 79249,,                179420,             32198886,,,                521479,,                202427,,                  8846,,,,              2150024,,             34710364,,              1524325,                128131,,                524845,             39848665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     15000000,,                              0,,,                              0,,,,,,              0,             22549701,                 78224,             72047551,,,,              1204800,,                              0,,                  9730,,              2938202,,                              0,,                776753,              2179600,              5248793,                 24716,                144339,,                 12932,,,                250000,                250000,,              3816747,              4066747,             13650259,,,             16404438,,                    856,,,,,,                              0,                175709,                 22254,                197963,             16603257,             30253516,,,,              7791466,              7791466,,              2885990,,              4628537,                162741,,             20115727,             24907005,,                193823,                691501,             35086783,                              0,              6707252,             41794035,              2292440,                              0,                              0,                              0,                              0,                              0
