證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　 避險之衍生金融資產－流動,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 附買回債券負債,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 避險之衍生金融負債－流動,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期遞延收入,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 應付股利,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 避險之衍生金融負債－流動,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期遞延收入,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 應付短期票券,　　　　 附買回債券負債,　　　　 應付短期票券合計,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 應付股利,　　　　 其他應付款－其他,　　　　 其他權益－其他,　　　　　 其他權益－其他合計
2412,2015年09月30日,,,,             20608465,,                 25753,,                              0,,              1527889,                 15144,,             27822125,,                 64008,,              6556374,,              5407575,,              3968633,              2879802,              6848435,             68875768,,,              3049696,,              3095298,,              2294126,,              3131241,,            292962916,,              7800131,,             40916783,              1964118,,              3472804,,              6234116,              9706920,            364921229,            433796997,,,,,                112856,,                              0,                              0,,                              0,                              0,,             14052074,,                351708,,             20920618,             20920618,              2816573,,                149673,,,              9768370,,                 61268,                 61268,              1489466,             11319104,             49722606,,,              1830795,,                 51028,,                108893,,              3589650,              6769952,              4634266,              2736990,             17730858,             19721574,             69444180,,,,             77574465,             77574465,,            168095570,,             77574465,              2675419,,             33313435,            113563319,,                179652,            359413006,              4939811,            364352817,            433796997,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,2015年06月30日,,,,             34284519,,                  1216,,                              0,,              2903450,                              0,,             27551809,,                 21638,,              6712831,,              5791572,,             14879526,              2493865,             17373391,             94640426,,,              3554836,,              3799162,,              2386928,,              2862920,,            295149385,,              7665842,,             41411701,              1907745,,              3484321,,              5252019,              8736340,            367474859,            462115285,,,,,                860000,,,,,                  2218,                              0,,             15318154,,                431842,,             20181807,             57855070,              4419564,,                253430,,,              9616451,,                  2564,                  2564,              1488911,             11107926,             90248204,,,              1797436,,                 49175,,                108050,,              3571946,              6671082,              4654717,              1981341,             16879086,             18833747,            109081951,,,,             77574465,             77574465,,            168064890,,             77574465,              2675419,,             21574425,            101824309,,                478092,            347941756,              5091578,            353033334,            462115285,              0,              0,             37673263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,2015年03月31日,,,,             30801465,,                    193,,                              0,,              2754230,,,             27605775,,                 60557,,              6877302,,              5809257,,              2892554,              2916670,              5809224,             79718003,,,              4316492,,              4025794,,              2364992,,              3255261,,            298417054,,              7670322,,             42128997,              1874077,,              3523081,,              5401901,              8924982,            372977971,            452695974,,,,,                560000,,,,,                    481,                              0,,             14875274,,                255651,,,             21179943,              5447125,,                211347,,,              9544169,,                              0,                              0,              1485615,             11029784,             53559605,,,              1850000,,                 86158,,                123815,,              3717185,              6569832,              4639437,              1589141,             16515595,             18575568,             72135173,,,,             77574465,             77574465,,            168073694,,             76893722,              2819899,,             48650142,            128363763,,              1288383,            375300305,              5260496,            380560801,            452695974,              0,              0,,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,2014年12月31日,,,,             23559603,,                  1163,,                              0,,              3456747,                              0,,             26227999,,                 81008,,              7096509,,              2444458,,              3325354,              3219399,              6544753,             69412240,,,              3914212,,              4027522,,              2366530,,              2953625,,            302650343,,              7620854,,             42824626,              1828586,,              3504338,,              5601736,              9106074,            377292372,            446704612,,,,,                564400,,                              0,                              0,,                     21,                    283,,             18518977,,                407965,,             24334992,             24334992,              3361907,,                179374,,,              9912864,,                              0,                              0,              1618957,             11531821,             58899740,,,              1900000,,                 92660,,                132406,,              3398087,              6469890,              4757547,              1514947,             16140471,             18265537,             77165277,,,,             77574465,             77574465,,            168047935,,             76893722,              2819899,,             38231982,            117945603,,                886147,            364454150,              5085185,            369539335,            446704612,              0,              0,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,2014年09月30日,,,,              8099025,,                  4010,,                              0,,              4267427,                              0,,             25688614,,                 62999,,              8585502,,              5741146,,              5548997,              3911817,              9460814,             61909537,,,              2778180,,              4634502,,              2425408,,              2799179,,            298193968,,              8005604,,             43242716,              1795603,,              3549705,,              5050455,              8600160,            372475320,            434384857,,,,,              1015000,,              4000000,              4000000,,                    180,                  1014,,             15713709,,                371406,,             21546192,             21546192,              2082300,,                117211,,,              9937220,,              1650000,              1650000,              1609932,             13197152,             58044164,,,                348000,,                122129,,                127486,,              3457817,              5789015,              4754948,              1379037,             15380817,             15978432,             74022596,,,,             77574465,             77574465,,            168047982,,             76893722,              2819899,,             30572955,            110286576,,               -373283,            355535740,              4826521,            360362261,            434384857,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,2014年06月30日,,,,             28141343,,                              0,,                              0,,              4467343,                     24,,             23610397,,                 69680,,              8193599,,              5594815,,              5183291,              5266805,             10450096,             80527297,,,              2802406,,              5715227,,              2412507,,              2506021,,            298533250,,              8009747,,             43763380,              1781380,,              3409603,,              5212094,              8621697,            374145615,            454672912,,,,,              1085000,,,,,                    456,                    287,,             12386753,,                639736,,             38862229,             57387787,              4448390,,                118904,,,              9060245,,                300000,                300000,              1606491,             10966736,             87034049,,,              1748000,,                120935,,                110501,,              3566075,              5679496,              4774790,              1329481,             15349842,             17329278,            104363327,,,,             77574465,             77574465,,            168040721,,             76893722,              2819899,,             20842862,            100556483,,               -412430,            345759239,              4550346,            350309585,            454672912,              0,              0,             18525558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,2014年03月31日,,,,             18985956,,                     58,,                              0,,              4312712,,,             22987820,,                 62019,,              8943748,,              5351072,,              4621528,              4011866,              8633394,             69276779,,,              2782364,,              6796169,,              2449370,,              2770152,,            299083643,,              8013889,,             44133669,              1716547,,              3590050,,              5058850,              8648900,            376394703,            445671482,,,,,                304357,,,,,                    771,                              0,,             12354805,,                502784,,,             22331388,              6267318,,                143358,,,              9394148,,                300000,                300000,              1602177,             11296325,             53201106,,,              1400000,,                118987,,                100907,,              3615031,              5581580,              4755169,              1352445,             15304225,             16924119,             70125225,,,,             77574465,             77574465,,            184619473,,             74819380,              2675894,,             31004629,            108499903,,               -371749,            370322092,              5224165,            375546257,            445671482,              0,              0,,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,2014年01月01日,,,,             14585105,,                    337,,                 24267,,              4264104,                              0,,             22900902,,                 69304,,              7848087,,              2224130,,              4636305,              3960798,              8597103,             60513339,,,              3046182,,              7501743,,              2423646,,              2562293,,            302714116,,              8018031,,             44398888,              1509305,,              3608487,,              4882974,              8491461,            380665665,            441179004,,,,,                254357,,                              0,                              0,,                    246,                              0,,             15589108,,                556809,,             26791769,             26791769,              4144076,,                129341,,,              9463535,,                300000,                300000,              1598017,             11361552,             58827258,,,              1400000,,                123464,,                101379,,              3700949,              5483205,              4834580,              1334220,             15352954,             16977797,             75805055,,,,             77574465,             77574465,,            184620065,,             74819380,              2675894,,             20770064,             98265338,,               -144005,            360315863,              5058086,            365373949,            441179004,              0,              0,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,2013年12月31日,,,,,,                    337,,                 24267,,              4264104,,,             22900902,,                 69304,,              7848087,,              2224130,,              4636305,              3960798,              8597103,             60513339,,,              3046182,,              7501743,,              2423646,,              2562293,,            302714116,,              8018031,,             44398888,              1515408,,              3608487,,              4882974,              8491461,            380671768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,              0,             14585105,            441185107,,,,                254357,,                    246,                              0,,             15589108,,                556809,,             26791769,              4144076,,                129341,,,              9463535,,                300000,                300000,              1598017,             11361552,             58827258,,,              1400000,,                123464,,                101379,,              3700949,              5519103,              4834580,              1334220,             15388852,             17013695,             75840953,,,,             77574465,             77574465,,            184620065,,             74819380,              2675894,,             20744024,             98239298,,               -144005,            360289823,              5054331,            365344154,,                              0,                              0,,,,,,               -144005
2412,2013年09月30日,,,,,,                    363,,                 16880,,              4689694,,,             24344606,,                 48365,,              8087099,,              5071640,,              4775749,              3987212,              8762961,             85771521,,,              3042355,,              8923153,,              2454954,,              2367447,,            296810800,,              7776464,,              5361802,              1385251,,              3555222,,              5505429,              9060651,            337182877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,              0,             34749913,            422954398,,,,              1075222,,                    671,                              0,,             12376159,,                466268,,             22664934,              2194950,,                114242,,,              9748057,,                              0,                              0,              1577680,             11325737,             50218183,,,              1700000,,                135301,,                 99069,,              3767384,              4830259,              4831012,              1315382,             14744037,             16678407,             66896590,,,,             77574465,             77574465,,            184579878,,             74819380,              2675894,,             12025094,             89520368,,               -245168,            351429543,              4628265,            356057808,,                              0,                              0,,,,,,
