證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－買賣業,　　　　　 存貨－買賣業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付投資款,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 長期預付租金,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付帳款,　　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付費用,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 員工福利負債準備－流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期應付票據及款項－非關係人,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 銀行長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 長期應付款,　　　　　　 長期應付票據及款項合計,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　　 與待出售非流動資產直接相關之負債,　　　　 現金及約當現金合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付費用,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 員工福利負債準備－流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期應付票據及款項－非關係人,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 銀行長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 長期應付款,　　　　　 長期應付票據及款項合計,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 資本公積－其他,　　 共同控制下前手權益,　　　 與待出售非流動資產直接相關之負債,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 特別盈餘公積,　　　　 其他權益－其他,　　　　　 其他權益－其他,　　　　　 其他權益－其他合計
5907,2015年09月30日,,,,              4091370,,                450694,,                 89373,,                743264,,,                235376,                235376,,                410903,,              3205697,              3205697,              9226677,,,                              0,,                296280,,                601205,,              6300596,,              2075192,                479056,,              1035009,,                305262,              4261323,              5601594,             15353923,             24580600,,,,,              3100028,,                279437,,              3111670,              3111670,,                330923,                385046,                715969,                 54846,,                 12916,                 12916,,,                194524,,              1893835,                 74933,              1968768,              2163292,              9438158,,,              1966898,              1966898,,                134176,,,              1884740,              1884740,                511815,              2396555,              4497629,             13935787,,,,              2020000,              2020000,,,              5207809,              5207809,,                433323,,              2569288,              3002611,,                706376,                304580,             10632216,                 12597,             10644813,             24580600,              0,              0,      4531000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5907,2015年06月30日,,,,              5377682,,                385114,,                 63950,,                670972,,,                192960,                192960,,                399802,,              2558014,              2558014,              9648494,,,                              0,,                277650,,              1593910,,              6047962,,              2007117,                467559,,,,              1056086,              4239915,              5296001,             15690199,             25338693,,,,,              2556842,,                166376,,              3859631,              3859631,,                347060,              1004319,              1351379,                 59507,,                 12594,                 12594,,,                187968,,              1845812,                 67606,              1913418,              2101386,             10107715,,,              1867130,              1867130,,                125739,,,              1858441,              1858441,                481845,              2340286,              4333155,             14440870,,,,              2020000,              2020000,,,              5207809,              5207809,,                433323,,              3059477,              3492800,,                469027,                304580,             10885056,                 12767,             10897823,             25338693,              0,              0,      4531000,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5907,2015年03月31日,,,,              5120582,,                344279,,                 74409,,                546028,,,                222223,                222223,,                399913,,              2542410,              2542410,              9249844,,,                              0,,                281700,,              2018392,,              6163368,,              2030354,                499970,,                382192,,              1066519,              4309984,              5758695,             16752479,             26002323,,,,,              2086210,,                177924,,              4487539,              4487539,,                355077,                513865,                868942,                 99779,,                 12718,                 12718,,,                219185,,              1832077,                 63030,              1895107,              2114292,              9847404,,,              2286062,              2286062,,                127573,,,              1896525,              1896525,                466158,              2362683,              4776318,             14623722,,,,              2020000,              2020000,,,              5207809,              5207809,,                326059,,              3538286,              3864345,,                578024,                304580,             11365598,                 13003,             11378601,             26002323,              0,              0,      4531000,,,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5907,2014年12月31日,,,,              6225312,,                318245,,                128222,,                465553,,,                227245,                227245,,                439055,,              2651155,              2651155,             10454787,,,                              0,,                284760,,              2029761,,              6333092,,              2059831,                542688,,                              0,,                323432,              4401989,              4725421,             15975553,             26430340,,,,,              1626296,,                266554,,              5279995,              5279995,,                352561,                704989,              1057550,                 84976,,                 12905,                 12905,,,                238585,,              2071970,                 57427,              2129397,              2367982,             10696258,,,              2003968,              2003968,,                128959,,,              1943274,              1943274,                480211,              2423485,              4556412,             15252670,,,,              2020000,              2020000,,,              5207809,              5207809,,                326059,,              3155343,              3481402,,                741069,                285424,             11164856,                 12814,             11177670,             26430340,              0,              0,      4182000,,                              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5907,2014年09月30日,,,,              4947540,,                219696,,                 92519,,                859664,,,                204645,                204645,,                311194,,              2080547,              2080547,              8715805,,,                              0,,                273870,,              1821762,,              6167618,,              1974647,                488400,,                              0,,                310579,              4089637,              4400216,             15126513,             23842318,,,,,                867255,,                109998,,              3310386,              3310386,,                313445,              1046880,              1360325,                 70234,,                 12344,                 12344,,,                242409,,              1770776,                 34994,              1805770,              2048179,              7778721,,,              3167906,              3167906,,                124405,,,              1872923,              1872923,                468707,              2341630,              5633941,             13412662,,,,              2020000,              2020000,,,              5207809,              5207809,,                326059,,              2794490,              3120549,,                260383,                190949,             10417792,                 11864,             10429656,             23842318,              0,              0,      2501000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5907,2014年06月30日,,,,              5277294,,                214383,,                 76240,,                374203,,,                189529,                189529,,                413836,,              2162199,              2162199,              9155734,,,                              0,,                268830,,              1773166,,              6165920,,              1939954,                478262,,,,                303392,              4041096,              4344488,             14970620,             24126354,,,,,                977578,,                 15505,,              3882430,              3882430,,                375745,                964843,              1340588,                 71596,,                 12116,                 12116,,,                249218,,              1788401,                              0,              1788401,              2037619,              8337432,,,              3196851,              3196851,,                122560,,,              1868208,              1868208,                441298,              2309506,              5628917,             13966349,,,,              2020000,              2020000,,,              5207809,              5207809,,                326059,,              2718479,              3044538,,                 67165,                190949,             10148563,                 11442,             10160005,             24126354,              0,              0,      2501000,,                448050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5907,2014年03月31日,,,,              4924455,,                235912,,                 57609,,                321183,,,                207972,                207972,,                473794,,              2294813,              2294813,              8941936,,,                457200,,                274320,,              1836074,,              6144270,,              1982654,                447386,,                              0,,                293274,              4151561,              4444835,             15586739,             24528675,,,,,              1043135,,                 31189,,              4138613,              4138613,,                390979,                336605,                727584,                110387,,                 12138,                 12138,,,                288741,,              1558669,                              0,              1558669,              1847410,              8176397,,,              3331353,              3331353,,                125517,,,              1743785,              1743785,                451517,              2195302,              5652172,             13828569,,,,              2020000,              2020000,,,              5207809,              5207809,,                227437,,              3146560,              3373997,,                278185,                190949,             10689042,                 11064,             10700106,             24528675,              0,              0,      2501000,,,,                426198,                265941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5907,2014年01月01日,,,,              6920389,,                208730,,                107929,,                291363,,,                213678,                213678,,                411237,,              1295659,              1295659,              9448985,,,                493860,,                269370,,              1803212,,              6468067,,              1969225,                471864,,                              0,,                309730,              4141092,              4450822,             15926420,             25375405,,,,,                947001,,                 20179,,              5611784,              5611784,,                373596,                443415,                817011,                101379,,                 12726,                 12726,,,                305579,,              1593112,                              0,              1593112,              1898691,              9408771,,,              3343414,              3343414,,                123714,,,              1842116,              1842116,                432073,              2274189,              5741317,             15150088,,,,              2020000,              2020000,,,              5207809,              5207809,,                227437,,              2779827,              3007264,,                170965,                190949,             10215089,                 10228,             10225317,             25375405,              0,              0,      2501000,,,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5907,2013年12月31日,,,,,,                208730,,                107929,,                291363,,,                213678,                213678,,                411237,,              1295659,              1295659,              9448985,,,                493860,,                269370,,              1803212,,              6468067,,              1969225,                471864,,,,                309730,              4141092,              4450822,             15926420,,,,,,,,,              5611784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      2501000,,,,,,              6920389,,                              0,             25375405,,,,                947001,,                 20179,,              5611784,,                373596,                443415,                817011,                101379,,                 12726,                 12726,,,                305579,,              1593112,                              0,              1593112,              1898691,              9408771,,,              3343414,              3343414,,                123714,,,              1842116,              1842116,                432073,              2274189,              5741317,             15150088,,,,              2020000,              2020000,,,              5207809,              5207809,,                227437,,              2779827,              3007264,,                170965,                190949,             10215089,                 10228,             10225317,,,,,,,,,
5907,2013年09月30日,,,,,,                156103,,                100168,,                 61364,,,                182133,                182133,,                318710,,              1058854,              1058854,              6583626,,,                488580,,                266490,,              1760349,,              6447250,,              1934082,                463352,,,,                314304,              4089569,              4403873,             15763976,,,,,,,,,              3322545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      2501000,,,,,,              4684621,,                 21673,             22347602,,,,                858231,,                 14459,,              3322545,,                310938,                408747,                719685,                 91419,,                 12486,                 12486,,,                318137,,              1171103,,              1171103,              1489240,              6508065,,,              3816078,              3816078,,                122819,,,              1781751,              1781751,                417682,              2199433,              6138330,             12646395,,,,              2020000,              2020000,,,              5207809,              5207809,,                227437,,              2438933,              2666370,,                -10869,                190949,              9692361,                  8846,              9701207,,,,,,,,,
