證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 長期應收票據及款項,　　　　　 長期應收租賃款,　　　　　 長期應收票據及款項淨額,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款項－關係人,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 長期應付票據及款項合計,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 預收股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　　　 一年或一營業週期內到期長期借款,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 應付租賃款－非流動,　　　　　 待註銷股本,　　　 共同控制下前手權益,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款項－關係人,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 應付租賃款－非流動,　　　　　 長期應付票據及款項合計,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 預收股本,　　　　 待註銷股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 共同控制下前手權益,　　 非控制權益,　　 權益總額
2408,2015年09月30日,,,,              3746947,,              5758982,,                              0,,              1478395,,                259160,,              6009267,,              1424950,             18677701,,,                 89190,,                  9340,,                181280,,             32624740,,             50362720,,                439953,                846881,,,              1697687,              1697687,,                405497,              2103184,             86657288,            105334989,,,,,              3305000,,              1564993,,                172018,             30600901,,,                500000,              2863007,              3363007,             39005919,,,             12683750,,                    226,,,                276051,                631915,                241529,              1149495,             13833471,             52839390,,,,             24285658,                              0,             24285658,,              7219425,,              1077812,,             20156413,             21234225,,                 -6773,                347533,             52385002,                110597,             52495599,            105334989,              0,              0,        687558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,2015年06月30日,,,,              7188552,,              5913910,,                              0,,              1520958,,                247407,,              5463715,,              1432925,             21767467,,,                112596,,,,,,             31212185,,             51033685,,                473369,                846513,,,              1761350,              1761350,,                411956,              2173306,             85851654,            107619121,,,,,              3602000,,              1969492,,                159568,             32686029,,,                550000,                 95242,                645242,             46519745,,,             12182500,,                    271,,,                278147,                632907,                264614,              1175668,             13358439,             59878184,,,,             24284008,                  9075,             24293083,,              7206751,,              1077812,,             15429801,             16507613,,                -14063,                347533,             47645851,                 95086,             47740937,            107619121,              0,        165000,        687558,,                              0,,              7457414,                550000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,2015年03月31日,,,,              7428590,,              6056484,,                     78,,              1645488,,                241006,,              5179350,,                820490,             21371486,,,                142095,,,,,,             30128423,,             50914799,,                503376,                846582,,,              1823376,              1823376,,                390332,              2213708,             84748983,            106120469,,,,,              3602000,,              1290011,,                196385,             36601290,,,                750000,              2136862,              2886862,             44576548,,,             11981250,,                    274,,,                280214,                633322,                277208,              1190744,             13172268,             57748816,,,,             24266978,                 75405,             24342383,,              7164303,,,,,             17106607,,                 21330,                347533,             48287090,                 84563,             48371653,            106120469,              0,      1371000,        687558,,                              0,,,                750000,,                              0,                              0,                280214,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,2014年12月31日,,,,              7267855,,              6025292,,                 19825,,              1660987,,                248012,,              5148407,,                891640,             21262018,,,                115366,,                              0,,                              0,,             28345213,,             51175927,,                537136,                846648,,,              1883806,              1883806,,                386211,              2270017,             83290307,            104552325,,,,,                              0,,              1075345,,                133595,             41099884,,,              3900000,              2970922,              6870922,             49179746,,,             12480000,,                    276,,,                282250,                634563,                298432,              1215245,             13695521,             62875267,,,,             24095278,                653565,             24748843,,              6377936,,                              0,,             10816268,             10816268,,                  5939,                347533,             41601453,                 75605,             41677058,            104552325,              0,     11883000,        687558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,2014年09月30日,,,,              4166833,,              5825524,,                 99307,,              1918467,,                236073,,              5135431,,              1026492,             18408127,,,                135586,,                              0,,                              0,,             23554882,,             51602537,,                438929,              2380693,,,              1942682,              1942682,,                336318,              2279000,             80391627,             98799754,,,,,                              0,,              1062078,,                205908,             46954445,,,              3897750,              2564133,              6461883,             54684314,,,             10528750,,                    186,,,                284256,                696822,                311219,              1292297,             11821233,             66505547,,,,             23983358,                563420,             24546778,,              5826508,,                              0,,              2190476,              2190476,,                 24167,                347533,             32240396,                 53811,             32294207,             98799754,              0,     10244000,        687558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,2014年06月30日,,,,              7421752,,              5665508,,                 22257,,              1889968,,                230539,,              5879742,,              1000206,             23809972,,,                148189,,,,,,             20783238,,             48633769,,                473057,              3251096,,,              2000043,              2000043,,                225652,              2225695,             75515044,             99325016,,,,,                    600,,                961817,,                157996,             54720921,,,              7495500,                  2946,              7498446,             66229166,,,              6927500,,                    182,,,                286234,                838483,                662417,              1787134,              8714816,             74943982,,,,             23961008,                  9565,             23970573,,              5913765,,                              0,,             -5265507,             -5265507,,                 44190,                347533,             24315488,                 65546,             24381034,             99325016,              0,      1739000,        686982,,              1700000,,              2889386,              7495500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,2014年03月31日,,,,              7109086,,              5454458,,                 33393,,              1987970,,                223469,,              6542281,,              1061545,             24112202,,,                100962,,,,,,             15874025,,             49543429,,                507185,              3251208,,,              2055929,              2055929,,                 35058,              2090987,             71367796,             95479998,,,,,                 90000,,              1058640,,                275156,             59491132,,,              7293250,              2570298,              9863548,             70778476,,,              7126250,,                    186,,,                288182,                839617,                398157,              1525956,              8652392,             79430868,,,,            239610081,                              0,            239610081,,              3718197,,,,,           -226998111,,                  2662,                347533,             15985296,                 63834,             16049130,             95479998,              0,              0,      6869820,,              1700000,,,              7293250,,                              0,                              0,                288182,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,2013年12月31日,,,,,,              6632853,,                 12797,,              2096513,,                218339,,              7716658,,              1373303,             22045965,,,                103317,,,,,,             12852246,,             52798680,,                137532,              3251103,,,              2110377,              2110377,,                 27599,              2137976,             71280854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      6869820,,,,,,,,,,,,              3995502,             93326819,,,,                 90000,,                              0,,              1219248,,                718018,             66314804,,,                              0,              7294000,              7294000,              2056323,              9350323,             77692393,,,              4397000,,                    183,,,                290102,                290102,                819760,                122244,              1232106,              5629289,             83321682,,,,            239608511,                              0,                              0,            239608511,,              3696784,,           -233081650,,                 -2334,                347533,              9873778,                              0,                131359,             10005137
2408,2013年09月30日,,,,,,              6062034,,                    207,,              2275413,,                205342,,             11082064,,                970067,             23645271,,,                105533,,,,,,             10009727,,             54249154,,                308522,              3253577,,,              2163425,              2163425,,                 42169,              2205594,             70132107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      6869820,,,,,,,,,,,,              3050144,             93777378,,,,                 90000,,                              0,,              1369356,,                673804,             70134520,,,                              0,              7625833,              7625833,              2124511,              9750344,             82018024,,,              4396250,,                    947,,,                291995,                291995,                824670,                250842,              1367507,              5764704,             87782728,,,,            239608511,                              0,                              0,            239608511,,              3612904,,           -237038788,,                  1394,                347533,              5836488,                              0,                158162,              5994650
2408,2013年06月30日,,,,,,              7352237,,                              0,,              2408053,,                213220,,             13346431,,                987517,             28992784,,,                108441,,,,,,              8180589,,             54952775,,                479511,              3264707,,,              2215108,              2215108,,                 45459,              2260567,             69246590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,        266000,      6869820,,                              0,,,,,,,,,,              4685326,             98239374,,,,                551700,,                              0,,              1840117,,              1081427,             67941580,,,                              0,             10974917,             10974917,              2449802,             13424719,             84839543,,,              8043250,,                 12160,,,                293859,                293859,                829605,                211374,              1334838,              9390248,             94229791,,,,            239604731,                  1463,                              0,            239606194,,              3600271,,           -239016344,,                  6731,                347533,              3849319,                              0,                160264,              4009583
