證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款,　　　　 應收租賃款,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付租金,　　　　 其他預付款,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 長期應收票據及款項,　　　　　 長期應收租賃款,　　　　　 長期應收票據及款項淨額,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 應付租賃款－流動,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 應付租賃款－非流動,　　　　　　 長期應付票據及款項合計,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 非控制權益,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 應付租賃款－流動,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 應付租賃款－非流動,　　　　　 長期應付票據及款項合計,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　　　 當期所得稅資產合計,　　 非控制權益,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 機器設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備成本,　　　　　 累計折舊－運輸設備,　　　　　 運輸設備淨額,　　　　 辦公設備淨額,　　　　　 辦公設備成本,　　　　　 累計折舊－辦公設備,　　　　　 辦公設備淨額,　　　　 租賃資產淨額,　　　　　 租賃資產成本,　　　　　 累計折舊－租賃資產,　　　　　 租賃資產淨額,　　　　 其他設備淨額,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備,　　　　　 其他設備淨額,　　　　 未完工程及待驗設備
2368,2015年09月30日,,,,              3456156,,                  1782,,                168535,,              6322578,                 24323,              6346901,,                 63668,,                  4126,,,              2436789,              2436789,,                  5265,                470261,                475526,,                 13888,             12967371,,,                  1956,,                              0,,              8448021,,                542947,,                 12545,                459241,,,                 86102,                 86102,                199057,,                 72671,                357830,              9822540,             22789911,,,,,              4172504,,                              0,,                 68397,,                  1754,,              3598414,,              1456377,              1456377,                 19529,,                179233,,,              2193981,                 43666,                 22125,              2259772,             11755980,,,              3111834,,                144493,,,                204359,                204359,                176043,                 67341,                447743,              3704070,             15460050,,,,              5649129,              5649129,,              1445337,,                473942,                475522,,               -928917,                 20547,,,                380285,                380285,                165437,              7329861,              7329861,             22789911,              0,              0,     12996750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,2015年06月30日,,,,              3833233,,                  2007,,                 99277,,              5405763,                 23666,              5429429,,                 59243,,                      3,,,,              2533454,,                  5144,                525166,                530310,,                  2842,             12489798,,,                  1956,,                              0,,              8401670,,                542947,,                  8747,                424593,,,                 90088,                 90088,                195743,,                109372,                395203,              9775116,             22264914,,,,,              4178390,,                 50000,,                  4004,,                  3809,,              3177580,,              1383260,              1383260,                 83126,,                170200,,,              2328796,                 42383,                 21299,              2392478,             11442847,,,              2883565,,                 87840,,,                210763,                210763,                181686,                 77159,                469608,              3441013,             14883860,,,,              5649129,              5649129,,              1445337,,                473942,                475522,,               -907286,                 42178,,,                342887,                342887,                 98477,              7381054,              7381054,             22264914,              0,              0,      5723750,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,2015年03月31日,,,,              3699511,,                 22657,,                 93591,,              6258603,                 23796,              6282399,,                229357,,                              0,,,,              3008125,,                  4935,                471719,                476654,,                  2601,             13814895,,,                  1956,,                 75000,,              8603324,,                542947,,                  9768,                396458,,,                 96956,                 96956,                199165,,                 94913,                391034,             10020487,             23835382,,,,,              4579647,,                 50000,,                              0,,                  7417,,              4033052,,              1570271,              1570271,                171546,,                150061,,,                858907,                 41507,                 31850,                932264,             11494258,,,              4289640,,                 86144,,,                219204,                219204,                185941,                 73536,                478681,              4854465,             16348723,,,,              5649129,              5649129,,              1445337,,                473942,                475522,,               -819645,                129819,,,                360851,                360851,                 98477,              7486659,              7486659,             23835382,              0,              0,      5723750,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,2014年12月31日,,,,              3127895,,                  5398,,                 84664,,              7066282,                 24057,              7090339,,                295649,,                              0,,,              2751309,              2751309,,                  5270,                488252,                493522,,                  8814,             13857590,,,                  1956,,                 75000,,              8967407,,                542947,,                 10899,                369058,,,                104486,                104486,                203212,,                103869,                411567,             10378834,             24236424,,,,,              4600364,,                 50000,,                 48122,,                  4757,,              4460004,,              1726420,              1726420,                126908,,                125655,,,              1754895,                 41407,                 34108,              1830410,             12972640,,,              3389065,,                138226,,,                227326,                227326,                187915,                 83029,                498270,              4025561,             16998201,,,,              5649129,              5649129,,              1425095,,                473942,                475522,,             -1068706,               -119242,,,                389252,                389252,                106011,              7238223,              7238223,             24236424,              0,              0,      7027750,                              0,              3127895,                 75000,             24236424,,,,              4600364,,                 50000,,                 48122,,                  4757,,              4460004,,              1726420,              1726420,                126908,,                125655,,,              1754895,                 41407,                 34108,              1830410,             12972640,,,              3389065,,                138226,,,                227326,                227326,                187915,                 83029,                498270,              4025561,             16998201,,,,              5649129,              5649129,,              1425095,,                473942,                475522,,             -1068706,               -119242,,,                389252,                389252,                106011,              7238223,              7238223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,2014年09月30日,,,,              2283397,,                  5228,,                 65608,,              6205682,                 22904,              6228586,,                230507,,                      3,,,              2789955,              2789955,,                  5038,                493913,                498951,,                  2358,             12104593,,,                  1956,,                 75190,,              8892778,,                507503,,                 12885,                326879,,,                105662,                105662,                195511,,                155658,                456831,             10274022,             22378615,,,,,              4016219,,                              0,,                 43145,,                  5591,,              4095821,,              1459286,              1459286,                 36851,,                 99153,,,              1558575,                 39004,                 39231,              1636810,             11392876,,,              3675234,,                 87049,,,                225136,                225136,                179366,                 84670,                489172,              4251455,             15644331,,,,              5649129,              5649129,,              1425095,,                473942,                475522,,             -1488079,               -538615,,,                304686,                304686,                106011,              6734284,              6734284,             22378615,              0,              0,      7027750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,2014年06月30日,,,,              2285552,,                 27741,,                  2156,,              5621398,                 22395,              5643793,,                229405,,                  2142,,,,              2530293,,                  4701,                496289,                500990,,                  7300,             11229372,,,                  1956,,                    242,,              8991054,,                507503,,                 10437,                344686,,,                109384,                109384,                181112,,                117492,                407988,             10263866,             21493238,,,,,              3908257,,                              0,,                              0,,                  5231,,              3596729,,              1279838,              1279838,                              0,,                 87413,,,              1582583,                 37927,                 27503,              1648013,             10525481,,,              4047829,,                 83744,,,                230133,                230133,                181196,                 89397,                500726,              4632299,             15157780,,,,              5649129,              5649129,,              1419415,,                473942,                475522,,             -1840311,               -890847,,,                271434,                271434,                113673,              6335458,              6335458,             21493238,              0,              0,      8348750,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,2014年03月31日,,,,              3033487,,                  5898,,                 14238,,              5074261,                 22760,              5097021,,                214904,,                  8913,,,,              2501755,,                  4796,                497623,                502419,,                  1470,             11380105,,,                  1956,,                    242,,              9402776,,                507503,,                 12405,                388645,,,                117360,                117360,                186001,,                110645,                414006,             10727533,             22107638,,,,,              4421429,,                              0,,                 20551,,                  3239,,              3460898,,              1423431,              1423431,                 32530,,                108796,,,              1906385,                 36511,                 39444,              1982340,             11453214,,,              3785852,,                 89788,,,                228506,                228506,                182826,                 72956,                484288,              4359928,             15813142,,,,              5649129,              5649129,,              1419415,,                473942,                475522,,             -1915102,               -965638,,,                305263,                305263,                113673,              6294496,              6294496,             22107638,              0,              0,      8348750,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,2013年12月31日,,,,,,                  2349,,                 23925,,              5569885,                 22375,              5592260,,                234078,,,,,              2421576,              2421576,,                  4734,                520486,                525220,,                  4751,             11881162,,,                  1956,,,,              9616860,,                              0,,                 13624,                369541,,,                121489,                121489,                184773,,                122253,                428515,             10430738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      8348750,,              3077003,                    242,             22311900,,,,              3906341,,                              0,,                 29010,,                  5814,,              3918313,,              1562316,              1562316,                 32530,,                 95403,,,              2226430,                 29044,                 35943,              2291417,             11841144,,,              3790268,,                 30648,,,                175278,                175278,                183272,                 88795,                447345,              4268261,             16109405,,,,              5649129,              5649129,,              1419415,,                473942,                475522,,             -1686451,               -736987,,,                -15389,                -15389,                113673,              6202495,              6202495,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,2013年09月30日,,,,,,                 30733,,                 33311,,              6029034,                 21927,              6050961,,                 74738,,,,,              2399202,              2399202,,                  4658,                527968,                532626,,                    835,             11089705,,,                  6956,,,,              9760593,,                              0,,                 15613,                439040,,,                125066,                125066,                182957,,                116226,                424249,             10646693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      9651750,,              1967299,                    242,             21736398,,,,              4347063,,                 59952,,                              0,,                  2027,,              3736508,,              1457016,              1457016,                  4521,,                 57040,,,              2016860,                 27482,                 24275,              2068617,             11732744,,,              3098929,,                 28161,,,                171838,                171838,                182957,                 89763,                444558,              3571648,             15304392,,,,              5649129,              5649129,,              1417888,,                473942,                475522,,             -1416660,               -467196,,,                -46585,                -46585,                121230,              6432006,              6432006,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,2013年06月30日,,,,,,                  2163,,                 56162,,              5445425,                 22046,              5467471,,                 74130,,,,,,              2390806,,                  4702,                508906,                513608,,                 18252,             11358527,,,                  6956,,,,              9957461,,                              0,,                 15156,                481683,,,                131820,                131820,                185870,,                188884,                506574,             10968072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      9651750,,              2835935,                    242,             22326599,,,,              3913137,,                 59861,,                 17330,,                  1002,,              3807116,,              1571479,              1571479,                  3467,,                 68745,,,              2310831,                 28308,                 29928,              2369067,             11811204,,,              3523000,,                 24346,,,                185046,                185046,                183800,                103173,                472019,              4019365,             15830569,,,,              5649129,              5649129,,              1417888,,                473942,                475522,,             -1371253,               -421789,,,                -27968,                -27968,                121230,              6496030,              6496030,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
