證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 應收建造合約款,　　　 其他應收款,　　　　 其他應收款－其他,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨（建設業適用）,　　　　　 存貨（建設業適用）淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 長期應收票據及款項,　　　　　 催收款項,　　　　　 長期應收票據及款項淨額,　　　　 長期預付租金,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 應付建造合約款,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 其他應付款項－關係人,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 應付建造合約款,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 存入保證金,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積合計,　　　 保留盈餘,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券投資－流動淨額,　　　 其他應付款項－關係人,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計
2540,2015年09月30日,,,,                116363,,                 13881,,                152478,,                 81601,                379406,,                  2952,                  2952,,                  4482,,,              3569553,              3569553,,                360970,,                 68992,                  2356,                 71348,              4753034,,,                  5906,,                145857,,                126576,,                  1045,                 13555,,                107962,,                  1330,                  1330,                830956,                940248,              1233187,              5986221,,,,,                900650,,                 49796,,                 50769,,                174770,,                330044,                  7038,,                 26447,                    911,,,                124636,                  3057,                127693,              1668118,,,                602000,,                  6752,,                  1450,                 50285,                 51735,                660487,              2328605,,,,              1466000,              1466000,,,              2070000,                  5556,              2075556,,,                115744,                115744,,                              0,                              0,              3657300,                    316,              3657616,              5986221,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,2015年06月30日,,,,                416169,,                 16320,,                262116,,                 18087,                374360,,                  1053,                  1053,,                     66,,,              3146441,              3146441,,                340779,,                 66539,                  1119,                 67658,              4643049,,,                  5906,,                115645,,                126536,,                  1223,                 25902,,                107832,,                  1330,                  1330,                835256,                944418,              1219630,              5862679,,,,,                852036,,                 49783,,                 48120,,                137780,,                330112,                 50531,,                 21285,                  7277,,,                103710,                  3755,                107465,              1604389,,,                602000,,                  6752,,                  1350,                 50000,                 51350,                660102,              2264491,,,,              1466000,              1466000,,,              2070000,                  5556,              2075556,,,                 56316,                 56316,,                              0,                              0,              3597872,                    316,              3598188,              5862679,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,2015年03月31日,,,,                926735,,                 14051,,                183626,,                  7256,                389254,,                  1226,                  1226,,                     72,,,              2108357,              2108357,,                359842,,                 82623,                  1826,                 84449,              4074868,,,                  5906,,                115816,,                125763,,                  1401,                 16266,,                  7575,,                  1330,                  1330,                839556,                848461,              1113613,              5188481,,,,,                395930,,                 49963,,                 70328,,                237284,,                     17,                 42177,,                 17238,                 24404,,,                 93164,                  2009,                 95173,                932514,,,                602000,,                  6752,,                  1350,                 50000,                 51350,                660102,              1592616,,,,              1466000,              1466000,,,              2070000,                  5556,              2075556,,,                 53993,                 53993,,                              0,                              0,              3595549,                    316,              3595865,              5188481,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,2014年12月31日,,,,              1300709,,                 73834,,                375673,,                  7069,                348538,,                  1239,                  1239,,                     66,,,              1433252,              1433252,,                288479,,                 96883,                    162,                 97045,              3925904,,,                  5906,,                 96786,,                125570,,                  1578,                 19266,,                  7535,,                  1330,                  1330,                843856,                852721,              1101827,              5027731,,,,,                301930,,                              0,,                134507,,                149869,,                    737,                 80611,,                 33485,                 19404,,,                 85501,                  2882,                 88383,                808926,,,                602000,,                    406,,                  1350,                 50000,                 51350,                653756,              1462682,,,,              1466000,              1466000,,,              2070000,                  5556,              2075556,,,                 22829,                 22829,,                              0,                              0,              3564385,                    664,              3565049,              5027731,              0,              0,              0,                              0,              1300709,                     66,              5027731,,,,                301930,,                              0,,                134507,,                149869,,                    737,                 80611,,                 33485,                 19404,,,                 85501,                  2882,                 88383,                808926,,,                602000,,                    406,,                  1350,                 50000,                 51350,                653756,              1462682,,,,              1466000,              1466000,,,              2070000,                  5556,              2075556,,,                 22829,                 22829,,                              0,                              0,              3564385,                    664,              3565049,,,,,
2540,2014年09月30日,,,,                165142,,                 14664,,                310613,,                  6937,                244662,,                  1389,                  1389,,                     76,,,                935672,                935672,,                332847,,                123024,                    844,                123868,              2135870,,,                  5906,,                103597,,                120065,,                  1376,                              0,,                  7286,,                  1330,                  1330,                848156,                856772,              1087716,              3223586,,,,,                311304,,                 49712,,                237992,,                202462,,                     13,                 24728,,                 20535,                  2000,,,                 77541,                  3217,                 80758,                929504,,,                602000,,                              0,,                  1350,                 50000,                 51350,                653350,              1582854,,,,                966000,                966000,,,                620000,                  5556,                625556,,,                 48511,                 48511,,                              0,                              0,              1640067,                    665,              1640732,              3223586,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,2014年06月30日,,,,                410241,,                 17722,,                228522,,                 11970,                133230,,                  1191,                  1191,,                     73,,,                771843,                771843,,                280702,,                132692,                  2450,                135142,              1990636,,,                  5906,,                  2239,,                116622,,                  1201,                              0,,                 97131,,                  1330,                  1330,                853343,                951804,              1077772,              3068408,,,,,                381930,,                 49703,,                 81667,,                205837,,                  8107,                 27593,,                 22786,                  2000,,,                 60521,                  5544,                 66065,                845688,,,                602000,,                              0,,                  1350,                 50000,                 51350,                653350,              1499038,,,,                966000,                966000,,,                620000,                  5556,                625556,,,                -22852,                -22852,,                              0,                              0,              1568704,                    666,              1569370,              3068408,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,2014年03月31日,,,,                108478,,                  8483,,                160096,,                 31740,                 85640,,                  1209,                  1209,,                     67,,,                760234,                760234,,                190335,,                 87647,                    435,                 88082,              1434364,,,                  5906,,                  2053,,                116810,,                  1166,                              0,,                 93292,,                  1330,                  1330,                857647,                952269,              1078204,              2512568,,,,,                381930,,                102338,,                141981,,                178266,,                  7511,                 56540,,                 15501,                              0,,,                 49444,                  3191,                 52635,                966702,,,                              0,,                              0,,                  1350,                 50000,                 51350,                 51350,              1018052,,,,                966000,                966000,,,                620000,                  5556,                625556,,,                -97705,                -97705,,                              0,                              0,              1493851,                    665,              1494516,              2512568,              0,              0,              0,                 30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,2013年12月31日,,,,,,                 75247,,                 66367,,                 24135,                 62425,,                 36190,                 36190,,,,,                610383,                610383,,                135028,,                 87659,                    434,                 88093,              1130939,,,                  5906,,                  2191,,                116577,,                  1203,                              0,,                 90730,,                  1330,                  1330,                860000,                952060,              1077937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                 32928,                    143,              2208876,,,,                              0,,                104823,,                 12725,,                392937,,                 17424,                 35833,,                 23377,                              0,,,                 30700,                  1781,                 32481,                619600,,,                              0,,                              0,,                  1350,                 50000,                 51350,                 51350,                670950,,,,                966000,                966000,,,                620000,                  5556,                625556,,,                -54295,                -54295,,                              0,                              0,              1537261,                    665,              1537926,,                              0,                              0,,
2540,2013年09月30日,,,,,,                              0,,                 53365,,                  1000,                              0,,                    291,                    291,,,,,                    200,                    200,,                 20940,,                              0,                    222,                    222,                128790,,,                  5906,,                  2389,,                116765,,                              0,,,                  1070,,                  1330,                  1330,                              0,                  2400,                127460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                 42672,                    120,                256250,,,,                              0,,                111152,,                  7352,,                 36177,,                              0,                              0,,                 13695,                              0,,,                    125,                    922,                  1047,                169423,,,                              0,,,,                  1350,                 50000,                 51350,                 51350,                220773,,,,                140000,                140000,,,                              0,                  5556,                  5556,,,               -110697,               -110697,,                              0,                              0,                 34859,                    618,                 35477,,                  9980,,,
2540,2013年06月30日,,,,,,                              0,,                              0,,                              0,                              0,,                    396,                    396,,,,,                    288,                    288,,                 14313,,                              0,                              0,                              0,                 99752,,,                    401,,                    302,,                116953,,                              0,,,                  1142,,                  1330,                  1330,                              0,                  2472,                120128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                 84645,                    110,                219880,,,,                              0,,                113612,,                              0,,                              0,,                              0,                              0,,                  3105,                              0,,,                              0,                    275,                    275,                116992,,,                              0,,,,                  1350,                 50000,                 51350,                 51350,                168342,,,,                140000,                140000,,,                              0,                  5556,                  5556,,,                -94635,                -94635,,                              0,                              0,                 50921,                    617,                 51538,,,,,
