證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 電腦軟體淨額,　　　　　 電腦軟體淨額,　　　　 商譽,　　　　 專門技術淨額,　　　　　 專門技術,　　　　　 專門技術淨額,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 應付租賃款－流動,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 應付租賃款－非流動,　　　　　　 長期應付票據及款項合計,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額 －母公司,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 應付租賃款－流動,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 應付租賃款－非流動,　　　　　 長期應付票據及款項合計,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額 －母公司,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 應付公司債,　　　　 應付公司債合計,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　　 待分配股票股利
2472,2015年09月30日,,,,              1795397,,                 27120,,                 77059,,              1866025,,                 54556,,,                831688,                831688,,                223946,,                    286,,                 10779,              4886856,,,                 45900,,              2703577,,                222259,,,                  8022,                 11625,,                  3207,                  3207,,                  3606,                 26460,                 88190,,                301682,              3388068,              8274924,,,,,              1457268,,                269706,,                              0,,                 24045,,                348705,,                498401,                 80174,,,                144767,                144767,                128705,                 21581,                295053,              2973352,,,                326450,,                 68171,,,                              0,                              0,                 40202,                    646,                 40848,                435469,              3408821,,,,              1311948,              1311948,,                628395,,                144250,                 95544,,                703917,                943711,,,                131748,                131748,                131748,                 75685,              2940117,              1925986,              4866103,              8274924,              0,              0,      2975000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472,2015年06月30日,,,,              1469455,,                 32694,,                 87700,,              1868235,,                 63011,,,                857688,                857688,,                173381,,                118649,,                  8927,              4679740,,,                 44104,,              2490638,,                223167,,,                  8344,                 11625,,                  4610,                  4610,,                  3518,                 28097,                 74877,,                253221,              3114104,              7793844,,,,,              1421349,,                269674,,,,                 30282,,                362278,,                559223,                 76092,,,                155017,                155017,                 15577,                 26404,                196998,              2915896,,,                334513,,                 61278,,,                108030,                108030,                 40476,                    638,                149144,                544935,              3460831,,,,              1543469,              1543469,,                614908,,                144250,                 95544,,                535104,                774898,,,                 56441,                 56441,                 56441,,              2989716,              1343297,              4333013,              7793844,,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472,2015年03月31日,,,,              1308973,,                 28605,,                 81395,,              1826745,,                 55018,,,                929133,                929133,,                158462,,                135888,,                  4172,              4528391,,,                 45359,,              2665326,,                 56971,,,                  7882,                 11625,,                  4610,                  4610,,                  3611,                 27728,                 59490,,                251209,              3106083,              7634474,,,,,              1266343,,                269669,,,,                 16547,,                374684,,                304522,                 70017,,,,                228777,                 15809,                 24225,                268811,              2570593,,,                295374,,                 63426,,,                109638,                109638,                 40654,                    641,                150933,                509733,              3080326,,,,              1543469,              1543469,,                614922,,                 88746,                 95544,,                796139,                980429,,,                 83033,                 83033,                 83033,,              3221853,              1332295,              4554148,              7634474,,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472,2014年12月31日,,,,              1093534,,                  8232,,                 84897,,              2027281,,                 86942,,,                973289,                973289,,                149579,,                              0,,                  2401,              4426155,,,                 45753,,              2858617,,                 57116,,,                  8279,                 11625,,                  5010,                  5010,,                  3735,                 28649,                 62887,,                248251,              3301273,              7727428,,,,,              1297132,,                269615,,                              0,,                 24857,,                413675,,                342226,                 67306,,,                151203,                151203,                 30822,                 27292,                209317,              2624128,,,                393772,,                 74881,,,                110616,                110616,                 40919,                    657,                152192,                620845,              3244973,,,,              1543469,              1543469,,                616005,,                 88746,                 95544,,                705978,                890268,,,                 98674,                 98674,                 98674,                              0,              3148416,              1334039,              4482455,              7727428,              0,              0,              0,              1093534,              7727428,,,,              1297132,,                269615,,                              0,,                 24857,,                413675,,                342226,                 67306,,,                151203,                 30822,                 27292,                209317,              2624128,,,                393772,,                 74881,,,                110616,                110616,                 40919,                    657,                152192,                620845,              3244973,,,,              1543469,              1543469,,                616005,,                 88746,                 95544,,                705978,                890268,,,                 98674,                 98674,                 98674,                              0,              3148416,              1334039,              4482455,,,,,,,,,,,
2472,2014年09月30日,,,,                888774,,                 21650,,                 93228,,              2030797,,                 92518,,,                959325,                959325,,                153370,,                              0,,                  8013,              4247675,,,                 44395,,              2820725,,                 57261,,,                  8815,                 11625,,                  5612,                  5612,,                  3697,                 29749,                 62748,,                256377,              3271255,              7518930,,,,,              1387529,,                269698,,                              0,,                 27696,,                406018,,                300362,                 56828,,,                120693,                120693,                 14419,                 20531,                155643,              2603774,,,                429686,,                 68060,,,                122712,                122712,                 39708,                    637,                163057,                660803,              3264577,,,,              1543469,              1543469,,                619037,,                 88746,                 95544,,                562805,                747095,,,                 46495,                 46495,                 46495,                              0,              2956096,              1298257,              4254353,              7518930,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472,2014年06月30日,,,,              1008885,,                 10784,,                108765,,              1978769,,                 50292,,,                935588,                935588,,                188564,,                              0,,                  5620,              4287267,,,                 36122,,              2793526,,                 57406,,,                  8449,                 11625,,                  6213,                  6213,,                  3107,                 29394,                 62763,,                253193,              3232404,              7519671,,,,,              1365973,,                269627,,,,                 23333,,                390857,,                600920,                 57645,,,                 92492,                 92492,                 16570,                 22417,                131479,              2839834,,,                471981,,                 59647,,,                119728,                119728,                 39899,                    592,                160219,                691847,              3531681,,,,              1543469,              1543469,,                619037,,                 88746,                 95544,,                399063,                583353,,,                  7042,                  7042,                  7042,,              2752901,              1235089,              3987990,              7519671,,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472,2014年03月31日,,,,                962456,,                  8938,,                 46257,,              1874764,,                 86145,,,                917595,                917595,,                162929,,                              0,,                 20666,              4079750,,,                 78514,,              2843593,,                 57551,,,                  8823,                 11625,,                              0,                              0,,                  3162,                 23610,                 66977,,                268049,              3338294,              7418044,,,,,              1401076,,                189808,,,,                 28066,,                403741,,                289830,                 64332,,,,                 65117,                 19333,                 23064,                107514,              2484367,,,                523148,,                 64489,,,                121842,                121842,                 40115,                    579,                162536,                750173,              3234540,,,,              1543469,              1543469,,                619037,,                 51603,                 95544,,                607786,                754933,,,                 33012,                 33012,                 33012,,              2950451,              1233053,              4183504,              7418044,,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472,2013年12月31日,,,,,,                 10142,,                 22443,,              1926499,,                106370,,,                867049,                867049,,                157120,,,,                  1728,              3880873,,,                 78783,,              2798862,,                 57696,,,                  7382,                 11625,,                              0,                              0,,                  3173,                 22180,                 68434,,                271695,              3297650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                789522,              7178523,,,,              1336004,,                189715,,                    663,,                 25117,,                424106,,                338563,                 53551,,,                154472,                 21807,                 26271,                202550,              2570269,,,                296074,,                 66566,,,                122265,                122265,                 40276,                    558,                163099,                525739,              3096008,,,,              1543469,              1543469,,                619037,,                 51603,                 95544,,                497800,                644947,,,                 38797,                 38797,                 38797,                              0,              2846250,              1236265,              4082515,                              0,                154472,,                              0,,,,,,,
2472,2013年09月30日,,,,,,                 10337,,                 43151,,              1854386,,                 89588,,,                874119,                874119,,                160098,,,,                 62024,              3872486,,,                 79621,,              2756172,,                 57858,,,                  6887,                 11625,,                              0,                              0,,                  3120,                 21632,                 70164,,                276545,              3261992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                778783,              7134478,,,,              1412692,,                189682,,                              0,,                 19271,,                438339,,                333035,                 59210,,,                127947,                 23416,                 41921,                193284,              2645513,,,                354915,,                 59144,,,                134325,                134325,                 53230,                    494,                188049,                602108,              3247621,,,,              1543469,              1543469,,                619037,,                 51603,                 95544,,                369151,                516298,,,                 16392,                 16392,                 16392,                              0,              2695196,              1191661,              3886857,                  4904,                123043,,,,,,,,,
2472,2013年06月30日,,,,,,                 26179,,                 66367,,              1968258,,                 86929,,,                963307,                963307,,                135451,,,,                  6272,              3705753,,,                 80757,,              2753905,,                 58019,,,                  6945,                 11625,,                              0,                              0,,                  3166,                 21736,                 61267,,                414995,              3390679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                452990,              7096432,,,,              1181045,,                189747,,                              0,,                 17597,,                483693,,                447476,                 57617,,,                118894,                 26365,                 22475,                167734,              2544909,,,                399395,,                100407,,,                136326,                136326,                 53346,                    495,                190167,                689969,              3234878,,,,              1543469,              1543469,,                619037,,                 51603,                 95544,,                295142,                442289,,,                 28323,                 28323,                 28323,                              0,              2633118,              1228436,              3861554,                  4851,                114043,,                              0,,,,,,,
