證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　　 應付股利,　　　　　 其他應付款－其他,　　　　 庫藏股票,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　　 其他非流動負債－其他,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　　　 應付股利,　　　　 其他應付款－其他,　　　　 銀行借款,　　　　　 國外營運機構財務報表換算之兌換差額 －母公司,　　　　 其他非流動負債－其他,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數
6128,2015年09月30日,,,,                288213,,                  1274,,                 25151,,                308474,,                 21469,,                 10968,,                326531,,                 33847,,                     94,              1016021,,,                  3950,,                    280,,                132661,,              1768618,,                704313,,                 13550,                 60453,,                  1372,                    847,,                              0,                  2219,              2686044,              3702065,,,,,              1160000,,                              0,,                 10772,,                124353,,                103563,                 17535,,,                 38905,                 38905,                 44324,                 83229,              1499452,,,                333335,,                 15950,,                102716,                              0,                102716,                452001,              1951453,,,,                910887,                910887,,                242079,,                319657,                              0,,                225473,                545130,,,                 52516,                 52516,              1750612,              1750612,              3702065,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6128,2015年06月30日,,,,                230801,,                  1411,,                 32116,,                309858,,                 22390,,                 11689,,                320173,,                 35607,,                     91,                964136,,,                  3932,,                    280,,                129512,,              1723317,,                704391,,                 13564,                 58221,,                  2718,                    880,,                     11,                  3609,              2636826,              3600962,,,,,              1000000,,                 29944,,                  9263,,                109540,,                335447,                 37806,,,                 29179,                 29179,                 34492,                 63671,              1585671,,,                283061,,                  2965,,                102604,                              0,                102604,                388630,              1974301,,,,                910887,                910887,,                240357,,                319657,                              0,,                140447,                460104,,,                 15313,                 15313,              1626661,              1626661,              3600962,              0,              0,              0,,                320173,                255049,                 80398,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6128,2015年03月31日,,,,                263884,,                  1371,,                 23346,,                279756,,                  9835,,                 11672,,                357385,,                 36219,,                     58,                983526,,,                  3932,,                    280,,                136604,,              1747546,,                704469,,                 14793,                 55135,,                  1339,                    881,,                     44,                  2264,              2665023,              3648549,,,,,              1060000,,                 29920,,                  5991,,                126975,,                 71493,                 58115,,,                 19452,                 19452,                 59918,                 79370,              1432219,,,                292788,,                  4700,,                102474,,                102474,                399962,              1832181,,,,                910887,                910887,,                240357,,                291629,                  2501,,                347428,                641558,,,                 23566,                 23566,              1816368,              1816368,              3648549,              0,              0,              0,,,,,,,                     28,,                    327,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6128,2014年12月31日,,,,                263682,,                  1318,,                 14721,,                326332,,                  4275,,                 11751,,                337142,,                 35584,,                     48,                994853,,,                  3932,,                    280,,                138705,,              1769447,,                704548,,                 14798,                 54976,,                  1148,                    880,,                     78,                  2106,              2688792,              3683645,,,,,              1140000,,                 29920,,                 12686,,                106488,,                113239,                 41280,,,                              0,                              0,                 51746,                 51746,              1495359,,,                312240,,                  7796,,                102365,                    340,                102705,                422741,              1918100,,,,                910887,                910887,,                240357,,                291629,                  2501,,                289995,                584125,,,                 30176,                 30176,              1765545,              1765545,              3683645,              0,              0,              0,,                337142,                              0,                113239,                              0,,,,,,                263682,              3683645,,,,              1140000,,                 29920,,                 12576,,                    110,,                106322,,                    166,,                113239,                 41280,,                 51746,              1495359,,,                312240,,                  7796,,                102365,                    340,                102705,                422741,              1918100,,,,                910887,                910887,,                240357,,                291629,                  2501,,                289995,                584125,,,                 30176,                 30176,                              0,              1765545,              1765545,,,,,,,,,
6128,2014年09月30日,,,,                143239,,                  1297,,                 14634,,                261979,,                 15840,,                 10778,,                358480,,                 31601,,                     77,                837925,,,                  3873,,                    280,,                132910,,              1749852,,                704626,,                 14459,                 61082,,                  3286,                    857,,                    108,                  4251,              2671333,              3509258,,,,,              1130000,,                 29918,,                  9436,,                100507,,                 99458,                 21960,,,                              0,                              0,                 34055,                 34055,              1425334,,,                312240,,                  5807,,                106492,                    340,                106832,                424879,              1850213,,,,                910887,                910887,,                240357,,                291629,                  2501,,                205509,                499639,,,                  8162,                  8162,              1659045,              1659045,              3509258,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6128,2014年06月30日,,,,                157617,,                  1290,,                 25253,,                276694,,                 18190,,                 13992,,                358700,,                 39259,,                    155,                891150,,,                  3873,,                    280,,                133950,,              1757050,,                704704,,                 14960,                 61465,,                  2114,                    873,,                    137,                  3124,              2679406,              3570556,,,,,              1010000,,                 29950,,                 15448,,                124923,,                304341,                 40745,,,                              0,                              0,                 33013,                 33013,              1558420,,,                312240,,                  3545,,                106339,                    340,                106679,                422464,              1980884,,,,                910887,                910887,,                240357,,                291629,                  2501,,                146659,                440789,,,                 -2361,                 -2361,              1589672,              1589672,              3570556,              0,              0,              0,,                358700,                204949,                 99392,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6128,2014年03月31日,,,,                185213,,                  1274,,                 21229,,                288368,,                 20275,,                 15226,,                328927,,                 25562,,                    144,                886218,,,                  3873,,                    280,,                139863,,              1573930,,                 16433,,                 15742,                 55022,,                264680,                    878,,                    171,                265729,              2070872,              2957090,,,,,                410000,,                 29949,,                 16431,,                130598,,                 85826,                 66531,,,                              0,                              0,                 50361,                 50361,                789766,,,                312240,,                  6036,,                106271,,                106611,                424887,              1214653,,,,                910887,                910887,,                240357,,                273247,                 48154,,                260715,                582116,,,                  9077,                  9077,              1742437,              1742437,              2957090,              0,              0,              0,,,,,,,                     70,,                              0,                    340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6128,2013年12月31日,,,,,,                  1233,,                 15326,,                277418,,                 12627,,                 17200,,                285194,,                 24946,,                    351,                844458,,,                  3873,,                    280,,                138394,,              1578198,,                 16511,,                 16597,                 52676,,                  9851,                  1028,,                    200,                 11079,              1817608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,,,,,,                210163,              2662066,,,,                190000,,                 29947,,                 17364,,                    177,,                123546,,                    577,,                119822,                 49285,,                 54585,                585303,,,                312240,,                  3983,,                106240,                    340,                106580,                422803,              1008106,,,,                910887,                910887,,                240357,,                273247,                 48154,,                183816,                505217,,,                 -2501,                 -2501,                              0,              1653960,              1653960,,,,,,,,,
6128,2013年09月30日,,,,,,                  1144,,                 19030,,                265125,,                  8275,,                 15714,,                274094,,                 30612,,                    199,              1035480,,,                  3873,,                  1176,,                138469,,              1542341,,                 16589,,                 13739,                 50328,,                 13869,                  1261,,                    228,                 15358,              1781873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,,,,,,                421287,              2817353,,,,                470000,,                 29945,,                 12202,,,,                118171,,,,                103283,                 29848,,                 31165,                794614,,,                311240,,                  4163,,                111995,                    340,                112335,                427738,              1222352,,,,                910887,                910887,,                240358,,                273247,                 48154,,                127380,                448781,,,                 -5025,                 -5025,                              0,              1595001,              1595001,,,,,,,,,
6128,2013年06月30日,,,,,,                  1044,,                 25400,,                265745,,                 21282,,                 43524,,                275325,,                 26228,,                     65,              1031869,,,                  3873,,                  1176,,                140072,,              1528566,,                 16668,,                 12576,                 43885,,                 10463,                    970,,                    262,                 11695,              1758511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                275325,,,,,,,,,                373256,              2790380,,,,                430000,,                 29950,,                 18172,,                    391,,                114678,,                  1096,,                248932,                 35236,,                 24124,                902579,,,                221240,,                  4853,,                111983,                    340,                112323,                338416,              1240995,,,,                910887,                910887,,                240218,,                273247,                 48154,,                 76627,                398028,,,                    252,                    252,                              0,              1549385,              1549385,                154851,                 94081,,,,,,,
