證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 應收建造合約款,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 應付建造合約款,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 共同控制下前手權益,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 應付建造合約款,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 共同控制下前手權益,　　 非控制權益,　　 權益總額
8463,2015年09月30日,,,,                365002,,                150332,,                 59727,,                278278,,                141432,                214560,,                  1484,,                335767,,                 28863,,                 53974,              1629419,,,                 67523,,              2904773,,                218597,                 40318,,                 23116,              3254327,              4883746,,,,,                100000,,                259882,,                 41527,,                    274,,                457763,,                  2024,                 13778,,                186020,                 23769,,                  8843,              1093880,,,              1400000,,                 17033,              1417033,              2510913,,,,              1500000,              1500000,,,                656157,                656157,,                 36257,                 10940,,                190148,                237345,,,                -20669,                -20669,              2372833,                              0,                              0,              2372833,              4883746,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8463,2015年06月30日,,,,                179447,,                157690,,                 52026,,                294778,,                137895,                315894,,                    331,,                315094,,                 31444,,                 54037,              1538636,,,                 81769,,              2925916,,                214287,                 40899,,                 22150,              3285021,              4823657,,,,,                500000,,                 49981,,                 71707,,                     72,,                481068,,                  1156,                  1520,,                186904,                 25900,,                 31600,              1349908,,,              1710880,,                 16589,              1727469,              3077377,,,,              1341158,              1341158,,,                213400,                213400,,                 36257,                 10940,,                150948,                198145,,,                 -6423,                 -6423,              1746280,                              0,                              0,              1746280,              4823657,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8463,2015年03月31日,,,,                178423,,                118792,,                 95451,,                331275,,                 93560,                225642,,                    337,,                300589,,                 40764,,                 54137,              1438970,,,                 79337,,              2964212,,                139719,                 42699,,                 22100,              3248067,              4687037,,,,,                500000,,                 19998,,                 70836,,                    119,,                445729,,                  2028,                  3943,,                111550,                 33922,,                 35450,              1223575,,,              1506358,,                 16444,              1522802,              2746377,,,,              1341158,              1341158,,,                213400,                213400,,                  2817,,,                392140,                394957,,,                 -8855,                 -8855,              1940660,                              0,                              0,              1940660,              4687037,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8463,2014年12月31日,,,,                133565,,                152126,,                137143,,                350346,,                124510,                238177,,                    143,,                307346,,                 23445,,                 52062,              1518863,,,                 77252,,              2975898,,                140531,                 45707,,                 23185,              3262573,              4781436,,,,,                500000,,                 29982,,                110002,,                    420,,                466675,,                     42,                 10111,,                175019,                 25015,,                 49625,              1366891,,,              1517405,,                 16299,              1533704,              2900595,,,,              1341158,              1341158,,,                213400,                213400,,                  2817,                              0,,                334406,                337223,,,                -10940,                -10940,              1880841,                              0,                              0,              1880841,              4781436,              0,              0,              0,                133565,              4781436,,,,                500000,,                 29982,,                110002,,                    420,,                466675,,                     42,                 10111,,                175019,                 25015,,                 49625,              1366891,,,              1517405,,                 16299,              1533704,              2900595,,,,              1341158,              1341158,,,                213400,                213400,,                  2817,,                334406,                337223,,,                -10940,                -10940,              1880841,                              0,                              0,              1880841
8463,2014年09月30日,,,,                121349,,                164860,,                 94233,,                340647,,                112492,                261078,,                    176,,                331737,,                 24676,,                 53414,              1504662,,,                 78410,,              2996794,,                141830,                    763,,                 22603,              3240400,              4745062,,,,,                820000,,                 59963,,                 72515,,                    318,,                447760,,                    112,                 13896,,                164416,                 18001,,                 45983,              1642964,,,              1306361,,                 16442,              1322803,              2965767,,,,              1341158,              1341158,,,                213400,                213400,,                  2817,                              0,,                231702,                234519,,,                 -9782,                 -9782,              1779295,                              0,                              0,              1779295,              4745062,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8463,2014年06月30日,,,,                 94511,,                186061,,                  3712,,                415624,,                 55418,                209111,,                    249,,                343385,,                 27559,,                 53919,              1389549,,,                 89413,,              3029855,,                143264,                    763,,                 22142,              3285437,              4674986,,,,,              1070000,,                199862,,                 75396,,                    893,,                384477,,                  1483,                 17389,,                151594,                  5948,,                109160,              2016202,,,                968369,,                 16304,                984673,              3000875,,,,              1341158,              1341158,,,                213400,                213400,,                  2817,                              0,,                115515,                118332,,,                  1221,                  1221,              1674111,                              0,                              0,              1674111,              4674986,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8463,2014年03月31日,,,,                118855,,                145884,,                  8126,,                289284,,                 36904,                235170,,                    216,,                334390,,                 21107,,                 51282,              1241218,,,                 84317,,              3069586,,                144115,                    763,,                 21978,              3320759,              4561977,,,,,              1970000,,                269826,,                 85327,,                    269,,                306646,,                     66,                  9142,,                130288,                 15430,,                108803,              2895797,,,                693583,,                 15786,                709369,              3605166,,,,                914358,                914358,,,                              0,                              0,,                              0,,,                 46328,                 46328,,,                 -3875,                 -3875,                956811,                              0,                              0,                956811,              4561977,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8463,2013年12月31日,,,,,,                191313,,                 57743,,                293294,,                 34655,                204229,,                    143,,                322225,,                 21508,,                 48861,              1301351,,,                 88602,,              3045730,,                146117,                    763,,                 21980,              3303192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                127380,              4604543,,,,              2050000,,                199740,,                126760,,                    591,,                309907,,                    412,                  7426,,                149392,                 13380,,                112000,              2969608,,,                718693,,                 15646,                734339,              3703947,,,,                734358,                734358,,,                              0,                              0,,                              0,,                 25257,                 25257,,,                    410,                    410,                760025,                105358,                 35213,                900596
8463,2013年06月30日,,,,,,                157193,,                 17555,,                229932,,                 38927,                 33672,,                  3368,,                494022,,                 32202,,                 39582,              1134832,,,                110153,,              2939255,,                149739,,,                 24011,              3223158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                 88379,              4357990,,,,              1770000,,                149885,,                 96712,,                 50037,,                161396,,,                 23647,,                119599,                              0,,                144482,              2515758,,,              1067243,,                 15631,              1082874,              3598632,,,,                734358,                734358,,,                              0,                              0,,                              0,,                -78158,                -78158,,,                 33139,                 33139,                689339,                 52479,                 17540,                759358
8463,2013年01月01日,,,,,,                134902,,                 42588,,                212253,,                 52493,                 17868,,                    665,,                394425,,                 31484,,                 37995,                992127,,,                119804,,              2823458,,                153238,                    973,,                 39037,              3136510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                 67454,              4128637,,,,              1410000,,                149933,,                102338,,                    703,,                212948,,                    494,                 20742,,                116859,                              0,,                154841,              2168858,,,              1227454,,                 15079,              1242533,              3411391,,,,                734358,                734358,,,                              0,                              0,,                              0,,               -130991,               -130991,,,                 36990,                 36990,                640357,                 57628,                 19261,                717246
