證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨－製造業,　　　　　 製成品,　　　　　 在製品,　　　　　 原料,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 土地淨額,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備淨額,　　　　 辦公設備淨額,　　　　　 辦公設備淨額,　　　　 出租資產－機器設備淨額,　　　　　 出租資產－機器設備淨額,　　　　 其他設備淨額,　　　　　 其他設備淨額,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 淨確定福利資產-非流動,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 累積盈虧,　　　　　　 本期損益,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　　　 應付股利,　　　　　 員工福利負債準備－非流動,　　　　　　 追溯適用及追溯重編之影響數,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　 應收帳款－關係人,　　　　 備抵呆帳－應收關係人帳款、分期帳款及租賃款,　　　　 租賃資產淨額,　　　　　 租賃資產成本,　　　　　 租賃資產－重估增（減）值,　　　　　 累計折舊－租賃資產,　　　　　 租賃資產淨額,　　　　　 應付帳款,　　　　　 應付帳款－關係人,　　　　　　 一年或一營業週期內到期長期借款,　　　　　 淨確定福利負債-非流動,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 應收票據,　　　　 備抵呆帳－應收票據,　　　　 應收票據－關係人,　　　　 應收帳款,　　　　 備抵呆帳－應收帳款、分期帳款及租賃款,　　　　 當期所得稅資產合計,　　　　 預付退休金－非流動,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 本期損益,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 應付票據,　　　　 應付票據合計,　　　　　 累積盈虧,　　　　 應付股利,　　　　 員工福利負債準備－非流動,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 應計退休金負債（應付退休金費用）,　　　　 出租資產－其他淨額,　　　　　 出租資產－其他淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　　　 土地成本,　　　　　 土地－重估增（減）值,　　　　　 累計減損－土地,　　　　　 房屋及建築成本,　　　　　 房屋及建築－重估增（減）值,　　　　　 累計折舊－房屋及建築,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 運輸設備成本,　　　　　 累計折舊－運輸設備,　　　　　 辦公設備成本,　　　　　 辦公設備－重估增（減）值,　　　　　 累計折舊－辦公設備,　　　　　 出租資產－機器設備成本,　　　　　 累計折舊－出租資產－機器設備,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備
1611,2015年09月30日,,,,                588901,,                106944,,                803527,,                260986,,                      5,,                308378,,                    439,,                 30618,,                  1750,,,                482945,                 15156,                302579,                800680,                800680,,                  2618,,                 14714,                 14714,              2919560,,,                118473,,                 29985,,              1466336,,,              1720310,,                106649,,                371005,,                    999,,                  1397,,                180657,,                     36,              2381053,,                561715,                 93007,,                 12706,                  4678,,                 26205,                 43589,              4694158,              7613718,,,,,              1470000,,                              0,,                281564,,                 60610,,                164309,                164309,                 24032,,,                 41426,                 41426,                 15596,                 57022,              2057537,,,                              0,,                              0,,                272319,,                  8025,                  8025,                280344,              2337881,,,,              3984392,              3984392,,                514132,,                201453,                525498,,                -25301,                 74046,                 48745,                775696,,                 -8922,                    696,              5264602,                 11235,              5275837,              7613718,              0,              0,        116273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,2015年06月30日,,,,                599992,,                121253,,                347815,,                266795,,                    307,,                321205,,                    878,,                435610,,                  4630,,,                484891,                 14812,                343127,                842830,                842830,,                  4420,,                 12906,                 12906,              3018761,,,                101698,,                 53985,,              1383664,,,              1807014,,                109347,,                391939,,                  1586,,                  1582,,                218894,,                     50,              2530412,,                475709,                 88706,,                    192,                  4793,,                153273,                158258,              4792432,              7811193,,,,,              1980000,,,,                282082,,                 51315,,                 98333,                 98333,                 16718,,,                 41224,                 41224,                 21071,                 62295,              2490743,,,                              0,,                              0,,                265133,,                  8025,                  8025,                273158,              2763901,,,,              3984392,              3984392,,                524827,,                201453,                525498,,                              0,               -186398,               -186398,                540553,,                -13308,                    696,              5035768,                 11524,              5047292,              7811193,              0,              0,        116273,,                 60120,                              0,                              0,                              0,,                 19409,,                -32717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,2015年03月31日,,,,                654891,,                107365,,                 18673,,                270623,,                     37,,                351921,,                 17832,,                 53647,,                  4702,,,                459275,                 16411,                373124,                848810,                848810,,                 32079,,                  9024,                  9024,              2369604,,,                143037,,                 53985,,              1404507,,,              1867134,,                116863,,                413041,,                  2173,,                  1166,,                260075,,                     69,              2660521,,                470439,                 84245,,                866930,                  4908,,                 27054,                898892,              5715626,              8085230,,,,,                220000,,,,                319406,,                 29021,,,              1659913,                 20993,,,                 41022,                298321,                 20720,                319041,              2568374,,,                              0,,,,                267255,,                  7745,                  7745,                275000,              2843374,,,,              3984392,              3984392,,                524827,,                471166,                525498,,,,               -314208,                682456,,                 39066,                    696,              5230045,                 11811,              5241856,              8085230,              0,              0,        116273,,                              0,,,,,                 30443,,                  8623,                 17832,                              0,,                              0,                              0,                              0,                              0,                319406,                 29021,                257299,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,2014年12月31日,,,,                785682,,                101865,,                 18673,,                288454,,                     99,,                358469,,                 73665,,                181270,,                  4768,,,                527216,                 15179,                373933,                916328,                916328,,                 11423,,                  6224,                  6224,              2746920,,,                238199,,                 53985,,              1381928,,,              1867134,,                120234,,                435023,,                  2762,,                  1311,,                268288,,                     96,              2694848,,                470964,                 82963,,                861563,                  5025,,                 27640,                894228,              5817115,              8564035,,,,,                670000,,                              0,,                329240,,                 69296,,                 97584,                 97584,                 15629,,,              1756240,              1756240,                 25179,              1781419,              2963168,,,                              0,,                              0,,                269508,,                  7645,                  7645,                277153,              3240321,,,,              3984392,              3984392,,                524827,,                471166,                525498,,                              0,               -269713,               -269713,                726951,,                 76134,                    696,              5311608,                 12106,              5323714,              8564035,              0,              0,        116273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,2014年09月30日,,,,                730539,,                106569,,                 73773,,                269259,,                  2136,,                323008,,                 55202,,                 83758,,                  4416,,,                503104,                 14058,                410609,                927771,                927771,,                 20216,,                  7663,                  7663,              2604310,,,                451285,,                 53985,,              1376980,,,              2124043,,                120267,,                560200,,                  3352,,                  1472,,                490167,,                    123,              3299624,,                487260,                 76748,,                846362,                              0,,                 31169,                877531,              6623413,              9227723,,,,,              1100000,,                              0,,                256840,,                 81072,,                109047,                109047,                 11814,,,              1746378,              1746378,                 62039,              1808417,              3367190,,,                              0,,                  2646,,                263009,,                  7960,                  7960,                273615,              3640805,,,,              3984392,              3984392,,                524576,,                471166,                525498,,                              0,                  1769,                  1769,                998433,,                 67750,                    696,              5574455,                 12463,              5586918,              9227723,              0,              0,        116273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,2014年06月30日,,,,                781408,,                102038,,                 71546,,                320390,,                    470,,                336292,,                 52304,,                 90250,,                    327,,,                598694,                  7277,                414316,              1020287,              1020287,,                 22461,,                  8199,                  8199,              2805972,,,                448533,,                 52411,,              1402241,,,              2131289,,                125700,,                585655,,                  3941,,                  1648,,                504609,,                    151,              3352993,,                478530,                 83323,,                811569,                              0,,                 30454,                842023,              6660054,              9466026,,,,,              1320000,,,,                310888,,                102852,,                 95300,                 95300,                 10146,,,              1736577,              1736577,                 57157,              1793734,              3632920,,,                              0,,                  3140,,                261067,,                  8040,                  8040,                272247,              3905167,,,,              3984392,              3984392,,                522006,,                471166,                525498,,                              0,                  1648,                  1648,                998312,,                 44088,                    696,              5548102,                 12757,              5560859,              9466026,              0,              0,        116273,,                              0,                              0,                  3140,                              0,,                -10520,,                 54608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,2014年03月31日,,,,                803009,,                103492,,                 66646,,                292714,,                  2599,,                352992,,                 55838,,                100375,,                    198,,,                659275,                 20623,                423617,              1103515,              1103515,,                 14957,,                  9500,                  9500,              2905835,,,                488276,,                 52411,,              1438931,,,              2131289,,                128804,,                611295,,                  4531,,                  1918,,                519047,,                    178,              3397062,,                479088,                 72885,,                818731,                              0,,                 32096,                850827,              6779480,              9685315,,,,,              1440000,,,,                321828,,                 74689,,,                103593,                 67673,,,              1479577,              1479577,                 59088,              1538665,              3546448,,,                247260,,,,                261334,,                  8036,                 11669,                520263,              4066711,,,,              3984392,              3984392,,                523008,,                821723,                525498,,,,               -348094,                999127,,                 99726,                    696,              5605557,                 13047,              5618604,              9685315,              0,              0,        116273,,                              0,,,,,                  3801,,                 95925,                190719,                134881,,                              0,                              0,                              0,                              0,                321828,                 74689,                              0,                  3633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,2013年12月31日,,,,,,                 85866,,,,                305201,,                  3007,,                388276,,                 59774,,                285207,,,,,                730568,                 17650,                424343,              1172561,              1172561,,                 41343,,                 10352,                 10352,              3303474,,,                464602,,                 55561,,              1365060,,,              2131289,,                132264,,                637376,,                  4280,,                  2203,,                533486,,                    207,              3441105,,                479645,                 73173,,                822083,,,                 91374,                913457,              6792603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,        116273,,,,,,,,,,                194655,                134881,,,,,,,,,,                880132,                 71546,                312897,                  7696,                  3007,                435508,                 47232,                    209,                              0,             10096077,,,,              1840000,,                348663,,                 79782,,                146060,                146060,                 62298,,,                              0,,                              0,                              0,                              0,                 33419,                 33419,              2510222,,,              1717156,,                  4121,,                261406,,                  6841,                  6841,              1989524,              4499746,,,,              3984392,              3984392,,                522788,,                821723,                525498,,               -350557,               -350557,                996664,,                 79842,                    696,              5582990,                 13341,              5596331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,2013年09月30日,,,,,,                 71873,,,,                415009,,                  3783,,                442773,,                193204,,                 27667,,,,,                778673,                 20219,                324485,              1123377,              1123377,,                 66288,,                 13314,                 13314,              3299658,,,                483034,,                 55561,,              1365252,,,              2131289,,                135580,,                662880,,                  4830,,                  2508,,                979021,,                    242,              3916350,,                889720,                 51439,,                403079,,,                 94759,                497838,              7259194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,        116273,,,,,,,,,,,,,,,,,,,,,                825352,                117018,,,,,,,,             10558852,,,,              1850000,,                352436,,                103507,,                124926,                124926,                 18746,,,,,                              0,,                              0,                 46188,                 46188,              2495803,,,              1707536,,                 21601,,                259018,,                  6297,                  6297,              1994452,              4490255,,,,              3984392,              3984392,,                520614,,                821723,                527040,,                 11972,                187674,              1536437,,                 11998,                    696,              6052745,                 15852,              6068597,,                              0,                175702,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,2013年06月30日,,,,,,                 88105,,,,                453504,,                  1447,,                695861,,                201157,,                 27648,,,,,                593182,                 11575,                135530,                740287,                740287,,                 24524,,                 14431,                 14431,              3238633,,,                472534,,                 55561,,              1377392,,,              2540806,,                139040,,                685883,,                  5378,,                  2862,,              1004819,,                    281,              4379069,,                480762,                 54276,,                  2751,,,                 98807,                101558,              6921152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,        116273,,,,,,,,,,,,,,,,,,,,,                874379,                117290,,,,,,,,             10159785,,,,              1400000,,                338627,,                129861,,                139504,                219192,                  1006,,,,,                              0,,                              0,                 19387,                 19387,              2108073,,,              1697974,,                 23521,,                261650,,                  7169,                  7169,              1990314,              4098387,,,,              3984392,              3984392,,                520614,,                821723,                527040,,,                182765,              1531528,,                  9113,                    696,              6044951,                 16447,              6061398,,,                182765,                 79688,                 23521,,                    577,,                  8536,,,,,,,,,,,,,,,,,,,,,,
