證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 應收建造合約款,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 機器設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備成本,　　　　　 累計折舊－運輸設備,　　　　　 運輸設備淨額,　　　　 租賃改良淨額,　　　　　 租賃改良成本,　　　　　 累計折舊－租賃改良,　　　　　 租賃改良淨額,　　　　 其他設備淨額,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備,　　　　　 其他設備淨額,　　　　 未完工程及待驗設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產－土地,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券,　　　　　 應付短期票券折價,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 應付建造合約款,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 應付股利,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 其他非流動負債－其他,　　　　　 特別盈餘公積,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 應付建造合約款,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　　 應付股利,　　　 應付公司債,　　　　 應付公司債合計,　　　　 其他非流動負債－其他,　　　　 預收款項,　　　　　 預收款項合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付設備款
1535,2015年09月30日,,,,                969027,,                 18351,,                 48516,,                  1200,,                136388,,                523995,              1517861,,                 23201,,                     58,,                 21217,,,                  7086,                  7086,,              1496861,                506533,              2003394,              5270294,,,                200714,,              1086266,,,                 37454,                 37454,,                 94579,                 35832,                 58747,,                 99306,                 76307,                 22999,,                  5595,                  3717,                  1878,,                 53662,                 13981,                 39681,,                 39437,                 27669,                 11768,                              0,                172527,,                 14715,                 14715,,                  9726,                 43739,,                 12749,                  2659,,                              0,,                  6733,                  6733,                 22141,              1549828,              6820122,,,,,                200000,,                350000,                    103,                349897,,                              0,,                              0,,                331141,,                 46844,              1518867,,                384817,                384817,                 12719,,                 47080,,                 91138,                 91138,              2982503,,,                 34794,,                181403,,                187485,                187485,                403682,              3386185,,,,              1237426,              1237426,,                628374,,                496779,,                869657,              1366436,,                201701,                              0,              3433937,                              0,              3433937,              6820122,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,2015年06月30日,,,,              1376714,,                              0,,                164494,,,,                417252,,                573469,              1008971,,                  8174,,                119612,,                  5699,,,                 10079,                 10079,,              1479204,                502322,              1981526,              5665990,,,                212123,,                970746,,,                 37454,                 37454,,                 93223,                 35322,                 57901,,                 97787,                 76198,                 21589,,                  5595,                  3555,                  2040,,                 53662,                 12604,                 41058,,                 37652,                 26368,                 11284,                              0,                171326,,,                 14715,,                 11404,                 51039,,                 15269,                  2608,,,,                  6178,                  6178,                 24055,              1455408,              7121398,,,,,                              0,,,,                499812,,                      2,,,,                261244,,                 30776,              1597504,,                323369,                880210,                 60058,,                 45193,,                 85210,                 85210,              3460009,,,                 39895,,                161631,,                186164,                186164,                387690,              3847699,,,,              1237426,              1237426,,                628374,,                496779,,                744200,              1240979,,                166920,                              0,              3273699,                              0,              3273699,              7121398,              0,              0,              0,                556841,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,2015年03月31日,,,,              1354577,,                              0,,                 68380,,,,                130364,,                500046,                881470,,                 20964,,                     61,,                  5614,,,                  8789,                  8789,,              1865643,                572263,              2437906,              5408171,,,                228235,,              1070088,,,                 37454,                 37454,,                 93223,                 34844,                 58379,,                 93143,                 74524,                 18619,,                  6133,                  3930,                  2203,,                 53662,                 11227,                 42435,,                 36784,                 25386,                 11398,                              0,                170488,,,,,                 11632,                 57189,,                 12749,                  2257,,,,                  6473,                  6473,                 21479,              1559111,              6967282,,,,,,,,,                299976,,                  8739,,,,                170381,,                 72271,              1801579,,                244986,                244986,                 89022,,                 38952,,                104428,                104428,              2830334,,,                 43917,,                146061,,                184656,                184656,                374634,              3204968,,,,              1237426,              1237426,,                628374,,                428714,,              1247381,              1676095,,                220419,                              0,              3762314,                              0,              3762314,              6967282,              0,              0,              0,,,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,2014年12月31日,,,,              1560457,,                 21100,,                 75139,,                              0,,                319579,,                514613,                753396,,                 21161,,                  1360,,                 18018,,,                 60316,                 60316,,              2021453,                544868,              2566321,              5911460,,,                202617,,              1040840,,,                 37454,                 37454,,                 93223,                 34366,                 58857,,                 93143,                 72990,                 20153,,                  6133,                  3768,                  2365,,                 53662,                  9850,                 43812,,                 36194,                 24150,                 12044,                  1011,                175696,,                              0,                              0,,                 11715,                 36848,,                 12749,                  1922,,                              0,,                  5656,                  5656,                 20327,              1488043,              7399503,,,,,                              0,,                              0,                              0,                              0,,                              0,,                              0,,                220270,,                 54769,              2485246,,                439703,                439703,                 72374,,                 35160,,                 88616,                 88616,              3396138,,,                 48346,,                132678,,                183157,                183157,                364181,              3760319,,,,              1237426,              1237426,,                628374,,                428714,,              1113243,              1541957,,                231427,                              0,              3639184,                              0,              3639184,              7399503,              0,              0,              0,                              0,,                              0,                              0,                              0,              1560457,                 18018,              7399503,,,,                              0,,                220270,,                 54769,              2485246,,                439703,                439703,                 72374,,                 35160,,                 88616,                 88616,              3396138,,,                 48346,,                132678,,                183157,                183157,                364181,              3760319,,,,              1237426,              1237426,,                628374,,                428714,                              0,,              1113243,              1541957,,                231427,                              0,              3639184,                              0,              3639184,,,,,,,,,,,,,
1535,2014年09月30日,,,,              2823062,,                 21520,,                 75180,,                     25,,                248713,,                449622,                269930,,                 25111,,                    300,,                 15900,,,                 57530,                 57530,,              1390766,                580178,              1970944,              5957837,,,                180342,,              1001380,,,                 19652,                 19652,,                 87666,                 33901,                 53765,,                 88348,                 71346,                 17002,,                  6628,                  4100,                  2528,,                 52478,                  8465,                 44013,,                 39458,                 27107,                 12351,                              0,                149311,,                              0,                              0,,                 13009,                 44505,,                 24061,                  4890,,                              0,,                  5188,                  5188,                 34139,              1422686,              7380523,,,,,                              0,,                              0,                              0,                              0,,                      2,,                    553,,                197780,,                 76058,              2858139,,                368453,                368453,                 27634,,                 41197,,                 97660,                 97660,              3667476,,,                 46405,,                126239,,                190992,                190992,                363636,              4031112,,,,              1237426,              1237426,,                628374,,                428714,,                894800,              1323514,,                160097,                              0,              3349411,                              0,              3349411,              7380523,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,2014年06月30日,,,,              3289726,,                 21620,,                 73550,,,,                153003,,                602472,                225058,,                 22217,,                124884,,                 16570,,,                 59718,                 59718,,              1355746,                536492,              1892238,              6481056,,,                179029,,                947963,,,                 19652,                 19652,,                 87666,                 33462,                 54204,,                 88348,                 69592,                 18756,,                  6414,                  4696,                  1718,,                 52478,                  7121,                 45357,,                 38720,                 26462,                 12258,                              0,                151945,,,                              0,,                 13853,                 49359,,                 11215,                 12931,,,,                  3383,                  3383,                 27529,              1369678,              7850734,,,,,                  1555,,,,                              0,,                              0,,,,                191359,,                 21676,              3214698,,                338489,                771588,                 57380,,                 44352,,                 84712,                 84712,              4387320,,,                 44214,,                107606,,                189460,                189480,                341300,              4728620,,,,              1237426,              1237426,,                628374,,                428714,,                698897,              1127611,,                128703,                              0,              3122114,                              0,              3122114,              7850734,              0,              0,              0,                433099,,                              0,                     20,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,2014年03月31日,,,,              2919292,,                              0,,                 28600,,,,                 37153,,                901459,                480733,,                 13175,,                    803,,                 14428,,,                 78003,                 78003,,              1377041,                623174,              2000215,              6473861,,,                174196,,              1041936,,,                 19652,                 19652,,                 87666,                 33022,                 54644,,                 89338,                 68457,                 20881,,                  6387,                  4574,                  1813,,                 52478,                  5777,                 46701,,                 37808,                 25166,                 12642,                              0,                156333,,,,,                 11077,                 48668,,                 11214,                 23193,,,,                  3693,                  3693,                 38100,              1470310,              7944171,,,,,,,,,                              0,,                    168,,,,                298691,,                151781,              2962627,,                211288,                211288,                 77841,,                 42133,,                102009,                416976,              4161505,,,                 42794,,                104225,,                187917,                187917,                334936,              4496441,,,,              1237426,              1237426,,                628374,,                367234,,              1028160,              1431468,,                150462,                              0,              3447730,                              0,              3447730,              7944171,              0,              0,              0,,,                314967,,                 36074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,2013年12月31日,,,,,,                              0,,                 58653,,                     25,,                 33583,,                740889,                689617,,                  9308,,                    158,,,,,                 94904,                 94904,,              1114916,                631633,              1746549,              6350625,,,                126977,,              1001482,,,                 19652,                 19652,,                 87666,                 32582,                 55084,,                 89338,                 66607,                 22731,,                  6387,                  4454,                  1933,,                 22893,                  4433,                 18460,,                 37656,                 23769,                 13887,                 17779,                149526,,,,,                 10361,                 52874,,                  2975,                 58750,,,,                  5577,                  5577,                 67302,              1408522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,              2963614,                 13325,              7759147,,,,                    806,,                239169,,                 14190,              3269782,,                429832,                429832,                 80785,,                 43479,,                 81070,                 81070,              4159113,,,                 40705,,                 98126,,                186370,                186370,                325201,              4484314,,,,              1237426,              1237426,,                628374,,                367234,                 36074,,                888433,              1291741,,                117292,                              0,              3274833,                              0,              3274833,,,,,,,,,,,,,
1535,2013年09月30日,,,,,,                              0,,                 64463,,                              0,,                 94578,,                804813,                932049,,                 22011,,                    105,,,,,                 90414,                 90414,,                819841,                308871,              1128712,              5857954,,,                117471,,                990546,,,                 19652,                 19652,,                 86416,                 32132,                 54284,,                 93623,                 68030,                 25593,,                  6193,                  4334,                  1859,,                 22893,                  3828,                 19065,,                 33465,                 22856,                 10609,                    550,                131612,,,,,                 12089,                 49663,,                    990,,,                 58997,,                  5947,                  5947,                 65934,              1367315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,              2720809,                              0,              7225269,,,,                              0,,                266226,,                  5563,              2966328,,                333654,                333654,                 56244,,                 44603,,                112707,                112707,              3786537,,,                 41683,,                 94142,,                179849,                179849,                315674,              4102211,,,,              1237426,              1237426,,                628374,,,,,,              1153204,,                104054,                              0,              3123058,                              0,              3123058,,                  1212,,                              0,,,,,,,,,
1535,2013年06月30日,,,,,,                    308,,                 23507,,                              0,,                 77422,,              1002443,                865949,,                 37228,,                              0,,,,,                117337,                117337,,                832184,                249905,              1082089,              6033959,,,                132299,,                940843,,,                 19652,                 19652,,                 86416,                 31723,                 54693,,                 93623,                 65978,                 27645,,                  7017,                  5042,                  1975,,                 22893,                  3224,                 19669,,                 32102,                 21625,                 10477,                    408,                134519,,,,,                 12199,                 30377,,                              0,,,                 50092,,                  7306,                  7306,                 57398,              1307635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,              2827676,                              0,              7341594,,,,                              0,,                185136,,                196173,              2732501,,                284170,                758475,                 49254,,                 40729,,                 99106,                 99106,              4061374,,,                 55167,,                 83532,,                178406,                178406,                416465,              4477839,,,,              1218659,              1218659,,                547132,,,,,,              1011152,,                 86812,                              0,              2863755,                              0,              2863755,,,,,                474305,,                 99360,                              0,,,,,
