證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－認股權,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 其他應付款項－關係人,　　　　 長期應收票據及款項,　　　　　 催收款項,　　　　　 長期應收票據及款項淨額,　　　　 長期應收票據及款項－關係人,　　　　　 長期應收票據及款項－關係人淨額,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積合計,　　　 保留盈餘,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　　 其他非流動負債－其他,　　　　 資本公積－處分資產增益,　　　　 資本公積－受贈資產,　　　　　 資本公積－受贈資產合計,　　　 庫藏股票
1506,2015年09月30日,,,,                316124,,                 81666,,                 92204,,                343909,,                 19476,,                537688,,                              0,                 69862,                 69862,              1460929,,,                 30346,,                              0,,              1081641,,                  2036,                 43332,,                 10891,                  6450,,                 32847,                 50188,              1207543,              2668472,,,,,                 91601,,                    313,,                    648,,                177459,,                101918,                  3861,,,                              0,                              0,                 14686,                 14686,                390486,,,                654790,,                              0,,                133819,,                133832,                      3,                133835,                922444,              1312930,,,,              1222557,              1222557,,,                 72549,                 45263,                117812,,,                -28104,                -28104,,,                -49197,                -49197,              1263068,                 92474,              1355542,              2668472,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,2015年06月30日,,,,                364944,,                 28877,,                 79978,,                379613,,                 21631,,                528190,,                  3000,                 76036,                 79036,              1482269,,,                 30346,,                              0,,              1106045,,                  2246,                 41520,,                 11064,                  6248,,                 39508,                 56820,              1236977,              2719246,,,,,                 59261,,                              0,,                    933,,                237848,,,                  2283,,,                              0,                              0,                 22639,                 22639,                444195,,,                650134,,                              0,,                133930,,                138653,                      3,                138656,                922720,              1366915,,,,              1222557,              1222557,,,                 72549,                 45263,                117812,,,                -50108,                -50108,,,                -39253,                -39253,              1251008,                101323,              1352331,              2719246,              0,              0,                121231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,2015年03月31日,,,,                358380,,                 21548,,                110336,,                332021,,                 21573,,                519650,,                              0,                 66007,                 66007,              1429515,,,                 39900,,                              0,,              1101818,,                  2104,                 38277,,                 10973,                  6364,,                 42385,                 59722,              1241821,              2671336,,,,,                 23948,,                              0,,                  2783,,                222027,,                105389,                  4953,,,                              0,                              0,                 21675,                 21675,                380775,,,                645591,,                              0,,                135225,,                143549,                      3,                143552,                924368,              1305143,,,,              1222516,              1222516,,,                 72492,                 45269,                117761,,,                -54394,                -54394,,,                -24686,                -24686,              1261197,                104996,              1366193,              2671336,              0,              0,,,                              0,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,2014年12月31日,,,,                 83558,,                              0,,                 39712,,                379069,,                 20241,,                508334,,                 17327,                 61763,                 79090,              1110004,,,                 39900,,                              0,,              1132787,,                  1357,                 33396,,                 10974,                  6502,,                 36523,                 53999,              1261439,              2371443,,,,,                332155,,                    304,,                  1289,,                200304,,                134728,                  4181,,,                 28718,                 28718,                 18126,                 46844,                719805,,,                              0,,                  7180,,                139624,,                148445,                      3,                148448,                295252,              1015057,,,,              1222516,              1222516,,,                 72492,                              0,                 72492,,,                -60716,                -60716,,,                  4180,                  4180,              1238472,                117914,              1356386,              2371443,              0,              0,                134728,,                              0,                              0,,                              0,                 83558,              2371443,,,,                332155,,                    304,,                  1289,,                200304,,                134728,                  4181,,,                 28718,                 28718,                 18126,                 46844,                719805,,,                  7180,,                139624,,                148445,                      3,                148448,                295252,              1015057,,,,              1222516,              1222516,,,                 72492,                 72492,,,                -60716,                -60716,,,                  4180,                  4180,              1238472,                117914,              1356386,              0,,,,,,,
1506,2014年09月30日,,,,                160918,,                              0,,                 46583,,                375211,,                 41150,,                501135,,                              0,                 65100,                 65100,              1190097,,,                  9554,,                              0,,              1131510,,                  1718,                 27393,,                    944,                  6333,,                 34177,                 41454,              1211629,              2401726,,,,,                347016,,                    254,,                  1547,,                221465,,                127506,                              0,,,                 28718,                 28718,                 11873,                 40591,                738379,,,                              0,,                 14359,,                140362,,                139332,                      3,                139335,                294056,              1032435,,,,              1222516,              1222516,,,                 72492,                              0,                 72492,,,                -51214,                -51214,,,                  2827,                  2827,              1246621,                122670,              1369291,              2401726,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,2014年06月30日,,,,                 82432,,                              0,,                 78012,,                347754,,                 49553,,                467408,,                              0,                 45759,                 45759,              1070918,,,                  9554,,                              0,,              1132815,,                  1136,                 28510,,                    773,                 13194,,                 39708,                 53675,              1225690,              2296608,,,,,                281827,,                              0,,                  1805,,                197245,,,                              0,,,                 28718,                 28718,                  5656,                 34374,                639442,,,                              0,,                 21539,,                139855,,                144131,                      3,                144134,                305528,                944970,,,,              1222516,              1222516,,,                 72492,                              0,                 72492,,,                -65187,                -65187,,,                 -3679,                 -3679,              1226142,                125496,              1351638,              2296608,              0,              0,                124191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,2014年03月31日,,,,                 98797,,                    497,,                 24454,,                305737,,                 60609,,                454668,,                              0,                 50219,                 50219,                994981,,,                  9554,,                              0,,              1166082,,                  1398,                 29138,,                    773,                 15293,,                 42228,                 60294,              1266466,              2261447,,,,,                319329,,                              0,,                  2063,,                123562,,                107907,                              0,,,                 28718,                 28718,                  7615,                 36333,                589194,,,                              0,,                 28719,,                141406,,                148846,                      3,                148849,                318974,                908168,,,,              1222516,              1222516,,,                 72492,                              0,                 72492,,,                -69791,                -69791,,,                  2084,                  2084,              1227301,                125978,              1353279,              2261447,              0,              0,,,                              0,                              0,,                  2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,2013年12月31日,,,,,,                    485,,                  3277,,                342855,,                 41957,,                448269,,                              0,                 45523,                 45523,              1023896,,,                  9554,,                              0,,              1173558,,                  1796,                 31572,,                    139,                 15165,,                 42117,                 59421,              1275901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,                              0,                              0,,                  2000,                141530,              2299797,,,,                302870,,                    105,,                              0,,                164221,,                115196,                              0,,,                 28784,                 28784,                  8667,                 37451,                619843,,,                 35898,,                140510,,                153551,                      3,                153554,                329962,                949805,,,,              1222516,              1222516,,,                 72492,                 72492,,,                -61963,                -61963,,,                 -6863,                 -6863,              1226182,                123810,              1349992,              0,,                              0,,,,,
1506,2013年09月30日,,,,,,                    634,,                 31463,,                319652,,                 70780,,                493978,,,,                 36532,              1128955,,,                  9554,,                              0,,              1162796,,                    831,                 38356,,                  7629,                 15093,,                 39114,                 63836,              1275373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,                              0,                              0,,                  2000,                175916,              2404328,,,,                304073,,                              0,,                              0,,                169431,,                141586,                  1340,,,                 28795,                 28795,                 11519,                 40314,                656744,,,                 43078,,                143479,,                185025,                      3,                185028,                371585,              1028329,,,,              1222516,              1222516,,,                 72492,                 72492,,,                -38771,                -38771,,,                -13491,                -13491,              1242746,                133253,              1375999,              0,,                              0,,,,,
1506,2013年06月30日,,,,,,                    505,,                 59962,,                323749,,                 62632,,                511357,,,,                 43503,              1167814,,,                 20736,,                              0,,              1183805,,                  1090,                 25844,,                  7749,                 15694,,                 39707,                 65150,              1296625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,                              0,                              0,,                  2000,                166106,              2464439,,,,                332302,,                     60,,                              0,,                156123,,                148850,                  1221,,,                 28864,                 28864,                  7994,                 36858,                675414,,,                 50257,,                135783,,                190192,                      3,                190195,                376235,              1051649,,,,              1222516,              1222516,,,                 72492,                 72492,,,                -31341,                -31341,,,                  8135,                  8135,              1271802,                140988,              1412790,              0,,                              0,,,,,
