證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 避險之衍生金融資產－流動,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款,　　　　 應收租賃款,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 避險之衍生金融資產－非流動,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 礦產資源淨額,　　　　 礦產資源淨額,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 長期應收票據及款項,　　　　　 長期應收租賃款,　　　　　 長期應收票據及款項淨額,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 避險之衍生金融負債－流動,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 避險之衍生金融負債－非流動,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 應付租賃款－非流動,　　　　　　 長期應付票據及款項合計,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 其他非流動資產－其他,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　　 天然資源淨額,　　　　 天然資源淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 避險之衍生金融負債－流動,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 應付租賃款－非流動,　　　　　 長期應付票據及款項合計,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 避險之衍生金融負債－非流動,　　　　 應收票據－關係人,　　　　 應收銷售及管理費（證券投資信託業適用）,　　　　 應收分期帳款,　　　　 未實現利息收入－應收分期帳款,　　　　 融資租賃之未賺得融資收益,　　　　 備抵銷售退回及折讓,　　　　 備抵呆帳－應收帳款、分期帳款及租賃款,　　　　 應收帳款－關係人,　　　　 持有供交易之金融資產－非流動,　　　　 備供出售金融資產－非流動,　　　　 以成本衡量之金融資產－非流動,　　　　 採用權益法之投資,　　　　 投資性不動產－土地,　　　　 銀行長期借款
6505,2015年09月30日,,,,             28239993,,                              0,,             37694406,                 80973,,                  2075,,              1654256,,             21530575,                260489,             21791064,,             22188169,,             18586583,,                 36537,,             66826822,,             15451267,,              1048314,            213600459,,,              4834937,                 12945,,              1494417,,             38402792,,            134335468,,                169127,,                310213,              4668915,,,              4623210,              4623210,,             12269414,             16892624,            201121438,            414721897,,,,,              6357104,,                              0,                              0,,                  7354,,              8868146,,              2006751,,             12149138,                318885,              4559011,,,             24375330,                882287,             25257617,             59524006,,                  5963,,             38250000,,             60998558,,                239843,,,              2448280,              2448280,              3166079,              1363494,              6977853,            106472217,            165996223,,,,             95259597,             95259597,,             31470272,,             42178025,              3033784,,             60730728,            105942537,,             16018606,            248691012,                 34662,            248725674,            414721897,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505,2015年06月30日,,,,             38847389,,                              0,,             38937580,                111098,,                     15,,,,             27671064,                121807,             27792871,,             28268295,,             16483969,,                 36523,,             65612156,,             21041009,,                542679,            237673584,,,              6848391,                 42597,,              1494417,,             37056990,,            137967826,,                154530,,                310213,              4480651,,,              2176419,              2176419,,              9188338,             11364757,            199720372,            437393956,,,,,              3617016,,              3500000,                              0,,                 10428,,             14097747,,              3179457,,             20039842,                198028,              3078635,,,             22375330,              1010044,             23385374,             71106527,,                     93,,             44250000,,             67110671,,                166681,,,              2346616,              2346616,              3153692,              1391223,              6891531,            118418976,            189525503,,,,             95259597,             95259597,,             31336222,,             42178025,              3033784,,             51765517,             96977326,,             24258715,            247831860,                 36593,            247868453,            437393956,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505,2015年03月31日,,,,             39021925,,                              0,,             45095293,                 93237,,                    100,,,,             19340495,                121828,             19462323,,             27327128,,             17664743,,                  2062,,             54740491,,             27316932,,                728235,            231452469,,,             10464659,                 63328,,              1494417,,             38605261,,            141662167,,                153025,,                310213,              5631770,,,              2230697,              2230697,,              9935129,             12165826,            210550666,            442003135,,,,,             21061976,,              3500000,                              0,,                 10430,,              6357053,,              2927545,,             10323225,                687788,                  5319,,,             29225148,              1049248,             30274396,             75147732,,,,             53000000,,             65315013,,                 51010,,,              2421620,              2421620,              3139962,              1393930,              6955512,            125321535,            200469267,,,,             95259597,             95259597,,             31336222,,             41271467,              3033784,,             36078526,             80383777,,             34518923,            241498519,                 35349,            241533868,            442003135,              0,              0,              0,              9935129,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505,2014年12月31日,,,,             40653905,,                              0,,             44296024,                  7049,,                    372,,                              0,,             19861425,                              0,             19861425,,             26011020,,             15740276,,                  1844,,             80664082,,             32298118,,                747716,            260281831,,,             10729587,                              0,,              1469417,,             38341047,,            145361509,,                135816,,                301573,              5983035,,,                              0,                              0,,             10412415,             10412415,            212734399,            473016230,,,,,             32457003,,              3500000,                 20006,,                 13510,,             12835773,,              2556961,,             10513904,              7662991,                  4300,,,             31722427,              3236690,             34959117,            104523565,,                              0,,             53000000,,             68630664,,                201330,,,              2496308,              2496308,              3125608,              1397532,              7019448,            128851442,            233375007,,,,             95259597,             95259597,,             31336222,,             41271467,              3033784,,             34956579,             79261830,,             33749215,            239606864,                 34359,            239641223,            473016230,              0,              0,              0,             10412415,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505,2014年09月30日,,,,             36266151,,                              0,,             26906605,                  2557,,                  2181,,                              0,,             35835050,                              0,             35835050,,             29577584,,             15926934,,                    217,,            104246190,,             27076441,,                552145,            276392055,,,             21094842,                              0,,              1469417,,             36987643,,            148662201,,                278973,,                301573,              5546490,,,                              0,                              0,,             11050481,             11050481,            225391620,            501783675,,,,,             31020475,,             13300000,                  9816,,                 12855,,             17082821,,              3252096,,              8975995,             14534429,              1439920,,,             33567151,              1208879,             34776030,            124404437,,                              0,,             56000000,,             69630664,,                229447,,,              2444032,              2444032,              3209122,              1363574,              7016728,            132876839,            257281276,,,,             95259597,             95259597,,             31336222,,             41271467,              3033784,,             47881760,             92187011,,             25688344,            244471174,                 31225,            244502399,            501783675,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505,2014年06月30日,,,,             34850585,,              1001537,,             29412203,                  5916,,                    456,,,,             29720917,                              0,             29720917,,             39665398,,             18626329,,                    213,,             86854647,,             25471117,,                530187,            266139505,,,             26869877,                              0,,              1445787,,             36626266,,            151966255,,                256039,,                284227,              5773233,,,                              0,                              0,,             11139995,             11139995,            234361679,            500501184,,,,,             22145798,,              3500000,                              0,,                 15933,,             18310369,,              4960739,,             33036793,                158262,                621214,,,             61525600,              1075697,             62601297,            145350405,,                              0,,             56000000,,             46143329,,                201566,,,              2449730,              2449730,              3194374,              1371664,              7015768,            109360663,            254711068,,,,             95259597,             95259597,,             31336222,,             41271467,              3033784,,             41071078,             85376329,,             33786333,            245758481,                 31635,            245790116,            500501184,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505,2014年03月31日,,,,             48751468,,              1430439,,             21384580,                 19519,,                  1632,,,,             44629547,                              0,             44629547,,             38929018,,             20498837,,                    217,,             99745252,,             23664396,,              6335443,            305390348,,,             14132857,                              0,,              1445787,,             36731140,,            156187610,,                246263,,                288095,              5622019,,,                              0,                              0,,             10678876,             10678876,            225332647,            530722995,,,,,             39769077,,              9600000,                              0,,                 16409,,             32677668,,              5280407,,             10772551,              4302017,              4066243,,,             37039634,              1318581,             38358215,            144842587,,,,             68000000,,             62694488,,                340739,,,              2546006,              2546006,              3179363,              1365028,              7090397,            138125624,            282968211,,,,             95259597,             95259597,,             31336222,,             38585641,              3033784,,             61095193,            102714618,,             18413107,            247723544,                 31240,            247754784,            530722995,              0,              0,              0,             10678876,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505,2014年01月01日,,,,             16651735,,                882620,,             22906609,                  8671,,                    613,,,,             40776049,                              0,             40776049,,             44176717,,             19941266,,                              0,,             80379415,,             20768226,,              5991084,            252483005,,,             13993274,                              0,,              1445787,,             35980845,,            159580627,,                243374,,                291134,              6157029,,,                              0,                              0,,             12039501,             12039501,            229731571,            482214576,,,,,             28906373,,              3300000,                              0,,                 19597,,              6868825,,              5918496,,              9931558,                227737,              2928527,,,             55708298,              2815518,             58523816,            116624929,,                              0,,             68000000,,             49667325,,                370168,,,              2616767,              2616767,              3164747,              1392699,              7174213,            125211706,            241836635,,,,             95259597,             95259597,,             31327378,,             38585641,              3033784,,             52313075,             93932500,,             19827788,            240347263,                 30678,            240377941,            482214576,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505,2013年12月31日,,,,,,                882620,,             22906609,                  8671,,                    613,,,,,,             40776049,,             44176717,,             19941266,,,,             80379415,,             20768226,,              5991084,            252483005,,,             13993274,,,              1445787,,             35990643,,            159580627,,,,                291134,              6159562,,,,,,,             12039501,            229743902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,             16651735,                              0,,                243374,            482226907,,,,             28906373,,              3300000,                              0,,                 19597,,              6868825,,              5918496,,              9931558,                227737,              2928527,,,             55708298,              2815518,             58523816,            116624929,,,             68000000,,             49667325,,                370168,,,              2616767,              2616767,              3183232,              1392699,              7192698,            125230191,            241855120,,,,             95259597,             95259597,,             31327378,,             38585641,              3033784,,             52307013,             93926438,,             19827788,            240341201,                 30586,            240371787,,                              0,,,,,,,,,,,,,,,,,,,
6505,2013年09月30日,,,,,,                500586,,             21482305,                 11512,,                  5926,,,,,,             37982258,,             34338140,,             24070386,,,,             84653705,,             30712820,,              7136405,            278165244,,,             15703175,,,              1445787,,             34767537,,            162724786,,,,                291134,              6465239,,,,,,,             12315277,            234032439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,             37270445,                    756,,                319504,            512197683,,,,             42348562,,              7600000,                              0,,                 19132,,             22217433,,              4569730,,             12190156,                432267,              2322353,,,             51951899,                730333,             52682232,            144429107,,,             71000000,,             56199297,,                198783,,,              2621835,              2621835,              3169209,              1388424,              7179468,            134577548,            279006655,,,,             95259597,             95259597,,             31243284,,             38587452,              3033784,,             45574359,             87195595,,             19462633,            233161109,                 29919,            233191028,,                 47242,,,,,,,,,,,,,,,,,,,
