證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 共同控制下前手權益,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　　 庫存現金,　　　　 銀行存款,　　　　 約當現金,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 共同控制下前手權益,　　 非控制權益,　　 權益總額,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 與待出售非流動資產直接相關之負債,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 備供出售金融資產－流動,　　　　 應收票據,　　　　 應收帳款,　　　　 其他應收款－其他,　　　　 存貨－買賣業,　　　　　 存貨－買賣業淨額,　　　　 存貨－製造業,　　　　　 製成品,　　　　　 在製品,　　　　　 原料,　　　　　 存貨－製造業淨額,　　　　 預付貨款,　　　　 其他流動資產－其他,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 透過其他綜合損益按公允價值衡量之金融資產－非流動,　　　　 透過其他綜合損益按公允價值衡量之金融資產－非流動合計,　　　　 備供出售金融資產－非流動,　　　　 持有至到期日金融資產－非流動,　　　 避險之衍生金融資產－非流動,　　　 按攤銷後成本衡量之金融資產－非流動,　　　　 按攤銷後成本衡量之金融資產－非流動淨額,　　　　 以成本衡量之金融資產－非流動,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債券投資－非流動淨額,　　　　 採用權益法之投資,　　　 天然資源淨額,　　　　 天然資源淨額,　　　　　 其他無形資產,　　　 生物資產－非流動,　　　　 生物資產－非流動合計,　　　　　 其他非流動資產－其他,　　　　 其他短期借款,　　　　　 商品存貨,　　　　 待出售非流動資產,　　　　 土地淨額,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備淨額,　　　　 水電設備淨額,　　　　　 水電設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備淨額,　　　　 租賃改良淨額,　　　　　 租賃改良淨額,　　　　 其他設備淨額,　　　　　 其他設備淨額,　　　　 未完工程及待驗設備,　　　　 投資性不動產－土地,　　　　 投資性不動產－建築物,　　　　 銀行借款
1419,2015年09月30日,,,,                462181,,                812492,,                 10236,,                123106,,                 28143,,                     23,,                354589,,                 40944,,                 16977,              1848691,,,              3139821,,                              0,,                133933,,                275318,,                505829,,              5217217,,,                  5449,                  5449,                    738,,                  7494,,                  9814,                 17308,              9295613,             11144304,,,,,              2035000,,                940492,,                 43302,,                 48591,,                108705,                108705,                              0,,,                 54676,                  4118,                 58794,              3234884,,,                763663,,                  5896,                 85173,                 91069,                854732,              4089616,,,,              3000413,              3000413,,                  1610,,                241329,              1006548,,                649615,              1897492,,,                    626,,              2104450,              2105076,                 13174,              6991417,                              0,                 63271,              7054688,             11144304,              0,              0,        803829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,2015年06月30日,,,,                481628,,                914004,,                 11463,,                106719,,                 14325,,                     22,,                293047,,                 48914,,                  1030,              2071102,,,              3262270,,                              0,,                143714,,                266682,,                511167,,              5223252,,,                  5480,                  5480,                  1259,,                  6889,,                  9158,                 16047,              9429871,             11500973,,,,,              2280000,,                974395,,                 32707,,                 26346,,                181990,                181990,                              0,,,                 52187,                  4772,                 56959,              3552397,,,                761431,,                  7024,                 86417,                 93441,                854872,              4407269,,,,              3000413,              3000413,,                  1358,,                241329,              1006548,,                471107,              1718984,,,                    481,,              2322242,              2322723,                 13174,              7030304,                              0,                 63400,              7093704,             11500973,              0,              0,        803829,,                199950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,2015年03月31日,,,,                427107,,                957251,,                 11076,,                119025,,                  1457,,,,                285987,,                 41545,,                 20822,              1864270,,,              3371051,,                199950,,                147186,,                273992,,                503528,,              5229286,,,                  6401,                  6401,                    730,,                 23128,,                  9034,                 32162,              9764286,             11628556,,,,,              2240000,,                999189,,                 43326,,                 27208,,                 61540,                 61540,                  1280,,,                 44290,                  7173,                 51463,              3424006,,,                761431,,                  8200,                 63905,                 72105,                833536,              4257542,,,,              3000413,              3000413,,                  1358,,                230901,              1006548,,                593073,              1830522,,,                    542,,              2483874,              2484416,                 13174,              7303535,                              0,                 67479,              7371014,             11628556,              0,              0,        803829,,,                    582,                426525,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,2014年12月31日,,,,                258024,,                956380,,                 11866,,                139631,,                  1551,,                              0,,                279813,,                 41420,,                 21159,              1709844,,,              3344949,,                199950,,                147186,,                286795,,                522716,,              5235345,,,                  7342,                  7342,                              0,,                 19675,,                 10023,                 29698,              9773981,             11483825,,,,,              1830000,,              1333900,,                 44161,,                 29120,,                 65788,                 65788,                  1280,,,                 46420,                  8242,                 54662,              3358911,,,                761631,,                  9430,                 34535,                 43965,                805596,              4164507,,,,              3000413,              3000413,,                  1358,,                230901,              1006548,,                618535,              1855984,,,                    638,,              2474099,              2474737,                 13174,              7319318,                              0,                              0,              7319318,             11483825,              0,              0,        803829,,                              0,                    466,                257558,                              0,                258024,             11483825,,,,              1830000,,              1333900,,                 44161,,                 29120,,                 65788,                 65788,                  1280,,,                 46420,                  8242,                 54662,              3358911,,,                761631,,                  9430,                 34535,                 43965,                805596,              4164507,,,,              3000413,              3000413,,                  1358,,                230901,              1006548,,                618535,              1855984,,,                    638,,              2474099,              2474737,                 13174,              7319318,                              0,                              0,              7319318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,2014年09月30日,,,,                239474,,                963063,,                  8547,,                115839,,                 25776,,                              0,,                297966,,                 37360,,                  2285,              1690310,,,              3395605,,                199950,,                147186,,                274509,,                560808,,              5245169,,,                  8282,                  8282,                  1682,,                 38896,,                  8103,                 46999,              9880190,             11570500,,,,,              2035000,,              1053855,,                 67417,,                 33916,,                115386,                115386,                  1287,,,                 49451,                  8680,                 58131,              3364992,,,                761431,,                  8787,                 36493,                 45280,                806711,              4171703,,,,              3000413,              3000413,,                  1358,,                230901,              1039235,,                625949,              1896085,,,                    343,,              2513772,              2514115,                 13174,              7398797,                              0,                              0,              7398797,             11570500,              0,              0,        803829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,2014年06月30日,,,,                193476,,                937375,,                  7109,,                 93308,,                 88468,,                              0,,                236643,,                 41001,,                  2050,              1599430,,,              3456612,,                199950,,                174078,,                272241,,                538294,,              4724129,,,                  6417,                  6417,                  2236,,                 56585,,                  8103,                 64688,              9438645,             11038075,,,,,              1800000,,                709800,,                 44437,,                 22015,,                220455,                220455,                  1287,,,                 48611,                  4971,                 53582,              2851576,,,                761431,,                  9929,                 52500,                 62429,                823860,              3675436,,,,              3000413,              3000413,,                    996,,                230901,              1039235,,                545507,              1815643,,,                    228,,              2558533,              2558761,                 13174,              7362639,                              0,                              0,              7362639,             11038075,              0,              0,        803829,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,2014年03月31日,,,,                183552,,                902649,,                  7448,,                 95983,,                  2830,,,,                231092,,                 38400,,                  2213,              1464167,,,              3331429,,                199950,,                128315,,                274853,,                533039,,              4729868,,,                  6382,                  6382,                  2368,,                 44286,,                  7957,                 52243,              9258447,             10722614,,,,,              1750000,,                679701,,                 36339,,                 25656,,                 69061,                 69061,                  1904,,,                 49585,                  5425,                 55010,              2617671,,,                761431,,                 10991,                 52349,                 63340,                824771,              3442442,,,,              3000413,              3000413,,                    996,,                214462,              1039235,,                622698,              1876395,,,                    361,,              2415181,              2415542,                 13174,              7280172,                              0,                              0,              7280172,             10722614,              0,              0,        803829,,,                    394,                182688,                    470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,2013年12月31日,,,,,,                917630,,                 15464,,                 97724,,                  5423,,,,                227325,,                 33040,,                  1002,              1477464,,,              3310247,,                199950,,                127328,,                280576,,                520159,,              4729819,,,                  7115,                  7115,                  2448,,                 67190,,                  7779,                 74969,              9252611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,        803829,,,                    529,                178856,                    471,                179856,             10730075,,,,              1690000,,                729460,,                 62629,,                 14746,,                 54665,                 54665,                  1904,,,                 54499,                  4575,                 59074,              2612478,,,                761431,,                 12001,                 52182,                 64183,                825614,              3438092,,,,              3000413,              3000413,,                    996,,                214462,              1039235,,                634449,              1888146,,,                    269,,              2415283,              2415552,                 13174,              7291933,                              0,                     50,              7291983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,2013年09月30日,,,,,,                872507,,                 10873,,                115107,,                  4133,,,,                224123,,                 33349,,                  2001,              1429802,,,              3192952,,                199950,,                127328,,                269878,,                483608,,              4735601,,,                  6507,                  6507,                  2549,,                 74612,,                  8235,                 82847,              9101220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,        803829,,,                    404,                167305,                              0,                167709,             10531022,,,,              2209799,,,,                 48634,,                 19648,,                105242,                105242,                  1910,,,                193980,                  6947,                200927,              2586160,,,                761431,,                 14323,                 49799,                 64122,                825553,              3411713,,,,              3000413,              3000413,,                    996,,                214462,              1039235,,                643714,              1897411,,,                    164,,              2233449,              2233613,                 13174,              7119259,                              0,                     50,              7119309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,2013年06月30日,,,,,,                802565,,                 17277,,                 83768,,                 86286,,,,                202045,,                 33890,,                  4535,              1388306,,,              3150853,,                199950,,                127328,,                280232,,                450550,,              4759076,,,                  7091,                  7091,                  3002,,                 61410,,                  7729,                 69139,              9047221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,        803829,,,                    363,                157577,                              0,                157940,             10435527,,,,              2044833,,,,                 74595,,                 15463,,                229659,                229659,                  1911,,,                195605,                  6718,                202323,              2568784,,,                761431,,                 15224,                 49473,                 64697,                826128,              3394912,,,,              3000413,              3000413,,                    595,,                214462,              1039235,,                582143,              1835840,,,                    -16,,              2216907,              2216891,                 13174,              7040565,                              0,                     50,              7040615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
