證券代號,年季,　 資產,　　 現金及約當現金,　　　 現金及約當現金合計,　　 存放央行及拆借銀行同業,　　　 存放央行及拆借銀行同業合計,　　 透過損益按公允價值衡量之金融資產,　　　 透過損益按公允價值衡量之金融資產合計,　　 附賣回票券及債券投資,　　　 附賣回票券及債券投資淨額,　　 應收款項－淨額,　　　 應收款項－淨額,　　 當期所得稅資產,　　　 本期所得稅資產合計,　　 貼現及放款－淨額,　　　 貼現及放款－淨額,　　 備供出售金融資產－淨額,　　　 備供出售金融資產－淨額,　　 持有至到期日金融資產－淨額,　　　 持有至到期日金融資產－淨額,　　 採用權益法之投資－淨額,　　　 採用權益法之投資－淨額,　　 其他金融資產－淨額,　　　 其他金融資產－淨額,　　 不動產及設備－淨額,　　　 不動產及設備－淨額,　　 投資性不動產投資－淨額,　　　 投資性不動產投資－淨額,　　 無形資產－淨額,　　　 商譽,　　　 電腦軟體,　　　 無形資產－淨額,　　 遞延所得稅資產,　　　 遞延所得稅資產合計,　　 其他資產－淨額,　　　 其他資產－淨額,　　 資產總計,　 負債及權益,　　 負債,　　　 央行及銀行同業存款,　　　　 央行及銀行同業存款合計,　　　 透過損益按公允價值衡量之金融負債,　　　　 透過損益按公允價值衡量之金融負債合計,　　　 附買回票券及債券負債,　　　　 附買回票券及債券負債合計,　　　 應付款項,　　　　 應付款項合計,　　　 當期所得稅負債,　　　　 本期所得稅負債合計,　　　 存款及匯款,　　　　 存款及匯款合計,　　　 應付金融債券,　　　　 應付金融債券合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 其他金融負債,　　　　 其他金融負債合計,　　　 負債準備,　　　　 負債準備合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他負債,　　　　 其他負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 股本溢價,　　　　　 受贈公積,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－採權益法認列關聯企業及合資股權淨值之變動數,　　　　　 其他資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 累積盈餘,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益－其他,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　　 非控制權益合計,　　　 權益總計,　　 負債及權益總計,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　 預收股款（權益項下）之約當發行股數（單位：股） ,　　　　　 增資準備,　　　 庫存現金,　　　 待交換票據,　　　 存放銀行同業,　　　 存放央行,　　　 轉存央行存款,　　　 持有供交易之金融資產,　　　 原始認列時指定透過損益按公允價值衡量之金融資產,　　　 附賣回票券及債券投資,　　　 土地,　　　 房屋及建築,　　　 機械及電腦設備,　　　 交通及運輸設備,　　　 租賃權益改良,　　　 預付設備款,　　　 遞延所得稅資產,　　　　 央行存款,　　　　 中華郵政轉存款,　　　　 透支銀行同業,　　　　 銀行同業拆放,　　　　 應付金融債券,　　　　 應付公司債,　　　　 結構型商品所收本金,　　　　 應付商業本票,　　　　 撥入放款基金,　　　　 保證責任準備,　　　　 意外損失準備,　　　　 員工福利負債準備,　　　　 其他營業準備,　　　　 非控制權益,　　 待註銷股本股數,　　　 現金及約當現金總額,　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 央行及銀行同業存款,　　　 央行存款,　　　 中華郵政轉存款,　　　 透支銀行同業,　　　 銀行同業拆放,　　　 央行及銀行同業存款合計,　　 透過損益按公允價值衡量之金融負債,　　　 透過損益按公允價值衡量之金融負債合計,　　 附買回票券及債券負債,　　　 附買回票券及債券負債合計,　　 應付款項,　　　 應付款項合計,　　 當期所得稅負債,　　　 當期所得稅負債合計,　　 存款及匯款,　　　 存款及匯款合計,　　 應付金融債券,　　　 應付金融債券合計,　　 其他金融負債,　　　 結構型商品所收本金,　　　 應付商業本票,　　　 撥入放款基金,　　　 其他金融負債合計,　　 負債準備,　　　 保證責任準備,　　　 意外損失準備,　　　 員工福利負債準備,　　　 其他營業準備,　　　 負債準備合計,　　 遞延所得稅負債,　　　 遞延所得稅負債合計,　　 其他負債,　　　 其他負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 特別股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－庫藏股票交易,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 累積盈餘,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益－其他,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　　 非控制權益合計,　　 權益總額,　　　 應收所得稅退稅款,　　　 投資性不動產,　　　 持有供交易之金融負債,　　　 應付票據,　　　 應付帳款,　　　 應付費用,　　　 應付利息,　　　 應付其他稅款,　　　 應付股（官）息紅利,　　　 承兌匯票,　　　 應付代收款,　　　 交割代價,　　　 應付交割帳款,　　　 其他應付款,　　　 應付所得稅款,　　　　 增資準備,　　　 庫藏股票,　　　　 庫藏股票合計,　　　　　 本期損益
2838,2015年09月30日,,,             10987447,,             67505037,,             11878963,,             19401017,,             14895594,,                343933,,            275518412,,             22737529,,              2689847,,                 53930,,             61424182,,              7726942,,              3714068,,              1985307,                163191,              2148498,,              2077635,,              7261186,            510364220,,,,              4402124,,                 69383,,             30689773,,              8050169,,                 37043,,            415512715,,              9600000,,                607246,,              2686527,,                981087,,                849322,,              2615325,            476100714,,,,             26051524,             26051524,,                              0,                              0,                 30856,                              0,                              0,                 30856,,              3450907,                558842,,              2250480,              2250480,              6260229,,              1670050,              1670050,             34012659,,                250847,             34263506,            510364220,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,2015年06月30日,,,              8489762,,             65312825,,             23602623,,             24865797,,             15163297,,                305494,,            268098306,,             16768273,,              1780015,,                 53987,,             59101544,,              7738019,,              3643655,,              1985307,                169588,              2154895,,              2186127,,              7079873,            506344492,,,,              9395437,,                 78521,,             32777630,,              4253149,,                 19619,,            409625311,,              9600000,,                559132,,              2704692,,                980000,,                677315,,              2526128,            473196934,,,,             24509306,             26049374,,,,                 33006,,,                 33006,,              3450907,                558842,,              1368041,              1368041,              5377790,,              1438092,              1438092,             32898262,,                249296,             33147558,            506344492,              0,              0,              1540068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,2015年03月31日,,,              8142047,,             63531436,,             18849111,,             18982830,,             14161097,,                332359,,            271379325,,             14977548,,              1030610,,                 54027,,             57865118,,              7750832,,              3674285,,              1985307,                 63970,              2049277,,              2318938,,              6852636,            491951476,,,,              5472844,,                256152,,             31785414,,              3940990,,                 17990,,            402780663,,              7400000,,                574631,,              2472999,,                967223,,                699500,,              2411543,            458779949,,,,             24509306,             24509306,,,,                 33006,,,                 33006,,              2522768,                558842,,              3771893,              3771893,              6853503,,              1502914,              1502914,             32898729,,                272798,             33171527,            491951476,              0,              0,,              5373973,              1071040,              1697034,             14531436,             49000000,             17040705,              1808406,             18982830,              3421707,              3877547,                142080,                 33597,                116471,                159430,              2318938,                 64597,              2677940,                 58666,              2671641,              7400000,                574631,                              0,              2459150,                 13849,                180000,                              0,                762373,                 24850,                272798,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,2014年12月31日,,,              9590048,,             67260453,,             18614020,,             26371487,,             14781594,,                332275,,            255787180,,             13974008,,                534200,,                 54183,,             56835380,,              7732876,,              3691781,,              1985307,                 65692,              2050999,,              2407704,,              6463385,            486481573,,,,              6748799,,                211084,,             31791276,,              5567108,,                  9849,,            395852404,,              7400000,,                              0,,              2517176,,                959941,,                707731,,              2409132,            454174500,,,,             24509306,             24509306,,                              0,                              0,                 33006,                              0,                              0,                 33006,,              2522768,                558842,,              3045300,              3045300,              6126910,,              1368900,              1368900,             32038122,,                268951,             32307073,            486481573,              0,              0,                              0,              5238284,              2885352,              1466412,             17160453,             50100000,             16791204,              1822816,             26371487,              3421707,              3899531,                140548,                 32749,                110954,                127387,              2407704,                 68647,              4054959,                 41138,              2584055,              7400000,                              0,                  2959,              2498248,                 15969,                170000,                              0,                765091,                 24850,                268951,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,2014年09月30日,,,              7952063,,             71951318,,             20615042,,             20937594,,             14403329,,                225990,,            252927861,,             10915252,,                315093,,                177354,,             51034850,,              7724072,,              3741937,,              1985307,                 63022,              2048329,,              2494614,,              6474520,            473939218,,,,              5876196,,                179077,,             34944258,,              4755996,,                 16867,,            382962083,,              7400000,,                              0,,              2679372,,                881073,,                558794,,              2434784,            442688500,,,,             24509306,             24509306,,                              0,                              0,                 33006,                              0,                              0,                 33006,,              2522768,                558842,,              2355280,              2355280,              5436890,,              1003834,              1003834,             30983036,,                267682,             31250718,            473939218,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,2014年06月30日,,,              7196373,,             70063670,,             19740150,,             17035858,,             14094643,,                202955,,            246402616,,             11471936,,                283562,,                180555,,             55256996,,              7703498,,              2770349,,              1985307,                 63068,              2048375,,              2667579,,              6364908,            463484023,,,,              8349679,,                 15669,,             32058172,,              3944243,,                 24758,,            375452609,,              7400000,,                              0,,              2082769,,                855981,,                544997,,              2332255,            433061132,,,,             22165251,             24508024,,,,                 34288,,,                 34288,,              2522768,                558842,,              1550209,              1550209,              4631819,,                985953,                985953,             30160084,,                262807,             30422891,            463484023,              0,              0,              2342773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,2014年03月31日,,,              9471640,,             72611947,,             18701731,,             17929638,,             13510866,,                183004,,            239995001,,              9420016,,                243232,,                182035,,             54188511,,              7702383,,              2773976,,              1985307,                 61598,              2046905,,              2816282,,              6409671,            458186838,,,,              9502468,,                 41484,,             29894365,,              3676718,,                 30849,,            372384674,,              7400000,,                              0,,              1996072,,                769479,,                560394,,              2304922,            428561425,,,,             22165251,             22165251,,,,                 34288,,,                 34288,,              1685037,                914439,,              3511393,              3511393,              6110869,,              1048954,              1048954,             29359362,,                266051,             29625413,            458186838,              0,              0,,              5146627,              1201138,              3123875,             14711947,             57900000,             16799871,              1901860,             17929638,              3421707,              3965880,                120687,                 31772,                 85186,                 77151,              2816282,                 58943,              4817779,                 47989,              4577757,              7400000,                              0,                134160,              1839112,                 22800,                 85000,                              0,                684479,                              0,                266051,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,2013年12月31日,,,,,             70874052,,             10115316,,             20237019,,             13917483,,,,            227974804,,              8711283,,                440233,,                 54294,,             57559287,,              7644442,,              2777603,,              1985307,                 64488,              2049795,,              2992503,,              6419023,,,,,,,,,,,,,,,,              7400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                257042,,,,              0,              0,,              5078828,              1661151,              1487184,             16774052,             54100000,              8187836,              1927480,             20237019,              3421707,              3989591,                119254,                 27324,                 76619,                  9947,              2992503,,,,,,,,,,,,,,,              0,              8227163,                160672,            440154972,,,                 46828,              4817779,                 60004,                390502,              5315113,,                 16006,,             24582657,,              4267543,,                 18954,,            364084582,,              7400000,,                166839,              1979128,                 35019,              2180986,,                 85000,                              0,                684416,                              0,                769416,,                574580,,              2264761,            411474598,,,,             22165251,                              0,             22165251,,                 34288,                 34288,,              1685037,                914439,,              2792439,              2792439,              5391915,,                831878,                831878,             28423332,,                257042,             28680374,,,,,,,,,,,,,,,,,,,
2838,2013年09月30日,,,,,             67420653,,              9761056,,             18111747,,             14339830,,,,            231331630,,              8004718,,                415748,,                 54251,,             57130970,,              7655632,,              2781229,,              1985307,                 94454,              2079761,,              3078741,,              6514149,,,,,,,,,,,,,,,,              5200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                249400,,,,              0,              0,,              4634633,              1293413,              1101532,             67420653,,,,             18111747,              3421707,              4014037,                114201,                 26978,                 67013,                 11696,              3078741,,,,,,,,,,,,,,,              0,              7029578,                190572,            435900265,,,                 55197,              4817779,                 20722,                438336,              5332034,,                 64619,,             24803635,,              5139108,,                 41441,,            360297952,,              5200000,,,,,              3847769,,,,,,                753004,,                527282,,              2333730,            408340574,,,,             22165251,                              0,             22165251,,                 34288,                 34288,,              1685037,                914439,,              2065788,              2065788,              4665264,,                445488,                445488,             27310291,,                249400,             27559691,                190572,              2781229,                 64619,              1293413,                374126,                562753,                673967,                 27727,                              0,                134974,              1008822,                              0,                157184,                906142,                 41441,                              0,,                              0,
2838,2013年06月30日,,,,,             65617692,,              9074173,,             15025002,,             13839581,,,,            222549591,,              8962220,,                807958,,                 54308,,             57455539,,              7683408,,              2784856,,              1985307,                 94486,              2079793,,              3187876,,              6573519,,,,,,,,,,,,,,,,              5200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                244971,,,,              0,              0,,              4453436,              3818875,              1058420,             65617692,,,,             15025002,              3421707,              4040767,                115209,                 27621,                 68214,                  9890,              3187876,,,,,,,,,,,,,,,              0,              9330731,                143411,            425169658,,,                 23546,              4817779,                 13143,              1307707,              6162175,,                 67489,,             26064401,,              6423665,,                 46207,,            349278244,,              5200000,,,,,              1476791,,,,,,                751704,,                524315,,              2313600,            398308591,,,,             20060202,                204194,             22167126,,                 32413,                 32413,,              1685037,                914439,,              1389849,              1389849,              3989325,,                427232,                427232,             26616096,,                244971,             26861067,                143411,              2784856,                 67489,              3818875,                 69610,                445470,                605828,                 48675,                181042,                105068,                147226,                105813,                184973,                711085,                 46207,              1902730,,                              0,
