證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 生物資產－流動,　　　　 生物資產－流動淨額,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 商譽,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 現金及約當現金合計,　　　 避險之衍生金融資產－流動,　　　　 無活絡市場之債券投資－流動淨額,　　　　 其他流動資產－其他,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 避險之衍生金融負債－流動,　　　 避險之衍生金融負債－非流動,　　　 避險之衍生金融資產－非流動,　　　 庫藏股票
1907,2015年09月30日,,,,              2064410,,                787853,,              4648620,,              1347513,,              3682216,,             11185159,,                 10832,,             10118965,,              2993855,,              1269217,,              1600911,             39709551,,,                              0,,              9424217,,              1705639,,              6559224,,             46401160,,              2804445,,                551936,                551936,                527689,,              1952772,              1250211,,                749038,              3952021,             71926331,            111635882,,,,,             11382679,,              9837943,,              1751766,,              5958443,,                 60769,,              2490664,              2490664,                235094,,,              1028700,              2163304,              3192004,             34909362,,,             25834838,,              3405177,,              1218780,                142067,              1360847,             30600862,             65510224,,,,             16603715,             16603715,,                650082,,              3191920,              4031432,,              5878954,             13102306,,,              6055374,              6055374,             36411477,              9714181,             46125658,            111635882,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,2015年06月30日,,,,              3731105,,              2764290,,              5656567,,              1296280,,              3108863,,             10460230,,                 10538,,              9863943,,              2927327,,              1168907,,                959879,             41947929,,,                276658,,             10644671,,              1728730,,              6345986,,             45697355,,              2813150,,                519740,                519740,                527883,,              1590973,              1061399,,                576105,              3228477,             71782650,            113730579,,,,,             12045621,,              8465190,,                537384,,              5427447,,                 51223,,              3200476,              3200476,                179995,,,                594300,              1588918,              2183218,             32090554,,,             29736551,,              3397205,,              1223083,                140918,              1364001,             34497757,             66588311,,,,             16603715,             16603715,,                659678,,              3191920,              4031432,,              5428773,             12652125,,,              7186308,              7186308,             37101826,             10040442,             47142268,            113730579,,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,2015年03月31日,,,,              4585080,,              1849495,,              5472136,,              1554636,,              2559055,,              9971243,,                 19601,,              9789090,,              2969843,,              1125523,,                939633,             40835335,,,                280177,,             11816535,,              1614042,,              6609761,,             45859977,,              2861145,,                482194,                482194,                536361,,              1399343,              1074334,,                615432,              3089109,             73149301,            113984636,,,,,             14230665,,              8172207,,                 82051,,              5545557,,                 59617,,              2017764,              2017764,                231905,,,              2637929,              1443706,              4081635,             34421401,,,             25759136,,              3397457,,              1227933,                134703,              1362636,             30519229,             64940630,,,,             16603715,             16603715,,                618283,,              3131658,              4031432,,              5872159,             13035249,,,              8660741,              8660741,             38917988,             10126018,             49044006,            113984636,,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,2014年12月31日,,,,              2773107,,                610498,,              5445583,,              2098257,,              2562471,,             10513311,,                229671,,              9295393,,              2990129,,                947127,,                860772,             38326319,,,                282799,,             11909801,,              1644056,,              7030903,,             46616218,,              2599734,,                487566,                487566,                546040,,                878480,              1098119,,                873774,              2850373,             73967490,            112293809,,,,,             12266682,,              6151138,,                 96601,,              5820407,,                107104,,              2555281,              2555281,                179788,,,              1727645,              1145705,              2873350,             30050351,,,             27613190,,              3399296,,              1232893,                162797,              1395690,             32408176,             62458527,,,,             16603715,             16603715,,                618282,,              3131658,              4031432,,              6038592,             13201682,,,              9332893,              9332893,             39756572,             10078710,             49835282,            112293809,              0,              0,              0,,                              0,              2773107,                              0,              2098257,                860772,            112293809,,,,             12266682,,              6151138,,                  7153,,                 96601,,              5820407,,                107104,,              2555281,              2555281,                179788,,,              1727645,              1138552,              2866197,             30050351,,,                              0,,             27613190,,              3399296,,              1232893,                162797,              1395690,             32408176,             62458527,,,,             16603715,             16603715,,                618282,,              3131658,              4031432,,              6038592,             13201682,,,              9332893,              9332893,             39756572,             10078710,             49835282,,,,
1907,2014年09月30日,,,,              2107509,,                679484,,              4596058,,              2435721,,              3018375,,             10264854,,                188087,,              8934319,,              3116039,,              1131147,,              1160820,             37632413,,,                271395,,             12202647,,              1655373,,              6814862,,             44965145,,              2609727,,                421591,                421591,                479802,,                848102,              1050072,,                683098,              2581272,             72001814,            109634227,,,,,             14918069,,              6127220,,                 67452,,              5709413,,                 41608,,              2425334,              2425334,                240969,,,              5134080,              1158031,              6292111,             35822176,,,             20969963,,              3390349,,              1090601,                148624,              1239225,             25599537,             61421713,,,,             16603715,             16603715,,                621483,,              3131658,              4031432,,              5671687,             12834777,,,              8318378,              8318378,             38378353,              9834161,             48212514,            109634227,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,2014年06月30日,,,,              2730584,,                628620,,              5140430,,              2515546,,              2790239,,              9827392,,                148347,,              9124239,,              2768675,,                920670,,                544943,             37139685,,,                261671,,             12664300,,              1685238,,              6990222,,             44469683,,              2689360,,                413931,                413931,                474886,,                645099,              1060355,,                707211,              2412665,             72061956,            109201641,,,,,             16198528,,              5663201,,                 63617,,              5263500,,                  7942,,              3040634,              3040634,                203802,,,              3158282,                971608,              4129890,             34571114,,,             21930684,,              3382931,,              1112987,                190826,              1303813,             26617428,             61188542,,,,             16603715,             16603715,,                624008,,              3131658,              4031432,,              5158993,             12322083,,,              8642244,              8642244,             38192050,              9821049,             48013099,            109201641,,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,2014年03月31日,,,,              3051753,,                222318,,              5482503,,              2161546,,              2709404,,              9231450,,                 64924,,              9464564,,              2937131,,              1013543,,              1194678,             37533814,,,                266532,,             13615559,,              1129269,,              7003771,,             44595551,,              2674253,,                248815,                248815,                516819,,                588384,              1089912,,                721394,              2399690,             72450259,            109984073,,,,,             16787107,,              6075156,,                 68588,,              5378061,,                  5185,,              1762271,              1762271,                229781,,,              1594571,              1233774,              2828345,             33134494,,,             20033773,,              3391881,,              1108145,                215584,              1323729,             25998290,             59132784,,,,             16603715,             16603715,,                458885,,              3070603,              4031432,,              5905808,             13007843,,,             10422092,             10422092,             40492535,             10358754,             50851289,            109984073,,              0,              0,,              1248907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,2013年12月31日,,,,,,                606739,,              5377812,,,,              2378678,,              8954691,,                119306,,              8949570,,              2842999,,                952649,,                878496,             35997365,,,                299929,,              6638402,,              1952667,,              6032870,,             43875931,,              2684817,,                243422,                243422,                508741,,                436483,              1083657,,                679794,              2199934,             64436713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,              3566566,                  6694,              1363165,                878496,            100434078,,,,             13511289,,              5464871,,                  2726,,                 10910,,              5532415,,                  5189,,              2507968,              2507968,                178295,,,              2716205,                987338,              3703543,             30917206,,,              1248687,,             19998288,,              3396452,,              1130746,                173857,              1304603,             25948030,             56865236,,,,             16603715,             16603715,,                458885,,              3070603,              4031432,,              6252108,             13354143,,,              3178689,              3178689,             33595432,              9973410,             43568842,,,,
1907,2013年09月30日,,,,,,                579298,,              4905001,,,,              1757136,,              9013081,,                 92927,,              8422141,,              3148359,,              1087735,,              1001331,             37414084,,,                296499,,              6280584,,              1965896,,              5665055,,             42240840,,              2676016,,                241517,                241517,                584592,,                751275,                938535,,                852471,              2542281,             62493280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,              5585192,                  7161,              1814722,,             99907364,,,,             15482814,,              5652095,,                 17071,,                 53758,,              5448149,,                  4963,,              2149771,              2149771,                179042,,,              2691479,              1652829,              4344308,             33331971,,,              1248467,,             18504849,,              3463700,,              1251412,                172636,              1424048,             24641064,             57973035,,,,             16603715,             16603715,,                403208,,              3070603,              4031432,,              5857075,             12959110,,,              2032203,              2032203,             31998236,              9936093,             41934329,                              0,                              0,,
1907,2013年06月30日,,,,,,                487827,,              5065639,,,,              1582062,,              9090492,,                 91198,,              8546932,,              3171701,,              1113453,,                684389,             36685513,,,                300192,,              5626258,,              1899108,,              4893987,,             40727421,,              2716889,,                245004,                245004,                591450,,              1487567,              1045672,,                565108,              3098347,             60099632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,              5133918,                    333,              1717569,                684389,             96785145,,,,             11592664,,              4284533,,                 31787,,                113874,,              4944856,,                  5424,,              2697920,              2697920,                124566,,,              2801187,              1678971,              4480158,             28276328,,,              1248247,,             17433575,,              3457535,,              1278240,                188455,              1466695,             23607448,             51883776,,,,             16603715,             16603715,,                342573,,              3070603,              4031432,,              6001035,             13103070,,,              1768084,              1768084,             31817442,             13083927,             44901369,                    546,                  1396,                    976,
