證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 淨確定福利資產-非流動,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 其他應付款項－關係人,　　　　 現金及約當現金合計,　　　　 預付退休金－非流動,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 債券換股權利證書,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 應付公司債,　　　　 應付公司債合計
3376,2015年09月30日,,,,              2509697,,                  2488,,              3034528,,                137779,,                721352,,              4140726,                126489,              4267215,             10673059,,,                 52500,,                              0,,              3431470,,                276844,                              0,,                 13288,                  2268,,                222428,                237984,              3998798,             14671857,,,,,                835635,,                  3485,,              1117923,,                683116,                683116,                252400,,                 15547,                 15547,              2908106,,,                361214,,                    932,                    932,                362146,              3270252,,,,              1787253,              1787253,,              3517879,,              1009761,                149504,,              4578067,              5737332,,                359141,             11401605,                              0,             11401605,             14671857,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3376,2015年06月30日,,,,              2615289,,                  4685,,              2700759,,                116854,,                671811,,              4342153,                122217,              4464370,             10573768,,,                 52500,,                 17149,,              3529831,,                269917,                  8185,,                 14327,                    927,,                151409,                166663,              4044245,             14618013,,,,,                901681,,                  4619,,              1000080,,              1397312,              1397312,                261694,,                 13496,                 13496,              3578882,,,                344660,,                  1268,                  1268,                345928,              3924810,,,,              1787253,              1787253,,              3517879,,              1009761,                149504,,              4090194,              5249459,,                138612,             10693203,                              0,             10693203,             14618013,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3376,2015年03月31日,,,,              2422020,,                  2533,,              2892228,,                122011,,                737620,,              4404099,                 98807,              4502906,             10679318,,,                 52500,,                 17149,,              3506082,,                277757,                  7195,,                 16757,                  1086,,                166185,                184028,              4044711,             14724029,,,,,              1128090,,                 12214,,              1229934,,                581870,                581870,                237214,,                  8986,                  8986,              3198308,,,                349160,,                    825,                    825,                349985,              3548293,,,,              1787253,              1787253,,              3839585,,                896209,                149504,,              4294269,              5339982,,                208916,             11175736,                              0,             11175736,             14724029,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3376,2014年12月31日,,,,              2193531,,                  2589,,              2991567,,                100733,,                701407,,              4025876,                 89073,              4114949,             10104776,,,                 52500,,                 17149,,              3637956,,                284424,                  7661,,                 16527,                  1245,,                183365,                201137,              4200827,             14305603,,,,,                853747,,                 18898,,              1317285,,                745001,                745001,                147311,,                 11493,                 11493,              3093735,,,                358470,,                    832,                    832,                359302,              3453037,,,,              1787253,              1787253,,              3839585,,                896209,                149504,,              3917367,              4963080,,                257632,             10847550,                  5016,             10852566,             14305603,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3376,2014年09月30日,,,,              1569577,,                  2919,,              2952311,,                114546,,                709445,,              4284803,                 36333,              4321136,              9669934,,,                 52500,,                 17000,,              3297743,,                279498,                  4908,,                 37785,                  5647,,                400852,                444284,              4095933,             13765867,,,,,              1014072,,                 13944,,              1339072,,                654301,                654301,                 86445,,                 16537,                 16537,              3124371,,,                337041,,                    765,                    765,                337806,              3462177,,,,              1787253,              1787253,,              3839585,,                896209,                149504,,              3528352,              4574065,,                 97368,             10298271,                  5419,             10303690,             13765867,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3376,2014年06月30日,,,,              1996816,,                  2406,,              2678271,,                 86512,,                709705,,              4287409,                 26528,              4313937,              9787647,,,                 52500,,                              0,,              3403345,,                276332,                 12085,,                 21624,                  5792,,                170561,                197977,              3942239,             13729886,,,,,                907660,,                  9714,,              1211474,,              1210310,              1210310,                134588,,                 11933,                 11933,              3485679,,,                332451,,                    746,                    746,                333197,              3818876,,,,              1787253,              1787253,,              3839585,,                896209,                149504,,              3250168,              4295881,,                -17226,              9905493,                  5517,              9911010,             13729886,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3376,2014年03月31日,,,,              2239525,,                  2397,,              2698256,,                114927,,                684204,,              3983883,                 33413,              4017296,              9756605,,,                 52500,,                              0,,              3381824,,                285316,                 11235,,                 21827,                  4288,,                167311,                193426,              3924301,             13680906,,,,,              1043179,,                 25946,,              1151867,,                638309,                638309,                153574,,                 11223,                 11223,              3024212,,,                324847,,                  1036,                  1036,                325883,              3350095,,,,              1787253,              1787253,,              3839585,,                808812,                149504,,              3651177,              4609493,,                 88079,             10324410,                  6401,             10330811,             13680906,              0,              0,              0,                    114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3376,2013年12月31日,,,,,,                  1886,,              2887552,,                 54798,,                640483,,              3904525,                 95297,              3999822,              9467498,,,                 52500,,                              0,,              3380087,,                289425,                  9789,,                 25022,,,                 96500,                125955,              3857756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,        597141,              0,,              1882957,                  4433,             13325254,,,,                926034,,                 30591,,              1197069,,                659323,                659323,                    214,                101167,,,                201730,                  6520,                208250,              3122648,,,                324000,,                  1037,                  1037,                325037,              3447685,,,,              1752697,                  5971,              1758668,,              3668070,,                808812,                149504,,              3409677,              4367993,,                 75609,              9870340,                  7229,              9877569,,                              0,,                              0,,                              0,,
3376,2013年09月30日,,,,,,                  3626,,              2970599,,                 77099,,                661053,,              3545262,                 60730,              3605992,              9103688,,,                 52500,,                              0,,              3427988,,                287618,                 12727,,                 26890,,,                 93005,                126303,              3907136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,        358569,              0,,              1785319,                  6408,             13010824,,,,              1112662,,                 17447,,              1165581,,                565969,                565969,                     77,                 58127,,,                242504,                  4748,                247252,              3172909,,,                329427,,                  2036,                  2036,                331463,              3504372,,,,              1749110,                  3586,              1752696,,              3632301,,                808812,                149504,,              3162454,              4120770,,                 -7555,              9498212,                  8240,              9506452,,                  5794,,,,,,
3376,2013年06月30日,,,,,,                  2601,,              2661940,,                 87817,,                753223,,              4052909,                 52615,              4105524,             10039822,,,                 52500,,,,              3422803,,                295540,                  9873,,                 25116,,,                166839,                196930,              3977646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,         32128,              0,,              2428717,                  4975,             14017468,,,,              1474609,,                 15637,,              1149359,,              1393969,              1393969,                              0,                110641,,,                266403,                  8202,                274605,              4441628,,,                321737,,                  2006,                  2006,                323743,              4765371,,,,              1748790,                    321,              1749111,,              3610961,,                808812,                149504,,              2866554,              3824870,,                 57882,              9242824,                  9273,              9252097,,                 22808,,,,,,
3376,2013年03月31日,,,,,,                  2684,,              2745839,,                103611,,                828848,,              4081437,                 73689,              4155126,             10065557,,,                 52500,,,,              3469597,,                294851,                  6873,,                 26892,,,                168726,                199161,              4039783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      1033448,              0,,              2229313,                  3543,             14105340,,,,              1537239,,                 20978,,              1192372,,                606920,                606920,                              0,                267447,,,                267708,                  2643,                270351,              3932411,,,                317065,,                  1976,                  1976,                319041,              4251452,,,,              1738454,                 10335,              1748789,,              3608911,,                710714,                149978,,              3630256,              4490948,,                 -5769,              9842879,                 11009,              9853888,,                 37104,,                    136,,                 16801,,
3376,2012年12月31日,,,,              1836009,,                  2069,,              3084608,,                 45704,,                846300,,              4061845,                127009,              4188854,             10003823,,,                 52500,,,,              3396739,,                289758,                 15631,,                 31171,,,                221791,                255072,              4024204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,      1310545,              0,,,                  2110,             14028027,,,,              1625477,,                 33961,,              1327666,,                654824,                654824,                    104,                235357,,,                342513,                 29691,                372204,              4269900,,,                315260,,                  1917,                  1917,                317177,              4587077,,,,              1725349,                 13105,              1738454,,              3543225,,                710714,                              0,,              3569016,              4279730,,               -133489,              9427920,                 13030,              9440950,,                 20307,,                    279,,                 14504,,                              0
3376,2012年09月30日,,,,              2478413,,                  5105,,              3057659,,                105513,,                735075,,              3798562,                109152,              3907714,             10291246,,,                 52500,,,,              2805700,,                293438,                 20730,,                 29758,,,                290486,                325964,              3513637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,     14102860,              0,,,                  5720,             13804883,,,,              1902598,,                 27634,,              1254886,,                609457,                609457,                              0,                151322,,,                436980,                  2266,                439246,              4385143,,,                320910,,                  1917,                  1917,                322827,              4707970,,,,              1584320,                141029,              1725349,,              3460559,,                710714,                              0,,              3313814,              4024528,,               -127972,              9082464,                 14449,              9096913,,                              0,,                  1767,,                 15305,,                              0
3376,2012年06月30日,,,,              1943285,,                  3969,,              2944638,,                 53248,,                627233,,              4740412,                142943,              4883355,             10505983,,,                 52500,,,,              2610035,,                299735,                 13752,,                 29052,,,                152458,                185811,              3178204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,                  4301,             13684187,,,,              1789060,,                 13582,,              1308974,,                895174,                895174,                              0,                112790,,,              1462390,                  2116,              1464506,              5584086,,,                327085,,                  1934,                  1934,                329019,              5913105,,,,              1584320,                              0,              1584320,,              2571547,,                710714,                              0,,              2991923,              3702637,,                -87422,              7771082,                              0,              7771082,,                              0,,                 50255,,                 16371,,                              0
3376,2012年03月31日,,,,              2489036,,                  6402,,              2495825,,                 87371,,                555911,,              3948037,                103280,              4051317,              9750692,,,                 52500,,,,              2317142,,                302385,                 14161,,                 28579,,,                113234,                144696,              2848220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          1314,              0,,,                  2883,             12598912,,,,              1352933,,                 12131,,              1305536,,                384931,                384931,                              0,                111733,,,              1456554,                  3954,              1460508,              4630322,,,                323432,,                  1171,                  1171,                324603,              4954925,,,,              1584307,                     13,              1584320,,              2571547,,                674636,                140943,,              2782631,              3598210,,               -110090,              7643987,                              0,              7643987,,                  2550,,                 64830,,                 17336,,                              0
3376,2012年01月01日,,,,              2153190,,                 12442,,              2749205,,                 57887,,                580554,,              3939265,                150079,              4089344,              9692097,,,                105000,,,,              2425828,,                314091,                 13196,,                 22509,,,                 98906,                122880,              2998853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,                  1465,             12690950,,,,              1253965,,                 12780,,              1414981,,                428907,                428907,                              0,                 85501,,,                              0,                  4301,                  4301,              3215435,,,                330813,,                  1201,                  1201,              1782852,              4998287,,,,              1584307,                              0,              1584307,,              2571462,,                674636,                140943,,              2721315,              3536894,,                              0,              7692663,                              0,              7692663,,                 15000,,                 49475,,                 17858,,              1450838
