證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 應收建造合約款,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨－買賣業,　　　　　 存貨－買賣業淨額,　　　　 農產品,　　　　 存貨合計,　　　 生物資產－流動,　　　　 生物資產－流動淨額,　　　 預付款項,　　　　 預付款項合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 生物資產－非流動,　　　　 生物資產－非流動合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付建造合約款,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 長期應付款,　　　　　　 長期應付票據及款項合計,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 長期應付票據,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 當期所得稅資產合計,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付建造合約款,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 長期應付票據,　　　　　 長期應付票據及款項合計,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　 共同控制下前手權益,　　　　 無活絡市場之債券投資－非流動,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 庫藏股票,　　　 與待出售非流動資產直接相關之負債
2913,2015年09月30日,,,,                135820,,                  1802,,                              0,,                138627,,                 16636,,                    131,                102211,,                 79409,,                     33,,,              1992194,                              0,              1992194,,                              0,,                102202,,                 50124,,                  1941,              2621130,,,                 89272,,                              0,,                858175,,             17219049,,                    736,,                119822,                              0,,                      1,,              4867709,              4867710,             23154764,             25775894,,,,,                  7563,,                 18501,,                 29461,                 72479,,                 65941,                 27314,,,                176885,,                 88200,                 88200,                 16351,                281436,                502695,,,              2853000,,              3371214,,,              2497000,              2497000,                 32786,                444962,                  4111,              2978859,              9203073,              9705768,,,,              7834900,              7834900,,              1818798,,                326400,              3515364,,              2677136,              6518900,,                              0,                102472,             16070126,                              0,             16070126,             25775894,              0,      7490000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,2015年06月30日,,,,                205004,,                  4893,,                              0,,                128392,,                 23844,,                    107,                100931,,                 77528,,                     32,,,              1990395,                              0,              1990395,,                              0,,                106078,,                 85582,,                  5773,              2728559,,,                 74272,,,,                836710,,             17253065,,                    837,,                115381,                              0,,,,              4857389,              4857389,             23137654,             25866213,,,,,                 38559,,                 16541,,                 32122,                 69363,,              1269074,                 27314,,,                283713,,                 78600,                 78600,                 10590,                372903,              1825876,,,              1638300,,              3389390,,,              2497000,              2497000,                 33258,                496096,                  4503,              3030857,              8058547,              9884423,,,,              7834900,              7834900,,              1818798,,                326400,              3535310,,              2466382,              6328092,,                              0,,             15981790,                              0,             15981790,             25866213,              0,              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,2015年03月31日,,,,                179351,,                              0,,                              0,,                173463,,                 54605,,,                111779,,                 68152,,                    170,,,              1993097,                              0,              1993097,,                              0,,                126136,,                111921,,                 16334,              2835008,,,                 74272,,,,                825084,,             17334285,,                  1481,,                104758,                              0,,,,              4101862,              4101862,             22441742,             25276750,,,,,                 61011,,                 35124,,                 93063,                 77370,,                 94721,                 55392,,,                317710,,                 86246,                 86246,                  2329,                406285,                822966,,,              1701162,,              3416910,,,              3500000,              3500000,                 34939,                546733,                  2815,              4084487,              9202559,             10025525,,,,              7202400,              7202400,,              1451315,,                243089,              3567850,,              2793301,              6604240,,                              0,,             15257955,                 -6730,             15251225,             25276750,              0,              0,,,                              0,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,2014年12月31日,,,,                180420,,                  3054,,                 80000,,                131253,,                116035,,                              0,                103179,,                 99065,,                     48,,,              1993663,                              0,              1993663,,                              0,,                132471,,                100301,,                 14266,              2953755,,,                 79112,,                              0,,                804791,,             17385472,,                  1695,,                100704,                              0,,                  3000,,                281085,                284085,             18655859,             21609614,,,,,                 59077,,                 56480,,                111846,                 82464,,                113474,                 55392,,,                297308,,                 37072,                 37072,                  2033,                336413,                815146,,,              1679806,,              3439138,,,                              0,                              0,                 35328,                597985,                 10768,                644081,              5763025,              6578171,,,,              7202400,              7202400,,              1451315,,                243089,              3593067,,              2549498,              6385654,,                              0,                              0,             15039369,                 -7926,             15031443,             21609614,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,2014年09月30日,,,,                231545,,                  1978,,                 80000,,                141537,,                152864,,                              0,                107983,,                 68438,,                     41,,,              1991497,                 14602,              2006099,,                180536,,                124643,,                108068,,                 22552,              3226284,,,                 79112,,                              0,,              1223492,,             17172433,,                  1998,,                 94050,                  3389,,                277669,,                288079,                565748,             19140222,             22366506,,,,,                 86808,,                 79050,,                 99874,                 84949,,                332299,                 62351,,,                275271,,                209098,                209098,                  3640,                488009,              1233340,,,              1932539,,              3475703,,,                              0,                              0,                 36542,                649599,                  8069,                694210,              6102452,              7335792,,,,              7202400,              7202400,,              1448082,,                243089,              3627052,,              2197046,              6067187,,                              0,                              0,             14717669,                313045,             15030714,             22366506,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,2014年06月30日,,,,                369121,,                  2000,,                              0,,                135917,,                168981,,                              0,                118239,,                 55833,,                    217,,,              1975959,                 13268,              1989227,,                183749,,                101957,,                 89347,,                 33249,              3247837,,,                 79112,,,,              1220106,,             17263472,,                  2251,,                 92494,                  3447,,,,                285932,                285932,             19026814,             22274651,,,,,                 74008,,                 73211,,                101588,                113025,,                487974,                 66036,,,                197624,,                133565,                133565,                 18983,                350172,              1266014,,,              1977743,,              3497987,,,                              0,                              0,                 37291,                700799,                  9049,                747139,              6222869,              7488883,,,,              7202401,              7202401,,              1448081,,                243089,              3651307,,              1931035,              5825431,,                              0,,             14475913,                309855,             14785768,             22274651,              0,              0,,                 80000,                 80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,2014年03月31日,,,,                100553,,                  7010,,                              0,,                183786,,                167842,,,                125683,,                 75070,,                    206,,,              1968091,                 11783,              1979874,,                190653,,                169428,,                 67578,,                 34062,              3101745,,,                 79112,,,,              1220870,,             17283986,,                  2125,,                 90914,                  3505,,,,                305079,                305079,             19065591,             22167336,,,,,                266593,,                 57723,,                 54241,                 55420,,                168183,                102386,,,                215309,,                408541,                421492,                 23511,                660312,              1514410,,,              1195472,,              3511016,,,                              0,                250000,                 38375,                632529,                 14061,                934965,              5641453,              7155863,,,,              7195658,              7195658,,              1443046,,                140838,              3665252,,              2268371,              6074461,,                              0,,             14713165,                298308,             15011473,             22167336,              0,              0,,,                 80000,,                149552,                 12951,                250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,2013年12月31日,,,,,,                  2000,,,,                122825,,                127643,,,                154372,,                 69080,,,,,              1972869,                 12533,              1985402,,                181677,,                182387,,                 90057,,                 18502,              3062384,,,                121785,,,,              1210333,,             17322097,,                  2061,,                 85110,                  3562,,,,                295806,                295806,             19120754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,,,,                128414,                              0,                     25,                 80000,             22183138,,,,                 89577,,                193500,,                 38759,,                158985,                 32344,,                154141,                 99728,,,                257860,,                 88072,                375597,                463669,                 23525,                745054,              1512088,,,              1343043,,              3527823,,,                300000,                300000,                 38750,                683668,                 12423,              1034841,              5905707,              7417795,,,,              7152287,              7152287,,              1410974,,                140838,              3685805,,              2085653,              5912296,,                              0,             14475557,                289786,             14765343,              0,,,,,,,,,,,,,,,,
2913,2013年09月30日,,,,,,                  1003,,,,                 76365,,                182966,,,                162127,,                 23581,,,,,              1993404,                 12431,              2005835,,                190188,,                301164,,                165321,,                 46655,              3261464,,,                123667,,,,              1198112,,             17448148,,                  2338,,                 80411,                              0,,                              0,,                254445,                254445,             19187121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,,,,                105935,                              0,                    324,                 80000,             22448585,,,,                205257,,                482978,,                 42554,,                145253,                 40171,,                132938,                 98056,,,                417877,,                905485,                284755,              1190240,                 29038,              1637155,              2784362,,,              1402540,,              3582840,,,                300000,                300000,                 43115,                734768,                 26755,              1104638,              6090018,              8874380,,,,              6677890,              6677890,,              1056463,,                140838,              3747047,,              1656580,              5544465,,                              0,             13278818,                295387,             13574205,              0,                              0,,,,,,,,,,,,,,,
2913,2013年06月30日,,,,,,                  3030,,,,                 56522,,                161167,,                      1,                123076,,                 10691,,,,,              1909979,                 10392,              1920371,,                183747,,                298661,,                189263,,                 45954,              3114425,,,                123667,,,,              1181383,,             17543122,,                  2526,,                 78974,                              0,,,,                251706,                251706,             19261378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,,,,                121738,,                    204,                 80000,             22375803,,,,                307470,,                249977,,                 57801,,                 48207,                 25529,,                129203,                 99305,,,                468864,,                907187,                284947,              1192134,                 30774,              1691772,              2609264,,,              1563818,,              3614699,,,                300000,                300000,                 44346,                847252,                  6993,              1198591,              6377108,              8986372,,,,              6673947,              6673947,,              1052588,,                140838,              3782684,,              1430170,              5353692,,                              0,             13080227,                309204,             13389431,              0,,                 80000,,,,,,,,,,,,,,
