證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他流動負債,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－處分資產增益,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 存入保證金,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他流動負債,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－處分資產增益,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　　 當期所得稅負債,　　　 當期所得稅資產,　　　　 當期所得稅資產合計,　　　 庫藏股票,　　 非控制權益
1732,2015年09月30日,,,,                125887,,                 10009,,                101006,,                 90553,,                  9835,                  9835,                337290,,,                    238,,                212757,,                  1779,                 11434,,                  2929,,                 10768,                 13697,                239905,                577195,,,,,                 40106,,                 59946,,                  2298,                  2298,                102350,,,                 16036,,                 10964,                 10964,                 27000,                129350,,,,                424439,                424439,,,                  2027,                    663,                  2690,,                 31338,                  2414,,                -14348,                 19404,,,                  1312,                  1312,                447845,                447845,                577195,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,2015年06月30日,,,,                123233,,                 11972,,                106076,,                 95818,,                  8601,                  8601,                345700,,,                    238,,                213059,,                  1727,                 12320,,                  2240,,                  9140,                 11380,                238724,                584424,,,,,                 47353,,                 63660,,                  1315,                  1315,                112328,,,                 16036,,                 11212,                 11612,                 27648,                139976,,,,                424439,                424439,,,                  2027,                    663,                  2690,,                 31338,                  2414,,                -14908,                 18844,,,                 -1525,                 -1525,                444448,                444448,                584424,              0,              0,              0,                    400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,2015年03月31日,,,,                104352,,                 10817,,                108949,,                100787,,                 10076,                 10076,                334981,,,                    238,,                214712,,                  1874,                 11314,,                  2168,,                 10856,                 13024,                241162,                576143,,,,,                 46943,,                 50089,,                  1342,                  1342,                 98374,,,                 16036,,                 11468,                 11468,                 27504,                125878,,,,                424439,                424439,,,                  2027,                    663,                  2690,,                 31338,                  2414,,                -10420,                 23332,,,                   -196,                   -196,                450265,                450265,                576143,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,2014年12月31日,,,,                125004,,                 10069,,                108886,,                104750,,                 10776,                 10776,                359485,,,                    238,,                217477,,                  2022,                 10784,,                  1746,,                  9567,                 11313,                241834,                601319,,,,,                 43779,,                 72313,,                  1271,                  1271,                117363,,,                 16036,,                 15998,                 15998,                 32034,                149397,,,,                424439,                424439,,,                  2027,                    663,                  2690,,                 31338,                  2414,,                 -9631,                 24121,,,                    672,                    672,                451922,                451922,                601319,              0,              0,              0,                              0,                125004,                601319,,,,                 43779,,                 72313,,                  1271,                  1271,                117363,,,                 16036,,                 15998,                 15998,                 32034,                149397,,,,                424439,                424439,,,                  2027,                    663,                  2690,,                 31338,                  2414,,                 -9631,                 24121,,,                    672,                    672,                451922,                451922,,,,,
1732,2014年09月30日,,,,                122456,,                 10684,,                114608,,                105962,,                 10790,                 10790,                364500,,,                    238,,                218864,,                  2169,                 10244,,                  1317,,                  8651,                  9968,                241483,                605983,,,,,                 45229,,                 69412,,                  2371,                  2371,                117012,,,                 16036,,                 16952,                 16952,                 32988,                150000,,,,                424439,                424439,,,                  2027,                    663,                  2690,,                 31338,                  2414,,                 -3366,                 30386,,,                 -1532,                 -1532,                455983,                455983,                605983,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,2014年06月30日,,,,                139598,,                 13668,,                102734,,                107150,,                  9251,                  9251,                372401,,,                    238,,                219423,,                  2317,                  8989,,                  1315,,                  8551,                  9866,                240833,                613234,,,,,                 45257,,                 64599,,                  1101,                  1101,                110957,,,                 16036,,                 26669,                 26669,                 42705,                153662,,,,                424439,                424439,,,                  2027,                    663,                  2690,,                 31338,                  2414,,                  1465,                 35217,,,                 -2774,                 -2774,                459572,                459572,                613234,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,2014年03月31日,,,,                104431,,                 11168,,                112610,,                114907,,                  8567,                  8567,                351683,,,                    238,,                221847,,                  2465,                  8618,,                  1322,,                  8825,                 10147,                243315,                594998,,,,,                 41461,,                 46754,,                    470,                    470,                 88685,,,                 16036,,                 26876,                 26876,                 42912,                131597,,,,                424439,                424439,,,                  2027,                    663,                  2690,,                 31338,                  2414,,                  3764,                 37516,,,                 -1244,                 -1244,                463401,                463401,                594998,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,2013年12月31日,,,,,,                 10448,,                116498,,                119232,,                  7196,                  7196,                375403,,,                    238,,                223535,,                  2711,                 10213,,                  1452,,                  8721,                 10173,                246870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                122029,                622273,,,,                 50583,,                 69585,,                    660,                    660,                120828,,,                 16036,,                 27079,                 27079,                 43115,                163943,,,,                424439,                424439,,,                  2027,                    663,                  2690,,                 31338,                  2414,,                    -14,                 33738,,,                 -2537,                 -2537,                458330,                458330,                              0,,,,
1732,2013年09月30日,,,,,,                  8363,,                109768,,                112096,,                  7624,                  7624,                353768,,,                    238,,                226827,,                    618,                 10323,,                  1603,,                  8903,                 10506,                248512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                115917,                602280,,,,                 37946,,                 56939,,                    525,                    525,                 95684,,,                 16036,,                 29472,                 29472,                 45508,                141192,,,,                424439,                424439,,,                  2027,                    663,                  2690,,                 31338,                  2414,,                  3644,                 37396,,,                 -3437,                 -3437,                461088,                461088,                    274,,,,
1732,2013年06月30日,,,,,,                 11805,,                124825,,                113414,,                  8546,                  8546,                371038,,,                    238,,                229078,,                    875,                 10091,,                  1705,,                  8993,                 10698,                250980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                112448,                622018,,,,                 45823,,                 62725,,                    928,                    928,                110346,,,                 16036,,                 29717,                 29717,                 45753,                156099,,,,                424439,                424439,,,                  2027,                    663,                  2690,,                 31338,                  2414,,                  7584,                 41336,,,                 -2546,                 -2546,                465919,                465919,                    870,,,,
1732,2013年03月31日,,,,,,                 13745,,                127221,,                118859,,                  7021,                  7021,                367458,,,                    238,,                230863,,                  1300,                 10043,,                  1269,,                  9081,                 10350,                252794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                100612,                620252,,,,                 49271,,                 55555,,                    468,                    468,                106143,,,                 16036,,                 29966,                 29966,                 46002,                152145,,,,                424439,                424439,,,                  2027,                    663,                  2690,,                 31338,                  2414,,                  9711,                 43463,,,                 -2485,                 -2485,                468107,                468107,                    849,,,,
1732,2012年12月31日,,,,                115331,,                 16032,,                121614,,                122574,,                  4975,                  4975,                380526,,,                    238,,                231932,,                  1700,                 10470,,                  1254,,                  9381,                 10635,                254975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,                635501,,,,                 54723,,                 69123,,                    386,                    386,                124232,,,                 16036,,                 30224,                 30224,                 46260,                170492,,,,                424439,                424439,,,                  2027,                    663,                  2690,,                 31338,                  2414,,                  8154,                 41906,,,                 -4026,                 -4026,                465009,                465009,                              0,,,,
1732,2012年09月30日,,,,                107815,,                 15332,,                126453,,                118239,,                  5090,                  5090,                374272,,,                    238,,                234958,,,                 10581,,,,                 12841,                 12841,                258618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,                632890,,,,                 55474,,                 66275,,                    514,                    514,                122263,,,                 16036,,                 30155,                 30155,                 46191,                168454,,,,                424439,                424439,,,                  2027,                    663,                  2690,,                 31338,                  2414,,                  5011,                 38763,,,                 -1456,                 -1456,                464436,                464436,                              0,,                  1343,,
1732,2012年06月30日,,,,                108698,,                 16046,,                145534,,                115520,,,                  6027,                391825,,,                    238,,                238380,,,                 10745,,,,,                 13408,                262771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,                654596,,,,                 56456,,                 87249,,,                    469,                144519,,,                 16036,,,                 30360,                 46396,                190915,,,,                424439,                424439,,,                  2027,                    663,                  2690,,                 31338,                  2414,,                  3221,                 36973,,,                   -421,                   -421,                463681,                463681,                    345,,,,
1732,2012年03月31日,,,,                108084,,                 18074,,                144051,,                114395,,,                  7039,                391643,,,                    238,,                239137,,,                 10654,,,,,                 13952,                263981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,                655624,,,,                 56583,,                 68836,,,                     44,                126528,,,                 16036,,,                 30676,                 46712,                173240,,,,                424439,                424439,,,                  2027,                    663,                  2690,,                 29943,                  9070,,                 17188,                 56201,,,                   -946,                   -946,                482384,                482384,                  1065,,,                              0,                              0
1732,2012年01月01日,,,,                142592,,                 17064,,                135672,,                110271,,                  7821,                  7821,                413420,,,                    238,,                240407,,                  3186,                 10203,,                  1435,,                  9967,                 11402,                265436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,                678856,,,,                 58105,,                 86033,,                    356,                    356,                145559,,,                 16036,,                 30896,                 30896,                 46932,                192491,,,,                424439,                424439,,,                  2027,                    663,                  2690,,                 29943,                  9070,,                 20223,                 59236,,,                              0,                              0,                486365,                486365,                  1065,,,,
