證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 應收建造合約款,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨（建設業適用）,　　　　　 存貨（建設業適用）淨額,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 銀行借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 應付建造合約款,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收房地款,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 債券換股權利證書,　　　　　 待分配股票股利,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－轉換公司債轉換溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－員工認股權,　　　　　 資本公積－認股權,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 預收股本,　　　　　 應付帳款－關係人,　　　　　 其他權益－其他,　　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 銀行借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收房地款,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 債券換股權利證書,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－轉換公司債轉換溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－員工認股權,　　　　 資本公積－認股權,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 應付建造合約款,　　　 其他應付款項－關係人,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　　 待分配股票股利,　　　　 預收股本,　　　　　 累積盈虧,　　　　 其他權益－其他,　　　　　 其他權益－其他合計
3056,2015年09月30日,,,,                669459,,                  1300,,                515393,,                555213,,                              0,,                              0,,                     24,,                              0,                              0,,                 12052,,,              7436588,              7436588,,                511856,              9701885,,,                119630,,                              0,,                              0,,                131349,,                 17926,                  1416,,                156293,,                 17276,                173569,                443890,             10145775,,,,,              3013944,              3013944,,                              0,,                154145,,                342347,,                  2428,                              0,,                172482,                              0,                  2187,,,              1915064,              1915064,,                458453,                458453,                154419,              2527936,              6215469,,,                              0,,                  2196,,                              0,                              0,                              0,                  2196,              6217665,,,,              1993471,                              0,                              0,              1993471,,,                603399,                145387,                748786,                 13377,                 13199,                775362,,                211122,                              0,,                942984,              1154106,,                  5171,              3928110,                              0,              3928110,             10145775,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,2015年06月30日,,,,                459228,,                  1300,,                 65182,,                581432,,                              0,,,,                     24,,                              0,,,                  3977,,,              8426943,              8426943,,                657810,             10195896,,,                112756,,                              0,,,,                131023,,                 17914,                  4611,,,,                 21979,                 21979,                288283,             10484179,,,,,              3304744,              3304744,,                              0,,                187451,,                257916,,                  2428,,,                243223,,                  9816,,,              2514371,              2514371,,                457450,                457450,                143597,              3115418,              7120996,,,                              0,,                  1604,,,,                              0,                  1604,              7122600,,,,              1729464,                              0,                259420,              1988884,,,                600950,                145387,                746337,                 13377,                 13199,                772913,,                211122,                              0,,                384263,                595385,,                  4397,              3361579,                              0,              3361579,             10484179,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,2015年03月31日,,,,                846890,,                  1300,,                  2210,,                427359,,,,,,                     14,,,,,                  3319,,,              7756442,              7756442,,                615050,              9652584,,,                108616,,                141464,,,,                130335,,                 17958,                  4561,,,,                 12825,                 12825,                415759,             10068343,,,,,              3127154,              3127154,,                  1801,,                123899,,                230665,,                 24412,,,                141312,,                 36546,,,              2310366,              2310366,,                455627,                455627,                155386,              2921379,              6607168,,,                              0,,                  1676,,,,,                  1676,              6608844,,,,              1729464,                              0,,              1729464,,,                600950,                145387,                746337,                 13377,                 13199,                772913,,                172032,                              0,,                779019,                951051,,                  6071,              3459499,,              3459499,             10068343,              0,              0,              0,,                 24412,,                  6071,                  6071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,2014年12月31日,,,,                592992,,                  1300,,                  1882,,                413851,,                              0,,                              0,,                    458,,                              0,                              0,,                  5588,,,              7523438,              7523438,,                690561,              9230070,,,                109813,,                151225,,                              0,,                125318,,                 18004,                  3421,,                              0,,                 12505,                 12505,                420286,              9650356,,,,,              2927154,              2927154,,                  6328,,                184412,,                271844,,                  3205,                              0,,                135288,                              0,                 25851,,,              2186913,              2186913,,                453814,                453814,                 50712,              2691439,              6245521,,,                              0,,                  1985,,                              0,                              0,                              0,                  1985,              6247506,,,,              1729464,                              0,                              0,              1729464,,,                600950,                145387,                746337,                 13377,                 13199,                772913,,                172032,                              0,,                721498,                893530,,                  6943,              3402850,                              0,              3402850,              9650356,              0,              0,              0,                              0,                  3205,,                  6943,                  6943,                592992,                413851,                151225,              9650356,,,,              2927154,              2927154,,                  6328,,                184412,,                271844,,                  3205,,                135288,                 25851,,,              2186913,              2186913,,                453814,                453814,                 50712,              2691439,              6245521,,,                              0,,                  1985,                  1985,              6247506,,,,              1729464,                              0,              1729464,,,                600950,                145387,                746337,                 13377,                 13199,                772913,,                172032,                              0,,                721498,                893530,,                  6943,              3402850,                              0,              3402850,,,,,,,,,,,
3056,2014年09月30日,,,,                500115,,                  1180,,                  1614,,                328671,,                              0,,                              0,,                    723,,                              0,                              0,,                  6078,,,              8031432,              8031432,,                614116,              9483929,,,                105606,,                141355,,                              0,,                115979,,                 18076,                  5379,,                              0,,                 12442,                 12442,                398837,              9882766,,,,,              3300654,              3300654,,                  7945,,                144225,,                339866,,                              0,                              0,,                112995,                              0,                  1035,,,              2428803,              2428803,,                452000,                452000,                 83003,              2963806,              6870526,,,                              0,,                  1626,,                              0,                              0,                              0,                  1626,              6872152,,,,              1729464,                              0,                              0,              1729464,,,                600711,                145387,                746098,                 12422,                 13199,                771719,,                172032,                              0,,                334945,                506977,,                  2454,              3010614,                              0,              3010614,              9882766,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,2014年06月30日,,,,                547943,,                  1156,,                  1482,,                299190,,                              0,,,,                    684,,                              0,,,                 86020,,,              7604204,              7604204,,                529763,              9070442,,,                103708,,                141465,,,,                104120,,                 18201,                  3576,,,,                 12396,                 12396,                383466,              9453908,,,,,              3324030,              3324030,,                  2771,,                155257,,                388293,,                              0,,,                386247,,                 27732,,,              2089698,              2089698,,                450186,                450186,                 76255,              2616139,              6900469,,,                              0,,                  1569,,,,                              0,                  1569,              6902038,,,,              1499464,                              0,                              0,              1514066,,,                347711,                145387,                493098,                 12422,                 13199,                518719,,                172032,                              0,,                346632,                518664,,                    421,              2551870,                              0,              2551870,              9453908,              0,        695345,              0,                 14602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,2014年03月31日,,,,                675061,,                              0,,                  1456,,                256226,,,,,,                    122,,,,,                  8740,,,              7003398,              7003398,,                484309,              8429312,,,                105777,,                141876,,,,                 75437,,                 18356,                  1523,,,,                 12711,                 12711,                355680,              8784992,,,,,              2929890,              2929890,,                  1201,,                149977,,                413269,,                              0,,,                 99777,,                 96458,,,              1767044,              1767044,,                              0,                              0,                 69975,              1837019,              5527591,,,                448380,,                    298,,,,,                448678,              5976269,,,,              1497625,                  1839,,              1499464,,,                347711,                145387,                493098,                 12422,                 13199,                518719,,                105449,                  1232,,                681394,                788075,,                  2465,              2808723,,              2808723,              8784992,              0,              0,              0,,                              0,,                  2465,                  2465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,2013年12月31日,,,,,,                              0,,                  1518,,,,,,,,                    255,,,,,                 12852,,,              6523009,              6523009,,                428226,              7742799,,,                103503,,,,,,                 56184,,                 18470,                  1307,,,,                 10791,                 10791,                337213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,                555571,                221368,                146958,              8080012,,,,              2524904,              2524904,,                    233,,                131280,,                387011,,                              0,,                101390,                 89188,,,              1482326,              1482326,,                              0,                              0,                124378,              1606704,              4840710,,,                451223,,                  1784,                453007,              5293717,,,,              1449120,                 48505,              1497625,,,                347711,                142429,                490140,                 12422,                 13337,                515899,,                105449,                  1232,,                665837,                772518,,                    253,              2786295,                              0,              2786295,,,,,,,,,,,
3056,2013年09月30日,,,,,,                              0,,                491655,,,,                    550,,                              0,,                    633,,                  7025,                              0,,                 13480,,,              3767492,              3767492,,                393453,              6225079,,,                102699,,,,                              0,,                 56832,,                 18626,                              0,,,,                 12108,                 12108,                404027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,              1408086,                142705,                213762,              6629106,,,,              1417951,              1417951,,                    771,,                178635,,                464074,,,,                137745,                 99603,,,                984175,                984175,,                              0,                              0,                168576,              1152751,              3451530,,,                571315,,                  1383,                573298,              4024828,,,,              1408239,                 40881,              1449120,,,                347711,                 64915,                412626,                 12422,                 16954,                442002,,                105449,                  1232,,                600597,                707278,,                   -414,              2597986,                  6292,              2604278,                              0,                              0,,                              0,                    600,                    600,                              0,,,,
3056,2013年06月30日,,,,,,                              0,,                  3272,,,,                              0,,,,                    490,,                 36532,,,                 50536,,,              4585130,              4585130,,                346786,              6228289,,,                104170,,,,,,                 12068,,                 18783,                 22146,,,,                 11996,                 11996,                383461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,              1093228,                112315,                214298,              6611750,,,,              1679324,              1679324,,                  4480,,                 94777,,                350486,,,,                252160,                 75201,,,              1415253,              1415253,,                              0,                              0,                204134,              1619387,              4075815,,,                671337,,                  1347,                673311,              4749126,,,,              1335372,                              0,              1402140,,,                336268,                              0,                336268,                 12422,                 20003,                368693,,                105449,                  1232,,                -22057,                 84624,,                    669,              1856126,                  6498,              1862624,,,,                     27,                    600,                    627,                 66768,                              0,,,
