證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 庫存現金,　　　　 銀行存款,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨－買賣業,　　　　　 商品存貨,　　　　　 存貨－買賣業淨額,　　　　 存貨－製造業,　　　　　 製成品,　　　　　 在製品,　　　　　 原料,　　　　　 物料,　　　　　 備抵存貨跌價,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動,　　　　 累計減損－以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 機器設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備成本,　　　　　 累計折舊－運輸設備,　　　　　 運輸設備淨額,　　　　 辦公設備淨額,　　　　　 辦公設備成本,　　　　　 累計折舊－辦公設備,　　　　　 辦公設備淨額,　　　　 租賃改良淨額,　　　　　 租賃改良成本,　　　　　 累計折舊－租賃改良,　　　　　 租賃改良淨額,　　　　 其他設備淨額,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備,　　　　　 其他設備淨額,　　　　 未完工程及待驗設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 商譽,　　　　 其他無形資產,　　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 應付租賃款－非流動,　　　　　　 長期應付票據及款項合計,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 債券換股權利證書,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 累積盈虧,　　　　　　 本期損益,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之子公司,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 工程存出保證金,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　　 應付公司債,　　　　　 銀行長期借款,　　　　　 遞延所得稅負債－所得稅,　　　　　 待分配股票股利,　　　　 其他預付款,　　　　 預付投資款,　　　　　 其他非流動資產－其他,　　　　　 銀行借款,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　　 應付票據,　　　　　 應付帳款,　　　　　 其他應付款－其他,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 應付租賃款－非流動,　　　　　 長期應付票據及款項合計,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 累積盈虧,　　　　　 本期損益,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之子公司,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 債券換股權利證書,　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－非流動,　　　　 銀行長期借款,　　　　 遞延所得稅負債－所得稅,　　　　 待分配股票股利,　　　　 銀行借款,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 其他應付款－其他,　　　　 租賃資產淨額,　　　　　 租賃資產成本,　　　　　 累計折舊－租賃資產,　　　　　 租賃資產淨額
2478,2015年09月30日,,,,                    583,                853863,                854446,,                 30637,,                 23596,,              1188779,,                 41496,,                 19951,,                              0,,,                 56614,                 56614,,                432567,                527739,                277815,                 54532,                187738,              1104915,              1161529,,                 54646,,                626271,                 10280,                636551,              4011631,,,                     47,,                131662,                131662,                              0,,,                529656,                529656,,                893298,                247325,                645973,,              3883736,              2653976,              1229760,,                 27337,                 23305,                  4032,,                 44383,                 39499,                  4884,,                  2649,                  1767,                    882,,                756154,                572928,                183226,                376952,              2975365,,                 19563,,                              0,                              0,                 19563,                 48461,,                 50701,                  9026,                 91968,,                  1867,                153562,              3196998,              7208629,,,,,                              0,,                              0,,                585359,,                492103,                              0,                  3965,,,                              0,                              0,                              0,                 19980,                 19980,              1101407,,,                222631,,                350000,,                203349,,,                              0,                              0,                 21751,                 21751,                797731,              1899138,,,,              2619933,                              0,              2619933,,              1395867,              1395867,,                430036,                244693,,                272839,                192357,                465196,              1139925,,,                179736,                179736,                179736,                 93136,              5242325,                 67166,              5309491,              7208629,              0,              0,      6140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478,2015年06月30日,,,,                    580,              1084957,              1085537,,                 35848,,                 18925,,              1143358,,                 40050,,                 17009,,                              0,,,                 50119,                 50119,,                376412,                503362,                219711,                 58053,                138576,              1018962,              1069081,,                 54853,,                352791,                  7776,                360567,              3825228,,,                     23,,                131662,                131662,                              0,,,                529771,                529771,,                886004,                236215,                649789,,              3786800,              2543475,              1243325,,                 27810,                 23124,                  4686,,                 46815,                 41417,                  5398,,                  2641,                  1634,                  1007,,                754680,                558359,                196321,                325967,              2956264,,                 19563,,                              0,                              0,                 19563,                 40747,,                 43241,                  8418,                 89044,,                  2268,                142971,              3159568,              6984796,,,,,                 50000,,,,                476021,,                539487,                              0,                  6240,,,                              0,                100000,                100000,                 26018,                126018,              1197766,,,                221548,,                200000,,                170555,,,                              0,                              0,                 22476,                 22476,                614579,              1812345,,,,              2636673,                              0,              2636673,,              1407362,              1407362,,                430036,                244693,,                272839,                 89982,                362821,              1037550,,,                 85751,                 85751,                 85751,                 66926,              5100410,                 72041,              5172451,              6984796,              0,              0,      3674000,                              0,,                              0,                              0,                221548,                200000,                170555,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478,2015年03月31日,,,,                    583,                967715,                968298,,                 40211,,                 24241,,              1139967,,                 31024,,                 11188,,                              0,,,                 47461,                 47461,,                399933,                482175,                281215,                 46763,                110508,              1099578,              1147039,,                 59134,,                278354,                  3201,                281555,              3702657,,,                    140,,                131662,                131662,                              0,,,                530149,                530149,,                890314,                231578,                658736,,              3819753,              2514328,              1305425,,                 28164,                 22707,                  5457,,                 47316,                 41401,                  5915,,                  2643,                  1510,                  1133,,                756797,                546230,                210567,                286348,              3003730,,                 19563,,                              0,                              0,                 19563,                 40823,,                 13327,                  8437,                 90517,,                  2429,                114710,              3178966,              6881623,,,,,                 50000,,                              0,,                437750,,                443705,                              0,                 16789,,,                              0,                250000,                250000,                 19056,                269056,              1217300,,,                220470,,                              0,,                165453,,,                    118,                    118,                 23126,                 23244,                409167,              1626467,,,,              2599344,                 37329,              2636673,,              1404756,              1404756,,                412910,                244693,,                393962,                 43147,                437109,              1094712,,,                114183,                114183,                114183,                 66926,              5183398,                 71758,              5255156,              6881623,              0,              0,      3674000,,,                              0,                              0,                220470,                              0,                165453,,                 59134,                              0,                  2429,                 50000,,                              0,                              0,                437750,                443705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478,2014年12月31日,,,,                    573,                885957,                886530,,                 41750,,                 21640,,              1219101,,                 36295,,                 12527,,                              0,,,                 47228,                 47228,,                411375,                509393,                281472,                 57682,                113802,              1146120,              1193348,,                 52132,,                338905,                  3961,                342866,              3806189,,,                              0,,                131662,                131662,                              0,,,                530268,                530268,,                894131,                226824,                667307,,              3830268,              2454141,              1376127,,                 28750,                 22404,                  6346,,                 47877,                 41412,                  6465,,                  2645,                  1385,                  1260,,                753606,                531248,                222358,                245787,              3055918,,                 19563,,                              0,                              0,                 19563,                 42077,,                 13411,                 10418,                 25625,,                  2789,                 52243,              3169801,              6975990,,,,,                 50000,,                              0,,                470096,,                460003,                    878,                 16370,,,                333051,                250000,                583051,                 31878,                614929,              1612276,,,                              0,,                              0,,                163697,,,                    253,                    253,                 23807,                 24060,                187757,              1800033,,,,              2649344,                              0,              2649344,,              1413178,              1413178,,                412910,                244693,,                222703,                171259,                393962,              1051565,,,                140600,                140600,                140600,                152657,              5102030,                 73927,              5175957,              6975990,              0,              0,      8674000,                              0,,                              0,                              0,                              0,                              0,                163697,                              0,                 52132,                              0,                  2789,                 50000,,                              0,                              0,                470096,                460003,                886530,              6975990,,,,                 50000,,                              0,,                470096,,                460003,                    878,                 16370,,,                333051,                250000,                583051,                 31878,                614929,              1612276,,,                              0,,                              0,,                              0,,                163697,,,                    253,                    253,                 23807,                 24060,                187757,              1800033,,,,              2649344,              2649344,,              1413178,              1413178,,                412910,                244693,,                222703,                171259,                393962,              1051565,,,                140600,                140600,                140600,                152657,              5102030,                 73927,              5175957,,,,,,,,,,,,,
2478,2014年09月30日,,,,                    516,                814601,                815117,,                 42849,,                 33103,,              1235636,,                 36532,,                 15292,,                              0,,,                 49755,                 49755,,                425015,                510403,                304050,                 69676,                105244,              1203900,              1253655,,                 52466,,                422664,                  3101,                425765,              3910415,,,                              0,,                131662,                131662,                              0,,,                530317,                530317,,                886255,                216274,                669981,,              3746627,              2334976,              1411651,,                 28426,                 21380,                  7046,,                 47640,                 40668,                  6972,,                  2639,                  1252,                  1387,,                747881,                510613,                237268,                174589,              3039211,,                 19563,,                              0,                              0,                 19563,                 41169,,                 43197,                  8418,                 25904,,                  2514,                 80033,              3179976,              7090391,,,,,                 50000,,                              0,,                652374,,                444543,                              0,                 11504,,,                331430,                250000,                581430,                 40344,                621774,              1780195,,,                              0,,                              0,,                146285,,,                    390,                    390,                 19966,                 20356,                166641,              1946836,,,,              2645917,                  3427,              2649344,,              1410571,              1410571,,                412910,                244693,,                226480,                122492,                348972,              1006575,,,                 70286,                 70286,                 70286,                 66926,              5069850,                 73705,              5143555,              7090391,              0,              0,      3674000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478,2014年06月30日,,,,                    659,                729300,                729959,,                 33570,,                 28391,,              1196059,,                 37062,,                 16073,,                              0,,,                 48917,                 48917,,                316395,                515889,                319768,                 59192,                104660,              1106584,              1155501,,                 66687,,                406250,                  2353,                425525,              3688827,,,                              0,,                131662,                131662,                              0,,,                530317,                530317,,                877578,                206057,                671521,,              3649641,              2213447,              1436194,,                 27473,                 21126,                  6347,,                 46813,                 39851,                  6962,,                  2633,                  1114,                  1519,,                743655,                488772,                254883,                122469,              3030212,,                 19563,,                              0,                              0,                 19563,                 44955,,                 49830,                  8384,                 25319,,                  2809,                 86342,              3181072,              6869899,,,,,                 50000,,,,                600910,,                414942,                              0,                 13278,,,                335505,                250000,                585505,                 34524,                620029,              1699159,,,                              0,,                              0,,                132723,,,                    520,                    520,                 21254,                 21774,                154497,              1853656,,,,              2507336,                113875,              2645917,,              1405707,              1405707,,                412910,                244693,,                226479,                 66496,                292975,                950578,,,                  7544,                  7544,                  7544,                 66926,              4942820,                 73423,              5016243,              6869899,              0,              0,      3674000,                 16922,,                              0,                              0,                              0,                              0,                132723,                 24706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478,2014年03月31日,,,,                    745,              1006540,              1007285,,                 32182,,                 27755,,              1118533,,                 41594,,                 13903,,                              0,,,                 39927,                 39927,,                305771,                543473,                289034,                 48889,                103196,              1083971,              1123898,,                 68082,,                175871,                  2870,                178741,              3611973,,,                              0,,                131662,                131662,                              0,,,                530321,                530321,,                874758,                201458,                673300,,              3660525,              2152889,              1507636,,                 27756,                 21253,                  6503,,                 43423,                 39577,                  3846,,                  2636,                    981,                  1655,,                741990,                469835,                272155,                 91078,              3086494,,                 19563,,                              0,                              0,                 19563,                 41976,,                 56542,                  8416,                 14062,,                  2905,                 81925,              3229958,              6841931,,,,,                 50000,,                              0,,                520982,,                364238,                              0,                 29113,,,                521967,                220000,                741967,                 44189,                786156,              1752514,,,                              0,,                 50000,,                143474,,,                    651,                    651,                 21288,                 21939,                215413,              1967927,,,,              2507336,                              0,              2507336,,              1328373,              1328373,,                405309,                244693,,                295845,                 42224,                338069,                988071,,,                 46175,                 46175,                 46175,                 66926,              4803029,                 70975,              4874004,              6841931,              0,              0,      3674000,,,                              0,                              0,                              0,                 50000,                143474,,                 68082,                              0,                  2905,                 50000,,                  2025,                              0,                520982,                364238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478,2013年12月31日,,,,                    526,                861473,,,                 31742,,                 14912,,              1205496,,                 41318,,                 15648,,                    428,,,                 41755,                 41755,,                321863,                530527,                295021,                 42340,                100084,              1089667,              1131422,,                 56257,,                140733,                  2682,                143415,              3502637,,,,,                131662,                131662,                              0,,,                530281,                530281,,                874407,                194895,                679512,,              3623795,              2071425,              1552370,,                 27383,                 20987,                  6396,,                 43292,                 38757,                  4535,,                  2637,                    846,                  1791,,                738869,                450018,                288851,                 78702,              3142438,,                 19563,,,                              0,                 19563,                 50085,,                 70469,                  7929,                 14157,,                  3056,                 95611,              3307697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      3674000,,,,,,,,,,,,,,,,,,                861999,              6810334,,,,                 50000,,                              0,,                515435,,                412958,                              0,                 26263,,,                              0,                185000,                185000,                 32210,                217210,              1221866,,,                  9169,,                519428,,                 61250,,                146665,,,                    765,                    765,                 21855,                 22620,                759132,              1980998,,,,              2507336,              2507336,,              1325767,              1325767,,                405309,                244693,,                219836,                 76009,                295845,                945847,,,                 49162,                 49162,                 49162,                 66926,              4761186,                 68150,              4829336,,,,,,,,,,,,,
2478,2013年09月30日,,,,                    575,                887742,,,                 30811,,                 14379,,              1177172,,                 41287,,                 23870,,                              0,,,                 43973,                 43973,,                309370,                535281,                290362,                 44156,                 93158,              1086011,              1129984,,                 78911,,                118409,                  4781,                123190,              3507921,,,,,                131662,                128538,                  3124,,,                530271,                530271,,                869150,                186280,                682870,,              3561654,              1956464,              1605190,,                 27070,                 20026,                  7044,,                 42926,                 37827,                  5099,,                  2633,                    707,                  1926,,                735763,                428787,                306976,                 20716,              3160092,,                 19563,,                              0,                              0,                 19563,                 45205,,                 80160,                  8035,                 12669,,                  3358,                104222,              3332206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      3674000,,,,,,,,,,,,,,,,,,                888317,              6840127,,,,                              0,,                    746,,                531290,,                405389,                              0,                 13010,,,                              0,                285000,                285000,                 26671,                311671,              1262106,,,                  6862,,                516901,,                 90000,,                151018,,,                    888,                    888,                 21767,                 22655,                787436,              2049542,,,,              2507336,              2507336,,              1323161,              1323161,,                405309,                244693,,                220326,                 79794,                300120,                950122,,,                 10218,                 10218,                 10218,                 66926,              4723911,                 66674,              4790585,                              0,,,,,,,,,,,,
2478,2013年06月30日,,,,                    674,                868049,,,                 22363,,                 16186,,              1146584,,                 44041,,                 16125,,                              0,,,                 41142,                 41142,,                344294,                562366,                283259,                 44876,                 93475,              1141320,              1182462,,                 72064,,                 73320,                  2657,                 75977,              3444525,,,,,                131662,                128538,                  3124,,,                529118,                529118,,                868523,                181056,                687467,,              3492829,              1885549,              1607280,,                 27434,                 20060,                  7374,,                 43328,                 37554,                  5774,,                  2635,                    574,                  2061,,                733846,                409080,                324766,                 84850,              3248690,,                 19563,,                              0,                              0,                 19563,                 47607,,                 72599,                 10400,                 12895,,                  6768,                102662,              3421646,,,,,,,,,,,,,,,,,,,,,,,,                514386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      3674000,                              0,,,,,,,,,,,,,,,,,                868723,              6866171,,,,                              0,,,,                522201,,                405245,                              0,                 14928,,,                              0,                381250,                381250,                 28843,                410093,              1352467,,,                  7425,,                514386,,                 18750,,                160182,,,                  1103,                  1103,                 22263,                 23366,                724109,              2076576,,,,              2458893,              2507336,,              1320555,              1320555,,                405309,                244693,,                220326,                 50570,                270896,                920898,,,                 39913,                 39913,                 39913,                 66926,              4721776,                 67819,              4789595,                              0,                  7425,                 18750,                160182,                 48443,,,,,,,,
