證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收建造合約款,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 工程存出保證金,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付建造合約款,　　　　 其他應付款,　　　　　 應付員工紅利,　　　　　 應付董監事酬勞,　　　　　 應付設備款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　　 待分配股票股利,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付建造合約款,　　　 其他應付款,　　　　 應付員工紅利,　　　　 應付董監事酬勞,　　　　 應付設備款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　　 待分配股票股利,　　 非控制權益,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　 共同控制下前手權益
9958,2015年09月30日,,,,                237166,,                 16497,,                426444,,                673961,              1410541,,                  3019,,                886595,,                 65413,                              0,                131654,                197067,              3851290,,,              2059856,,                151244,                 26489,,                    102,,                              0,,                188638,                188740,              2426329,              6277619,,,,,                574101,,                215536,,                630762,                  2187,,                  3740,                  2990,                    653,                  7383,                  3408,,,                265000,                105460,                370460,              1803837,,,              2027244,,                 13310,                    579,                 13889,              2041133,              3844970,,,,              1855581,              1855581,,                 69707,,                123073,,                246015,                369088,,,                -16891,                -16891,                              0,              2277485,                155164,              2432649,              6277619,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9958,2015年06月30日,,,,                256754,,                    407,,                356890,,              1092388,              1235897,,                 46931,,                540866,,                 65415,                              0,                135157,                200572,              3730705,,,              2069040,,                151514,                 34190,,                    324,,                              0,,                210728,                211052,              2465796,              6196501,,,,,                676856,,                258121,,                464568,                 37169,,                  1724,                  1386,                    747,                  3857,                  9874,,,                215000,                103528,                318528,              1768973,,,              2044402,,                 13553,                    579,                 14132,              2058534,              3827507,,,,              1819197,              1855581,,                 69707,,                123073,,                156702,                279775,,,                 -1825,                 -1825,                              0,              2203238,                165756,              2368994,              6196501,              0,              0,              0,,                              0,,                              0,                 36384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9958,2015年03月31日,,,,                476905,,                              0,,                616522,,                978587,              1363749,,                 13559,,                535047,,                 36632,                 78439,                136215,                251286,              4235655,,,              2079190,,                151784,                 27862,,                    689,,                              0,,,                    689,              2259525,              6495180,,,,,                541469,,                290174,,                652607,                  9606,,                  1540,                  1250,                  3843,                  6633,                    951,,,                234614,                105967,                340581,              1842478,,,              2282929,,                 13655,                    579,                 14234,              2297163,              4139641,,,,              1819197,              1819197,,                 69707,,                116618,,                210130,                326748,,,,                              0,                              0,              2215652,                139887,              2355539,              6495180,              0,              0,              0,,,,                    457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9958,2014年12月31日,,,,                 83546,,                    278,,                428510,,              1136195,              1570111,,                  2984,,                507215,,                 59596,                 78439,                 42275,                180310,              3909149,,,              2079783,,                152054,                 28044,,                    714,,                              0,,                              0,                    714,              2260595,              6169744,,,,,                323410,,                286720,,                414256,                 25106,,                  1450,                  1160,                 23536,                 26146,                  1243,,,                 47328,                 99192,                146520,              1223401,,,              2713905,,                 14030,                    499,                 14529,              2728434,              3951835,,,,              1819197,              1819197,,                 69707,,                116618,,                205750,                322368,,,                              0,                              0,                              0,              2211272,                  6637,              2217909,              6169744,              0,              0,              0,,                              0,,                              0,                              0,                 83546,              6169744,,,,                323410,,                286720,,                414256,                 25106,,                  1450,                  1160,                 23536,                 26146,                  1243,,,                 46382,                 99192,                145574,              1222455,,,              2714851,,                 14030,                    499,                 14529,              2729380,              3951835,,,,              1819197,              1819197,,                 69707,,                116618,,                205750,                322368,,                  6637,                              0,              2217909,              2217909,,,,,,,,,,,,,
9958,2014年09月30日,,,,                 99208,,                    660,,                213324,,              1039483,              1678710,,                  2920,,                711570,,                 95760,                 78439,                 66380,                240579,              3986454,,,              2055954,,                152188,                 27885,,                  1278,,                  1801,,                              0,                  3079,              2239106,              6225560,,,,,                837630,,                280794,,                658526,                 34521,,                  5675,                  4515,                 21780,                 31970,                              0,,,                 58490,                156437,                214927,              2058368,,,              1951251,,                 14818,                    485,                 15303,              1966554,              4024922,,,,              1819197,              1819197,,                 69707,,                116618,,                195116,                311734,,,                              0,                              0,                              0,              2200638,                              0,              2200638,              6225560,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9958,2014年06月30日,,,,                 55351,,                              0,,                292612,,              1256599,              1450647,,                  2959,,                557212,,                229539,                              0,                 85158,                314697,              3930077,,,              1316093,,                152322,                 28004,,                    793,,                  1801,,                459392,                461986,              1958405,              5888482,,,,,              1750001,,                341510,,                709776,                 49604,,                  6050,                  4850,                 31191,                 42091,                 14501,,,                143842,                209588,                353430,              3271077,,,                393032,,                 14993,                    485,                 15478,                408510,              3679587,,,,              1819197,              1819197,,                 69707,,                116618,,                203373,                319991,,,                              0,                              0,                              0,              2208895,                              0,              2208895,              5888482,              0,              0,              0,,                  9986,,                    178,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9958,2014年03月31日,,,,                 57589,,                              0,,                235222,,              1151230,              1109483,,                  2960,,                493994,,                207156,                              0,                160903,                368059,              3418537,,,              1276673,,                152456,                 27673,,                  1237,,                  1801,,,                  3038,              1459840,              4878377,,,,,              1002415,,                380720,,                538918,                  5344,,                  5388,                  4312,                    822,                 10522,                 26629,,,                136558,                 60703,                197261,              2161809,,,                369947,,                 15154,                    485,                 15639,                385586,              2547395,,,,              1819197,              1819197,,                 69707,,                 97551,,                344527,                442078,,,,                              0,                              0,              2330982,                              0,              2330982,              4878377,              0,              0,              0,,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9958,2013年12月31日,,,,,,                              0,,                252708,,              1154988,                991989,,                  3031,,                517069,,                208749,                              0,                 33349,                242098,              3294651,,,              1273651,,                152590,                 28265,,                    266,,                 12001,,,                 12267,              1466773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,                132768,              4761424,,,,              1049604,,                523770,,                330417,                 22184,,                  4500,                  3600,                    691,                  8791,                 19830,,,                124323,                 59156,                183479,              2138075,,,                315919,,                 15299,                    485,                 15784,                331703,              2469778,,,,              1819197,              1819197,,                 69707,,                 97551,,                305191,                402742,,                              0,                              0,              2291646,              2291646,,                              0,,                              0,                              0,                              0,,                              0,,                              0,,                              0,
9958,2013年09月30日,,,,,,                              0,,                131583,,              1400864,              1023811,,                 23121,,                674421,,                348343,                              0,                 38385,                386728,              3706218,,,              1277656,,                152724,                 32916,,                    266,,                 24115,,,                 24381,              1487700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,                 65690,              5193918,,,,              1344458,,                522712,,                412343,                 37899,,                  4400,                  3500,                  1091,                  8991,                 25147,,,                 95578,                121302,                216880,              2568430,,,                316720,,                 14960,                    475,                 15435,                406492,              2974922,,,,              1674412,              1743787,,                 70568,,                 97551,,                307090,                404641,,                              0,                              0,              2218996,              2218996,,                     23,,                 74337,                 69375,                              0,,,,,,,
9958,2013年06月30日,,,,                 93985,,,,                173082,,              1154225,              1041533,,                 22956,,                755538,,                399103,,                 35967,                435070,              3676389,,,              1227886,,                 77412,                 23531,,                    192,,                 24115,,,                 24307,              1353136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,,,              5029525,,,,              1512041,,                452794,,                435876,                 28598,,                  8700,                  5250,                  1185,                 15135,                 22912,,,                 67647,                 96026,                163673,              2691007,,,                314529,,                 15081,                    485,                 15566,                429779,              3120786,,,,              1449867,              1519242,,                 46291,,                 97551,,                245655,                343206,,                              0,                              0,              1908739,              1908739,,,,                 99397,                 69375,                              0,,                 59978,,,,                    287,
