證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 累積盈虧,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 重估增值,　　　　　　 重估增值合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　　 債券換股權利證書,　　　　 本期所得稅負債,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　 資產總額,　 負債,　　 流動負債,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 累積盈虧,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 重估增值,　　　　　 重估增值合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　 待註銷股本股數,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　 非控制權益
6131,2015年09月30日,,,,                 68131,,                 30029,,                 11046,,                 31771,,                 15837,,                 86215,,                 43681,,                 33187,,                  6712,                326609,,,                 78547,,                397718,,                310954,,                146508,,                 48718,                195226,                982445,              1309054,,,,,                              0,,                 22513,,                 71637,,,                107287,                107287,                  7805,                115092,                209242,,,                              0,,                              0,,                  9563,                  8245,                 17808,                 17808,                227050,,,,              1016948,              1016948,,                 82572,,                 21941,                              0,,               -243464,               -243464,               -221523,,,                    368,,                203639,                204007,                              0,              1082004,              1082004,              1309054,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6131,2015年06月30日,,,,                358408,,                  8212,,                 16288,,                 25075,,                    313,,,,                 43799,,,,                  1677,                454186,,,                 73561,,                400255,,                310954,,,,,                  5684,                832940,              1287126,,,,,                              0,,                 25782,,                 18701,,,,,,                  7934,                 52417,,,                              0,,                129376,,                  9988,                  1021,                 11009,                147609,                200026,,,,                974509,              1002009,,                 74761,,                 21941,                              0,,               -215833,               -215833,               -193892,,,                    583,,                203639,                204222,,              1087100,              1087100,              1287126,              0,              0,,                    414,,                  1543,,                  3710,                 37233,,                  5684,,                  7224,                 27500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6131,2015年03月31日,,,,                375672,,                  9142,,                 11213,,                 39799,,                    429,,,,                 61432,,,,                  2924,                501210,,,                 76840,,                453464,,                156718,,,,,                  5827,                737532,              1238742,,,,,                              0,,                 31045,,                 26444,,,,,,                 11447,                 68936,,,                              0,,                170260,,                  9945,                  1022,                 10967,                182134,                251070,,,,                974510,                974510,,                 60626,,                 21941,                     95,,               -176428,               -176428,               -154392,,,                    898,,                106030,                106928,,                987672,                987672,              1238742,              0,              0,,                    599,,                  2241,,                  5208,                 37234,,                  5827,,                    907,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6131,2014年12月31日,,,,                371510,,                  9737,,                 15015,,                 69262,,                    943,,                              0,,                 87679,,                  3565,,                    674,                558385,,,                 80714,,                456148,,                156718,,                    888,,                 47682,                 48570,                742150,              1300535,,,,,                      9,,                 66945,,                 33733,,,                              0,                              0,                  5808,                  5808,                106495,,,                  1274,,                184445,,                  9902,                  1928,                 11830,                197549,                304044,,,,                964205,                964205,,                 55421,,                 21941,                     95,,               -151912,               -151912,               -129876,,,                    711,,                106030,                106741,                              0,                996491,                996491,              1300535,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6131,2014年09月30日,,,,                384815,,                  8567,,                 46317,,                 77932,,                  1794,,                              0,,                 91807,,                  3050,,                  3419,                617701,,,                 82554,,                510729,,                              0,,                    874,,                 50056,                 50930,                644213,              1261914,,,,,                              0,,                 90860,,                 45665,,,                              0,                              0,                  6379,                  6379,                142904,,,                    742,,                182915,,                  6748,                  1139,                  7887,                191544,                334448,,,,                964205,                964205,,                 54804,,                 21941,                     95,,               -113478,               -113478,                -91442,,,                   -101,,                              0,                   -101,                              0,                927466,                927466,              1261914,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6131,2014年06月30日,,,,                231546,,                  6426,,                 38603,,                 62280,,                  1104,,,,                124724,,,,                  2664,                467790,,,                 83124,,                514307,,                              0,,,,,                  5156,                648630,              1116420,,,,,                              0,,                 77372,,                 58748,,,,,,                  7602,                143722,,,                              0,,                              0,,                  6716,                  1022,                  7738,                  7856,                151578,,,,                964205,                964205,,                 42533,,                 21941,                     95,,                -64521,                -64521,                -42485,,,                    589,,                              0,                    589,,                964842,                964842,              1116420,              0,              0,,                    443,,                              0,,                  6740,                 39303,,                  5156,,                    118,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6131,2014年03月31日,,,,                263409,,                  6458,,                 19476,,                 69887,,                    684,,,,                137761,,,,                  3107,                504011,,,                 83828,,                517647,,                              0,,,,,                  5114,                648012,              1152023,,,,,                              0,,                 72190,,                 36340,,,,,,                 11095,                119738,,,                              0,,                              0,,                  6684,                  1021,                  7705,                  7791,                127529,,,,                964205,                964205,,                 73388,,                177570,                     95,,               -190749,               -190749,                -13084,,,                    -15,,                              0,                    -15,,              1024494,              1024494,              1152023,              0,              0,,                  3229,,                              0,,                  6560,                 34863,,                  5114,,                     86,,                    113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6131,2013年12月31日,,,,,,                  7159,,                 22757,,                 96649,,                  3371,,,,                187041,,,,                  2970,                588213,,,                 87074,,                521648,,                              0,,,,,                  5062,                654329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,,                  5716,                 34829,,                  5062,,,,,                265111,                  3155,,                187041,              1242542,,,,                              0,,                122741,,                 46190,                    113,,                  7541,                176585,,,                              0,,                              0,,                     86,,                  6644,                  1027,                  7671,                  7757,                184342,,,,                964205,                964205,,                 71359,,                177570,                     95,,               -155629,               -155629,                 22036,,,                    600,,                              0,                    600,                              0,              1058200,              1058200,              0,,,
6131,2013年09月30日,,,,,,                  9168,,                 23791,,                135787,,                  5086,,,,                226587,,,,                  6903,                693712,,,                 86762,,                525652,,,,,,,                  5595,                684778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      3600000,,,,,,                  6182,                 60587,,                  5595,,,,,                283178,                  3212,,,              1378490,,,,,,                153714,,                 49316,                              0,,                  4690,                207720,,,                              0,,                              0,,                  1645,,                  8308,                              0,                  8308,                  9953,                217673,,,,              1000205,              1000205,,                 73510,,                177570,                     95,,                -51257,                -51257,                126408,,,,,,                  3188,                 42494,              1160817,              1160817,              0,,,
6131,2013年06月30日,,,,,,                 10874,,                 28218,,                117050,,                  3487,,,,                257690,,,,                  8105,                823147,,,                 88809,,                528828,,,,,,,                  6035,                702680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,,                 18421,                 60587,,                  6035,,,,,                390202,                  7521,,,              1525827,,,,,,                179716,,                 99509,                    215,,                  6974,                286414,,,,,,,                  1645,,                  8263,                              0,                  8263,                  9908,                296322,,,,              1000205,              1000205,,                 73510,,                177570,                     95,,                -25442,                -25442,                152223,,,,,,                  3567,                              0,              1229505,              1229505,              0,,,
