證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　 其他應付款項－關係人,　　　　 現金及約當現金合計,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 預收股本,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付公司債,　　　　 應付公司債合計
2387,2015年09月30日,,,,              2199199,,                 37601,,                    655,,              6318456,,                 46686,,              1845397,,                201450,,                327959,             10977403,,,                              0,,                              0,,              4543458,,                105462,                 32860,,                249047,              4930827,             15908230,,,,,              1406084,,                  8537,,              3385189,,              1269865,                194316,,                149561,              6413552,,,                              0,,                 29614,,                 74424,                104038,              6517590,,,,              3631833,              3631833,,                              0,,                931476,                257070,,              3263448,              4451994,,,                652427,,                              0,,                              0,                652427,                203255,              8532999,                857641,              9390640,             15908230,              0,              0,     14070000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,2015年06月30日,,,,              2188066,,                 45921,,                    513,,              5136455,,                 50741,,              1820404,,                210440,,                356493,              9809033,,,                              0,,                              0,,              4341789,,                106486,                 27842,,                188258,              4664375,             14473408,,,,,              1226751,,                  8532,,              2946371,,              1075954,                131050,,                260561,              5649219,,,                              0,,                 31261,,                 74451,                105712,              5754931,,,,              3637803,              3637803,,                  4473,,                931476,                257070,,              2980143,              4168689,,,                242528,,                              0,,                              0,                242528,                158057,              7895436,                823041,              8718477,             14473408,              0,              0,     10375000,,                              0,                  4473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,2015年03月31日,,,,              2224723,,                112019,,                              0,,              5103041,,                 47789,,              1791945,,                196710,,                153146,              9629373,,,                              0,,                 15920,,              4474619,,                 98225,                 31127,,                157759,              4777650,             14407023,,,,,              1209250,,                 13253,,              2797827,,                993052,                 71994,,                267077,              5423091,,,                              0,,                 29615,,                 74288,                103903,              5526994,,,,              3637803,              3637803,,                  2582,,                862265,                257070,,              3070190,              4189525,,,                370477,,                              0,,                              0,                370477,                161065,              8039322,                840707,              8880029,             14407023,              0,              0,     10625000,,                              0,                  2582,                 70638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,2014年12月31日,,,,              2343111,,                 47900,,                  2410,,              5686048,,                 66427,,              1938637,,                212260,,                295522,             10592315,,,                              0,,                 16651,,              4507070,,                102159,                 31028,,                173302,              4830210,             15422525,,,,,              1282862,,                 15533,,              3366106,,              1170369,                 78305,,                496174,              6409349,,,                              0,,                 29614,,                 73967,                103581,              6512930,,,,              3637803,              3637803,,                              0,,                862265,                257070,,              2954267,              4073602,,,                455461,,                              0,,                              0,                455461,                100209,              8066657,                842938,              8909595,             15422525,              0,              0,      7905000,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,2014年09月30日,,,,              1612875,,                 57622,,                  2085,,              6032687,,                 57089,,              2070731,,                228569,,                188016,             10249674,,,                              0,,                 19794,,              4287739,,                 94665,                 35285,,                145561,              4583044,             14832718,,,,,                945727,,                 14167,,              3266796,,              1264169,                119645,,                524322,              6134826,,,                246375,,                 30828,,                 79442,                356645,              6491471,,,,              3637803,              3637803,,                              0,,                862265,                257070,,              2744084,              3863419,,,                167864,,                              0,,                              0,                167864,                133591,              7535495,                805752,              8341247,             14832718,              0,              0,      9547000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,2014年06月30日,,,,              1174947,,                 82570,,                  3892,,              5489617,,                 62538,,              1899968,,                240895,,                 39407,              8993834,,,                 19171,,                 21500,,              4272450,,                 93716,                 34889,,                149770,              4591496,             13585330,,,,,                761422,,                 16714,,              2836337,,              1081547,                 33851,,                273955,              5003826,,,                516525,,                 34725,,                 79424,                630674,              5634500,,,,              3637803,              3637803,,                              0,,                862265,                257070,,              2510301,              3629636,,,                -29140,,                -11321,,                              0,                -40461,                128312,              7098666,                852164,              7950830,             13585330,              0,              0,      9225000,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,2014年03月31日,,,,              1294777,,                 97755,,                  6168,,              5460703,,                 61436,,              1983155,,                281385,,                132520,              9317899,,,                 19171,,                 22442,,              4417060,,                 62979,                 24823,,                137759,              4684234,             14002133,,,,,                939414,,                  9465,,              2896380,,              1112375,                 21780,,                362047,              5341461,,,                570363,,                 32805,,                 79048,                682216,              6023677,,,,              3637803,              3637803,,                              0,,                851786,                282035,,              2362608,              3496429,,,                119994,,                -11321,,                              0,                108673,                128312,              7114593,                863863,              7978456,             14002133,              0,              0,      9225000,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,2013年12月31日,,,,,,                117702,,                  4877,,              5524270,,                 87001,,              1970543,,                309068,,                 27975,              9591835,,,                 16678,,                 22762,,              4527761,,                 51141,                 24149,,                141010,              4783501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      9225000,,,,,              1550128,,                    271,,                              0,             14375336,,,,                702276,,                 15537,,              3364226,,                              0,,              1185820,                              0,                 44258,,                 33077,              5345194,,,                998463,,                 33453,,                 79053,              1110969,              6456163,,,,              3637803,              3637803,,,                              0,                              0,                              0,,                851786,                282035,,              2307061,              3440882,,,                124224,,                -13814,,                              0,                110410,                128312,              7060783,                858390,              7919173,                              0,,,,,,
2387,2013年09月30日,,,,,,                145639,,                  2721,,              4984697,,                 56054,,              1900983,,                224488,,                204782,              9059631,,,                 15195,,                 22854,,              4554597,,                 46132,                 24347,,                148164,              4811289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     16794000,,,,,              1540267,,                              0,,,             13870920,,,,                800974,,                 16122,,              2923470,,,,              1088676,,                 53536,,                 34270,              4917048,,,              1104250,,                 34227,,                 82446,              1220923,              6137971,,,,              3697803,              3697803,,,                              0,                 59642,                 59642,,                851786,                282035,,              2307671,              3441492,,,                -13042,,                -15297,,                              0,                -28339,                289455,              6881143,                851806,              7732949,                              0,,,,,,
2387,2013年06月30日,,,,,,                154223,,                 11879,,              3844661,,                 71769,,              1862000,,                296131,,                140415,              8073444,,,                 14795,,                 23668,,              4681321,,                 53383,                 23988,,                154196,              4951351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     16794000,,,,,              1692366,,                              0,,,             13024795,,,,                812241,,                 17043,,              1826176,,,,              1214838,,                 48734,,                 28149,              3947181,,,              1115000,,                 38177,,                 82614,              1235791,              5182972,,,,              3697803,              3697803,,,                              0,                 59642,                 59642,,                851786,                282035,,              2313804,              3447625,,,                 79864,,                -15697,,                              0,                 64167,                289455,              6979782,                862041,              7841823,                              0,,,,,,
2387,2013年03月31日,,,,,,                169088,,                 11005,,              3690419,,                 73500,,              2046598,,                297025,,                399683,              8061783,,,                 12742,,                 24153,,              4365239,,                 55671,                 18260,,                199047,              4675112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     16794000,,,,,              1374465,,                              0,,,             12736895,,,,                775452,,                 13248,,              1882665,,,,              1000651,,                 81342,,                129111,              3882469,,,                935625,,                 33476,,                 81434,              1050535,              4933004,,,,              3697803,              3697803,,,                              0,                 59642,                 59642,,                851786,                282035,,              2404965,              3538786,,,                -37824,,                -17750,,                              0,                -55574,                289455,              6951202,                852689,              7803891,                              0,,,,,,
2387,2012年12月31日,,,,              1531997,,                192766,,                  8502,,              4305992,,                 44641,,              2249367,,                312215,,                 93268,              8738748,,,                 13766,,                 24292,,              4085466,,                 59003,                 18766,,                185961,              4387254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,        158000,     18378000,,,,,,,                              0,,,             13126002,,,,                577345,,                 21360,,              2341656,,,,              1685154,,                 51041,,                 98858,              4775414,,,                816000,,                 36911,,                 80873,                933784,              5709198,,,,              3697803,              3721611,,,                              0,                 69596,                 69596,,                851786,                282035,,              2272439,              3406260,,,               -261239,,                -16726,,                              0,               -277965,                323217,              6596285,                820519,              7416804,                 23808,,                              0,,                              0,,                              0
2387,2012年09月30日,,,,              1181641,,                221271,,                  1720,,              5125737,,                 28789,,              2143289,,                368338,,                312560,              9383345,,,                 15675,,                 25411,,              4037721,,                 61995,                 17609,,                162429,              4320840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     18378000,,,,,,,,,,             13704185,,,,                684447,,                  9540,,              2682427,,,,              1347700,,                 47218,,                644067,              5432500,,,                822375,,                 36274,,                 81109,                939758,              6372258,,,,              3697803,              3697803,,,                              0,                 67352,                 67352,,                851786,                282035,,              2264392,              3398213,,,               -298761,,                -14817,,                              0,               -313578,                323217,              6526573,                805354,              7331927,                              0,,                              0,,                 17101,,                              0
2387,2012年06月30日,,,,              1645870,,                225265,,                  6595,,              4915359,,                 69827,,              2317616,,                342743,,                321594,              9844869,,,                 13492,,                 25289,,              3954819,,                 67989,                 17351,,                183730,              4262670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     13378000,,,,,,,,,,             14107539,,,,                694445,,                 25300,,              2907511,,,,              1394117,,                 50385,,                499476,              5595097,,,                837000,,                 33293,,                 81158,                951451,              6546548,,,,              3697803,              3697803,,,,                 67352,                 67352,,                851786,                282035,,              2240732,              3374553,,,               -134350,,                -17000,,                              0,               -151350,                248086,              6740272,                820719,              7560991,                              0,,                              0,,                 23863,,                              0
2387,2012年03月31日,,,,              1587134,,                231433,,                  4797,,              4486164,,                106657,,              2184408,,                416851,,                 82334,              9099778,,,                 16020,,                 25582,,              3809475,,                 73463,                 16559,,                404452,              4345551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     14872000,,,,,,,,,,             13445329,,,,              1332194,,                 26969,,              2348730,,,,              1004429,,                 18562,,                802168,              5576896,,,                 35754,,                 34907,,                 81964,                152625,              5729521,,,,              3712743,              3712743,,,,                 92084,                 92084,,                820203,                524824,,              2230877,              3575904,,,               -202476,,                -14472,,                              0,               -216948,                287758,              6876025,                839783,              7715808,                              0,,                              0,,                 43844,,                              0
2387,2012年01月01日,,,,              1560691,,                229459,,                    572,,              4603213,,                 49691,,              2254528,,                220558,,                343147,              9292369,,,                 12732,,                 25630,,              3817082,,                 79221,                 18216,,                246587,              4199468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     14922000,,,,,,,                              0,,,             13491837,,,,                960114,,                 24661,,              2772778,,,,              1060270,,                 73431,,                 41650,              4956473,,,                100000,,                 31071,,                 81348,                618454,              5574927,,,,              3712743,              3712743,,,                              0,                 91553,                 91553,,                820203,                524824,,              2216502,              3561529,,,                              0,,                -34181,,                              0,                -34181,                288360,              7043284,                873626,              7916910,                              0,,                 30510,,                 23569,,                406035
