證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 電腦軟體淨額,　　　　　 電腦軟體淨額,　　　　 商譽,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 特別股負債－非流動,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 其他應付款,　　　　　 應付股利,　　　　　 其他應付款合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 特別股負債－非流動,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 庫藏股票,　　　 其他應付款,　　　　 應付股利,　　　　 其他應付款合計,　　　 當期所得稅資產,　　　　 應收所得稅退稅款,　　　　 當期所得稅資產合計,　　　 預付款項,　　　　 預付款項合計,　　　　 長期預付租金,　　　　 其他應付費用,　　　　 長期遞延收入,　　　　 存入保證金
9939,2015年09月30日,,,,              2304960,,                 32819,,                 43168,,                249029,,              3192406,,                  2526,,,              1674008,              1674008,,              1275718,              8774634,,,                 14282,,                 40091,,                              0,,                 69749,,             18675407,,,                 11425,                 64584,                 76009,                109479,,              1839164,,                405703,              2244867,             21229884,             30004518,,,,,              8682698,,                500000,,                  5724,,                254601,,                660601,                 81540,,,                829760,                919256,              1749016,             11934180,,,                              0,,              3771817,,                 35879,,                570133,                 41525,                 15320,                626978,              4434674,             16368854,,,,              3098479,              3098479,,              5412868,,              1086842,                421790,,              3150478,              4659110,,               -474469,                213246,             12482742,              1152922,             13635664,             30004518,              0,              0,      4416000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9939,2015年06月30日,,,,              2363004,,                  4490,,                 40326,,                217817,,              3888213,,                  5289,,,              1753165,              1753165,,              1314151,              9586455,,,                 18284,,                 40970,,                              0,,                 70219,,             18486371,,,                 12062,                 60635,                 72697,                106527,,              1949342,,                403447,              2352789,             21147857,             30734312,,,,,              8700327,,                              0,,                  4868,,                219388,,              1143915,                103801,,,                262310,              1140585,              1402895,             12256859,,,                564061,,              3406840,,                 37001,,                530911,                 43189,                 15576,                589676,              4597578,             16854437,,,,              3098479,              3098479,,              5412868,,              1086842,                421790,,              2921854,              4430486,,               -255251,,             12686582,              1193293,             13879875,             30734312,              0,              0,              0,,                681665,                681665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9939,2015年03月31日,,,,              2274632,,                              0,,                 40349,,                135869,,              3047496,,                  1489,,,              1689904,              1689904,,              1499572,              8689311,,,                 20393,,                 40970,,                              0,,                 43491,,             18872025,,,                 13419,                 61500,                 74919,                107170,,              1423661,,                430745,              1854406,             21013374,             29702685,,,,,              8969310,,                              0,,                  7985,,                172680,,                776424,                144582,,,                802654,              1069090,              1871744,             11942725,,,                561366,,              4851030,,                 37426,,                534178,                 44832,                 16340,                595350,              6045172,             17987897,,,,              2598479,              2598479,,              3283868,,                990221,                421790,,              3287988,              4699999,,                 23515,                              0,             10605861,              1108927,             11714788,             29702685,              0,              0,              0,,,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9939,2014年12月31日,,,,              2065813,,                              0,,                              0,,                168916,,              2167663,,                    469,,,              1989581,              1989581,,              1558627,              7951069,,,                 19340,,                 25970,,                 40592,,                 45729,,             19139083,,,                 15511,                 62187,                 77698,                 91955,,              1417944,,                387586,              1805530,             21245897,             29196966,,,,,              8515579,,                              0,,                 11267,,                217023,,                552415,                117638,,,                804404,              1091642,              1896046,             11309968,,,                558671,,              5035097,,                 24283,,                535917,                 46482,                 17158,                599557,              6217608,             17527576,,,,              2598479,              2598479,,              3283868,,                990221,                421790,,              3034967,              4446978,,                294156,                              0,             10623481,              1045909,             11669390,             29196966,              0,              0,              0,,                              0,                              0,,                              0,              2065813,                              0,                 40592,             29196966,,,,              8515579,,                 11267,,                217023,,                552415,                117638,,,                804404,              1091642,              1896046,             11309968,,,                558671,,              5035097,,                 24283,,                535917,                 46482,                 17158,                599557,              6217608,             17527576,,,,              2598479,              2598479,,              3283868,,                990221,                421790,,              3034967,              4446978,,                294156,             10623481,              1045909,             11669390,,,,,,,,,,,,,,,
9939,2014年09月30日,,,,              2445732,,                              0,,                              0,,                281172,,              2813767,,                    281,,,              2082593,              2082593,,              1415628,              9039173,,,                 22678,,                 25970,,                 38458,,                 46623,,             18313916,,,                 15444,                 59771,                 75215,                 63155,,              1237044,,                389441,              1626485,             20212500,             29251673,,,,,              9177505,,                350000,,                 13727,,                268573,,                890934,                111635,,,                515035,                937383,              1452418,             12264792,,,                555976,,              4451947,,                 24283,,                510996,                 44516,                 16996,                572508,              5604714,             17869506,,,,              2598479,              2598479,,              3283868,,                990221,                421790,,              3021533,              4433544,,                 18743,                              0,             10334634,              1047533,             11382167,             29251673,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9939,2014年06月30日,,,,              2352615,,                  1009,,                              0,,                171216,,              3436667,,                  1102,,,              1835792,              1835792,,              1246293,              9044694,,,                 23047,,                 25970,,                 37419,,                 48539,,             17871053,,,                 16917,                 58680,                 75597,                 61762,,                426164,,                394052,                820216,             18963603,             28008297,,,,,              8371266,,                160000,,                 16788,,                222986,,                952670,                118836,,,              1314440,                886458,              2200898,             12693064,,,                              0,,              3873891,,                 24283,,                497718,                 46228,                 17271,                561217,              4459391,             17152455,,,,              2598479,              2598479,,              3283868,,                990221,                421790,,              2601408,              4013419,,                -67800,,              9827966,              1027876,             10855842,             28008297,              0,              0,              0,,                649620,                649620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9939,2014年03月31日,,,,              1978980,,                              0,,                 40000,,                146908,,              2986907,,                    591,,,              2157066,              2157066,,              1133045,              8443497,,,                              0,,                 25970,,                 37843,,                              0,,             17221648,,,                 18661,                 59869,                 78530,                 62998,,                500026,,                367323,                867349,             18294338,             26737835,,,,,              7076459,,                300000,,                 20834,,                243699,,                912578,                131771,,,              1118443,                819082,              1937525,             10622866,,,                              0,,              4123173,,                 24312,,                503874,                 47855,                 18219,                569948,              4717433,             15340299,,,,              2598479,              2598479,,              3283868,,                879190,                421790,,              3055973,              4356953,,                117658,                              0,             10356958,              1040578,             11397536,             26737835,              0,              0,              0,,,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9939,2013年12月31日,,,,,,,,,,                176182,,              1916133,,                  2208,,,              2087133,              2087133,,              1060974,              7417713,,,                              0,,                 25970,,,,                              0,,             16963110,,,                 20366,                 58562,                 78928,                 62283,,                422123,,                352038,                774161,             17941473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,              2135083,                 40000,                 37021,             25359186,,,,              6008666,,                 23836,,                228549,,                566255,                100179,,,                982116,                902579,              1884695,              8812180,,,                              0,,              5021067,,                 24441,,                489139,                 49409,                 18570,                557118,              5602626,             14414806,,,,              2598479,              2598479,,              3283868,,                879190,                421790,,              2832386,              4133366,,                -70707,              9945006,                999374,             10944380,,,,,,,,,,,,,,,
9939,2013年09月30日,,,,,,                    855,,,,                308850,,              2702730,,                  2420,,,              1856666,              1856666,,                961465,              8034392,,,                              0,,                 25970,,,,                              0,,             16368229,,,                 21920,                 58100,                 80020,                 33901,,                374353,,                312917,                687270,             17231490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,              2201406,                              0,                 36100,             25265882,,,,              6945597,,                 26538,,                287244,,                666515,                 98307,,,              1217234,                969961,              2187195,             10691396,,,                              0,,              3053735,,                 24667,,                481551,                 53312,                 18850,                553713,              3632115,             14323511,,,,              2598479,              2598479,,              3283868,,                879190,                421790,,              2810558,              4111538,,                -63132,              9930753,              1011618,             10942371,,                480000,                              0,,,,,,,,,,,,
9939,2013年06月30日,,,,,,                  3218,,,,                277275,,              3186566,,                  1446,,,              1855876,              1855876,,                915736,              8196728,,,                              0,,                 27263,,,,                              0,,             16276604,,,                 21923,                 58945,                 80868,                 36322,,                470604,,                330482,                801086,             17258263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,              1956611,                              0,                 36120,             25454991,,,,              6279978,,                 24807,,                262450,,                907623,                142761,,,                273478,                963031,              1236509,              9883672,,,                943138,,              3191775,,                 24902,,                484829,                 54031,                 89554,                628414,              4788229,             14671901,,,,              2598479,              2598479,,              3283868,,                879190,                421790,,              2468098,              3769078,,                117967,              9769392,              1013698,             10783090,,                250000,                              0,,                779544,                779544,,,,,,,,,
