證券代號,年季,　 資產,　　 現金及約當現金,　　 存放央行及拆借金融同業,　　 透過損益按公允價值衡量之金融資產,　　 備供出售金融資產－淨額,　　 附賣回票券及債券投資,　　 應收款項－淨額,　　　 應收承兌票款,　　　 應收承購帳款－無追索權,　　　 應收信用卡款項,　　　 應收證券融資款,　　　 應收交割帳款,　　　 其他應收款,　　　 應收款項－淨額,　　 當期所得稅資產,　　　 本期所得稅資產合計,　　 貼現及放款－淨額,　　 持有至到期日金融資產－淨額,　　 採用權益法之投資－淨額,　　 其他金融資產－淨額,　　　 以成本衡量之金融資產－淨額,　　　 無活絡市場之債務工具投資－淨額,　　　 人壽保險現金解約價值,　　　 客戶保證金專戶,　　　 其他什項金融資產－淨額,　　　 其他金融資產－淨額,　　 投資性不動產－淨額,　　　 投資性不動產－淨額,　　 不動產及設備－淨額,　　 無形資產－淨額,　　 遞延所得稅資產,　　 其他資產－淨額,　　　 存出保證金,　　　 存出借券保證金,　　　 承受擔保品－淨額,　　　 暫付及待結轉帳項,　　　 其他資產－其他,　　　 其他資產－淨額,　　 資產總計,　 負債及權益 ,　　 負債,　　　 央行及金融同業存款,　　　 透過損益按公允價值衡量之金融負債,　　　 避險之衍生金融負債,　　　 附買回票券及債券負債,　　　 應付商業本票－淨額,　　　 應付款項,　　　　 應付費用,　　　　 應付利息,　　　　 應付股（官）息紅利,　　　　 承兌匯票,　　　　 應付承購帳款,　　　　 應付代收款,　　　　 融券存入保證價款,　　　　 應付融券擔保價款,　　　　 應付交割帳款,　　　　 其他應付款,　　　　 應付款項合計,　　　 本期所得稅負債,　　　 存款及匯款,　　　 應付債券,　　　 其他借款,　　　　 短期借款,　　　　 長期借款,　　　　 其他借款合計,　　　 特別股負債,　　　 負債準備,　　　　 員工福利負債準備,　　　　 保證責任準備,　　　　 其他準備,　　　　　 除役、復原及修復成本之負債準備,　　　　　 其他準備合計,　　　　 負債準備合計,　　　 其他金融負債,　　　　 結構型商品所收本金,　　　　 撥入放款基金,　　　　 期貨交易人權益,　　　　 其他什項金融負債,　　　　 其他金融負債合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他負債,　　　　 存入保證金,　　　　 存入借券保證金,　　　　 暫收及待結轉帳項,　　　　 其他負債－其他,　　　　 其他負債合計,　　　 負債總計,　　 權益 ,　　　 歸屬於母公司業主之權益 ,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 備供出售金融資產未實現評價損益,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　 其他權益合計,　　　　 庫藏股,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總計,　　 負債及權益總計,　　 預收股款（股東權益項下）之約當發行股數（單位：股）,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 待分配股票股利,　　　 當期所得稅資產合計,　　　 無活絡市場之債務商品投資－淨額,　　 資產總額,　 負債,　　 央行及金融同業存款,　　 透過損益按公允價值衡量之金融負債,　　 避險之衍生金融負債,　　 附買回票券及債券負債,　　 應付商業本票－淨額,　　 應付款項,　　　 應付費用,　　　 應付利息,　　　 承兌匯票,　　　 應付承購帳款,　　　 融券保證金,　　　 應付融券擔保價款,　　　 應付交割帳款,　　　 其他應付款,　　　 應付款項合計,　　 當期所得稅負債,　　 存款及匯款,　　 應付債券,　　 其他借款,　　　 短期借款,　　　 長期借款,　　　 其他借款合計,　　 特別股負債,　　 負債準備,　　　 員工福利負債準備,　　　 保證責任準備,　　　 其他準備,　　　　 除役、復原及修復成本之負債準備,　　　　 其他準備合計,　　　 負債準備合計,　　 其他金融負債,　　　 結構型商品所收本金,　　　 撥入放款基金,　　　 期貨交易人權益,　　　 其他什項金融負債,　　　 其他金融負債合計,　　 遞延所得稅負債,　　　 遞延所得稅負債合計,　　 其他負債,　　　 存入保證金,　　　 存入借券保證金,　　　 暫收及待結轉帳項,　　　 其他負債－其他,　　　 其他負債合計,　　 負債總額,　 權益 ,　　 歸屬於母公司業主之權益 ,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　 備供出售金融資產未實現評價利益（損失）,　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　 其他權益合計,　　　 庫藏股,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　 應付股（官）息紅利,　　　 應付代收款,　　 避險之衍生金融資產,　　　 遞延收入,　　　　 待分配股票股利,　　 共同控制下前手權益,　　　 交割代價,　　　　 增資準備
2890,2015年09月30日,,             29748086,             93214787,            104728115,            216170481,              9290294,,              1150552,              7643078,             17418328,             15068778,              6063714,             86183206,            133527656,,                278664,            854279812,             68123626,                467218,,              3429000,              3915992,              1455127,             16338470,             24857431,             49996020,,              1765684,             13504753,              2772539,              3002048,,              5948083,              1273496,                              0,                574465,              8709051,             16505095,          1597374878,,,             85905039,             28596233,                 64989,             34226972,             25302967,,              3186024,              1882478,                              0,              1150552,              2969267,              2009988,              2505138,              2412640,             13186226,             12749180,             42051493,                368627,          1141165636,             42577987,,             15740722,              7954800,             23695522,                 18437,,              2708091,                344923,,                119499,                119499,              3172513,,             12619980,                 15149,             16308499,              2497993,             31441621,,              1771078,,              1439193,              2410690,              1581623,              1688512,              7120018,          1467479132,,,,            101679807,            101679807,              2227009,,             14204149,                483818,              8888058,             23576025,,              1347567,              1005413,                              0,              2352980,                              0,            129835821,                 59925,            129895746,          1597374878,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,2015年06月30日,,             29699627,            105325898,             92151147,            195921679,             11701819,,              1449379,              7179608,             18724981,             19700743,              8507523,             93880618,            149442852,,                267998,            818134492,             64137930,                439630,,              3476823,              3400085,              1355047,             11883798,             26028553,             46144306,,              1769063,             13520779,              2742735,              2986884,,              2755698,              2198249,                              0,                316984,              9158026,             14428957,          1548815796,,,             73396211,             15509927,                 36155,             35331488,             31268689,,              2843157,              1893997,              4735460,              1449379,              3119297,,              1194123,              1406375,             15123452,              8224988,             39990228,                961882,          1121503830,             41367621,,             13251018,              9871434,             23122452,                 18437,,              2724781,                336724,,                114839,                114839,              3176344,,             13416169,                 17407,             11853826,              2342167,             27629569,,              1451007,,              1435595,              2891135,              1386612,              2109912,              7823254,          1422587094,,,,             94709209,            101679807,              2227009,,             14204149,                483818,              6418964,             21106931,,                -44496,              1199994,                              0,              1155498,,            126169245,                 59457,            126228702,          1548815796,              0,              0,              6970598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,2015年03月31日,,             33837067,            101482571,             93369580,            201790220,             20651808,,              1368037,              8661715,             16313471,             29392241,              8012003,            116973875,            180721342,,                205617,            798598852,             51206167,                453580,,              3278351,              2752583,              1359773,             13014757,             22203040,             42608504,,              1772442,             13736266,              2795666,              3012820,,              5502553,                838709,                              0,              1986333,              7854886,             16182481,          1562424983,,,             72179020,             20938473,                 52314,             37841753,             32659535,,              2391670,              2042984,,              1368037,              3370683,,                928229,              1098936,             13349933,              8599610,             33150082,              1750920,          1118897222,             43566735,,             19255104,              9577016,             28832120,                 18437,,              2750497,                332791,,                115661,                115661,              3198949,,             13004741,                 17759,             12984809,              4025308,             30032617,,              1418236,,              1537982,              2317089,              1254173,              4198872,              9308116,          1433844529,,,,             94709209,             94709209,              2227009,,             12905188,                483818,             16509449,             29898455,,                173310,              1513040,                              0,              1686350,,            128521023,                 59431,            128580454,          1562424983,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,2014年12月31日,,             45525205,             90158380,             89579463,            210731779,             21223630,,              2099031,             10296684,             17327213,             19758615,              5698077,            121257227,            176436847,,                223665,            790968841,             46114048,                472255,,              3285508,              2629301,              1363768,             11178754,             23413464,             41870795,,              1735411,             13807482,              2837131,              3255311,,              6937261,                491088,                              0,                392425,              6972819,             14793593,          1549733836,,,             69606337,             24135076,                 32887,             41761224,             27877220,,              4180186,              2076911,                              0,              2099031,              3929771,                220163,              2337506,              2827465,             11551457,              6195158,             35417648,              1416960,          1115170251,             48565756,,             11081581,              9874024,             20955605,                 18437,,              2859693,                354111,,                112968,                112968,              3326772,,             12960079,                 18855,             11148805,              3170798,             27298537,,              1444509,,              1566269,              1699320,              1375921,              2591749,              7233259,          1424260478,,,,             94709209,             94709209,              2227009,,             12905188,                483818,             12878881,             26267887,,                386626,              1823076,                              0,              2209702,                              0,            125413807,                 59551,            125473358,          1549733836,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,2014年09月30日,,             19803968,             85638761,             79337140,             67663937,             21489645,,              1994176,              9299398,             16951944,             21430719,              6289163,            123824949,            179790349,,                242777,            790012277,            179542954,                477457,,              3313766,              2596238,              1299162,             11172927,             30630781,             49012874,,              1737149,             13817248,              3012596,              3044932,,              5076164,                464572,                              0,              2049240,              6656300,             14246276,          1508870340,,,             69999060,             21107237,                 14763,             36166580,             29914554,,              3978263,              2047961,              2749591,              1994176,              3859274,                829343,              1897253,              2307414,             12641612,              7285478,             39590365,              1822151,          1087519447,             48566625,,              8033895,              8126517,             16160412,                 18437,,              2911707,                364045,,                109605,                109605,              3385357,,             12870327,                 19612,             11143001,              3981923,             28014863,,              1289727,,              1485274,              1176594,              1449525,              4650615,              8762008,          1392331586,,,,             88709209,             88709209,              1524439,,             12905188,                483818,             11158542,             24547548,,               -322355,              2020264,                              0,              1697909,                              0,            116479105,                 59649,            116538754,          1508870340,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,2014年06月30日,,             22536409,             90801548,             79414930,             57335216,             26582013,,              1519997,              9092566,             17861523,             21022878,              9552539,            116350438,            175399941,,                253317,            789934009,            172755164,                482712,,              3557022,              2449091,              1267510,             10727100,             47643816,             65644539,,              1739946,             13908708,              2991310,              2749344,,             13167884,                180103,                 84997,                780581,              5835802,             20049367,          1522578473,,,             78894816,             21602672,                 24012,             24104043,             29317579,,              3194238,              2059482,              2749591,              1519997,              4622623,,              1390355,              1603248,             13293798,              7603334,             38036666,              1778732,          1113228085,             45987346,,             11068174,              7873039,             18941213,                 18437,,              2918588,                350768,,                109059,                109059,              3378415,,             12600969,                 20426,             10697174,              2718897,             26037466,,              1295799,,              1506270,              1464009,              1511385,              2877627,              7359291,          1410004572,,,,             82077358,             88709209,              1524439,,             12905188,                483818,              7061614,             20450620,,               -596195,              2426089,                              0,              1829894,,            112514162,                 59739,            112573901,          1522578473,              0,              0,              6631851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,2014年03月31日,,             42037081,             91081891,             74671097,             64781038,             10022675,,              1648336,              8837237,             16099429,             19990350,              8577339,            109225895,            164378586,,                222193,            798423486,            190029975,                508204,,              3604315,              2147591,              1319475,             10823927,             54135572,             72030880,,              1742743,             13957508,              3028347,              2622904,,             11071492,                307260,                 86693,                213325,              5550411,             17229181,          1546767789,,,             92681005,             23410162,                 11713,             19647493,             28737646,,              2055997,              2018985,,              1648336,              4217356,,              1571983,              1771082,             13179478,              5401300,             31864517,              2082258,          1136662264,             43487847,,              9472569,              9028687,             18501256,                 18437,,              2928030,                346806,,                104223,                104223,              3379059,,              9623430,                 21240,             10794024,              1220440,             21659134,,              1323748,,              1812902,              1254625,              6820374,              2174166,             12062067,          1435528606,,,,             82077358,             82077358,              1524439,,             11826091,                483818,             13270108,             25580017,,               -302261,              2299808,                              0,              1997547,,            111179361,                 59822,            111239183,          1546767789,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,2014年01月01日,,             36440618,             61147642,             54465034,             63585375,              2657521,,              1713472,             11769326,             17115895,             18412882,              8002997,             94086592,            151101164,,                410105,            808203611,            214417922,                 82919,,              3625286,                644716,              1285669,             10534830,             26009020,             42099521,,              1745539,             13999490,              3040540,              2750056,,              2021970,                948160,                 85104,                670372,              6104582,              9830188,          1465977245,,,             87589163,             14071567,                  6095,             20098747,             18300839,,              3774714,              1783751,                              0,              1713472,              5992485,                148391,              2394343,              3044041,             11188979,              4142997,             34183173,              1055619,          1086645403,             45087336,,             10197819,             10144651,             20342470,                 18437,,              3029476,                232503,,                104485,                104485,              3366464,,              6677942,                 43845,             10504927,                898590,             18125304,,              1239503,,              2153007,              2354849,              1089570,              1900474,              7497900,          1357628020,,,,             82077358,             82077358,              1524439,,             11826091,                483818,             10307779,             22617688,,               -523060,              2596046,                 -3145,              2069841,                              0,            108289326,                 59899,            108349225,          1465977245,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,2013年12月31日,,             36440618,             61147642,             54465034,             63585375,              2657521,,              1713472,             11769326,             17115895,             18412882,              8002997,             94086592,            151101164,,,            808203611,            214417922,                 82919,,              3625286,,              1285669,             10534830,             26009020,             42099521,,              1745539,             13999490,              3040540,              2717761,,              2021970,                948160,                 85104,                670372,              6104582,              9830188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                410105,                644716,          1465944950,,             87589163,             14071567,                  6095,             20098747,             18300839,,              3774714,              1783751,              1713472,              5992485,              2394343,              3044041,             11188979,              4291388,             34183173,              1055619,          1086645403,             45087336,,             10197819,             10144651,             20342470,                 18437,,              2839507,                232503,,                104485,                104485,              3176495,,              6677942,                 43845,             10504927,                898590,             18125304,,              1239503,,              2153007,              2354849,              1089570,              1900474,              7497900,          1357438051,,,,             82077358,             82077358,              1524439,,             11826091,                483818,             10465453,             22775362,,               -523060,              2596046,                 -3145,              2069841,                              0,            108447000,                 59899,            108506899,              0,,,,,,,,
2890,2013年09月30日,,             28073818,             79466214,             56303680,             57907796,              3009784,,              1678267,             16902626,             16891656,             15881324,              6588103,             76510343,            134452319,,,            783058704,            219006338,                 77223,,              3740550,,              1263651,             10703297,             17009594,             32717092,,              1747616,             14043538,              3067843,              2537797,,              2310728,              1204761,                 84305,              1937741,              6849765,             12387300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                480219,                              0,          1428337281,,             70467478,             12794255,                  7036,             19607340,             18200438,,              3107489,              1695081,              1678267,              3540473,              1961954,              2521983,             10488874,              5619382,             31749631,                662258,          1077617186,             43088577,,              8653558,              8445150,             17098708,                 18437,,              2691200,                236048,,                103347,                103347,              3030595,,              6791773,                 56506,             10673417,                741794,             18263490,,              1265472,,              1674451,              2770504,              1575474,              3052521,              9072950,          1322943851,,,,             82077358,             82077358,              1524439,,             11826091,                483818,              8067370,             20377279,,               -663318,              2023511,                 -5840,              1354353,                              0,            105333429,                 60001,            105393430,              0,                              0,              1136128,,,,,,
