證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　　 資本公積－員工認股權,　　　　　 資本公積－認股權,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積－員工認股權,　　　　 資本公積－認股權,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付公司債,　　　　 應付公司債合計
2347,2015年09月30日,,,,             24920852,,                376939,,              1386584,,              6140945,,                 35975,,             39091250,,                147817,,              6878923,,                 17563,,                164284,,             33649512,,              2497471,,                443733,            115751848,,,                 16622,,              1806166,,             10959160,,              7087999,,              1561944,,                410916,                900068,,              3048579,             25791454,            141543302,,,,,             46601771,,              5690000,,                  3883,,              2424640,,             27683306,,                 18943,,              5591135,                  4963,              1157179,,                300919,             89476739,,,              8197300,,                113833,,                466212,              8777345,             98254084,,,,             15885209,             15885209,,,             14302062,                              0,                              0,                              0,                              0,             14302062,,              6096803,                              0,,              6405687,             12502490,,,               -159742,,               -175577,               -335319,             42354442,                934776,             43289218,            141543302,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,2015年06月30日,,,,             24527510,,                 10163,,              1612464,,              4719794,,,,             35259669,,                 94020,,              6963962,,                197811,,                199869,,             32580438,,              2324508,,                395895,            108886103,,,                 18631,,              1803447,,             10274137,,              6941988,,              1541503,,                397277,                593937,,              2963240,             24534160,            133420263,,,,,             42010596,,              5680000,,                  1714,,                377875,,             27412736,,                193439,,             10822688,                  3592,              1098307,,                227254,             87828201,,,              3941025,,                 76476,,                469253,              4486754,             92314955,,,,             15885209,             15885209,,,             14334877,                              0,                              0,                              0,                              0,             14334877,,              6096803,                              0,,              6103928,             12200731,,,             -2285686,,                 54058,             -2231628,             40189189,                916119,             41105308,            133420263,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,2015年03月31日,,,,             25432942,,                 12434,,              1612885,,              4528912,,,,             33202909,,                105512,,              8465280,,                 15077,,                148445,,             32664074,,              2318805,,                364047,            108871322,,,                 19301,,              1804042,,             10261799,,              6857336,,              1548808,,                403156,                588948,,              3201259,             24684649,            133555971,,,,,             39607689,,              6180000,,                  1951,,                335953,,             29070966,,                151241,,              6478265,                     17,                956953,,                409966,             83193001,,,              3997125,,                120521,,                457971,              4575617,             87768618,,,,             15885209,             15885209,,,             14340466,                              0,                              0,                              0,                              0,             14340466,,              5594393,              1965774,,              8582501,             16142668,,,             -1515624,,                 55511,             -1460113,             44908230,                879123,             45787353,            133555971,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,2014年12月31日,,,,             22632188,,                 10893,,              1616259,,              6344647,,                              0,,             38707137,,                263295,,              8225648,,                 17254,,                 40047,,             31181915,,              2774295,,                717951,            112531529,,,                 18074,,              1804515,,             10081235,,              6737367,,              1594489,,                413243,                597910,,              2908975,             24155808,            136687337,,,,,             39966358,,              6430000,,                  4226,,                950991,,             29571905,,                176381,,              7360297,                  3716,                978815,,                324661,             85767350,,,              4041750,,                157212,,                512364,              4711326,             90478676,,,,             15885209,             15885209,,,             14331857,                              0,                              0,                              0,                              0,             14331857,,              5594393,              1965774,,              7425704,             14985871,,,                 65918,,                 57971,                123889,             45326826,                881835,             46208661,            136687337,              0,              0,              0,             22632188,                 40047,            136687337,,,,             39966358,,              6430000,,                  4226,,                950991,,             29571905,,                176381,,              7360297,                  3716,                978815,,                324661,             85767350,,,              4041750,,                157212,,                512364,              4711326,             90478676,,,,             15885209,             15885209,,,             14362298,                              0,                -30441,                              0,                              0,             14331857,,              5594393,              1965774,,              7425704,             14985871,,,                 65918,,                 57971,                123889,             45326826,                881835,             46208661,,,,
2347,2014年09月30日,,,,             19900237,,                 16724,,              1638871,,              6995465,,                              0,,             41049210,,                184434,,              8666064,,                  9284,,                 45255,,             31637587,,              1985451,,                              0,            112128582,,,                 15654,,              1802851,,              9533223,,              6396196,,              1540101,,                400608,                516037,,              2650880,             22855550,            134984132,,,,,             37424040,,              6430000,,                              0,,                933381,,             31006062,,                 66081,,              7792592,                  2998,                986998,,                369549,             85011701,,,              6084925,,                142750,,                483674,              6711349,             91723050,,,,             15885209,             15885209,,,             13793175,                340678,                              0,                              0,                228445,             14362298,,              5594393,              1965774,,              6031157,             13591324,,,             -1462097,,                 83284,             -1378813,             42460018,                801064,             43261082,            134984132,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,2014年06月30日,,,,             13466847,,                139848,,              1765446,,              4990703,,,,             35273430,,                140566,,              9926338,,                163255,,                              0,,             33272477,,              3304990,,                 72930,            102516830,,,                  9853,,              1860830,,              9199247,,              6243161,,              1528763,,                399077,                556967,,              2440873,             22238771,            124755601,,,,,             39466044,,              5440000,,                  3029,,                398580,,             23747472,,                 20709,,             12184518,                  4497,                795470,,                355761,             82416080,,,                              0,,                132362,,                475294,                607656,             83023736,,,,             15885209,             15885209,,,             13801062,                340678,                              0,                              0,                228445,             14370185,,              5594393,              1965774,,              4535692,             12095859,,,             -1575294,,                199047,             -1376247,             40975006,                756859,             41731865,            124755601,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,2014年03月31日,,,,             11999640,,                120662,,              1775896,,              4932989,,,,             39008812,,                 96954,,              8764778,,                  8237,,                              0,,             37716942,,              2307107,,                  4064,            106736081,,,                 10223,,              1864541,,              9104822,,              6221000,,              1574325,,                409134,                524043,,              3587163,             23295251,            130031332,,,,,             38042064,,              4940000,,                  4107,,                581478,,             30729383,,                  3731,,              8140599,                  6855,                844838,,                333704,             83626759,,,                              0,,                143587,,                453191,                596778,             84223537,,,,             15885209,             15885209,,,             14345810,                              0,                              0,                              0,                              0,             14345810,,              5066993,              1670628,,              8656368,             15393989,,,               -795729,,                209741,               -585988,             45039020,                768775,             45807795,            130031332,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,2013年12月31日,,,,,,                109036,,              1823764,,              5486421,,,,             39754661,,                121117,,              9049054,,                 12197,,,,             32591311,,              1672968,,                 40694,            102131124,,,                  8036,,              1863586,,              8577047,,              5847671,,              1569244,,                407761,                500495,,              3549693,             22323533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,             11469901,                              0,            124454657,,,,             32278077,,              4140000,,                  1149,,                400110,,             29709597,,                 26023,,              7994114,                  8922,                832080,,              5274005,             80664077,,,                              0,,                160350,,                281836,                442186,             81106263,,,,             15885209,             15885209,,,             13626940,                340678,                 68569,                              0,                228445,             14264632,,              5066993,              1670628,,              7662176,             14399797,,,             -2221534,,                255759,             -1965775,             42583863,                764531,             43348394,,,,
2347,2013年09月30日,,,,,,                105058,,              1752564,,              4544664,,                     28,,             40259257,,                128429,,              3333402,,                 51241,,,,             36230688,,              1680796,,                              0,             98550684,,,                  6450,,              1863238,,              8487878,,              5624852,,              1559402,,                402146,                495920,,              3388028,             21827914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,             10464557,                              0,            120378598,,,,             37407774,,              4380000,,                  1723,,                153600,,             22545934,,                 11308,,              7374753,                    167,                851100,,              5227004,             77953363,,,                              0,,                141560,,                290935,                432495,             78385858,,,,             15875699,             15875699,,,             13370082,                340678,                  9318,                224144,                228445,             14172667,,              5066993,              1670628,,              6310461,             13048082,,,             -1921809,,                183964,             -1737845,             41358603,                634137,             41992740,,,,
2347,2013年06月30日,,,,,,                107168,,              1810657,,              4898558,,                 15240,,             37118516,,                187107,,              3435965,,                187958,,,,             33787564,,              3334080,,                              0,             96385655,,,                 10303,,              1897096,,              8389113,,              5139424,,              1586998,,                410754,                536684,,              3549561,             21519933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,             11502842,,            117905588,,,,             35324200,,              3340000,,                              0,,                310589,,             20091302,,                 16443,,             10819560,                  2293,                896822,,              5212596,             76019343,,,,,                 94137,,                425064,                519201,             76538544,,,,             15868889,             15868889,,,             13346655,                340678,                 21678,                224144,                228445,             14161600,,              5066993,              1670628,,              4915921,             11653542,,,             -1275640,,                246038,             -1029602,             40654429,                712615,             41367044,,                  5538,,
