證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 原始認列時指定為透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 以成本衡量之金融資產－流動,　　　　 以成本衡量之金融資產－流動,　　　　 以成本衡量之金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款－其他,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨（建設業適用）,　　　　　 營建用地,　　　　　 存貨（建設業適用）淨額,　　　　 存貨－其他行業,　　　　　 其他存貨,　　　　　 存貨－其他行業淨額,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 不動產、廠房及設備,　　　　 辦公設備淨額,　　　　　 辦公設備成本,　　　　　 辦公設備淨額,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 其他無形資產,　　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 其他非流動資產,　　　　 存出保證金,　　　　 長期應收票據及款項,　　　　　 長期應收款,　　　　　 長期應收票據及款項淨額,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 銀行借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 銀行長期借款,　　　　　 長期借款合計,　　　　 其他非流動負債,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 累積盈虧,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益－其他,　　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人,　　　　 應收票據－關係人淨額,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 遞延所得稅資產,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 銀行借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 銀行長期借款,　　　　 長期借款合計,　　　 其他非流動負債,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　　 累積盈虧,　　　 預付款項,　　　　 其他預付款,　　　　 預付款項合計
2348,2015年09月30日,,,,                575643,                575643,,                  8017,                  8017,,                              0,                              0,,                              0,                              0,,                 84224,                 84224,,                325774,                325774,,                              0,                              0,,                  9320,                  9320,,,                449168,                449168,,                430518,                430518,                879686,,                 31139,                 31139,              1913803,,,                182463,                182463,,                 60840,                 60840,,,                  1169,                  1169,                  1169,,,                    204,                    204,                    204,,                 15667,,                              0,                              0,                 15667,                260343,              2174146,,,,,                100000,                100000,,                  1207,                  1207,,                              0,                              0,,                 95846,                 95846,,                              0,                              0,                 12263,,,                214463,                214463,                 40747,                255210,                464526,,,                300000,                300000,,                296437,                296437,,                              0,                              0,                596437,              1060963,,,,                856000,                856000,,                              0,,                 18448,,                213287,                213287,                231735,,,                              0,                              0,                              0,              1087735,                 25448,              1113183,              2174146,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,2015年06月30日,,,,                751132,                751132,,                  2935,                  2935,,                              0,                              0,,                              0,                              0,,                 96942,                 96942,,                 90965,                 90965,,                  8874,                  8874,,                  5698,                  5698,,,                447256,                447256,,                587942,                587942,              1035198,,                 30683,                 30683,              2032287,,,                182463,                182463,,                 65936,                 65936,,,                  1320,                  1320,                  1320,,,                    292,                    292,                    292,,                 20372,,                              0,                              0,                 20372,                270383,              2302670,,,,,                 50000,                 50000,,                  1731,                  1731,,                              0,                              0,,                 80952,                 80952,,                              0,                              0,                 12276,,,                132094,                132094,                132511,                264605,                409564,,,                300000,                300000,,                525206,                525206,,                              0,                              0,                825206,              1234770,,,,                856000,                856000,,                              0,,                 18448,,                167907,                167907,                186355,,,                              0,                              0,                              0,              1042355,                 25545,              1067900,              2302670,              0,              0,              0,,                  9860,                  9860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,2015年03月31日,,,,                664873,                664873,,                              0,                              0,,,,,,,,                141481,                141481,,                109017,                109017,,                              0,                              0,,                  7748,                  7748,,,                445360,                445360,,                592213,                592213,              1037573,,                 37987,                 37987,              1998679,,,                182463,                182463,,                 76940,                 76940,,,,                  3133,                  3133,,,                    379,                    379,                    379,,                 24778,,                              0,                              0,                 24778,                287693,              2286372,,,,,                 50000,                 50000,,                  5471,                  5471,,,                              0,,                 71126,                 71126,,,,,,,                125600,                125600,                 83859,                209459,                336056,,,                300000,                300000,,                538100,                538100,,                              0,                              0,                838100,              1174156,,,,                856000,                856000,,                              0,,,,,                230652,                230652,,,                              0,                              0,                              0,              1086652,                 25564,              1112216,              2286372,              0,              0,              0,,,,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,2014年12月31日,,,,                622050,                622050,,                  9850,                  9850,,                              0,                              0,,                              0,                              0,,                129229,                129229,,                196299,                196299,,                  4020,                  4020,,                 39345,                 39345,,,                443232,                443232,,                668885,                668885,              1112117,,                 38433,                 38433,              2151343,,,                182463,                182463,,                 76940,                 76940,,,                  3464,                  3464,                  3464,,,                    467,                    467,                    467,,                 27360,,                              0,                              0,                 27360,                290694,              2442037,,,,,                 50000,                 50000,,                  2735,                  2735,,                              0,                              0,,                239557,                239557,,                              0,                              0,                              0,,,                 19200,                 19200,                119628,                138828,                431120,,,                300000,                300000,,                644500,                644500,,                              0,                              0,                944500,              1375620,,,,                856000,                856000,,                              0,,                              0,,                184475,                184475,                184475,,,                              0,                              0,                              0,              1040475,                 25942,              1066417,              2442037,              0,              0,              0,,                              0,                              0,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,2014年09月30日,,,,                587452,                587452,,                  9881,                  9881,,                              0,                              0,,                              0,                              0,,                147450,                147450,,                208185,                208185,,                  1667,                  1667,,                 10080,                 10080,,,                441430,                441430,,                844844,                844844,              1286274,,                 42581,                 42581,              2293570,,,                182463,                182463,,                 68660,                 68660,,,                  4129,                  4129,                  4129,,,                    554,                    554,                    554,,                 24430,,                              0,                              0,                 24430,                280236,              2573806,,,,,                 38082,                 38082,,                  6334,                  6334,,                              0,                              0,,                333118,                333118,,                              0,                              0,                              0,,,                 12800,                 12800,                124515,                137315,                514849,,,                300000,                300000,,                650900,                650900,,                              0,                              0,                950900,              1465749,,,,                856000,                856000,,                              0,,                              0,,                225798,                225798,                225798,,,                              0,                              0,                              0,              1081798,                 26259,              1108057,              2573806,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,2014年06月30日,,,,                610768,                610768,,                  9967,                  9967,,                              0,                              0,,                              0,                              0,,                143753,                143753,,                202067,                202067,,                              0,                              0,,                 25103,                 25103,,,                439343,                439343,,                769474,                769474,              1208817,,                 44718,                 44718,              2245193,,,                182463,                182463,,                              0,                              0,,,                  4484,                  4484,                  4484,,,                    642,                    642,                    642,,                 20754,,                              0,                              0,                 20754,                208343,              2453536,,,,,                450000,                450000,,                 10203,                 10203,,                              0,                              0,,                360553,                360553,,                              0,                              0,                              0,,,                  6400,                  6400,                100480,                106880,                927636,,,                              0,                              0,,                467300,                467300,,                              0,                              0,                467300,              1394936,,,,                856000,                856000,,                              0,,                              0,,                176113,                176113,                176113,,,                              0,                              0,                              0,              1032113,                 26487,              1058600,              2453536,              0,              0,              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,2014年03月31日,,,,                680535,                680535,,                              0,                              0,,,,,,,,                 75409,                 75409,,                286851,                286851,,                              0,                              0,,                 16404,                 16404,,,                437870,                437870,,                512211,                512211,                950081,,                 39043,                 39043,              2048323,,,                182463,                182463,,                              0,                              0,,,,                  3953,                  3953,,,                    729,                    729,                    729,,                 13682,,                 43346,                 43346,                 57028,                244173,              2292496,,,,,                487000,                487000,,                 20193,                 20193,,,                              0,,                321011,                321011,,,,,,,                              0,                              0,                 79250,                 79250,                907454,,,                              0,                              0,,                427500,                427500,,                              0,                              0,                427500,              1334954,,,,                856000,                856000,,                              0,,,,,                 74724,                 74724,,,                              0,                              0,                              0,                930724,                 26818,                957542,              2292496,              0,              0,              0,,,,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,2013年12月31日,,,,                465060,,,                  9857,                  9857,,,,,,,,                 20696,                 20696,,                370064,                370064,,                  9200,                  9200,,                     58,                     58,,,                303628,                303628,,                401100,                401100,                704728,,                 21705,                 21705,              1601368,,,                              0,                              0,,,,,,                  4256,                  4256,                  4256,,,                    817,                    817,                    817,,                 11531,,                 43346,                 43346,                 54877,                 59950,,,,,,,,                  5114,,,                              0,,,                345531,,,                              0,,,,,,,,,,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,                              0,,,,,,,,              0,              0,              0,,,,,                              0,                              0,                              0,                465060,                              0,                              0,              1661318,,,,                357400,                357400,,                  5114,,                              0,,                345531,,                              0,,,                              0,                              0,                 91711,                 91711,                799756,,,                              0,,                147500,                147500,,                              0,                              0,                147500,                947256,,,,                856000,                856000,,                              0,,,               -168826,               -168826,,,                              0,                              0,                687174,                 26888,                714062,,,,
2348,2013年09月30日,,,,                486030,,,,                              0,,                              0,                              0,,                              0,                              0,,                 18580,                 18580,,                278786,                278786,,                              0,                              0,,                     28,                     28,,,                271790,                271790,,                251098,                251098,                522888,,                 12444,                 12444,              1318756,,,                              0,                              0,,,,,,                  4472,                  4472,                  4472,,,                    905,                    905,                    905,,                  4723,,                 43346,                 43346,                 48069,                 53446,,,,,,,,                  1541,,,                              0,,,                193471,,,                              0,,,,,,,,,,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,                              0,,,,,,,,              0,              0,              0,,,,,,,,                486030,                              0,                              0,              1372202,,,,                435700,                435700,,                  1541,,                              0,,                193471,,                              0,,,                              0,                              0,                 65415,                 65415,                696127,,,                              0,,                147500,                147500,,                              0,                              0,                147500,                843627,,,,                856000,                856000,,                              0,,,               -354385,               -354385,,,                              0,                              0,                501615,                 26960,                528575,               -354385,,,
2348,2013年06月30日,,,,                329944,,,,                              0,,                              0,                              0,,                              0,                              0,,                 17463,                 17463,,                157030,                157030,,                              0,                              0,,                     24,                     24,,,                130000,                130000,,                 69018,                 69018,                199018,,                 12734,                 12734,                716213,,,                              0,                              0,,,,,,                  3656,                  3656,                  3656,,,                    992,                    992,                    992,,                  2094,,                 43346,                 43346,                 45440,                 50088,,,,,,,,                     73,,,                              0,,,                 82277,,,                              0,,,,,,,,,,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,                              0,,,,,,,,              0,              0,              0,,,,,,,,                329944,,,                766301,,,,                209900,                209900,,                     73,,                              0,,                 82277,,                              0,,,                              0,                              0,                 58470,                 58470,                350720,,,                              0,,                              0,                              0,,                              0,                              0,                              0,                350720,,,,                856000,                856000,,                              0,,,               -440420,               -440420,,,                              0,                              0,                415580,                      1,                415581,               -440420,,,
