證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 累積盈虧,　　　　　　 本期損益,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 其他金融負債－流動,　　　 透過其他綜合損益按公允價值衡量之金融資產－流動,　　　　 透過其他綜合損益按公允價值衡量之金融資產－流動合計,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　　　 銀行借款,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　　 銀行長期借款,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益－母公司,　　　　　　 備供出售金融資產未實現損益合計,　　　　 現金及約當現金合計,　　　　 備供出售金融資產－流動,　　　　 應收票據,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 銀行借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　 待註銷股本股數,　　　　 庫存現金,　　　　 零用金／週轉金,　　　　 銀行存款,　　　　　 製成品,　　　　　 在製品,　　　　　 原料,　　　　　 物料,　　　　　 在途原物料,　　　　 土地淨額,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備淨額,　　　　 水電設備淨額,　　　　　 水電設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備淨額,　　　　 出租資產－其他淨額,　　　　　 出租資產－其他淨額,　　　　 其他設備淨額,　　　　　 其他設備淨額,　　　　 未完工程及待驗設備,　　　　 銀行長期借款,　　　　　 備供出售金融資產未實現損益－母公司,　　　 以成本衡量之金融資產－流動,　　　　 以成本衡量之金融資產－流動淨額,　　　　　 備抵存貨跌價,　　　 庫藏股票,　　　　 原始認列時指定為透過損益按公允價值衡量之金融資產－流動,　　　　 持有供交易之金融資產－流動,　　　　 以成本衡量之金融資產－非流動,　　　　 投資性不動產－土地,　　 非控制權益
1615,2015年09月30日,,,,                 74151,,                  7921,,                  4254,,                 61677,,                412208,,                  3385,,,                355771,                355771,,                 12559,,                    628,                    628,                932554,,,                108506,,                867918,,                385308,                  3699,,                 15569,,                    702,                 16271,              1381702,              2314256,,,,,                467784,,                 11976,,                 75502,,                 40832,,                 31843,                    786,,,                 30000,                  8019,                 38019,                666742,,,                100000,,                 30790,,                 52338,                 52338,                183128,                849870,,,,              1118618,              1118618,,                              0,,                179081,                 28591,,                125413,                 18364,                143777,                351449,,                 -5681,              1464386,              1464386,              2314256,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,2015年06月30日,,,,                 70911,,                  9093,,                  5283,,                 84731,,                179838,,                  9868,,,                445157,                445157,,                 30009,,                  1509,                  1509,                836399,,,                108506,,                863006,,                385322,                  3699,,                 15524,,                    752,                 16276,              1376809,              2213208,,,,,                436749,,                 14291,,                 28136,,                  4484,,                 63658,                    369,,,                130000,,                134460,                682147,,,                              0,,                 30790,,                 52694,                 52694,                 83484,                765631,,,,              1118618,              1118618,,                              0,,                179081,                 28591,,                125413,                    526,                125939,                333611,,                 -4652,              1447577,              1447577,              2213208,              0,              0,                  4460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,2015年03月31日,,,,                 57434,,                 15333,,                  6240,,                 95362,,                327287,,                  1114,,,                322291,                322291,,                 10959,,                  1403,                  1403,                837423,,,                108506,,                865458,,                385337,                  3699,,                 20140,,                    100,                 20240,              1383240,              2220663,,,,,                359000,,                  4899,,                 44376,,                 65802,,                 31179,                  4648,,,                130000,                 14595,                144595,                655226,,,                              0,,                 30790,,                 53042,                 53042,                 83832,                739058,,,,              1118618,              1118618,,                              0,,                170758,                 28591,,,,                167333,                366682,,                 -3695,              1481605,              1481605,              2220663,              0,              0,,,                              0,,                              0,                359000,,                    727,                              0,,                 -3695,                 -3695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,2014年12月31日,,,,                108711,,                 17584,,                  6048,,                136651,,                300747,,                  3395,,,                323854,                323854,,                 13126,,                  2236,                  2236,                912352,,,                108506,,                874940,,                361678,                  3699,,                 19335,,                    111,                 19446,              1368269,              2280621,,,,,                452000,,                 13374,,                 51203,,                 22332,,                 33438,                  4640,,,                              0,                  9350,                  9350,                586337,,,                130000,,                 30790,,                 53391,                 53391,                214181,                800518,,,,              1118618,              1118618,,                              0,,                170758,                 28591,,                 84065,                 83230,                167295,                366644,,                 -5159,              1480103,              1480103,              2280621,              0,              0,,,                              0,,                              0,                452000,,                              0,                130000,,                 -5159,                 -5159,                108711,                  6048,                136651,                              0,              2280621,,,,                452000,                452000,,                 13374,,                 51203,,                 22332,,                 33438,                  4640,,,                              0,,                              0,                  9350,                  9350,                586337,,,                130000,,                 30790,,                 53391,                 53391,                214181,                800518,,,,              1118618,              1118618,,                              0,,                170758,                 28591,,                167295,                366644,,,                 -5159,                 -5159,              1480103,              1480103,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,2014年09月30日,,,,                 85319,,                 15653,,                  5073,,                124795,,                229249,,                  1849,,,                353011,                353011,,                 10360,,                  5546,                  5546,                830855,,,                112131,,                884716,,                361678,                  3309,,                 19330,,                    111,                 19441,              1381275,              2212130,,,,,                398664,,                  5038,,                 62358,,                 22962,,                 32752,                  3660,,,                              0,                  8797,                  8797,                534231,,,                130000,,                 30677,,                 53244,                 53244,                213921,                748152,,,,              1118618,              1118618,,                              0,,                170758,                 28591,,                 84440,                 67705,                152145,                351494,,                 -6134,              1463978,              1463978,              2212130,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,2014年06月30日,,,,                 55808,,                 14700,,                  6393,,                 81327,,                326758,,                  3189,,,                395042,                395042,,                 13883,,                  2651,                  2651,                899751,,,                112131,,                894836,,                361678,                  3309,,                 19330,,                    111,                 19441,              1391395,              2291146,,,,,                446574,,                 17483,,                 39852,,                    130,,                 64168,                  6147,,,                 25000,,                 38327,                612681,,,                130000,,                 30677,,                 53526,                 53526,                214203,                826884,,,,              1118618,              1118618,,                              0,,                170758,                 28591,,                 84440,                 66669,                151109,                350458,,                 -4814,              1464262,              1464262,              2291146,              0,              0,                 13327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,2014年03月31日,,,,                 47674,,                 13894,,                  5719,,                 79846,,                258862,,                  5113,,,                457417,                457417,,                 25024,,                  2504,                  2504,                896063,,,                112131,,                903741,,                361678,                  3309,,                 19930,,                    111,                 20041,              1400900,              2296963,,,,,                409524,,                 34335,,                 66647,,                              0,,                 30241,                  4161,,,                 50000,                 20958,                 70958,                615866,,,                130000,,                 30677,,                 53811,                 53811,                214488,                830354,,,,              1118618,              1118618,,                              0,,                167697,                 28591,,,,                157191,                353479,,                 -5488,              1466609,              1466609,              2296963,              0,              0,,,                              0,,                     10,                409524,,                              0,                130000,,                 -5488,                 -5488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,2013年12月31日,,,,,,                 11800,,                  5362,,                 97980,,                336769,,                  1050,,,                242607,                242607,,                 11426,,                  1396,                  1396,                789347,,,                112131,,                984915,,                361678,                  3309,,                 20064,,                    146,                 20210,              1482243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,,,,,,,,,                 80947,                  5362,                 97980,                     10,              2271590,,,,                394789,                394789,,                 14741,,                 38944,,                 68815,,                 41661,                    850,,,                              0,,                 75000,                 21890,                 96890,                656690,,,                100000,,                 30677,,                 54102,                 54102,                184779,                841469,,,,              1118618,              1118618,,                              0,,                167697,                 28591,,                121060,                317348,,,                 -5845,                 -5845,              1430121,              1430121,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,2013年09月30日,,,,,,                 13191,,                  9690,,                 83797,,                188479,,                    966,,,                388948,                388948,,                 16948,,                  1975,                  1975,                810526,,,                112131,,                979394,,                361678,                  3253,,                 20326,,                    147,                 20473,              1476929,,,,,,,,,,,                 47972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,,,,,,,,,                 99372,                  9690,                 83797,                  7160,              2287455,,,,                454418,                454418,,                  4426,,                 34670,,                 47972,,                 30284,                  5538,,,,,                100000,                 16517,                116517,                693825,,,                100000,,                 30734,,                 53687,                 53687,                184421,                878246,,,,              1118618,              1118618,,                              0,,                167697,                 28591,,                 99966,                296254,,,                 -5663,                 -5663,              1409209,              1409209,              0,                  1033,                    380,                 97959,                158522,                156818,                 64142,                  9353,                    113,,                486024,,                202569,,                114953,,                  4748,,                 14511,,                118968,,                 30691,                  6930,                100000,                 -5663,,,,,,,,,
1615,2013年06月30日,,,,,,                 16169,,                 10349,,                124823,,                269421,,                  5686,,,                374683,                374683,,                 12242,,                  2700,                  2700,                856899,,,                112131,,                987394,,                361678,                  3253,,                 20394,,                    147,                 20541,              1484997,,,,,,,,,,,                105175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,,,,,,,,,                 32580,                 10349,                124823,                  8246,              2341896,,,,                332134,                332134,,                 12052,,                 66198,,                105175,,                 73786,                  5929,,,,,                100000,                 24086,                124086,                719360,,,                125000,,                 30734,,                 54007,                 54007,                209741,                929101,,,,              1118618,              1118618,,                              0,,                167697,                 28591,,                102893,                299181,,,                 -5004,                 -5004,              1412795,              1412795,              0,                  1040,                    380,                 31160,                177495,                 95703,                 90126,                  9868,                  1491,,                486024,,                205106,,                120785,,                  4870,,                 12659,,                119347,,                 32220,                  6383,                125000,                 -5004,,,,,,,,,
