證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付租金,　　　　 其他預付款,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 淨確定福利資產-非流動,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期遞延收入,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 當期所得稅資產合計,　　　　 無活絡市場之債券投資－非流動淨額,　　　　 預付退休金－非流動,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期遞延收入,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　 待註銷股本股數,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 避險之衍生金融負債－流動,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　 長期借款,　　　　 長期借款合計,　　　　 待分配股票股利,　　 非控制權益,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額
3518,2015年09月30日,,,,                735102,,                121076,,                589090,,                 30702,,                567991,,                 20905,,                  8805,,                 61068,,                  2127,                 72962,                 75089,,                  9784,              2219612,,,                  1656,,              1393812,,                  3667,                134670,,                193675,                 65178,                  4484,                 93977,,                  3450,                360764,              1894569,              4114181,,,,,                395113,,                  8306,,                     25,,                 37400,,                151527,                  2233,,                              0,,                  3204,                  3204,                597808,,,                 31866,,                 46809,,                 11812,                    104,                 11916,                 90591,                688399,,,,                867072,                867072,,              1653444,,                365001,                 60379,,                291350,                716730,,                218102,                 29566,              3425782,              3425782,              4114181,              0,        600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3518,2015年06月30日,,,,              1203630,,                225307,,                148195,,                 67802,,                517731,,                 11169,,                  8001,,                 44150,,                  2044,                 73076,                 75120,,                  9610,              2310715,,,                  1591,,              1306731,,                  3780,                137898,,                230118,                 62626,                  4545,                 90792,,                  3450,                391531,              1841531,              4152246,,,,,                364835,,                  6676,,                     96,,                 66126,,                303002,                    506,,                              0,,                     27,                     27,                741268,,,                 29110,,                 22075,,                 11446,                    298,                 11744,                 62929,                804197,,,,                865472,                865472,,              1647161,,                365001,                 60379,,                335468,                760848,,                104134,                 29566,              3348049,              3348049,              4152246,              0,        600000,,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3518,2015年03月31日,,,,              1282556,,                 86868,,                146664,,                 59154,,                614796,,                 12560,,                  5709,,                 33238,,                  2073,                 78628,                 80701,,                  8617,              2330863,,,                  1614,,              1338637,,                  4195,                140787,,                245645,                 63315,                  4606,                 92596,,                  3450,                409612,              1894845,              4225708,,,,,                449228,,                 13409,,                     96,,                 44629,,                147100,                  1637,,                              0,,                    475,                    475,                656574,,,                 29008,,                 31092,,                 11708,                    101,                 11809,                 71909,                728483,,,,                850742,                850742,,              1775257,,                365001,                 60379,,                331606,                756986,,                143806,                 29566,              3497225,              3497225,              4225708,              0,        600000,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3518,2014年12月31日,,,,              1107389,,                418152,,                132784,,                 20143,,                730779,,                  6971,,                  4527,,                 27510,,                  2092,                 73329,                 75421,,                  7339,              2531015,,,                  1629,,              1357890,,                  4460,                146796,,                235429,                 80745,                  4667,                 93989,,                  3450,                418280,              1929055,              4460070,,,,,                607580,,                 18213,,                     71,,                 32251,,                209786,                  1517,,                              0,,                    512,                    512,                869930,,,                 24983,,                 37348,,                 12023,                    102,                 12125,                 74456,                944386,,,,                850742,                850742,,              1771108,,                365001,                 60379,,                317580,                742960,,                180440,                 29566,              3515684,              3515684,              4460070,              0,        600000,,                              0,,                              0,              1107389,                132784,                  4527,                  1629,                  4667,              4460070,,,,                607580,,                 18213,,                     71,,                 32251,,                209786,                  1517,,                              0,,                    512,                    512,                869930,,,                 24983,,                 37348,,                 12023,                    102,                 12125,                 74456,                944386,,,,                850742,                850742,,              1771108,,                365001,                 60379,,                317580,                742960,,                180440,                 29566,              3515684,              3515684,              0,,,,,,,,,,,,,
3518,2014年09月30日,,,,              1293011,,                288174,,                128284,,                 75285,,                710741,,                 12719,,                  3843,,                 28828,,                  2027,                 69604,                 71631,,                 15133,              2627649,,,                              0,,              1328902,,                  4484,                152207,,                206946,                 34225,                  5157,                 91569,,                  3450,                341347,              1826940,              4454589,,,,,                732663,,                 16376,,                     71,,                 33177,,                154417,                              0,,                     79,,                    589,                    589,                937372,,,                 12680,,                 17237,,                  5873,                    736,                  6609,                 36526,                973898,,,,                850742,                850742,,              1766960,,                365001,                 60379,,                351230,                776610,,                 86379,                              0,              3480691,              3480691,              4454589,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3518,2014年06月30日,,,,              1093997,,                277958,,                318654,,                 64151,,                697298,,                 18191,,                  2795,,                 42516,,                  2224,                 67576,                 69800,,                  8829,              2594189,,,                              0,,              1357975,,                  4778,                156268,,                155046,                 33425,                  5202,                100136,,                  3450,                297259,              1816280,              4410469,,,,,                562421,,                 23720,,                     71,,                 44992,,                275733,                  2524,,                     64,,                    414,                  3041,                912566,,,                  9979,,                  2780,,                 15983,                    717,                 16700,                 29459,                942025,,,,                850742,                850742,,              1762813,,                365001,                 60379,,                418502,                843882,,                 11007,                              0,              3468444,              3468444,              4410469,              0,              0,,                              0,,                  2627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3518,2014年03月31日,,,,              1325220,,                211395,,                300048,,                 33305,,                705155,,                 20463,,                  3810,,                 70390,,                  2266,                 71981,                 74247,,                  6653,              2750686,,,                              0,,              1424739,,                  4814,                161179,,                143190,                 38275,                  5247,                102555,,                  3450,                292717,              1883449,              4634135,,,,,                663196,,                 23344,,                     71,,                 39466,,                185187,                  2967,,                     59,,                    271,                    271,                914561,,,                  8836,,                 17289,,                 16369,                    633,                 17002,                 43127,                957688,,,,                850742,                850742,,              1758665,,                355504,                139179,,                510700,              1005383,,                 61657,                              0,              3676447,              3676447,              4634135,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3518,2013年12月31日,,,,,,                              0,,,,                 14529,,                764222,,                 28908,,,,                 70369,,                  2274,                 78140,                 80414,,                  5428,              2905087,,,,,              1443905,,                  4860,                168032,,                120768,                 39724,,                103521,,                  3450,                272730,              1889527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,              1513282,                423797,                  4138,                              0,                  5267,              4794614,,,,                689785,,                              0,,                     71,,                 70617,,                228575,                              0,,                     46,,                    666,                    666,                989760,,,                  7963,,                 21026,,                 16522,                  5426,                 21948,                 50937,              1040697,,,,                850742,                850742,,              1754517,,                355504,                139179,,                582129,              1076812,,                 71846,                              0,              3753917,              3753917,              0,,,,,,,,,,,,,
3518,2013年09月30日,,,,,,                              0,,,,                 45404,,                682653,,                 28876,,,,                 61446,,                    616,                 35734,                 36350,,                 12800,              2723235,,,,,              1465238,,                  5107,                134664,,                  2646,                 37770,,                103888,,                  3450,                147758,              1752767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                  2403,,,              1411421,                440553,                  1246,,                      4,              4476002,,,,                534839,,                              0,,                     71,,                 34570,,                181863,                  2157,,                     80,,                    325,                    325,                753905,,,                  6368,,                    260,,                 16322,                  8064,                 24386,                 31014,                784919,,,,                850742,                850742,,              1750370,,                355504,                139179,,                578302,              1072985,,                 16986,,              3691083,              3691083,              0,,                     83,,,,,,,,,,,
3518,2013年06月30日,,,,,,                              0,,,,                 17822,,                646063,,                 30157,,,,                 64552,,                    623,                 43463,                 44086,,                963011,              3579155,,,,,              1456809,,                  5486,                139172,,                    198,                 46757,,                105723,,                  3450,                156148,              1757615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                  2403,,,              1529661,                274481,                  6919,,                     20,              5336770,,,,                672619,,                    605,,                     71,,                 18807,,                252925,                  6778,,                    601,,                  8105,                433105,              1386339,,,                  5394,,                    315,,                 16597,                  8156,                 24753,                199212,              1585551,,,,                842319,                850742,,              1746221,,                355504,                139179,,                607628,              1102311,,                 51945,,              3751219,              3751219,              0,,,                    828,,                              0,,                425000,,                168750,                  8423,,,
