證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨（建設業適用）,　　　　　 存貨（建設業適用）淨額,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 工程存出保證金,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 商譽,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他金融資產－非流動,　　　　　 人壽保險現金解約價值,　　　　　 其他金融資產－非流動合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 其他非流動負債,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 待分配股票股利,　　　　 應收帳款,　　　　 當期所得稅資產合計,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　　 土地淨額,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築淨額,　　　　 運輸設備淨額,　　　　　 運輸設備淨額,　　　　 辦公設備淨額,　　　　　 辦公設備淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　 非控制權益
1436,2015年09月30日,,,,                288392,,                  3000,,                              0,,                    183,,                     67,,                     70,,,              5708580,              5708580,,                 14825,                  8255,                 85274,                108354,              6108646,,,                 25761,,                315242,,                 13370,,                    483,                 13853,                 20000,,                  6003,,                     41,                     41,                  6044,                380900,              6489546,,,,,              2987737,,                 18456,,                132190,,                102084,                 10897,,,                613313,                 26057,                639370,              3890734,,,                361772,,                  2655,                  2655,                364427,              4255161,,,,                690000,                690000,,                245201,,                256214,                268658,,                774312,              1299184,,,                              0,                              0,              2234385,              2234385,              6489546,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,2015年06月30日,,,,                298726,,,,                              0,,                    127,,                      3,,                     70,,,              5540366,              5540366,,                  8204,                  8176,                 72946,                 89326,              5928618,,,                 26575,,                315832,,                 13370,,                    625,                 13995,                 20000,,                  5635,,,,                  5635,                382037,              6310655,,,,,              3145691,,                 32560,,                120123,,                113676,                 10897,,,,,                 17677,              3440624,,,                619136,,                  2655,                  2655,                621791,              4062415,,,,                600000,                690000,,                245201,,                256214,                268658,,                788167,              1313039,,,,                              0,              2248240,              2248240,              6310655,              0,              0,              0,                 90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,2014年12月31日,,,,                248307,,                              0,,                    515,,                  2606,,                              0,,                    216,,,              5203155,              5203155,,                              0,                  8000,                 57300,                 65300,              5520099,,,                 29377,,                317012,,                              0,,                    910,                    910,                 20000,,                  3826,,                              0,                              0,                  3826,                371125,              5891224,,,,,              3131424,,                 30940,,                320518,,                 22812,                              0,,,                              0,                  2767,                  2767,              3508461,,,                              0,,                 15367,                 15367,                 15367,              3523828,,,,                600000,                600000,,                245201,,                224106,                481195,,                816894,              1522195,,,                              0,                              0,              2367396,              2367396,              5891224,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,2014年09月30日,,,,                330018,,                              0,,                              0,,                    132,,                      3,,                    167,,,              4434409,              4434409,,                              0,                  8000,                 42764,                 50764,              4815493,,,                 30454,,                317602,,                              0,,                    891,                    891,                 20000,,                  3739,,                              0,                              0,                  3739,                372686,              5188179,,,,,              2707074,,                 15140,,                 86417,,                 18937,                              0,,,                              0,                 11119,                 11119,              2838687,,,                              0,,                 15983,                 15983,                 15983,              2854670,,,,                600000,                600000,,                245201,,                224106,                481195,,                783007,              1488308,,,                              0,                              0,              2333509,              2333509,              5188179,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,2014年06月30日,,,,                419547,,,,                              0,,                  2579,,                     27,,                    167,,,              4351872,              4351872,,                              0,                  8000,                 46566,                 54566,              4828758,,,                 27283,,                318193,,                              0,,                  1016,                  1016,                 20000,,                  3465,,,,                  3465,                369957,              5198715,,,,,              2779268,,                 15745,,                 92671,,                 13214,                              0,,,,,                 18102,              2919000,,,                              0,,                 15983,                 15983,                 15983,              2934983,,,,                600000,                600000,,                245201,,                224106,                481195,,                713230,              1418531,,,,                              0,              2263732,              2263732,              5198715,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,2013年12月31日,,,,                146680,,                100827,,,,                  2430,,                 11680,,,,,              4060731,              4060731,,                 55617,,                 48811,                104428,              4426943,,,                 28338,,                316480,,,,,                  1264,                 20000,,                 21150,,,                              0,                 21150,                387232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                  2430,                    167,,                              0,,                              0,,                 11025,,                 14309,,                  2520,,                    484,              4814175,,,,              2564534,,                 20337,,                112470,,                  8382,                  8382,                              0,,                 58797,              2764520,,,                              0,,                              0,                  3341,                  3341,                  3341,              2767861,,,,                600000,                600000,,                245201,,                224106,                116950,,                860057,              1201113,,                              0,                              0,              2046314,              2046314,,,,,,
1436,2013年09月30日,,,,                282889,,                 28634,,,,                    154,,                    754,,,,,              4089707,              4089707,,                 39872,,                 38995,                 78867,              4481149,,,                 29045,,                187725,,,,,                    869,                 20000,,                  2835,,,                              0,                  2835,                240474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                    154,                    144,,                              0,,                              0,,                 11025,,                 14736,,                  2790,,                    494,              4721623,,,,              2584444,,                 13414,,                 33521,,,                  4673,                              0,,                 42115,              2678167,,,                              0,,                              0,                  2725,                  2725,                  2725,              2680892,,,,                600000,                600000,,                245201,,                224106,                116950,,                854474,              1195530,,                              0,                              0,              2040731,              2040731,,,,,,
1436,2013年06月30日,,,,                184004,,                 27844,,,,                    159,,                    740,,,,,              3679811,              3679811,,                 23828,,                 46370,                 70198,              3962900,,,                 29764,,                188117,,,,,                    381,                 20000,,                  2853,,,                              0,                  2853,                241115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                    159,                    144,,                              0,,                              0,,                 11025,,                 15163,,                  3060,,                    516,              4204015,,,,              1687194,,                 25951,,                 13959,,,                  3916,                              0,,                 24543,              1755563,,,                400000,,                              0,                  2717,                  2717,                402717,              2158280,,,,                600000,                600000,,                245201,,                224106,                116950,,                859478,              1200534,,                              0,                              0,              2045735,              2045735,,,,,,
1436,2013年03月31日,,,,                129203,,                 34883,,,,                    152,,                    782,,,,,              1955247,              1955247,,                              0,,                  3211,                  3211,              2123632,,,                 28794,,                188511,,,,,                    417,                 20000,,                  3896,,,                              0,                  3896,                241618,,,,,,,                 11580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                    152,                    154,,                              0,,                              0,,                 11025,,                 14233,,                  3330,,                    206,              2365250,,,,                220000,,                 11580,,                  2530,,                  2659,                  2659,                 71274,,                    258,                308301,,,                              0,,                              0,                  2717,                  2717,                  2717,                311018,,,,                600000,                600000,,                343983,,                224106,                246965,,                639178,              1110249,,                              0,                              0,              2054232,              2054232,,                159527,                159527,                184456,                              0,                              0
1436,2012年12月31日,,,,              1032029,,                 31318,,,,                  2392,,                  1051,,,,,                432303,                432303,,                              0,,                    149,                    149,              1499242,,,                 26489,,                188902,,,,,                              0,                 20000,,                  3715,,,                400000,                403715,                639106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                  2392,                              0,,                              0,,                              0,,                 11025,,                 11733,,                  3600,,                    131,              2138348,,,,                              0,,                    192,,                              0,,                  5451,                  5451,                 71274,,                    387,                 77304,,,                  1000,,                              0,                  2689,                  2689,                  3689,                 80993,,,,                600000,                600000,,                245201,,                224106,                246965,,                741083,              1212154,,                              0,                              0,              2057355,              2057355,,,,,,
