證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款－其他,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－其他行業,　　　　　 其他存貨,　　　　　 存貨－其他行業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 其他預付款,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 銀行借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－認股權,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 資本公積－庫藏股票交易,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　 現金及約當現金合計,　　　　 原始認列時指定為透過損益按公允價值衡量之金融資產－流動,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 銀行借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－認股權,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之子公司,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益－採用權益法之子公司,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 待分配股票股利,　　　　 其他權益－其他,　　　　　 其他權益－其他,　　　　　 其他權益－其他合計
6184,2015年09月30日,,,,              1415050,              1415050,,                              0,,                 15899,                 15899,,                 93594,                 93594,,                 96099,                 96099,,,                 68324,                 68324,                 68324,,                130619,                130619,,                 12160,                 12160,              1831745,,,              1608345,,                 25035,                 25035,,                              0,                              0,,              2169440,,              2806137,                  1551,,                 37106,              6647614,              8479359,,,,,                432500,                432500,,                 30646,,                 98122,                 98122,,                 11826,                 11826,,                153023,                153023,                 21558,,              1519838,              1519838,              2267513,,,                              0,                              0,,              1138000,,                 78597,              1216597,              3484110,,,,              1400271,              1400271,,,              2433891,              2433891,                 22042,              2455933,,                324723,,                450311,                775034,,                 18350,                436270,              4213318,                781931,              4995249,              8479359,              0,              0,      8778066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6184,2015年06月30日,,,,              1360342,              1360342,,                              0,,                 14830,                 14830,,                133503,                133503,,                    875,                    875,,,                 76901,                 76901,                 76901,,                 50407,                 50407,,                  1212,                  1212,              1638070,,,              2097548,,                 25035,                 25035,,                              0,                              0,,              1934317,,              2818034,                  1552,,                 29747,              6906233,              8544303,,,,,                173000,                173000,,                 38040,,                 47240,                 47240,,                 90711,                 90711,,                390184,                390184,                 54289,,              1513704,              1513704,              2307168,,,                              0,                              0,,              1275000,,                 77251,              1352251,              3659419,,,,              1396215,              1396215,,,              2398453,              2398453,                 22440,              2438449,,                324723,,                388612,                713335,,                 -4326,                436270,              4107403,                777481,              4884884,              8544303,              0,              0,      8778066,                 17556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6184,2015年03月31日,,,,              2096010,              2096010,,                              0,,                 14994,                 14994,,                106390,                106390,,                  1193,                  1193,,,                 59323,                 59323,                 59323,,                 52225,                 52225,,                    817,                    817,              2330952,,,              1608267,,                 25035,                 25035,,                              0,                              0,,              1787714,,              2830181,                  1559,,                 27325,              6280081,              8611033,,,,,                511000,                511000,,                 53160,,                 47398,                 47398,,                 53111,                 53111,,                116354,                116354,                 91820,,                348537,                348537,              1221380,,,              1171650,              1171650,,              1126000,,                 74069,              2371719,              3593099,,,,              1396215,              1396215,,,              2398453,              2398453,                 22440,              2420893,,                291950,,                540490,                832440,,                  3044,                436270,              4216322,                801612,              5017934,              8611033,              0,              0,      8778066,,,                              0,,                  3044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6184,2014年12月31日,,,,              3288863,              3288863,,                              0,,                 13852,                 13852,,                101510,                101510,,                  2946,                  2946,,,                 42572,                 42572,                 42572,,                 47220,                 47220,,                    630,                    630,              3497593,,,                603840,,                 25035,                 25035,,                              0,                              0,,              1606932,,              2842214,                  1559,,                 24875,              5104455,              8602048,,,,,                550000,                550000,,                 44280,,                 94070,                 94070,,                 73080,                 73080,,                141057,                141057,                 64323,,                321148,                321148,              1287958,,,              1165350,              1165350,,              1163000,,                 71566,              2399916,              3687874,,,,              1396215,              1396215,,,              2398453,              2398453,                 22440,              2420893,,                291950,,                438769,                730719,,                              0,                436270,              4111557,                802617,              4914174,              8602048,              0,              0,      8778066,                              0,,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6184,2014年09月30日,,,,              1644414,              1644414,,              1692048,,                  6366,                  6366,,                 46580,                 46580,,                  7903,                  7903,,,                 33421,                 33421,                 33421,,                  9692,                  9692,,                    300,                    300,              3440724,,,                              0,,                 25894,                 25894,,                649379,                649379,,              1102880,,                 84677,                    804,,                 15943,              1879577,              5320301,,,,,                290000,                290000,,                 65160,,                 41093,                 41093,,                 57271,                 57271,,                262477,                262477,                 22917,,                125508,                125508,                864426,,,              1159050,              1159050,,                              0,,                 57112,              1216162,              2080588,,,,                847726,                847726,,,                220950,                220950,                 22440,                243390,,                291950,,                331295,                623245,,                 67293,                              0,              1781654,              1458059,              3239713,              5320301,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6184,2014年06月30日,,,,              1438884,              1438884,,              1957104,,                  6479,                  6479,,                 48725,                 48725,,                 22024,                 22024,,,                 20568,                 20568,                 20568,,                  8009,                  8009,,                    300,                    300,              3502093,,,                              0,,                 25894,                 25894,,                634831,                634831,,                955539,,                 87543,                    306,,                 14678,              1718791,              5220884,,,,,                325000,                325000,,                 65880,,                 38047,                 38047,,                 29684,                 29684,,                259348,                259348,                 28254,,                123057,                123057,                869270,,,              1152750,              1152750,,                              0,,                 55095,              1207845,              2077115,,,,                847726,                847726,,,                220950,                220950,                 22440,                243390,,                291950,,                250020,                541970,,                 66240,                              0,              1699326,              1444443,              3143769,              5220884,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6184,2014年03月31日,,,,              2248101,              2248101,,              1212084,,                  3184,                  3184,,                 62760,                 62760,,                 17212,                 17212,,,                 22230,                 22230,                 22230,,                  4780,                  4780,,                    300,                    300,              3570651,,,                              0,,                 25894,                 25894,,                676813,                676813,,                905199,,                 90065,                    306,,                 13362,              1711639,              5282290,,,,,                465000,                465000,,                 63481,,                 24692,                 24692,,                 31374,                 31374,,                 45134,                 45134,                 38210,,                126789,                126789,                794680,,,              1146450,              1146450,,                              0,,                 53841,              1200291,              1994971,,,,                847726,                847726,,,                220950,                220950,                 22440,                243390,,                266246,,                407894,                674140,,                 71135,                              0,              1836391,              1450928,              3287319,              5282290,              0,              0,              0,,,                  3128,,                 68007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6184,2013年12月31日,,,,              2319848,,,              1213547,,                  4762,                  4762,,                 58550,                 58550,,                  7529,                  7529,,,                 20230,                 20230,                 20230,,                  7318,                  7318,,                    300,                    300,              3632084,,,,,                 25894,                 25894,,                667540,                667540,,                819637,,                 87697,,,                 13051,              1613819,,,,,,,,,,                 37329,,,                 31678,,,,,,,,,,,,              1140150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,              2319848,              1213547,,                 13051,                 13051,              5245903,,,,                510000,                510000,,                 58695,,                 37329,,                 31678,,                 51469,                 51469,                 25717,,                109539,                109539,                824427,,,              1140150,,                 52730,              1192880,              2017307,,,,                847726,                847726,,,                220950,                220950,                 22440,                243390,,                266246,,                348123,                614369,,,                  1029,                  1029,,                 71406,                 71406,                 72435,                              0,              1777920,              1450676,              3228596,,,,
6184,2013年09月30日,,,,              3620424,,,                              0,,                  4871,                  4871,,                 51463,                 51463,,                    206,                    206,,,                 14193,                 14193,                 14193,,                  9873,                  9873,,                    300,                    300,              3701330,,,,,                 25894,                 25894,,                662935,                662935,,                719272,,                 89934,,,                 11673,              1509708,,,,,,,,,,                 36830,,,                 11782,,,,,,,,,,,,              1133850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,              3620424,                              0,,                 11673,                 11673,              5211038,,,,                447000,                447000,,                 51600,,                 36830,,                 11782,,                209820,                209820,                 11004,,                105454,                105454,                873490,,,              1133850,,                 46246,              1180096,              2053586,,,,                847726,                847726,,,                220950,                220950,                 22440,                243390,,                266246,,                283414,                549660,,,                  1941,                  1941,,                 78392,                 78392,                 80333,                              0,              1721109,              1436343,              3157452,,,,
6184,2013年06月30日,,,,              3663205,,,                              0,,                  8199,                  8199,,                 51694,                 51694,,                 55081,                 55081,,,                 13433,                 13433,                 13433,,                  2932,                  2932,,                    300,                    300,              3794844,,,,,                 27894,                 27894,,                646272,                646272,,                594421,,                 92557,,,                 11823,              1372967,,,,,,,,,,                 57136,,,                  4767,,,,,,,,,,,,              1127550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,              3663205,                              0,,                 11823,                 11823,              5167811,,,,                453000,                453000,,                 55800,,                 57136,,                  4767,,                198789,                198789,                 28416,,                105271,                105271,                903179,,,              1127550,,                 44099,              1171649,              2074828,,,,                770660,                847726,,,                243390,                243390,,                243390,,                266246,,                227339,                493585,,,,,,,,                 74360,                              0,              1659061,              1433922,              3092983,                 77066,,                 74360,                 74360
